Name ,Address,City,State,Zip Code,Phone Number,Website,Google Business Page,Facebook,Yelp
Kendall Pregnancy Help Medical Clinic (Heartbeat of Miami),10100 SW 107 Court,Miami,Florida (FL),33176,,http://www.pregnancyhelpclinics.org/en and https://heartbeatofmiami.org/,https://goo.gl/maps/X3tdwqba6Qs,https://www.facebook.com/Heartbeatofmiami/,
Pregnancy Help Center - South Dade (Respect Life),3410 SW 107 Avenue,Miami,Florida (FL),33165,,http://pregnancy911.org/ and https://respectlifemiami.org/,https://goo.gl/maps/BvSNbaC9DMD2,https://www.facebook.com/respectlifemiami,https://www.yelp.com/biz/respect-life-sunset-miami
Pregnancy Help Center - North Dade (Respect Life),"1515 NW 167 St., Bldg. 4, Suite 190",Miami Gardens,Florida (FL),33169,,http://pregnancy911.org/ and https://respectlifemiami.org/,"https://www.google.com/maps/place/Respect+Life+North+Dade/@25.9427808,-80.2211646,15z/data=!4m5!3m4!1s0x0:0x727d2586f82d50cd!8m2!3d25.9427808!4d-80.2211646",https://www.facebook.com/respectlifemiami,
Life Options Clinc (formerly Pregnancy Resource Center of Milton),5775 Berryhill Road,Milton,Florida (FL),32570,,www.prcofmilton.org,"https://www.google.com/maps/place/Life+Options+Clinic/@30.6370342,-87.0777618,15z/data=!4m5!3m4!1s0x0:0xb9a0e7db6af7bfaf!8m2!3d30.6370342!4d-87.0777618",https://www.facebook.com/Pregnancy-Resource-Center-of-Milton-295858971727/,https://www.yelp.com/biz/pregnancy-resource-center-inc-of-milton-milton
Community Pregnancy Clinics - Downtown Naples,940 Fifth Ave N,Naples,Florida (FL),34102,,https://communitypregnancyclinic.com/downtown-naples-clinic/,https://goo.gl/maps/Br5o9VrSYfT2,,https://www.yelp.com/biz/community-pregnancy-clinics-naples-2
Community Pregnancy Clinics - Midtown Naples,2977 Goodlette-Frank Rd N Suite 51,Naples,Florida (FL),34103,,www.community4life.com and https://communitypregnancyclinic.com/midtown-naples-clinic/,"https://www.google.com/search?client=firefox-b-1-d&q=community%20pregnancy%20clinic%20midtown%20naples%20fl&tbs=lf:1,lf_ui:2&tbm=lcl&rflfq=1&num=10&rldimm=5620661631332496539&lqi=Cixjb21tdW5pdHkgcHJlZ25hbmN5IGNsaW5pYyBtaWR0b3duIG5hcGxlcyBmbEiT4dPqnK2AgAhaWgoaY29tbXVuaXR5IHByZWduYW5jeSBjbGluaWMQABABEAIYABgBGAIYBBgFIixjb21tdW5pdHkgcHJlZ25hbmN5IGNsaW5pYyBtaWR0b3duIG5hcGxlcyBmbJIBHG9ic3RldHJpY3NfZ3luZWNvbG9neV9jbGluaWOqASIQASoeIhpjb21tdW5pdHkgcHJlZ25hbmN5IGNsaW5pYygA&ved=2ahUKEwixisv18svvAhXuct8KHa3pA_kQvS4wAXoECAkQRA&rlst=f#rlfi=hd:;si:5620661631332496539,l,Cixjb21tdW5pdHkgcHJlZ25hbmN5IGNsaW5pYyBtaWR0b3duIG5hcGxlcyBmbEiT4dPqnK2AgAhaWgoaY29tbXVuaXR5IHByZWduYW5jeSBjbGluaWMQABABEAIYABgBGAIYBBgFIixjb21tdW5pdHkgcHJlZ25hbmN5IGNsaW5pYyBtaWR0b3duIG5hcGxlcyBmbJIBHG9ic3RldHJpY3NfZ3luZWNvbG9neV9jbGluaWOqASIQASoeIhpjb21tdW5pdHkgcHJlZ25hbmN5IGNsaW5pYygA;mv:[[26.1836891,-81.7919993],[26.1509648,-81.7957974]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u2!2m2!2m1!1e1!2m1!1e2!2m1!1e3,lf:1,lf_ui:2",,
PRC of SW Florida - Naples Clinic & Education Center,15205 Collier Blvd. Ste 209,Naples,Florida (FL),34119,,www.prcnaples.org  / https://supportprc.org/,https://goo.gl/maps/PvX52741jnm,https://www.facebook.com/lineallove/,https://www.yelp.com/biz/prc-clinic-naples-naples-2
Pregnancy Resource Center of Navarre,7552 Navarre Parkway Suite 6,Navarre,Florida (FL),32566,,www.prcofnavarre.com,https://goo.gl/maps/ixgSmWEfzNP2,https://www.facebook.com/Pregnancy-Resource-Center-of-Navarre-298075853884529/,
Hope Women's Centers,943 SW 71 Ave. ,North Lauderdale,Florida (FL),33068,,www.hopewomenscenters.org,https://goo.gl/maps/LC5juEgqXwP2,https://www.facebook.com/HopeWomensCenters,https://www.yelp.com/biz/hope-womens-centers-north-lauderdale
North Miami Pregnancy Help Medical Clinic (Heartbeat of Miami),660 NE 125th St,North Miami,Florida (FL),33161,,http://www.pregnancyhelpclinics.org/en and https://heartbeatofmiami.org/,https://goo.gl/maps/7eokCgVUGir,https://www.facebook.com/Heartbeatofmiami/,
"Pregnancy Solutions, Inc. (Temporarily Closed)",14400 Tamiami Trail South,North Port,Florida (FL),34287,,www.pregnancysolutions.org,https://goo.gl/maps/8Yik73Amddx,https://www.facebook.com/PregnancySolutions/,https://www.yelp.com/biz/pregnancy-solutions-north-port
Alpha Center for Women,118 N Pine Ave,Ocala,Florida (FL),34475,,www.alphacenterocala.com,https://goo.gl/maps/Lz91iYjdW8U2,https://www.facebook.com/alphaocala/,https://www.yelp.com/biz/alpha-center-for-women-ocala
Women's Pregnancy Center of Ocala,1701 E Silver Springs Blvd,Ocala,Florida (FL),34470,,"www.wpcocala.org, http://choicesocala.com/",https://goo.gl/maps/AENtgMQYfat,https://www.facebook.com/wpcocala/,https://www.yelp.com/biz/womens-pregnancy-center-ocala
Pregnancy Center of Okeechobee,808 North East Park Street,Okeechobee,Florida (FL),34972,,www.okeepregcenter.com,https://goo.gl/maps/QHLJDyv8fGA2,https://www.facebook.com/pregnancycenterofokeechobee/,https://www.yelp.com/biz/pregnancy-center-of-okeechobee-okeechobee
Emergency Pregnancy Services - Orange Park,2300 Park Avenue Suite 204,Orange Park,Florida (FL),32703,,https://www.emergencypregnancyservices.org/,"https://www.google.com/maps/place/Emergency+Pregnancy+Services-Clay+County/@30.1612862,-81.701891,15z/data=!4m2!3m1!1s0x0:0x7a764cef138c036f?sa=X&ved=2ahUKEwiiwv6UkI_tAhVxEFkFHYjECF0Q_BIwCnoECBIQAw",https://www.facebook.com/EmergencyPregnancyServices,https://www.yelp.com/biz/emergency-pregnancy-service-jacksonville
First Coast Women's Services - Clay County,105 Old Jennings Road,Orange Park,Florida (FL),32065,,www.fcws.org,https://goo.gl/maps/4LS2qbRWVYD2,https://www.facebook.com/fcwsprc/,
JMJ Pregnancy Center,1401 West Colonial Drive,Orlandao,Florida (FL),32804,,https://www.jmjpc.org/index.html,,,
Choices Women's Clinic,1851 W. Colonial Drive,Orlando,Florida (FL),32804,,www.choiceswomensclinic.com,https://goo.gl/maps/HaDPQeVL1Y52,https://www.facebook.com/pg/choiceswomensclinic,https://www.yelp.com/biz/choices-womens-clinic-orlando
First Life Center for Pregnancy,"3125 Bruton Blvd, Ste B",Orlando,Florida (FL),32805,,https://www.pregnancyanswers.org/,https://goo.gl/maps/ZApMkC5FJB62,https://www.facebook.com/First-Life-Center-for-Pregnancy-127184987318569/,https://www.yelp.com/biz/first-life-center-for-pregnancy-orlando
ThriVe Orlando Express Women's Healthcare,2025 Culver Rd,Orlando,Florida (FL),32817,,www.thriveorlando.org,https://goo.gl/maps/FmUjUaU6NqQ2,https://www.facebook.com/ThriVe-Orlando-545092385858766/,https://www.yelp.com/biz/thrive-orlando-orlando
Resources for Women - Ormond Beach,160 E Granada Blvd,Ormond Beach,Florida (FL),32176,,http://freepregtestdaytona.com/,https://goo.gl/maps/81ZK3FtfDf52,https://www.facebook.com/ResourcesForWomenDaytona/,
A Women's Resource Center,3403 St Johns Ave,Palatka,Florida (FL),32177,,http://www.sjrba.org/390033,https://goo.gl/maps/5BxS4YusGS32,https://www.facebook.com/pg/awomensresourcecente,https://www.yelp.com/biz/a-womens-resource-center-palatka
Palm Beach Women's Clinic - Palm Beach Gardens (formerly First Care),"8645 N. Military Trail, Suite 512",Palm Beach Gardens,Florida (FL),33410,,https://palmbeachwc.org/ and https://firstcareforlife.com/,"https://www.google.com/search?client=firefox-b-1-d&q=palm%20beach%20women%27s%20clinic&tbs=lf:1,lf_ui:4&tbm=lcl&rflfq=1&num=10&rldimm=4093070364998063752&lqi=ChlwYWxtIGJlYWNoIHdvbWVuJ3MgY2xpbmljIgOIAQFIm9G7gpirgIAIWjcKDndvbWVuJ3MgY2xpbmljEAIQAxgAGAEYAhgDIhlwYWxtIGJlYWNoIHdvbWVuJ3MgY2xpbmljkgEcb2JzdGV0cmljc19neW5lY29sb2d5X2NsaW5pY6oBFhABKhIiDndvbWVuJ3MgY2xpbmljKAA&ved=2ahUKEwj1_7ivhczvAhXjg-AKHThlCuEQvS4wAnoECA0QOg&rlst=f#rlfi=hd:;si:7792109770215134260,l,ChlwYWxtIGJlYWNoIHdvbWVuJ3MgY2xpbmljIgOIAQFI88KL0PSugIAIWjcKDndvbWVuJ3MgY2xpbmljEAIQAxgAGAEYAhgDIhlwYWxtIGJlYWNoIHdvbWVuJ3MgY2xpbmljkgEVcHJlZ25hbmN5X2NhcmVfY2VudGVyqgEWEAEqEiIOd29tZW4ncyBjbGluaWMoAA;mv:[[26.831031099999997,-80.0724668],[26.334415999999997,-80.1762006]]",https://www.facebook.com/FriendsofFirstCare/,
North River Care Pregnancy Center,1020 10th Ave W Suite 100,Palmetto,Florida (FL),34221,,http://northrivercare.org,"https://www.google.com/maps/place/North+River+Care/@27.5222996,-82.5754691,15z/data=!4m5!3m4!1s0x0:0x2acb35539221a71a!8m2!3d27.5222996!4d-82.5754691",,http://www.yelp.com/biz/north-river-care-pregnancy-center-palmetto
Pregnancy Options Miami (formerly Eve's Hope PRC),"9000 SW 152nd Street, Suite 105",Palmetto Bay,Florida (FL),33157,,www.pregnancyoptionsmiami.org,https://goo.gl/maps/3SGS6SrTG272,https://www.facebook.com/EvesHopePregnancyCenter/,https://www.yelp.com/biz/eves-hope-palmetto-bay
A Sheltering Tree Ministry,1616 Cincinnati Ave,Panama City,Florida (FL),32401,,http://www.sacccpc.org/Services-Pregnancy-Center.aspx,https://goo.gl/maps/rEN5nw5KaVP2,https://www.facebook.com/A-Sheltering-Tree-218701138186079/,
Pregnancy Resource Center of Panama City,701 Jenks Avenue,Panama City,Florida (FL),32401,,www.anotherheart.org,https://goo.gl/maps/TfmSzoc4iiu,https://www.facebook.com/anotherheart/,https://www.yelp.com/biz/pregnancy-resource-center-panama-city
Alpha Center,6004 Pernella Rd,Pensacola,Florida (FL),32504,,http://www.alphacenterinc.org/,https://goo.gl/maps/PywZ6Wf2mPq,https://www.facebook.com/Alpha-Center-122066801185400,https://www.yelp.com/biz/alpha-center-pensacola
Safe Harbor Pregnancy Medical Center,2280 N 9th Ave,Pensacola,Florida (FL),32503,,www.916safe.org,https://goo.gl/maps/qV5w6SvWN6z,https://www.facebook.com/SafeHarborPregnancy/,https://www.yelp.com/biz/safe-harbor-pregnancy-medical-center-pensacola
A Woman's Place Medical Clinic,8001 66th Street N,Pinellas Park,Florida (FL),33781,,www.awomansplaceclinic.com,https://goo.gl/maps/1bofCJ71zPm,https://www.facebook.com/pg/AWomansPlaceMedical,https://www.yelp.com/biz/a-womans-place-medical-clinic-pinellas-park
"Pregnancy Care Center of Plant City, Inc.",304 N. Collins St.,Plant City,Florida (FL),33563,,https://www.plantcitypregnancycenter.org/,https://goo.gl/maps/tU4JEynfELM2,https://www.facebook.com/Pregnancy-Care-Center-of-Plant-City-192035160807077/,https://www.yelp.com/biz/pregnancy-care-center-of-plant-city-plant-city
South Florida Pregnancy Resource Center,"4100 S. Hospital Drive, Suite 108",Plantation,Florida (FL),33317,,http://sflpregnancyresourcecenter.org,"https://www.google.com/maps/place/south+florida+pregnancy+resource+center/@26.1253359,-80.2042733,15z/data=!4m2!3m1!1s0x0:0x86b25728dd920d78?sa=X&ved=2ahUKEwi9_N-3oczvAhUlc98KHQd_CpgQ_BIwEnoECCIQBQ",https://www.facebook.com/southflorida.empowermentinc.7,
"Pregnancy Careline Center, Inc.","1685 Tamiami Trail, Suite 4",Port Charlotte,Florida (FL),33948,(941) 625-5576,https://www.pregnancycareline.org/,https://goo.gl/maps/e63pvFcucFr,https://www.facebook.com/pages/Pregnancy-Careline-Center/704229519587105,https://www.yelp.com/biz/pregnancy-crisis-care-line-port-charlotte
Pregnancy Solutions-Port Charlotte,3005 Caring Way,Port Charlotte,Florida (FL),33953,,www.pregnancysolutions.org,https://goo.gl/maps/MiAy6pH5SFz,https://www.facebook.com/PregnancySolutions/,https://www.yelp.com/biz/pregnancy-solutions-port-charlotte
West Pasco Pregnancy Center,8125 US-19,Port Richey,Florida (FL),34668,(727) 846-9999,www.pascopregnancy.com,https://goo.gl/maps/BUXtBXWvGYC2,https://www.facebook.com/West-Pasco-Pregnancy-Womens-Wellness-Center-103704259678646/,https://www.yelp.com/biz/west-pasco-pregnancy-center-new-port-richey-2
Care Net Pregnancy Services of the Treasure Coast,8432 S. Federal Highway,Port St. Lucie,Florida (FL),34952,,https://carenettc.com/,https://goo.gl/maps/J79do3reL2r,https://www.facebook.com/Care-Net-Pregnancy-Services-of-the-Treasure-Coast-189734567726285/,https://www.yelp.com/biz/care-net-pregnancy-services-of-the-treasure-coast-port-saint-lucie
Choices Women's Center,3018 E College Ave,Ruskin,Florida (FL),33570,,http://www.choiceswomenscenter.com/,,https://www.facebook.com/pages/Choices-Womens-Center/1521603414724529,https://www.yelp.com/biz/choices-womens-center-ruskin
The Pregnancy Centers - Sanford,1002 French Ave,Sanford,Florida (FL),32771,,https://thepregnancycenters.com/,https://goo.gl/maps/rUxoQJN6NyP2,https://www.facebook.com/ThePregnancyCenterofSanford/,https://www.yelp.com/biz/sanford-crisis-pregnancy-center-sanford
Community Pregnancy Clinics - Sarasota,1419 7th St,Sarasota,Florida (FL),34236,(941) 260-5427,http://communitypregnancyclinic.com/,https://goo.gl/maps/6vwZyvogM6m,,
My Choice Pregnancy Center,5277 N Tamiami Trail,Sarasota,Florida (FL),34234,,http://mychoicepregnancycenter.com/,https://goo.gl/maps/N81mKRcxXP82,https://www.facebook.com/mychoicepregnancycenter/,https://www.yelp.com/biz/my-choice-pregnancy-center-sarasota
Sarasota Medical Pregnancy Center,1762 Hawthorne St Ste 5,Sarasota,Florida (FL),34239,,www.sarasotapregnancy.com,https://goo.gl/maps/eT4mQP1SULS2,https://www.facebook.com/sarasotapregnancy/,https://www.yelp.com/biz/sarasota-medical-pregnancy-center-sarasota
Choices Family Resource Center,1119 US Hwy 27 S,Sebring,Florida (FL),33870,,http://choicesfrc.com,https://goo.gl/maps/vNGBtonKZjo,https://www.facebook.com/ChoicesFRC/,https://www.yelp.com/biz/choices-pregnancy-care-centers-sebring
A New Generation (Obria),7084 Mariner Blvd,Spring Hill,Florida (FL),34608,,https://purehope.org/services/,https://goo.gl/maps/zGc8BKpGG3u,https://www.facebook.com/ANewGeneration7/,https://www.yelp.com/biz/a-new-generation-spring-hill
Foundations of Life Pregnancy Center,8370 Forest Oaks Blvd.,Spring Hill,Florida (FL),34606,,https://foundationsoflife.org/contact-us/spring-hill-pregnancy-center/,https://goo.gl/maps/3u9G4DP16kz,https://www.facebook.com/FOLPregnancyCtr/,
Bay Area Pregnancy Center - St. Petersburg,4090 58th Ave N,St Petersburg,Florida (FL),33714,,www.mybapc.com,https://goo.gl/maps/n8z2kw1GH6k,https://www.facebook.com/mybapc/,
Foundations of Life Pregnancy Center,1213 16th Street N,St Petersburg,Florida (FL),33705,,https://foundationsoflife.org/contact-us/st-petersburg-pregnancy-center/,https://goo.gl/maps/BSFtNUWQH3s,https://www.facebook.com/FOLPregnancyCtr/ https://www.facebook.com/ccadoptfl/,
"Mary's Outreach for Women, Inc.",4144 Central Avenue - #A,St Petersburg,Florida (FL),33711,,https://www.marysoutreachforwomen.com/,https://goo.gl/maps/DXrYpJu4ACB2,https://www.facebook.com/pages/Marys-Outreach-for-Women/124821927572096,
Next STEPP Pregnancy Center,1210 22nd St S,St Petersburg,Florida (FL),33712,,www.nextstepp.org,https://goo.gl/maps/vyjACm4nuWH2,https://www.facebook.com/TheNextStepp,
Life Services of St. Johns County,27 Sevilla Street,St. Augustine,Florida (FL),32084,,http://elifeservices.org/,https://goo.gl/maps/WNuGdWFnFiD2,,
St Gerard Campus Pregnancy Center,1405 U.S. 1 South,St. Augustine,Florida (FL),32084,,http://www.stgerardcampus.org/Pregnancy_Center.html,https://goo.gl/maps/qDr3eSvP7nQ2,,https://www.yelp.com/biz/st-gerard-campus-inc-saint-augustine
Care Net Pregnancy Services of the Treasure Coast,965 SE Federal Highway,Stuart,Florida (FL),34994,,https://carenettc.com/,https://goo.gl/maps/h8pHYuVaNc42,,https://www.yelp.com/biz/care-net-pregnancy-services-of-the-treasure-coast-stuart
A Women's Pregnancy Center,919 W. Pensacola Street,Tallahassee,Florida (FL),32304,(850) 297-1174,http://awomenspregnancycenter.com,https://goo.gl/maps/572nborUyJ72,https://www.facebook.com/awomenspregnancycentertallahassee/,https://www.yelp.com/biz/a-womens-pregnancy-center-tallahassee-2
Pregnancy Help & Information Center,1710 South Gadsden Street,Tallahassee,Florida (FL),32301,,http://phicenter.org/,https://goo.gl/maps/jDY19QFm7SB2,https://www.facebook.com/pages/Pregnancy-Help-and-Information-Center/856464807781065,https://www.yelp.com/biz/pregnancy-help-and-information-center-tallahassee
Women's Clinic of Tallahassee,2410 Mahan Drive Unit 1,Tallahassee,Florida (FL),32308,,http://womensclinictallahassee.com/,https://goo.gl/maps/eTxPJCFqqj12,https://www.facebook.com/pg/WomensClinicTallahassee/reviews/,
A Woman's Place Medical Clinic,14492 University Cove Place,Tampa,Florida (FL),33613,,www.awomansplaceclinic.com,https://goo.gl/maps/K1Kugfefc3p,https://www.facebook.com/pg/AWomansPlaceMedical,
A Woman's Place Medical Clinic,6301 Memorial Hwy Ste 204,Tampa,Florida (FL),33615,,www.awomansplaceclinic.com,https://goo.gl/maps/gPv9Aq1CDzL2,https://www.facebook.com/pg/AWomansPlaceMedical,
Foundations of Life Pregnancy Center,6845 N Dale Mabry Hwy ,Tampa,Florida (FL),33614,,https://foundationsoflife.org/contact-us/tampa-pregnancy-center/,https://goo.gl/maps/JwDs4jcasHx,https://www.facebook.com/FOLPregnancyCtr/,
Oasis Pregnancy Care Center,14620 N Nebraska Ave Unit C,Tampa,Florida (FL),33613,,https://oasispregnancycenter.org/,https://goo.gl/maps/rDNYoHVqTPL2,https://www.facebook.com/pg/Oasis.Pregnancy.Care.Centers,https://www.yelp.com/biz/pregnancy-care-center-tampa-3?fsid=OhQhhYIGlh0M01n1n5GF1w
A Woman's Place Medical Clinic,927 E Klosterman Rd,Tarpon Springs,Florida (FL),34689,,www.awomansplaceclinic.com,"https://www.google.com/maps?ll=28.12338,-82.741187&z=16&t=m&hl=en-US&gl=US&mapclient=embed&cid=9448538998934134396",https://www.facebook.com/AWPTarpon/,https://www.yelp.com/biz/a-womans-place-medical-clinic-tarpon-springs?
"Pregnancy Solutions, Inc.",504 East Venice Avenue,Venice,Florida (FL),34285,,www.pregnancysolutions.org,https://goo.gl/maps/vYMbsaQRayH2,https://www.facebook.com/PregnancySolutions/,https://www.yelp.com/biz/pregnancy-solutions-venice
Venice Area Pregnancy Care Center,301 Bayshore Dr,Venice,Florida (FL),34285,,http://vapcc.org/,"https://www.google.com/maps/place/Venice+Area+Pregnancy+Care+Center/@27.1030134,-82.4502893,15z/data=!4m5!3m4!1s0x0:0xebf06d0c1fe56842!8m2!3d27.1030134!4d-82.4502893",https://www.facebook.com/veniceareapregnancycarecenter/,
A Caring Center for Women,1986 31st Ave Ste 100,Vero Beach,Florida (FL),32960,,https://wccfl.org/,https://goo.gl/maps/ym1so8Q4KKo,https://www.facebook.com/WomensCareCenterVeroBeach/,
Choices Family Resource Center,417 Carlton St,Wauchula,Florida (FL),33873,,https://choicesfrc.com/,https://goo.gl/maps/BKZBaGznzdC2,https://www.facebook.com/ChoicesFRC/,
Oasis - A Pregnancy Care Center,5854 Argerian Dr. Suite 101,Wesley Chapel,Florida (FL),33545,,https://oasispregnancycenter.org/,https://goo.gl/maps/vzPx2o5Jpx72,https://www.facebook.com/pg/Oasis.Pregnancy.Care.Centers,
Miracle Health (Birthline/Lifeline Pregnancy Care Center),3115 45th St,West Palm Beach,Florida (FL),33407,,https://solutionsmobileunit.org/,"https://www.google.com/maps/place/Miracle+Health-Palm+Beach+County/@26.7600691,-80.1018741,15z/data=!4m5!3m4!1s0x0:0x187c9ca63967146e!8m2!3d26.7600691!4d-80.1018741",https://www.facebook.com/solutionsmobileunit/?pageid=1774002079485209&ftentidentifier=2583876938497715&padding=0,
Tri-County Pregnancy Center,426 W. Noble Ave,Williston,Florida (FL),32696,,https://www.tcpcfl.com/,https://goo.gl/maps/QzogvmhWhGo,https://www.facebook.com/Tri-County-Pregnancy-Center-181217855233746/,https://www.yelp.com/biz/tri-county-pregnancy-center-williston
Bethany Christian Services - Winter Garden,29 W Smith St,Winter Garden,Florida (FL),34787,,https://www.bethany.org/florida,https://goo.gl/maps/Rt4waCuZmcF2,https://www.facebook.com/bethanyfans/,https://www.yelp.com/biz/bethany-christian-services-winter-garden
LifeChoice Pregnancy Resource Center,235 E Central Ave,Winter Haven,Florida (FL),33880,,www.lifechoicepregnancycenter.com,https://goo.gl/maps/jG1jhq5541r,https://www.facebook.com/LifeChoiceWH/,
The Pregnancy Centers - Winter Park,2425 Lee Rd,Winter Park,Florida (FL),32789,,https://thepregnancycenters.com/,"https://www.google.com/search?client=firefox-b-1-d&q=the%20pregnancy%20centers%20winter%20park%20fl&tbs=lf:1,lf_ui:2&tbm=lcl&rflfq=1&num=10&rldimm=16570738390681881904&lqi=CiR0aGUgcHJlZ25hbmN5IGNlbnRlcnMgd2ludGVyIHBhcmsgZmxI44y_jbewgIAIWk8KFXRoZSBwcmVnbmFuY3kgY2VudGVycxAAEAEQAhgAGAEYAhgDGAQYBSIkdGhlIHByZWduYW5jeSBjZW50ZXJzIHdpbnRlciBwYXJrIGZskgEVcHJlZ25hbmN5X2NhcmVfY2VudGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJEY1RWNWMwTjNFQUWqAR0QASoZIhV0aGUgcHJlZ25hbmN5IGNlbnRlcnMoAA&ved=2ahUKEwi0re-Qo8zvAhVikuAKHdYeDLIQvS4wAHoECAYQNA&rlst=f#rlfi=hd:;si:16570738390681881904,l,CiR0aGUgcHJlZ25hbmN5IGNlbnRlcnMgd2ludGVyIHBhcmsgZmxI44y_jbewgIAIWk8KFXRoZSBwcmVnbmFuY3kgY2VudGVycxAAEAEQAhgAGAEYAhgDGAQYBSIkdGhlIHByZWduYW5jeSBjZW50ZXJzIHdpbnRlciBwYXJrIGZskgEVcHJlZ25hbmN5X2NhcmVfY2VudGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJEY1RWNWMwTjNFQUWqAR0QASoZIhV0aGUgcHJlZ25hbmN5IGNlbnRlcnMoAA;mv:[[28.633194,-81.32140679999999],[28.580764,-81.38536160000001]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u2!2m2!2m1!1e1!2m1!1e2!2m1!1e3,lf:1,lf_ui:2",,
The Nest Women's Center,"850966 US HWY 17
",Yulee,Florida (FL),32097,,http://www.thenestwomenscenter.org/,"https://www.google.com/search?client=firefox-b-1-d&q=the%20nest%20yulee%20fl&tbs=lf:1,lf_ui:2&tbm=lcl&rflfq=1&num=10&rldimm=17208387231120221128&lqi=ChF0aGUgbmVzdCB5dWxlZSBmbFojCg50aGUgbmVzdCB5dWxlZSIRdGhlIG5lc3QgeXVsZWUgZmySARVwcmVnbmFuY3lfY2FyZV9jZW50ZXKqARYQASoSIg50aGUgbmVzdCB5dWxlZSgA&ved=2ahUKEwiUiLnioczvAhUNd98KHdLRAjAQvS4wAXoECA0QRA&rlst=f#rlfi=hd:;si:17208387231120221128,l,ChF0aGUgbmVzdCB5dWxlZSBmbFojCg50aGUgbmVzdCB5dWxlZSIRdGhlIG5lc3QgeXVsZWUgZmySARVwcmVnbmFuY3lfY2FyZV9jZW50ZXKqARYQASoSIg50aGUgbmVzdCB5dWxlZSgA;mv:[[30.6553923,-81.5952387],[30.310652,-81.79868739999999]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u2!2m2!2m1!1e1!2m1!1e2!2m1!1e3,lf:1,lf_ui:2",https://www.facebook.com/thenestjax/,
Pregnancy Care Center of Zephyrhills,37607 Tall Pines Dr,Zephyrhills,Florida (FL),33542,,http://www.pcczephyrhills.org/,https://goo.gl/maps/GF4VqggLcYn,https://www.facebook.com/pages/biz/33542/Pregnancy-Care-Center-of-Zephyrhills-157621664249738/,https://www.yelp.com/biz/pregnancy-care-center-zephyrhills-2?fsid=vUJbEUkyKXj-0I99Pjr05g
Life Choices Medical Clinic,441 Maitland Ave,Altamonte Springs,Florida (FL),32701,,www.lifechoicesfl.com,"https://www.google.com/maps/place/Life+Choices+Medical+Clinic/@28.65558,-81.365571,15z/data=!4m5!3m4!1s0x0:0x52e8ad4678faabad!8m2!3d28.65558!4d-81.365571",https://www.facebook.com/LifeChoicesWomensCenter/,
Pregnancy Resource Clinic,"10515 FGCU Blvd S, Fort Myers, FL 33965",Estero,Florida (FL),33965,(239) 940-1559,https://communitypregnancyclinic.com,,https://www.facebook.com/CommunityPregnancyClinics,
Pregnancy Resource Clinic Estero Clinic,9911 Corkscrew Rd #105,Estero,Florida (FL),33928,(239) 317-0015,https://www.prcnaples.org/,,https://www.facebook.com/PRCofSWFlorida/,https://www.yelp.com/biz/prc-estero-clinic-estero?osq=pregnancy
Community Pregnancy Clinics,8660 College Pkwy Ste 200,Fort Myers,Florida (FL),33919,(239) 689-1543,https://communitypregnancyclinic.com/,,https://www.facebook.com/CommunityPregnancyClinics/,https://www.yelp.com/biz/community-pregnancy-clinics-fort-myers?osq=pregnancy
Pregnancy & Medical Resource Center,8890 Salrose Ln Unit 104,Fort Myers,Florida (FL),33912,(239) 433-1929,http://pregnancyfortmyers.com,,http://www.facebook.com/VerityFL/,
Pregnancy Resource Center North Clinic,13770 Plantation Rd. Unit 3,Fort Myers,Florida (FL),33912,(239) 990-8186,https://www.prcnaples.org/,"https://www.google.com/maps/place/PRC+North+Clinic/@26.5424449,-81.8474934,15z/data=!4m5!3m4!1s0x0:0xb82311c7151860a5!8m2!3d26.5424449!4d-81.8474934",https://www.facebook.com/PRCofSWFlorida/,https://www.yelp.com/biz/north-clinic-fort-myers?osq=crisis+pregnancy+center
Emergency Pregnancy Services,6903 Merrill Road,Jacksonville,Florida (FL),32277,,http://www.emergencypregnancyservices.org/,,,
First Coast Women’s Services,404 Owens Rd,Jacksonville,Florida (FL),32218,,http://fcws.org,,,
Women’s Help Center,6210 Samuel Wells Dr. #1201,Jacksonville,Florida (FL),32216,,http://pregnancyjacksonville.com,,,
First Coast Women’s Services,224 3rd St N,Jacksonville Beach,Florida (FL),32250,,http://fcws.org,https://goo.gl/maps/S2VB4EFtHkD2,https://www.facebook.com/fcwsprc/,https://www.yelp.com/biz/first-coast-womens-services-beaches-jacksonville-beach
A Woman's Pregnancy Center,4469A Clinton Street,Marianna,Florida (FL),32446,(850) 526-4673,http://www.awpcmarianna.com/,,,http://www.yelp.com/biz/a-womens-pregnancy-center-marianna
Pregnancy Resource Center - Education Center,15205 Collier Blvd #207,Naples,Florida (FL),34119,(239) 513-9775,https://supportprc.org/,,https://www.facebook.com/PRCofSWFlorida/,https://www.yelp.com/biz/prc-clinic-naples-naples-2?osq=Pregnancy+resource+center
