,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6
412,cleanbadword,0.0,1.0,1.0,1.0,0.0,1.0,1.0
413,clear,0.0,1.0,1.0,1.0,2.0,1.0,1.0
414,click,0.0,2.0,2.0,2.0,1.0,2.0,2.0
415,clicking,0.0,4.0,4.0,4.0,0.0,4.0,4.0
416,clicks,0.0,1.0,1.0,1.0,0.0,1.0,1.0
417,client,0.0,1.0,1.0,1.0,3.0,1.0,1.0
418,clientid,0.0,1.0,1.0,1.0,0.0,1.0,1.0
419,clients,0.0,0.0,0.0,0.0,2.0,0.0,0.0
420,clinic,0.0,5.0,5.0,5.0,33.0,5.0,5.0
421,close,0.0,1.0,1.0,1.0,1.0,1.0,1.0
422,closed,0.0,9.0,10.0,10.0,0.0,9.0,9.0
423,closely,0.0,1.0,1.0,1.0,0.0,1.0,1.0
424,coast,0.0,3.0,3.0,3.0,0.0,3.0,3.0
425,cocos,0.0,0.0,0.0,0.0,1.0,0.0,0.0
426,code,0.0,17.0,17.0,17.0,2.0,17.0,17.0
427,coitus,0.0,2.0,2.0,2.0,0.0,2.0,2.0
428,collection,0.0,1.0,1.0,1.0,0.0,1.0,1.0
429,colombia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
430,color,0.0,20.0,20.0,20.0,4.0,20.0,20.0
431,colorado,0.0,0.0,0.0,0.0,1.0,0.0,0.0
432,colors,0.0,0.0,0.0,0.0,8.0,0.0,0.0
433,columbia,0.0,3.0,3.0,3.0,1.0,3.0,3.0
434,come,0.0,4.0,4.0,4.0,2.0,4.0,4.0
435,comes,0.0,2.0,2.0,2.0,0.0,2.0,2.0
436,coming,0.0,2.0,2.0,2.0,11.0,2.0,2.0
437,comments,0.0,2.0,2.0,2.0,0.0,2.0,2.0
438,commitment,0.0,1.0,1.0,1.0,0.0,1.0,1.0
439,committed,0.0,1.0,1.0,1.0,2.0,1.0,1.0
440,committee,0.0,2.0,2.0,2.0,0.0,2.0,2.0
441,committees,0.0,1.0,1.0,1.0,0.0,1.0,1.0
442,common,0.0,1.0,1.0,1.0,0.0,1.0,1.0
443,communicationen,0.0,1.0,1.0,1.0,0.0,1.0,1.0
444,communications,0.0,3.0,3.0,3.0,0.0,3.0,3.0
445,communities,0.0,2.0,2.0,2.0,0.0,2.0,2.0
446,community,0.0,1.0,1.0,1.0,0.0,1.0,1.0
447,comoros,0.0,0.0,0.0,0.0,1.0,0.0,0.0
448,company,0.0,1.0,1.0,1.0,0.0,1.0,1.0
449,compare,0.0,1.0,1.0,1.0,0.0,1.0,1.0
450,complete,0.0,1.0,1.0,1.0,0.0,1.0,1.0
451,compliance,0.0,1.0,1.0,1.0,0.0,1.0,1.0
452,component,0.0,1.0,1.0,1.0,0.0,1.0,1.0
453,componentlist,0.0,2.0,2.0,2.0,0.0,2.0,2.0
454,components,0.0,3.0,3.0,3.0,0.0,3.0,3.0
455,compte,0.0,0.0,0.0,0.0,6.0,0.0,0.0
456,comscore,0.0,0.0,0.0,0.0,1.0,0.0,0.0
457,condolences,0.0,1.0,1.0,1.0,0.0,1.0,1.0
458,condom,0.0,7.0,7.0,7.0,0.0,7.0,7.0
459,condoms,0.0,1.0,1.0,1.0,10.0,1.0,1.0
460,condón,0.0,5.0,5.0,5.0,0.0,5.0,5.0
461,conferencesfinanceoffice,0.0,1.0,1.0,1.0,0.0,1.0,1.0
462,conferencesnyc,0.0,1.0,1.0,1.0,0.0,1.0,1.0
463,confidential,0.0,3.0,3.0,3.0,0.0,3.0,3.0
464,configurable,0.0,0.0,0.0,0.0,2.0,0.0,0.0
465,configuration,0.0,0.0,0.0,0.0,3.0,0.0,0.0
466,confront,0.0,2.0,2.0,2.0,0.0,2.0,2.0
467,confuse,0.0,1.0,1.0,1.0,0.0,1.0,1.0
468,congo,0.0,0.0,0.0,0.0,1.0,0.0,0.0
469,congressional,0.0,1.0,1.0,1.0,0.0,1.0,1.0
470,connect,0.0,1.0,1.0,1.0,0.0,1.0,1.0
471,connecticut,0.0,0.0,0.0,0.0,1.0,0.0,0.0
472,connection,0.0,3.0,3.0,3.0,0.0,3.0,3.0
473,consent,0.0,6.0,6.0,6.0,0.0,6.0,6.0
474,consequences,0.0,0.0,0.0,0.0,1.0,0.0,0.0
475,consider,0.0,1.0,1.0,1.0,0.0,1.0,1.0
476,consideration,0.0,2.0,2.0,2.0,0.0,2.0,2.0
477,console,0.0,2.0,2.0,2.0,0.0,2.0,2.0
478,const,0.0,13.0,13.0,13.0,0.0,13.0,13.0
479,constitute,0.0,1.0,1.0,1.0,0.0,1.0,1.0
480,constitutional,0.0,1.0,1.0,1.0,0.0,1.0,1.0
481,contact,0.0,26.0,26.0,26.0,1.0,26.0,26.0
482,contain,0.0,2.0,2.0,2.0,0.0,2.0,2.0
483,contains,0.0,0.0,0.0,0.0,2.0,0.0,0.0
484,content,0.0,7.0,7.0,7.0,1.0,7.0,7.0
485,context,0.0,0.0,0.0,0.0,1.0,0.0,0.0
486,contextmenu,0.0,1.0,1.0,1.0,0.0,1.0,1.0
487,continue,0.0,1.0,1.0,1.0,0.0,1.0,1.0
488,contraception,0.0,7.0,7.0,7.0,4.0,7.0,7.0
489,contracts,0.0,1.0,1.0,1.0,0.0,1.0,1.0
490,contribution,0.0,6.0,6.0,6.0,0.0,6.0,6.0
491,contributions,0.0,1.0,1.0,1.0,0.0,1.0,1.0
492,control,0.0,37.0,37.0,37.0,7.0,37.0,37.0
493,controlarnos,0.0,1.0,1.0,1.0,0.0,1.0,1.0
494,controlreproductive,0.0,1.0,1.0,1.0,0.0,1.0,1.0
495,convenient,0.0,2.0,2.0,2.0,0.0,2.0,2.0
496,conversation,0.0,0.0,0.0,0.0,2.0,0.0,0.0
497,cook,0.0,0.0,0.0,0.0,1.0,0.0,0.0
498,cookie,0.0,2.0,2.0,2.0,0.0,2.0,2.0
499,cookiebanner,0.0,1.0,1.0,1.0,0.0,1.0,1.0
500,cookies,0.0,1.0,1.0,1.0,0.0,1.0,1.0
501,copay,0.0,1.0,1.0,1.0,0.0,1.0,1.0
502,copy,0.0,4.0,4.0,4.0,0.0,4.0,4.0
503,copycat,0.0,2.0,2.0,2.0,0.0,2.0,2.0
504,copying,0.0,1.0,1.0,1.0,0.0,1.0,1.0
505,copyright,0.0,1.0,1.0,1.0,2.0,1.0,1.0
506,corporate,0.0,1.0,1.0,1.0,0.0,1.0,1.0
507,correct,0.0,2.0,2.0,2.0,0.0,2.0,2.0
508,correctly,0.0,1.0,1.0,1.0,0.0,1.0,1.0
509,corresponding,0.0,3.0,3.0,3.0,0.0,3.0,3.0
510,cost,0.0,1.0,1.0,1.0,0.0,1.0,1.0
511,costa,0.0,0.0,0.0,0.0,1.0,0.0,0.0
512,costs,0.0,1.0,1.0,1.0,0.0,1.0,1.0
513,could,0.0,2.0,2.0,2.0,0.0,2.0,2.0
514,couldn't,0.0,4.0,4.0,4.0,0.0,4.0,4.0
515,council,0.0,0.0,0.0,14.0,0.0,0.0,0.0
516,counsel,0.0,5.0,5.0,5.0,0.0,5.0,5.0
517,counselhybridoffice,0.0,1.0,1.0,1.0,0.0,1.0,1.0
518,counseloffice,0.0,1.0,1.0,1.0,0.0,1.0,1.0
519,counter,0.0,0.0,0.0,0.0,3.0,0.0,0.0
520,country,0.0,0.0,0.0,0.0,1.0,0.0,0.0
521,coupon,0.0,1.0,1.0,1.0,0.0,1.0,1.0
522,courbes,0.0,0.0,0.0,0.0,2.0,0.0,0.0
523,court,0.0,3.0,3.0,3.0,0.0,3.0,3.0
524,courts,0.0,1.0,1.0,1.0,0.0,1.0,1.0
525,coventry,0.0,1.0,1.0,1.0,0.0,1.0,1.0
526,cover,0.0,1.0,1.0,1.0,0.0,1.0,1.0
527,coverage,0.0,5.0,5.0,5.0,0.0,5.0,5.0
528,covered,0.0,1.0,1.0,1.0,0.0,1.0,1.0
529,create,0.0,5.0,5.0,5.0,0.0,5.0,5.0
530,created,0.0,2.0,2.0,2.0,0.0,2.0,2.0
531,creating,0.0,1.0,1.0,1.0,0.0,1.0,1.0
532,credit,0.0,2.0,2.0,2.0,0.0,2.0,2.0
533,croatia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
534,css,0.0,0.0,0.0,0.0,2.0,0.0,0.0
535,cta,0.0,4.0,4.0,4.0,0.0,4.0,4.0
536,ctas,0.0,4.0,4.0,4.0,0.0,4.0,4.0
537,cuba,0.0,0.0,0.0,0.0,1.0,0.0,0.0
538,culture,0.0,6.0,6.0,6.0,2.0,6.0,6.0
539,cunha,0.0,0.0,0.0,0.0,1.0,0.0,0.0
540,curaçao,0.0,0.0,0.0,0.0,1.0,0.0,0.0
541,currency,0.0,4.0,4.0,4.0,0.0,4.0,4.0
542,current,0.0,8.0,8.0,8.0,0.0,8.0,8.0
543,currentemailerror,0.0,1.0,1.0,1.0,0.0,1.0,1.0
544,currentgiftamount,0.0,4.0,4.0,4.0,0.0,4.0,4.0
545,currentqs,0.0,2.0,2.0,2.0,0.0,2.0,2.0
546,curset,0.0,0.0,0.0,0.0,1.0,0.0,0.0
547,custom,0.0,10.0,10.0,10.0,3.0,10.0,10.0
548,customer,0.0,1.0,1.0,1.0,0.0,1.0,1.0
549,cyprus,0.0,0.0,0.0,0.0,1.0,0.0,0.0
550,czechia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
551,cómo,0.0,2.0,2.0,2.0,0.0,2.0,2.0
552,côte,0.0,0.0,0.0,0.0,1.0,0.0,0.0
553,d'ivoire,0.0,0.0,0.0,0.0,1.0,0.0,0.0
554,dad,0.0,0.0,0.0,0.0,2.0,0.0,0.0
555,daily,0.0,0.0,0.0,0.0,8.0,0.0,0.0
556,dakota,0.0,0.0,0.0,0.0,2.0,0.0,0.0
557,dana,0.0,0.0,0.0,0.0,1.0,0.0,0.0
558,dans,0.0,0.0,0.0,0.0,2.0,0.0,0.0
559,darussalam,0.0,0.0,0.0,0.0,1.0,0.0,0.0
560,data,0.0,16.0,16.0,16.0,0.0,16.0,16.0
561,datalayer,0.0,8.0,8.0,8.0,0.0,8.0,8.0
562,date,0.0,1.0,1.0,1.0,0.0,1.0,1.0
563,daughter,0.0,0.0,0.0,0.0,1.0,0.0,0.0
564,day,0.0,10.0,10.0,10.0,3.0,10.0,10.0
565,days,0.0,0.0,0.0,0.0,1.0,0.0,0.0
566,dcoffice,0.0,7.0,7.0,7.0,0.0,7.0,7.0
567,dcteamallfederation,0.0,1.0,1.0,1.0,0.0,1.0,1.0
568,dead,0.0,1.0,1.0,1.0,0.0,1.0,1.0
569,deal,0.0,5.0,5.0,5.0,0.0,5.0,5.0
570,dec,0.0,0.0,0.0,0.0,7.0,0.0,0.0
571,decide,0.0,1.0,1.0,1.0,0.0,1.0,1.0
572,decidirte,0.0,1.0,1.0,1.0,0.0,1.0,1.0
573,decision,0.0,0.0,0.0,0.0,5.0,0.0,0.0
574,decisions,0.0,1.0,1.0,1.0,0.0,1.0,1.0
575,declared,0.0,1.0,1.0,1.0,0.0,1.0,1.0
576,decor,0.0,1.0,1.0,1.0,0.0,1.0,1.0
577,deduction,0.0,2.0,2.0,2.0,0.0,2.0,2.0
578,deepest,0.0,1.0,1.0,1.0,0.0,1.0,1.0
579,default,0.0,30.0,30.0,30.0,0.0,30.0,30.0
580,defaultms,0.0,1.0,1.0,1.0,0.0,1.0,1.0
581,defaults,0.0,2.0,2.0,2.0,0.0,2.0,2.0
582,defeat,0.0,1.0,1.0,1.0,0.0,1.0,1.0
583,defend,0.0,2.0,2.0,2.0,0.0,2.0,2.0
584,define,0.0,1.0,1.0,1.0,0.0,1.0,1.0
585,delaware,0.0,0.0,0.0,0.0,1.0,0.0,0.0
586,delay,0.0,1.0,1.0,1.0,0.0,1.0,1.0
587,delete,0.0,2.0,2.0,2.0,1.0,2.0,2.0
588,deleted,0.0,2.0,2.0,2.0,0.0,2.0,2.0
589,deliberately,0.0,1.0,1.0,1.0,0.0,1.0,1.0
590,delivered,0.0,1.0,1.0,1.0,0.0,1.0,1.0
591,delivers,0.0,5.0,5.0,5.0,0.0,5.0,5.0
592,delivery,0.0,2.0,2.0,2.0,0.0,2.0,2.0
593,democratic,0.0,0.0,0.0,0.0,3.0,0.0,0.0
594,denmark,0.0,0.0,0.0,0.0,1.0,0.0,0.0
595,dependent,0.0,0.0,0.0,0.0,1.0,0.0,0.0
596,depending,0.0,3.0,3.0,3.0,0.0,3.0,3.0
597,deprosse,0.0,0.0,0.0,0.0,1.0,0.0,0.0
598,des,0.0,12.0,0.0,0.0,4.0,0.0,0.0
599,description,0.0,4.0,4.0,4.0,1.0,4.0,4.0
600,deseamos,0.0,1.0,1.0,1.0,0.0,1.0,1.0
601,deserve,0.0,1.0,1.0,1.0,0.0,1.0,1.0
602,deserves,0.0,1.0,1.0,1.0,0.0,1.0,1.0
603,desktop,0.0,0.0,0.0,0.0,1.0,0.0,0.0
604,details,0.0,3.0,3.0,3.0,0.0,3.0,3.0
605,detect,0.0,1.0,1.0,1.0,0.0,1.0,1.0
606,detected,0.0,0.0,0.0,0.0,1.0,0.0,0.0
607,detection,0.0,1.0,1.0,1.0,0.0,1.0,1.0
608,determine,0.0,1.0,1.0,1.0,0.0,1.0,1.0
609,develop,0.0,1.0,1.0,1.0,0.0,1.0,1.0
610,development,0.0,14.0,14.0,14.0,0.0,14.0,14.0
611,developmental,0.0,0.0,0.0,0.0,0.0,0.0,1.0
612,deviantart,0.0,0.0,0.0,0.0,1.0,0.0,0.0
613,device,0.0,1.0,1.0,1.0,2.0,1.0,1.0
614,diafragma,0.0,2.0,2.0,2.0,0.0,2.0,2.0
615,did,0.0,5.0,5.0,5.0,0.0,5.0,5.0
616,diferentes,0.0,1.0,1.0,1.0,0.0,1.0,1.0
617,difference,0.0,1.0,1.0,1.0,0.0,1.0,1.0
618,different,0.0,4.0,4.0,4.0,0.0,4.0,4.0
619,difficult,0.0,1.0,1.0,1.0,0.0,1.0,1.0
620,digital,0.0,9.0,9.0,9.0,0.0,9.0,9.0
621,dilation,0.0,0.0,0.0,0.0,1.0,0.0,0.0
622,direct,0.0,6.0,6.0,6.0,0.0,6.0,6.0
623,directed,0.0,4.0,4.0,4.0,0.0,4.0,4.0
624,directions,0.0,1.0,1.0,1.0,0.0,1.0,1.0
625,directly,0.0,3.0,3.0,3.0,0.0,3.0,3.0
626,disable,0.0,6.0,6.0,6.0,0.0,6.0,6.0
627,disabled,0.0,1.0,1.0,1.0,1.0,1.0,1.0
628,disabling,0.0,1.0,1.0,1.0,0.0,1.0,1.0
629,discuss,0.0,1.0,1.0,1.0,0.0,1.0,1.0
630,disease,0.0,0.0,0.0,0.0,1.0,0.0,0.0
631,disgust,0.0,0.0,0.0,0.0,2.0,0.0,0.0
632,display,0.0,9.0,9.0,9.0,32.0,9.0,9.0
633,displays,0.0,1.0,1.0,1.0,0.0,1.0,1.0
634,district,0.0,0.0,0.0,0.0,1.0,0.0,0.0
635,div,0.0,6.0,6.0,6.0,6.0,6.0,6.0
636,diversity,0.0,0.0,0.0,0.0,4.0,0.0,0.0
637,diving,0.0,1.0,1.0,1.0,0.0,1.0,1.0
638,django,0.0,4.0,4.0,4.0,0.0,4.0,4.0
639,djibouti,0.0,0.0,0.0,0.0,1.0,0.0,0.0
640,docasap,0.0,1.0,1.0,1.0,0.0,1.0,1.0
641,doctors,0.0,1.0,1.0,1.0,0.0,1.0,1.0
642,document,0.0,3.0,3.0,3.0,1.0,3.0,3.0
643,documentation,0.0,1.0,1.0,1.0,0.0,1.0,1.0
644,documents,0.0,1.0,1.0,1.0,0.0,1.0,1.0
645,does,0.0,17.0,17.0,17.0,0.0,17.0,17.0
646,doesn't,0.0,1.0,1.0,1.0,0.0,1.0,1.0
647,doesn’t,0.0,0.0,0.0,0.0,2.0,0.0,0.0
648,dollar,0.0,2.0,2.0,2.0,0.0,2.0,2.0
649,dom,0.0,2.0,2.0,2.0,0.0,2.0,2.0
650,dominica,0.0,0.0,0.0,0.0,1.0,0.0,0.0
651,dominican,0.0,0.0,0.0,0.0,1.0,0.0,0.0
652,don't,0.0,9.0,9.0,9.0,3.0,9.0,9.0
653,donate,0.0,25.0,25.0,25.0,7.0,25.0,25.0
654,donated,0.0,0.0,0.0,0.0,29.0,0.0,0.0
655,donating,0.0,1.0,1.0,1.0,0.0,1.0,1.0
656,donation,0.0,0.0,0.0,0.0,5.0,0.0,0.0
657,donations,0.0,2.0,2.0,2.0,0.0,2.0,2.0
658,donor,0.0,16.0,16.0,16.0,1.0,16.0,16.0
659,dont,0.0,1.0,1.0,1.0,0.0,1.0,1.0
660,don’t,0.0,3.0,3.0,3.0,0.0,3.0,3.0
661,doors,0.0,0.0,0.0,0.0,2.0,0.0,0.0
662,dotted,0.0,1.0,1.0,1.0,0.0,1.0,1.0
663,double,0.0,0.0,0.0,0.0,4.0,0.0,0.0
664,down,0.0,8.0,8.0,8.0,8.0,8.0,8.0
665,download,0.0,1.0,1.0,1.0,0.0,1.0,1.0
666,downloaded,0.0,1.0,1.0,1.0,0.0,1.0,1.0
667,drastic,0.0,1.0,1.0,1.0,0.0,1.0,1.0
668,dribbble,0.0,0.0,0.0,0.0,1.0,0.0,0.0
669,driven,0.0,0.0,0.0,0.0,2.0,0.0,0.0
670,driving,0.0,1.0,1.0,1.0,0.0,1.0,1.0
671,drop,0.0,4.0,4.0,4.0,0.0,4.0,4.0
672,dropdown,0.0,4.0,4.0,4.0,0.0,4.0,4.0
673,drug,0.0,2.0,2.0,2.0,0.0,2.0,2.0
674,dua,0.0,1.0,1.0,1.0,0.0,1.0,1.0
675,dubuque,0.0,0.0,0.0,0.0,1.0,0.0,0.0
676,due,0.0,3.0,3.0,3.0,2.0,3.0,3.0
677,during,0.0,4.0,4.0,4.0,0.0,4.0,4.0
678,dysfunction,0.0,4.0,4.0,4.0,0.0,4.0,4.0
679,ea's,0.0,2.0,2.0,2.0,0.0,2.0,2.0
680,each,0.0,6.0,5.0,6.0,0.0,6.0,6.0
681,earrings,0.0,1.0,1.0,1.0,0.0,1.0,1.0
682,ease,0.0,15.0,15.0,15.0,0.0,15.0,15.0
683,easier,0.0,0.0,0.0,0.0,2.0,0.0,0.0
684,easily,0.0,1.0,1.0,1.0,0.0,1.0,1.0
685,east,0.0,0.0,0.0,0.0,1.0,0.0,0.0
686,easy,0.0,1.0,1.0,1.0,0.0,1.0,1.0
687,eatoaffiliatemap,0.0,1.0,1.0,1.0,0.0,1.0,1.0
688,ecard,0.0,3.0,3.0,3.0,0.0,3.0,3.0
689,ecardmessage,0.0,1.0,1.0,1.0,0.0,1.0,1.0
690,ecards,0.0,1.0,1.0,1.0,0.0,1.0,1.0
691,ecardsection,0.0,1.0,1.0,1.0,0.0,1.0,1.0
692,ecardupdate,0.0,1.0,1.0,1.0,0.0,1.0,1.0
693,ecardvalidation,0.0,1.0,1.0,1.0,0.0,1.0,1.0
694,echoes,0.0,2.0,2.0,2.0,0.0,2.0,2.0
695,ecuador,0.0,0.0,0.0,0.0,1.0,0.0,0.0
696,edit,0.0,1.0,1.0,1.0,0.0,1.0,1.0
697,editor,0.0,1.0,1.0,1.0,0.0,1.0,1.0
698,educate,0.0,1.0,1.0,1.0,0.0,1.0,1.0
699,education,0.0,5.0,5.0,5.0,0.0,5.0,5.0
700,educational,0.0,0.0,0.0,0.0,0.0,0.0,1.0
701,educators,0.0,6.0,6.0,6.0,0.0,6.0,6.0
702,effective,0.0,5.0,5.0,5.0,0.0,5.0,5.0
703,effectiveness,0.0,2.0,2.0,2.0,0.0,2.0,2.0
704,egypt,0.0,0.0,0.0,0.0,1.0,0.0,0.0
705,ein,0.0,2.0,2.0,2.0,0.0,2.0,2.0
706,either,0.0,1.0,1.0,1.0,0.0,1.0,1.0
707,ejaculating,0.0,2.0,2.0,2.0,0.0,2.0,2.0
708,elected,0.0,2.0,2.0,2.0,0.0,2.0,2.0
709,elections,0.0,4.0,4.0,4.0,0.0,4.0,4.0
710,elegir,0.0,1.0,1.0,1.0,0.0,1.0,1.0
711,elem,0.0,0.0,0.0,0.0,1.0,0.0,0.0
712,elemalt,0.0,0.0,0.0,0.0,1.0,0.0,0.0
713,element,0.0,1.0,1.0,1.0,0.0,1.0,1.0
714,elements,0.0,1.0,1.0,1.0,0.0,1.0,1.0
715,eligible,0.0,1.0,1.0,1.0,0.0,1.0,1.0
716,eliminated,0.0,1.0,1.0,1.0,0.0,1.0,1.0
717,elise,0.0,0.0,0.0,0.0,2.0,0.0,0.0
718,else,0.0,78.0,78.0,78.0,4.0,78.0,78.0
719,email,0.0,27.0,27.0,27.0,3.0,27.0,27.0
720,emailerrormsg,0.0,1.0,1.0,1.0,0.0,1.0,1.0
721,emailfield,0.0,1.0,1.0,1.0,0.0,1.0,1.0
722,emailinfo,0.0,2.0,2.0,2.0,0.0,2.0,2.0
723,emailreq,0.0,1.0,1.0,1.0,0.0,1.0,1.0
724,emails,0.0,1.0,1.0,1.0,0.0,1.0,1.0
725,emailtoggle,0.0,1.0,1.0,1.0,0.0,1.0,1.0
726,embed,0.0,1.0,1.0,1.0,0.0,1.0,1.0
727,emergencia,0.0,2.0,2.0,2.0,1.0,2.0,2.0
728,emergency,0.0,7.0,7.0,7.0,1.0,7.0,7.0
729,emirates,0.0,0.0,0.0,0.0,1.0,0.0,0.0
730,emma,0.0,0.0,0.0,0.0,19.0,0.0,0.0
731,emma's,0.0,0.0,0.0,0.0,1.0,0.0,0.0
732,emmagoldmaniowa,0.0,0.0,0.0,0.0,1.0,0.0,0.0
733,employment,0.0,0.0,0.0,0.0,2.0,0.0,0.0
734,empower,0.0,0.0,0.0,0.0,2.0,0.0,0.0
735,empowering,0.0,0.0,0.0,0.0,2.0,0.0,0.0
736,empty,0.0,7.0,7.0,7.0,0.0,7.0,7.0
737,enable,0.0,3.0,3.0,3.0,0.0,3.0,3.0
738,enabled,0.0,2.0,2.0,2.0,2.0,2.0,2.0
739,encodedtweet,0.0,2.0,2.0,2.0,0.0,2.0,2.0
740,encontrar,0.0,1.0,1.0,1.0,0.0,1.0,1.0
741,end,0.0,6.0,6.0,6.0,3.0,6.0,6.0
742,ended,0.0,0.0,0.0,0.0,2.0,0.0,0.0
743,ending,0.0,0.0,0.0,0.0,2.0,0.0,0.0
744,endorse,0.0,1.0,1.0,1.0,0.0,1.0,1.0
745,engagement,0.0,7.0,7.0,7.0,0.0,7.0,7.0
746,england,0.0,7.0,7.0,7.0,0.0,7.0,7.0
747,enough,0.0,1.0,1.0,1.0,0.0,1.0,1.0
748,enroll,0.0,1.0,1.0,1.0,0.0,1.0,1.0
749,enrollment,0.0,2.0,2.0,2.0,0.0,2.0,2.0
750,ensure,0.0,2.0,2.0,2.0,0.0,2.0,2.0
751,entendre,0.0,0.0,0.0,0.0,4.0,0.0,0.0
752,enter,0.0,12.0,12.0,12.0,3.0,12.0,12.0
753,environment,0.0,0.0,0.0,0.0,2.0,0.0,0.0
754,equatorial,0.0,0.0,0.0,0.0,1.0,0.0,0.0
755,equity,0.0,3.0,3.0,3.0,0.0,3.0,3.0
756,eritrea,0.0,0.0,0.0,0.0,1.0,0.0,0.0
757,error,0.0,27.0,27.0,27.0,2.0,27.0,27.0
758,error',0.0,1.0,1.0,1.0,0.0,1.0,1.0
759,errorcheck,0.0,4.0,4.0,4.0,0.0,4.0,4.0
760,espanol,0.0,0.0,0.0,0.0,2.0,0.0,0.0
761,español,0.0,9.0,9.0,9.0,0.0,9.0,9.0
762,est,0.0,0.0,0.0,0.0,2.0,0.0,0.0
763,estonia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
764,estás,0.0,1.0,1.0,1.0,0.0,1.0,1.0
765,eswatini,0.0,0.0,0.0,0.0,1.0,0.0,0.0
766,ethiopia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
767,eur,0.0,2.0,2.0,2.0,0.0,2.0,2.0
768,euro,0.0,2.0,2.0,2.0,0.0,2.0,2.0
769,eustatius,0.0,0.0,0.0,0.0,1.0,0.0,0.0
770,evacuation,0.0,0.0,0.0,0.0,1.0,0.0,0.0
771,even,0.0,1.0,1.0,1.0,2.0,1.0,1.0
772,event,0.0,5.0,5.0,5.0,1.0,5.0,5.0
773,eventer,0.0,0.0,0.0,0.0,1.0,0.0,0.0
774,eventmethod,0.0,0.0,0.0,0.0,2.0,0.0,0.0
775,events,0.0,3.0,3.0,3.0,0.0,3.0,3.0
776,evergreen,0.0,1.0,1.0,1.0,0.0,1.0,1.0
777,every,0.0,4.0,4.0,4.0,0.0,4.0,4.0
778,everyaction,0.0,1.0,1.0,1.0,0.0,1.0,1.0
779,everyone,0.0,2.0,2.0,2.0,0.0,2.0,2.0
780,everything,0.0,1.0,1.0,1.0,0.0,1.0,1.0
781,evp,0.0,5.0,5.0,5.0,0.0,5.0,5.0
782,exam,0.0,1.0,1.0,1.0,0.0,1.0,1.0
783,except,0.0,4.0,4.0,4.0,0.0,4.0,4.0
784,excepted,0.0,1.0,1.0,1.0,0.0,1.0,1.0
785,exchanges,0.0,1.0,1.0,1.0,0.0,1.0,1.0
786,excluded,0.0,2.0,2.0,2.0,0.0,2.0,2.0
787,exclusive,0.0,1.0,1.0,1.0,0.0,1.0,1.0
788,excuses,0.0,0.0,0.0,0.0,4.0,0.0,0.0
789,exist,0.0,0.0,0.0,0.0,2.0,0.0,0.0
790,existing,0.0,2.0,2.0,2.0,0.0,2.0,2.0
791,exists,0.0,4.0,4.0,4.0,0.0,4.0,4.0
792,expanded,0.0,1.0,1.0,1.0,0.0,1.0,1.0
793,expansion,0.0,1.0,1.0,1.0,0.0,1.0,1.0
794,expected,0.0,1.0,1.0,1.0,0.0,1.0,1.0
795,experience,0.0,2.0,2.0,2.0,0.0,2.0,2.0
796,experienced,0.0,1.0,1.0,1.0,0.0,1.0,1.0
797,expert,0.0,4.0,4.0,4.0,0.0,4.0,4.0
798,experts,0.0,5.0,5.0,5.0,6.0,5.0,5.0
799,expiresess,0.0,1.0,1.0,1.0,0.0,1.0,1.0
800,explicitly,0.0,1.0,1.0,1.0,0.0,1.0,1.0
801,explore,0.0,1.0,1.0,1.0,1.0,1.0,1.0
802,explosion,0.0,1.0,1.0,1.0,0.0,1.0,1.0
803,extends,0.0,0.0,0.0,0.0,6.0,0.0,0.0
804,extent,0.0,8.0,8.0,8.0,0.0,8.0,8.0
805,facebook,0.0,4.0,4.0,4.0,11.0,4.0,4.0
806,facebookenglish,0.0,1.0,1.0,1.0,0.0,1.0,1.0
807,facebookyou,0.0,1.0,1.0,1.0,0.0,1.0,1.0
808,facts,0.0,4.0,4.0,4.0,4.0,4.0,4.0
809,fadein,0.0,4.0,4.0,4.0,0.0,4.0,4.0
810,fadeout,0.0,4.0,4.0,4.0,0.0,4.0,4.0
811,fail,0.0,1.0,1.0,1.0,0.0,1.0,1.0
812,failed,0.0,1.0,1.0,1.0,0.0,1.0,1.0
813,fair,0.0,1.0,1.0,1.0,2.0,1.0,1.0
814,fake,0.0,1.0,1.0,1.0,1.0,1.0,1.0
815,falkland,0.0,0.0,0.0,0.0,1.0,0.0,0.0
816,false,0.0,1.0,1.0,1.0,0.0,1.0,1.0
817,family,0.0,1.0,1.0,1.0,0.0,1.0,1.0
818,faq,0.0,2.0,2.0,2.0,0.0,2.0,2.0
819,faroe,0.0,0.0,0.0,0.0,1.0,0.0,0.0
820,faso,0.0,0.0,0.0,0.0,1.0,0.0,0.0
821,fast,0.0,1.0,1.0,1.0,0.0,1.0,1.0
822,feature,0.0,0.0,0.0,0.0,1.0,0.0,0.0
823,featured,0.0,1.0,1.0,1.0,0.0,1.0,1.0
824,features,0.0,0.0,0.0,0.0,1.0,0.0,0.0
825,featuresnfl,0.0,1.0,1.0,1.0,0.0,1.0,1.0
