,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6,Total7,Total8
991,consult,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
992,consultation,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0
993,consumer,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
994,contact,43.0,26.0,0.0,19.0,159.0,4.0,26.0,26.0,26.0
995,contacted,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
996,contacting,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
997,contactnews,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,contacts,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
999,contactsdivision,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1000,contactsfor,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1001,contain,0.0,2.0,0.0,0.0,24.0,0.0,2.0,2.0,2.0
1002,container,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,contains,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
1004,content,280.0,7.0,0.0,50.0,20.0,0.0,7.0,7.0,7.0
1005,contents,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,contextmenu,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1007,continually,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,continue,4.0,1.0,0.0,3.0,73.0,0.0,1.0,1.0,1.0
1009,continue',0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1010,continued,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
1011,continues,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
1012,continuing,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1013,contnue,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1014,contraception,8.0,7.0,0.0,42.0,5.0,0.0,7.0,7.0,7.0
1015,contraceptive,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1016,contraceptives,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1017,contract,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,contracting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,contracts,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1020,contribute,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1021,contribution,0.0,6.0,0.0,0.0,25.0,0.0,6.0,6.0,6.0
1022,contributions,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1023,control,113.0,37.0,0.0,2.0,19.0,5.0,35.0,35.0,35.0
1024,controladministrative,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1025,controlarnos,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1026,controllocal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1027,controlreproductive,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1028,controltobacco,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1029,controlwhole,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1030,convenient,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
1031,cookie,0.0,2.0,0.0,0.0,12.0,0.0,2.0,2.0,2.0
1032,cookiebanner,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1033,cookies,0.0,1.0,0.0,0.0,42.0,0.0,1.0,1.0,1.0
1034,cool,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1035,coon,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1036,coordinating,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1037,copay,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1038,copied,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
1039,copied',0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1040,copies,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
1041,copy,0.0,4.0,0.0,0.0,12.0,0.0,4.0,4.0,4.0
1042,copycat,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
1043,copying,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1044,copyright,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0
1045,copyrighted,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1046,corner,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,coronavirus,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
1048,corporate,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1049,corps,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1050,corpsdental,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1051,corpsredacted,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1052,corpus,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1053,correct,0.0,2.0,0.0,0.0,6.0,0.0,2.0,2.0,2.0
1054,correctly,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1055,corresponding,0.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0
1056,corsicana,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1057,cosmetic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,cost,105.0,1.0,0.0,611.0,32.0,0.0,1.0,1.0,1.0
1059,costs,1.0,1.0,0.0,3.0,7.0,0.0,1.0,1.0,1.0
1060,cottage,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
1061,could,0.0,2.0,0.0,1.0,72.0,0.0,2.0,2.0,2.0
1062,couldn't,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0
1063,couldn’t,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0
1064,council,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
1065,councilnorth,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1066,councils,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1067,counsel,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
1068,counselapplyassistant,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1069,counselhybridoffice,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1070,counseling,0.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0
1071,counseloffice,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1072,counselors,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1073,counselorsapply,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1074,count,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1075,counter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,countriescharity,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1077,country,0.0,1.0,0.0,1.0,36.0,0.0,1.0,1.0,1.0
1078,county,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
1079,couple,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1080,coupon,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1081,courier,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1082,course,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1083,court,1.0,3.0,0.0,65.0,2.0,0.0,3.0,3.0,3.0
1084,courtcourt,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1085,courtesy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1086,courtour,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1087,courts,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1088,courtsb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1089,courtwe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1090,courtwhole,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1091,court’s,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1092,cover,3.0,1.0,0.0,7.0,24.0,0.0,1.0,1.0,1.0
1093,coverage,3.0,5.0,0.0,2.0,10.0,0.0,5.0,5.0,5.0
1094,coveragechildren's,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1095,coveragewhole,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1096,covered,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0
1097,covering,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1098,covers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,covid,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1100,cpcs,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1101,crampy,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1102,create,1.0,5.0,0.0,0.0,19.0,0.0,5.0,5.0,5.0
1103,created,1.0,2.0,0.0,1.0,30.0,0.0,2.0,2.0,2.0
1104,creating,0.0,1.0,0.0,38.0,0.0,0.0,1.0,1.0,1.0
1105,creative,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,credit,5.0,2.0,0.0,3.0,60.0,0.0,2.0,2.0,2.0
1107,criminal,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1108,crisis,2.0,0.0,0.0,3.0,45.0,0.0,0.0,0.0,0.0
1109,crisisfacing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1110,crisis—particularly,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1111,critical,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
1112,crop,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
1113,cross,0.0,1.0,0.0,0.0,12.0,0.0,1.0,1.0,1.0
1114,crossroads,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0
1115,crossroadsseptember,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1116,crossroadstitle,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1117,crowdfunding,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1118,crucial,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,cta,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0
1120,ctas,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0
1121,culpeper,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1122,cultural,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1123,culture,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0
1124,currency,0.0,4.0,0.0,0.0,12.0,0.0,4.0,4.0,4.0
1125,current,1.0,8.0,0.0,0.0,38.0,0.0,8.0,8.0,8.0
1126,currentemailerror,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1127,currentgiftamount,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0
1128,currently,1.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0
1129,currentqs,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
1130,custom,62.0,10.0,0.0,0.0,12.0,0.0,10.0,10.0,10.0
1131,customer,0.0,1.0,0.0,0.0,12.0,0.0,1.0,1.0,1.0
1132,cuts,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,cycle,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,cyclewhole,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1135,cómo,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
1136,daily,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
1137,dakota,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0
1138,dakota's,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
1139,dale,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1140,dallas,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1141,damage,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1142,dance,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1143,dangerous,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1144,dashboard,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1145,dashboards,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1146,dashboardsdurable,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1147,data,62.0,16.0,0.0,0.0,28.0,0.0,16.0,16.0,16.0
1148,databreastfeeding,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1149,databrfss,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1150,datadataelectronic,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1151,datahealthy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1152,datalayer,0.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0
1153,date,3.0,1.0,0.0,0.0,54.0,0.0,1.0,1.0,1.0
1154,dates,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1155,datesmedicaid,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1156,daunte,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1157,day,5.0,10.0,0.0,51.0,33.0,0.0,10.0,10.0,10.0
1158,dayabortion,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1159,dayemergency,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1160,dayfind,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1161,days,40.0,0.0,0.0,24.0,216.0,0.0,0.0,0.0,0.0
1162,daythe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1163,daywhole,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1164,dbeatrice,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1165,dcabortion,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1166,dchow,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1167,dcoffice,0.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0
1168,dcteamallfederation,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1169,deactivated,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
1170,dead,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1171,deal,0.0,5.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0
1172,dealing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1173,death,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1174,deathabortion,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1175,debit,2.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0
1176,decades,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1177,decatur,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1178,decide,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1179,decides,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1180,decidirte,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1181,decision,9.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
1182,decisionlet’s,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1183,decisions,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1184,declared,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1185,decline,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1186,declined,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1187,decontamination,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1188,decontaminationcondition,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1189,decor,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1190,decrease,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,dedicated,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
1192,deducted,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
1193,deductible,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0
1194,deduction,0.0,2.0,0.0,0.0,36.0,0.0,2.0,2.0,2.0
1195,deepest,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1196,default,0.0,30.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0
1197,defaultms,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1198,defaults,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
1199,defeat,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1200,defend,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
1201,defender,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1202,defense,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
1203,deficiency,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,define,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1205,defined,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,definitions,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1207,definitionsinfection,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1208,defying,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1209,delay,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1210,delayed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,delays,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1212,delete,0.0,2.0,0.0,0.0,18.0,0.0,2.0,2.0,2.0
1213,deleted,0.0,2.0,0.0,0.0,12.0,0.0,2.0,2.0,2.0
1214,deleting,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1215,deliberately,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1216,deliver,0.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0
1217,delivered,0.0,1.0,0.0,4.0,48.0,0.0,1.0,1.0,1.0
1218,delivers,0.0,5.0,0.0,0.0,30.0,0.0,4.0,4.0,4.0
1219,delivery,0.0,2.0,0.0,204.0,2.0,0.0,2.0,2.0,2.0
1220,dementia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,demily,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1222,denied,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1223,denison,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1224,dental,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
1225,denton,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1226,department,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
1227,departments,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1228,departmentsresources,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1229,dependent,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,depending,0.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0
1231,deputizing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1232,describe,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
1233,describes,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
1234,description,0.0,4.0,0.0,0.0,12.0,0.0,4.0,4.0,4.0
1235,deseamos,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1236,deserve,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0
1237,deserves,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1238,designated,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1239,designating,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,designations,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1241,designationsworkforce,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1242,designed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1243,designs,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1244,desktop,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
1245,desserts,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1246,destigmatize,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1247,destigmatizing,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
1248,detail,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,detailed,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,details,0.0,3.0,0.0,0.0,42.0,0.0,3.0,3.0,3.0
1251,detect,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1252,detection,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1253,detentionyour,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1254,determinants,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1255,determination,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1256,determine,7.0,1.0,0.0,1.0,19.0,0.0,1.0,1.0,1.0
1257,devastate,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1258,develop,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1259,development,2.0,14.0,0.0,1.0,6.0,0.0,14.0,14.0,14.0
1260,developmental,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
1261,developmentnew,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1262,developmentsummer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1263,device,2.0,1.0,0.0,1.0,12.0,0.0,1.0,1.0,1.0
1264,diabetes,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
1265,diabetesdiabetes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1266,diabeteswhat,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1267,diafragma,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
1268,diagnosis,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269,did,0.0,5.0,0.0,0.0,6.0,0.0,5.0,5.0,5.0
1270,didn't,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1271,didn’t,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1272,diferentes,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1273,difference,0.0,1.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0
1274,differencewhole,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1275,different,4.0,4.0,0.0,0.0,42.0,0.0,4.0,4.0,4.0
1276,difficult,0.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0
1277,difficulties,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,difficulty,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,digit,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
1280,digital,0.0,9.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0
1281,digits,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0
1282,dignity,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1283,dilating,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1284,dilation,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1285,dilator,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1286,diligently,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1287,diphtheria,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1288,direct,0.0,6.0,0.0,2.0,0.0,0.0,6.0,6.0,6.0
1289,directed,0.0,4.0,0.0,38.0,6.0,0.0,4.0,4.0,4.0
1290,directions,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0
1291,directionscall,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1292,directionsnow,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1293,directionswhole,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1294,directly,1.0,3.0,0.0,6.0,62.0,0.0,3.0,3.0,3.0
1295,director,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1296,directory,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
1297,directorycontact,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1298,directoryprojects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1299,directoryvital,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1300,disabilities,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
1301,disabilitiesmedicaid,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1302,disabilitiesservices,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1303,disability,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1304,disable,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0
1305,disabled,0.0,1.0,0.0,0.0,12.0,0.0,1.0,1.0,1.0
1306,disabling,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1307,disagreement,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1308,disaster,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1309,discard,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1310,discharge,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1311,disclaimer,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1312,disclosure,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
