,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6,Total7
366,campaign,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0
367,can,78.0,2.0,63.0,89.0,83.0,0.0,0.0,63.0
368,canada,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
369,canadian,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
370,cancel,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
371,canceled,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
372,cannot,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0
373,can’t,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
374,capable,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
375,capacity,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
376,capital,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,captions,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
378,capture,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
379,captureevent,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
380,captureexception,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
381,capturemessage,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
382,card,0.0,0.0,5.0,2.0,2.0,0.0,0.0,5.0
383,cards,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,care,54.0,2.0,3.0,9.0,7.0,0.0,0.0,3.0
385,carecontactabortion,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
386,carecontactadoption,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
387,carecontactall,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
388,carecontactbook,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
389,carecontactcare,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
390,carecontactclient,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
391,carecontactknow,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
392,carecontactmake,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
393,carecontactour,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
394,carecontactpregnancy,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
395,carecontactthe,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
396,carecontactwhat,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
397,carecontactyour,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
398,career,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
399,careers,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
400,carefaqsget,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,carefully,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
402,careour,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
403,cares,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,caring,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
405,caringstaff,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
406,carried,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
407,carries,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,case,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0
409,cases,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,cash,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
411,catch,0.0,0.0,1.0,32.0,0.0,0.0,0.0,1.0
412,cause,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
413,caused,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
414,center,126.0,11.0,24.0,42.0,102.0,0.0,0.0,24.0
415,centerdec,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
416,centergroupsaboutcreate,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
417,centerjan,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
418,centermay,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
419,centernov,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
420,centerprivacy,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
421,centers,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
422,center“you,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
423,central,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,centre,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
425,centres,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
426,centre’s,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
427,certain,2.0,0.0,4.0,1.0,5.0,0.0,0.0,4.0
428,chain,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
429,challenges,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
430,champlain,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
431,chance,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
432,change,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
433,changed,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
434,changes,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
435,changing,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
436,channel,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
437,channels,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
438,chapter,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0
439,chapters,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
440,charge,4.0,0.0,8.0,0.0,1.0,0.0,0.0,8.0
441,chargecaring,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,charged,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
443,chargefaqs,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
444,chargeservices,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
445,chargesubmitthe,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
446,chargewhat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,charge﻿your,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
448,charitable,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
449,charity,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0
450,chat,0.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0
451,chatavailable,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
452,chatmake,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
453,check,2.0,0.0,21.0,6.0,1.0,0.0,0.0,21.0
454,checklist,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
455,checkout,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
456,checktotal,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
457,chemical,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
458,cherin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
459,child,0.0,0.0,1.0,129.0,2.0,0.0,0.0,1.0
460,childbirth,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
461,childheight,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
462,chittenden,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
463,chlamydia,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
464,choice,2.0,0.0,6.0,0.0,2.0,0.0,0.0,6.0
465,choices,32.0,1.0,1.0,0.0,22.0,0.0,0.0,1.0
466,choicestermshelpcontact,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
467,choose,2.0,0.0,6.0,1.0,4.0,0.0,0.0,6.0
468,choosing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
469,christian,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
470,chrome,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
471,chunk,56.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
472,church,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
473,churches,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,circle,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
475,circumstances,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
476,city,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0
477,claim,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
478,claimed,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
479,claims,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
480,class,140.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0
481,classes,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
482,classesfor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,classesparenting,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
484,classesprofessional,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
485,click,0.0,5.0,9.0,3.0,0.0,0.0,0.0,9.0
486,clicking,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
487,clicks,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
488,client,5.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0
489,clients,5.0,0.0,3.0,0.0,7.0,0.0,0.0,3.0
490,clientspregnancy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,clifford,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
492,clinic,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
493,clock,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
494,close,0.0,0.0,20.0,2.0,3.0,0.0,0.0,20.0
495,closed,0.0,0.0,54.0,1.0,1.0,0.0,0.0,54.0
496,closer,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
497,closure,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
498,code,56.0,0.0,1.0,1.0,44.0,0.0,0.0,1.0
499,coercion,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
500,collected,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
501,collection,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
502,college,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,color,11.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0
504,colorado,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
505,column,0.0,0.0,36.0,0.0,0.0,0.0,0.0,36.0
506,come,4.0,1.0,3.0,2.0,7.0,0.0,0.0,3.0
507,comes,3.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0
508,comfortably,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
509,coming,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
510,comment,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
511,commented,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
512,comments,84.0,0.0,0.0,5.0,66.0,0.0,0.0,0.0
513,commentspost,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
514,commercial,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
515,commitment,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
516,committed,30.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0
517,common,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
518,commonly,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
519,communication,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
520,community,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0
521,compassion,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
522,compassionate,4.0,0.0,4.0,4.0,1.0,0.0,0.0,4.0
523,compassionateyour,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,compatibility,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
525,competence,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
526,competent,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
527,compiles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
528,complained,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
529,complaining,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
530,complete,57.0,1.0,2.0,0.0,45.0,0.0,0.0,2.0
531,complex,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
532,comply,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
533,computer,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
534,computers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
535,conceive,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
536,conceived,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0
537,conception,10.0,0.0,11.0,0.0,11.0,0.0,0.0,11.0
538,concerning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
539,concerns,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
540,concerts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
541,conditions,2.0,2.0,3.0,48.0,2.0,0.0,0.0,3.0
542,condom,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
543,condoms,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,conduct,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
545,conferences,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
546,confidence,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
547,confidential,13.0,1.0,17.0,21.0,7.0,0.0,0.0,17.0
548,confidentially,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
549,confidentialmake,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,configurescope,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
551,confirm,8.0,0.0,12.0,0.0,13.0,0.0,0.0,12.0
552,confirmation,5.0,0.0,6.0,0.0,7.0,0.0,0.0,6.0
553,confirmationif,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
554,confirmationoptions,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,confirmationpregnancy,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
556,confirmed,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
557,confirmedbtnonechecked,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
558,confirmedbtntwochecked,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
559,confirming,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
560,conflicting,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
561,conflicts,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
562,connect,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0
563,connected,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
564,connection,28.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0
565,connects,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
566,consent,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
567,consented,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
568,consequential,28.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0
569,consider,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
570,considered,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
571,considering,5.0,4.0,12.0,0.0,8.0,0.0,0.0,12.0
572,consistently,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,consists,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
574,const,28.0,3.0,4.0,0.0,25.0,0.0,0.0,4.0
575,constantly,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
576,constitute,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
577,constructor,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
578,construed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
579,consult,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
580,consultant,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
581,consultation,5.0,0.0,21.0,0.0,4.0,0.0,0.0,21.0
582,consultations,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
583,consultationsexual,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,consultationsget,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,consulting,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
586,contact,91.0,6.0,38.0,92.0,37.0,0.0,0.0,38.0
587,contacting,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
588,contain,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
589,contains,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
590,content,28.0,2.0,20.0,44.0,0.0,0.0,0.0,20.0
591,contentrect,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
592,contents,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
593,contentstring,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
594,content”,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
595,contextmenu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
596,continue,4.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0
597,continued,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
598,continues,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
599,continuing,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
600,contraception,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
601,contraceptive,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
602,contraceptives,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
603,contraceptivesemergency,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,contraceptivesif,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,contraceptivesplan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,contracting,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
607,contractions,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
608,contracts,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
609,contributed,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
610,contribution,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
611,contributors,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
612,control,5.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0
613,controls,1.0,0.0,19.0,0.0,1.0,0.0,0.0,19.0
614,convenient,0.0,0.0,7.0,0.0,1.0,0.0,0.0,7.0
615,conveniently,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
616,conversations,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
617,cookie,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
618,cookies,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
619,coordinate,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
620,copy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
621,copying,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
622,copyright,84.0,0.0,1.0,9.0,44.0,0.0,0.0,1.0
623,copyrighted,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
624,coronavirus,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
625,correct,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
626,corruption,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
627,cost,6.0,0.0,5.0,0.0,12.0,0.0,0.0,5.0
628,costafter,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
629,costs,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
630,could,2.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0
631,couldn’t,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,counseling,0.0,0.0,4.0,5.0,2.0,0.0,0.0,4.0
633,counselingdecision,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
634,counselingpublic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
635,counselling,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
636,count,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
637,countdown,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0
638,countdownnumberel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
639,countries,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
640,country,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0
641,countryusaaaland,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
642,county,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,couples,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,court,0.0,0.0,0.0,2.0,46.0,0.0,0.0,0.0
645,courts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
646,cover,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
647,covered,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
648,coxwell,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
649,create,0.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0
650,created,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
651,creating,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
652,creative,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0
653,credit,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
654,css,28.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0
655,culture,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
656,curious,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
657,current,0.0,0.0,0.0,96.0,4.0,0.0,0.0,0.0
658,currently,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
659,currenttotal,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0
660,custom,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0
661,customdonation,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
662,customer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
663,cycle,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
664,cycles,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0
665,dad,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,dads,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,dadsan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,dadscentral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,daily,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
670,damage,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
671,damages,56.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
672,daphnie,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
673,dashed,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
674,data,28.0,0.0,18.0,4.0,24.0,0.0,0.0,18.0
675,database,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
676,date,10.0,0.0,13.0,1.0,10.0,0.0,0.0,13.0
677,datenovember,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
678,dates,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
679,datetaking,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,dateyou,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
681,day,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
682,dayappointments,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
683,daylight,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
684,days,2.0,0.0,2.0,37.0,2.0,0.0,0.0,2.0
685,dead,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
686,deal,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
687,dealing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
688,debited,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
689,dec,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
690,decide,3.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0
691,decidebefore,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,decidecall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,decided,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
694,decidefree,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,decides,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,decidewe,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
697,decision,18.0,0.0,5.0,0.0,4.0,0.0,0.0,5.0
698,decisioncentral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,decisions,33.0,0.0,2.0,0.0,24.0,0.0,0.0,2.0
700,dedicated,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
701,deemed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
702,deems,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
703,deep,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
704,deeply,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,define,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
706,delay,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
707,delete,28.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
708,deleted,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
709,deliver,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
710,demo,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
711,democratic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
712,depend,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
713,depending,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
714,describe,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
715,deserve,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0
716,deserves,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
717,design,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0
718,designated,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
719,designed,1.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0
720,desktop,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
721,detailed,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
722,detailing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
723,details,58.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
724,detailsthe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
725,detect,28.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0
726,detection,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
727,determine,14.0,0.0,15.0,0.0,17.0,0.0,0.0,15.0
728,determined,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
729,determines,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
730,determining,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
731,developing,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
732,development,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
