,token,Total0,Total1,Total2,Total3,Total4,Total5
463,bottom,1.0,1.0,0.0,1.0,0.0,0.0
464,bowling,0.0,0.0,0.0,0.0,1.0,0.0
465,box,2.0,2.0,0.0,2.0,0.0,0.0
466,brand,1.0,1.0,0.0,1.0,3.0,0.0
467,brands,0.0,0.0,0.0,0.0,2.0,0.0
468,break,0.0,0.0,0.0,0.0,1.0,0.0
469,breakdown,0.0,0.0,0.0,0.0,0.0,1.0
470,breaking,1.0,1.0,0.0,1.0,1.0,0.0
471,breast,0.0,0.0,0.0,0.0,4.0,0.0
472,breastfeedingdoes,0.0,0.0,0.0,0.0,1.0,0.0
473,breastfeedingfertility,0.0,0.0,0.0,0.0,1.0,0.0
474,breastswomen,0.0,0.0,0.0,0.0,1.0,0.0
475,breathe,0.0,0.0,0.0,0.0,1.0,0.0
476,breathing,0.0,0.0,0.0,0.0,1.0,0.0
477,brief,0.0,0.0,0.0,0.0,2.0,0.0
478,briefcases,0.0,0.0,0.0,0.0,1.0,0.0
479,bring,0.0,1.0,0.0,1.0,2.0,3.0
480,brings,2.0,2.0,0.0,2.0,0.0,1.0
481,broad,0.0,0.0,0.0,0.0,1.0,0.0
482,broken,0.0,0.0,0.0,0.0,0.0,1.0
483,brought,0.0,0.0,0.0,0.0,1.0,1.0
484,browser,1.0,1.0,0.0,1.0,44.0,15.0
485,browsers,0.0,0.0,0.0,0.0,0.0,5.0
486,bucket,1.0,1.0,0.0,1.0,0.0,0.0
487,budget,1.0,1.0,0.0,1.0,0.0,0.0
488,building,0.0,0.0,0.0,0.0,4.0,0.0
489,buildings,0.0,0.0,0.0,0.0,1.0,0.0
490,built,0.0,0.0,0.0,0.0,0.0,1.0
491,bureau,0.0,0.0,0.0,0.0,1.0,0.0
492,business,0.0,0.0,0.0,0.0,1.0,9.0
493,businessbrowse,0.0,0.0,0.0,0.0,0.0,1.0
494,businessbusiness,0.0,0.0,0.0,0.0,0.0,1.0
495,businesses,0.0,0.0,0.0,0.0,0.0,1.0
496,businesseswrite,0.0,0.0,0.0,0.0,0.0,1.0
497,businessis,0.0,0.0,0.0,0.0,0.0,1.0
498,businessthe,0.0,0.0,0.0,0.0,0.0,1.0
499,businessyelp,0.0,0.0,0.0,0.0,0.0,1.0
500,but,1.0,1.0,0.0,1.0,23.0,65.0
501,buttock,0.0,0.0,0.0,0.0,1.0,0.0
502,button,9.0,9.0,0.0,9.0,0.0,21.0
503,buttons,4.0,4.0,0.0,4.0,0.0,0.0
504,buttonsubmit,4.0,4.0,0.0,4.0,0.0,0.0
505,buy,0.0,0.0,0.0,0.0,3.0,0.0
506,cada,2.0,2.0,0.0,2.0,0.0,0.0
507,calculation,0.0,0.0,0.0,0.0,1.0,0.0
508,call,16.0,16.0,0.0,16.0,6.0,46.0
509,called,0.0,0.0,0.0,0.0,0.0,2.0
510,calls,0.0,0.0,0.0,0.0,1.0,2.0
511,calm,0.0,0.0,0.0,0.0,0.0,3.0
512,calmness,0.0,0.0,0.0,0.0,1.0,0.0
513,came,0.0,0.0,0.0,0.0,1.0,4.0
514,campaigns,8.0,8.0,0.0,8.0,3.0,0.0
515,campaignsapplynational,1.0,1.0,0.0,1.0,0.0,0.0
516,campaignshybridpublic,1.0,1.0,0.0,1.0,0.0,0.0
517,campaignspublic,1.0,1.0,0.0,1.0,0.0,0.0
518,can,44.0,41.0,0.0,41.0,131.0,173.0
519,can't,2.0,2.0,0.0,2.0,0.0,21.0
520,canadian,0.0,0.0,0.0,0.0,1.0,0.0
521,cancel,0.0,0.0,0.0,0.0,0.0,16.0
522,cancelled,0.0,0.0,0.0,0.0,0.0,8.0
523,cancer,5.0,5.0,0.0,5.0,0.0,0.0
524,cancerscan,0.0,0.0,0.0,0.0,1.0,0.0
525,cancersensitive,0.0,0.0,0.0,0.0,1.0,0.0
526,cancertaking,0.0,0.0,0.0,0.0,1.0,0.0
527,candidate,0.0,0.0,0.0,0.0,1.0,0.0
528,candidate's,0.0,0.0,0.0,0.0,1.0,0.0
529,candidates,1.0,1.0,0.0,1.0,3.0,0.0
530,cannot,2.0,2.0,0.0,2.0,6.0,31.0
531,can’t,1.0,0.0,0.0,0.0,1.0,1.0
532,cap,0.0,0.0,0.0,0.0,9.0,0.0
533,capability,0.0,0.0,0.0,0.0,44.0,0.0
534,capably,0.0,0.0,0.0,0.0,1.0,0.0
535,capacity,1.0,1.0,0.0,1.0,0.0,0.0
536,caps,0.0,0.0,0.0,0.0,0.0,4.0
537,capspongefemale,0.0,0.0,0.0,0.0,58.0,0.0
538,capthe,0.0,0.0,0.0,0.0,1.0,0.0
539,captions,2.0,2.0,0.0,2.0,0.0,0.0
540,capuchón,2.0,2.0,0.0,2.0,0.0,0.0
541,card,10.0,10.0,0.0,10.0,0.0,0.0
542,cards,4.0,4.0,0.0,4.0,0.0,4.0
543,cardsask,0.0,0.0,0.0,0.0,0.0,1.0
544,care,57.0,57.0,0.0,57.0,114.0,35.0
545,careappointmentswhen,0.0,0.0,0.0,0.0,1.0,0.0
546,carecincinnati,0.0,0.0,0.0,0.0,1.0,0.0
547,carecomparing,0.0,0.0,0.0,0.0,1.0,0.0
548,career,0.0,0.0,0.0,0.0,1.0,0.0
549,careers,0.0,0.0,0.0,0.0,3.0,0.0
550,careexperts,0.0,0.0,0.0,0.0,3.0,0.0
551,carefetal,0.0,0.0,0.0,0.0,1.0,0.0
552,careful,0.0,0.0,0.0,0.0,4.0,0.0
553,carefullyhave,0.0,0.0,0.0,0.0,1.0,0.0
554,caregiver's,1.0,1.0,0.0,1.0,0.0,0.0
555,careoverviewwomen’s,0.0,0.0,0.0,0.0,1.0,0.0
556,cares,0.0,0.0,0.0,0.0,1.0,0.0
557,caresafetyabortion,0.0,0.0,0.0,0.0,1.0,0.0
558,caresurgical,0.0,0.0,0.0,0.0,1.0,0.0
559,carethe,0.0,0.0,0.0,0.0,1.0,0.0
560,care”,0.0,0.0,0.0,0.0,1.0,0.0
561,caring,0.0,0.0,0.0,0.0,7.0,1.0
562,carrier,0.0,0.0,0.0,0.0,0.0,4.0
563,carries,0.0,0.0,0.0,0.0,1.0,0.0
564,carry,0.0,0.0,0.0,0.0,1.0,0.0
565,carrying,0.0,0.0,0.0,0.0,4.0,0.0
566,cars,0.0,0.0,0.0,0.0,1.0,0.0
567,cart,11.0,11.0,0.0,11.0,0.0,0.0
568,case,4.0,4.0,0.0,4.0,0.0,2.0
569,cases,0.0,0.0,0.0,0.0,0.0,2.0
570,cash,1.0,1.0,0.0,1.0,1.0,1.0
571,cat's,1.0,1.0,0.0,1.0,0.0,0.0
572,catch,2.0,2.0,0.0,2.0,0.0,0.0
573,categories,1.0,1.0,0.0,1.0,0.0,0.0
574,cater,0.0,0.0,0.0,0.0,41.0,0.0
575,cause,0.0,0.0,0.0,0.0,4.0,0.0
576,caused,0.0,0.0,0.0,0.0,2.0,0.0
577,causes,0.0,0.0,0.0,0.0,3.0,0.0
578,causing,0.0,0.0,0.0,0.0,2.0,1.0
579,cavity,0.0,0.0,0.0,0.0,0.0,2.0
580,cctext,1.0,1.0,0.0,1.0,0.0,0.0
581,cdc,0.0,0.0,0.0,0.0,2.0,0.0
582,cell,0.0,0.0,0.0,0.0,6.0,0.0
583,center,23.0,21.0,0.0,21.0,52.0,5.0
584,centerbirthright,0.0,0.0,0.0,0.0,1.0,0.0
585,centercrisis,0.0,0.0,0.0,0.0,1.0,0.0
586,centered,1.0,1.0,0.0,1.0,0.0,0.0
587,centerelizabeth’s,0.0,0.0,0.0,0.0,1.0,0.0
588,centergroupsaboutcreate,1.0,1.0,0.0,1.0,0.0,0.0
589,centerhamilton,0.0,0.0,0.0,0.0,1.0,0.0
590,centerhealing,0.0,0.0,0.0,0.0,1.0,0.0
591,centerkent,0.0,0.0,0.0,0.0,1.0,0.0
592,centerlawrenceberg,0.0,0.0,0.0,0.0,1.0,0.0
593,centerlebanon,0.0,0.0,0.0,0.0,1.0,0.0
594,centerlouisville,0.0,0.0,0.0,0.0,1.0,0.0
595,centermiami,0.0,0.0,0.0,0.0,1.0,0.0
596,centermuncie,0.0,0.0,0.0,0.0,1.0,0.0
597,centeroxford,0.0,0.0,0.0,0.0,1.0,0.0
598,centerpregnancy,0.0,0.0,0.0,0.0,3.0,0.0
599,centerprivacy,1.0,1.0,0.0,1.0,0.0,0.0
600,centers,4.0,4.0,0.0,4.0,88.0,1.0
601,centerspringfield,0.0,0.0,0.0,0.0,1.0,0.0
602,centerwomanline,0.0,0.0,0.0,0.0,1.0,0.0
603,centerwomens,0.0,0.0,0.0,0.0,3.0,0.0
604,center’s,0.0,0.0,0.0,0.0,1.0,0.0
605,central,6.0,6.0,0.0,6.0,1.0,1.0
606,certain,0.0,0.0,0.0,0.0,7.0,7.0
607,certificate,0.0,0.0,0.0,0.0,0.0,2.0
608,certified,0.0,0.0,0.0,0.0,2.0,1.0
609,cervical,0.0,0.0,0.0,0.0,10.0,1.0
610,cervix,0.0,0.0,0.0,0.0,5.0,0.0
611,cessation,0.0,0.0,0.0,0.0,0.0,1.0
612,challenge,0.0,0.0,0.0,0.0,1.0,0.0
613,challenged,0.0,0.0,0.0,0.0,1.0,0.0
614,challenges,0.0,0.0,0.0,0.0,2.0,0.0
615,challenging,0.0,0.0,0.0,0.0,2.0,0.0
616,chance,0.0,0.0,0.0,0.0,6.0,0.0
617,chances,0.0,0.0,0.0,0.0,1.0,0.0
618,change,10.0,10.0,0.0,10.0,2.0,13.0
619,changed,1.0,1.0,0.0,1.0,0.0,6.0
620,changes,1.0,1.0,0.0,1.0,1.0,8.0
621,changing,0.0,0.0,0.0,0.0,2.0,4.0
622,channel,4.0,4.0,0.0,4.0,0.0,0.0
623,characters,0.0,0.0,0.0,0.0,0.0,5.0
624,charcode,0.0,0.0,0.0,0.0,88.0,0.0
625,charge,0.0,0.0,0.0,0.0,3.0,1.0
626,charges,0.0,0.0,0.0,0.0,1.0,5.0
627,chat,0.0,0.0,0.0,0.0,0.0,1.0
628,chatbot,3.0,3.0,0.0,3.0,0.0,0.0
629,cheaper,0.0,0.0,0.0,0.0,2.0,0.0
630,check,10.0,10.0,0.0,9.0,44.0,14.0
631,checkbox,10.0,10.0,0.0,10.0,0.0,0.0
632,checkboxes,5.0,5.0,0.0,5.0,0.0,0.0
633,checked,2.0,2.0,0.0,2.0,1.0,1.0
634,checking,0.0,0.0,0.0,0.0,1.0,2.0
635,checks,0.0,0.0,0.0,0.0,2.0,0.0
636,chemical,0.0,0.0,0.0,0.0,1.0,0.0
637,chicago,0.0,0.0,0.0,0.0,0.0,1.0
638,chief,12.0,12.0,0.0,12.0,0.0,0.0
639,child,0.0,0.0,0.0,0.0,47.0,17.0
640,childbirth,0.0,0.0,0.0,0.0,1.0,0.0
641,childbirthcannot,0.0,0.0,0.0,0.0,1.0,0.0
642,childcare,0.0,3.0,0.0,3.0,1.0,0.0
643,children,0.0,2.0,0.0,2.0,8.0,1.0
644,childrenrelated,0.0,0.0,0.0,0.0,0.0,1.0
645,children’s,0.0,0.0,0.0,0.0,0.0,1.0
646,chirp,1.0,1.0,0.0,1.0,0.0,0.0
647,choice,0.0,0.0,0.0,0.0,11.0,3.0
648,choices,0.0,0.0,0.0,0.0,0.0,1.0
649,choicescopyright,0.0,0.0,0.0,0.0,0.0,1.0
650,choicesdiscoveryelp,0.0,0.0,0.0,0.0,0.0,1.0
651,choicestermshelpcontact,1.0,1.0,0.0,1.0,0.0,0.0
652,choicesyour,0.0,0.0,0.0,0.0,0.0,1.0
653,cholesterol,0.0,0.0,0.0,0.0,3.0,0.0
654,choose,51.0,51.0,0.0,51.0,46.0,23.0
655,chooses,0.0,0.0,0.0,0.0,1.0,1.0
656,choosing,2.0,2.0,0.0,2.0,0.0,1.0
657,chorionic,0.0,0.0,0.0,0.0,0.0,2.0
658,chose,0.0,0.0,0.0,0.0,1.0,5.0
659,chosen,0.0,0.0,0.0,0.0,2.0,4.0
660,christmas,1.0,1.0,0.0,1.0,0.0,0.0
661,church,0.0,0.0,0.0,0.0,1.0,0.0
662,churches,0.0,0.0,0.0,0.0,1.0,0.0
663,churches’,0.0,0.0,0.0,0.0,1.0,0.0
664,cigarettes,0.0,0.0,0.0,0.0,0.0,1.0
665,cigna,1.0,1.0,0.0,1.0,0.0,0.0
666,cincinnati,0.0,0.0,0.0,0.0,1.0,0.0
667,circle,8.0,8.0,0.0,8.0,0.0,0.0
668,circumstance,0.0,0.0,0.0,0.0,0.0,1.0
669,cited,0.0,0.0,0.0,0.0,1.0,0.0
670,citizen,0.0,0.0,0.0,0.0,0.0,1.0
671,city,4.0,4.0,0.0,4.0,0.0,0.0
672,civil,1.0,1.0,0.0,1.0,0.0,0.0
673,class,4.0,4.0,0.0,4.0,0.0,0.0
674,classes,2.0,2.0,0.0,2.0,0.0,0.0
675,clean,3.0,3.0,0.0,3.0,1.0,2.0
676,cleanbadfirstname,1.0,1.0,0.0,1.0,0.0,0.0
677,cleanbadlastname,1.0,1.0,0.0,1.0,0.0,0.0
678,cleanbadword,1.0,1.0,0.0,1.0,0.0,0.0
679,clear,0.0,0.0,0.0,0.0,3.0,0.0
680,clearly,0.0,0.0,0.0,0.0,1.0,0.0
681,clermont,0.0,0.0,0.0,0.0,1.0,0.0
682,cleveland,0.0,0.0,0.0,0.0,1.0,0.0
683,click,1.0,1.0,0.0,1.0,48.0,31.0
684,clicked,0.0,0.0,0.0,0.0,1.0,8.0
685,clicking,4.0,4.0,0.0,4.0,0.0,21.0
686,clicks,1.0,1.0,0.0,1.0,0.0,0.0
687,client,1.0,1.0,0.0,1.0,0.0,4.0
688,clientid,1.0,1.0,0.0,1.0,0.0,0.0
689,clients,0.0,0.0,0.0,0.0,2.0,0.0
690,clinic,5.0,5.0,0.0,5.0,3.0,124.0
691,clinical,1.0,1.0,0.0,1.0,2.0,0.0
692,clinicians,0.0,0.0,0.0,0.0,0.0,1.0
693,clinics,0.0,0.0,0.0,0.0,13.0,8.0
694,close,2.0,2.0,0.0,2.0,1.0,72.0
695,closed,8.0,8.0,0.0,8.0,0.0,0.0
696,closely,1.0,1.0,0.0,1.0,1.0,0.0
697,closer,0.0,0.0,0.0,0.0,2.0,0.0
698,clots,0.0,0.0,0.0,0.0,4.0,1.0
699,clottinghome,0.0,0.0,0.0,0.0,3.0,0.0
700,coalition,0.0,0.0,0.0,0.0,0.0,3.0
701,coast,3.0,3.0,0.0,3.0,0.0,0.0
702,code,17.0,17.0,0.0,17.0,0.0,110.0
703,codes,0.0,0.0,0.0,0.0,0.0,5.0
704,coitus,2.0,2.0,0.0,2.0,0.0,0.0
705,collected,0.0,0.0,0.0,0.0,1.0,0.0
706,collection,1.0,1.0,0.0,1.0,0.0,0.0
707,collects,0.0,0.0,0.0,0.0,1.0,0.0
708,college,0.0,0.0,0.0,12.0,0.0,0.0
709,color,20.0,20.0,0.0,20.0,0.0,17.0
710,colors,0.0,0.0,0.0,0.0,0.0,17.0
711,colorschemelookup,0.0,0.0,0.0,0.0,0.0,17.0
712,colorshake,0.0,0.0,0.0,0.0,0.0,34.0
713,columbia,3.0,3.0,0.0,3.0,0.0,0.0
714,columbus,0.0,0.0,0.0,0.0,2.0,0.0
715,columbuspregnancy,0.0,0.0,0.0,0.0,1.0,0.0
716,column,0.0,0.0,0.0,0.0,0.0,34.0
717,come,4.0,4.0,0.0,4.0,0.0,4.0
718,comes,2.0,2.0,0.0,2.0,2.0,1.0
719,comfort,0.0,0.0,0.0,0.0,3.0,1.0
720,comfortable,0.0,0.0,0.0,0.0,4.0,3.0
721,comfortably,0.0,0.0,0.0,0.0,1.0,0.0
722,coming,2.0,2.0,0.0,2.0,1.0,1.0
723,comment,0.0,0.0,0.0,0.0,0.0,4.0
724,comments,2.0,2.0,0.0,2.0,3.0,37.0
725,commentscomments,0.0,0.0,0.0,0.0,1.0,0.0
726,commitment,2.0,2.0,0.0,2.0,1.0,0.0
727,commitments,0.0,0.0,0.0,0.0,2.0,0.0
728,committee,2.0,2.0,0.0,2.0,0.0,0.0
729,committees,1.0,1.0,0.0,1.0,0.0,0.0
730,common,1.0,1.0,0.0,1.0,15.0,19.0
731,commonly,0.0,0.0,0.0,0.0,2.0,9.0
732,communicate,0.0,0.0,0.0,0.0,0.0,1.0
733,communication,0.0,0.0,0.0,0.0,1.0,0.0
734,communicationen,1.0,1.0,0.0,1.0,0.0,0.0
735,communications,3.0,3.0,0.0,3.0,0.0,1.0
736,communities,2.0,2.0,0.0,2.0,0.0,0.0
737,community,1.0,1.0,0.0,1.0,1.0,5.0
738,communityask,0.0,0.0,0.0,0.0,0.0,1.0
739,como,0.0,0.0,0.0,0.0,1.0,0.0
740,companies,0.0,0.0,0.0,0.0,4.0,0.0
741,company,1.0,1.0,0.0,1.0,1.0,0.0
742,comparable,0.0,0.0,0.0,0.0,1.0,0.0
743,compare,1.0,1.0,0.0,1.0,0.0,0.0
744,compared,0.0,0.0,0.0,0.0,2.0,0.0
745,comparing,0.0,0.0,0.0,0.0,1.0,0.0
746,compatible,0.0,0.0,0.0,0.0,0.0,4.0
747,compensation,0.0,0.0,0.0,0.0,0.0,1.0
748,competitor,0.0,0.0,0.0,0.0,0.0,1.0
749,complete,1.0,1.0,0.0,1.0,2.0,19.0
750,completed,0.0,0.0,0.0,0.0,2.0,1.0
751,completely,0.0,0.0,0.0,0.0,2.0,5.0
752,completing,0.0,0.0,0.0,0.0,1.0,0.0
753,compliance,1.0,1.0,0.0,1.0,1.0,0.0
754,complicated,0.0,0.0,0.0,0.0,2.0,0.0
755,complication,0.0,0.0,0.0,0.0,4.0,0.0
756,complications,0.0,0.0,0.0,0.0,2.0,1.0
757,complied,0.0,0.0,0.0,0.0,1.0,0.0
758,complies,1.0,1.0,0.0,1.0,0.0,0.0
759,comply,0.0,0.0,0.0,0.0,1.0,0.0
760,components,1.0,1.0,0.0,1.0,0.0,0.0
761,compromising,0.0,0.0,0.0,0.0,1.0,0.0
762,computer,0.0,0.0,0.0,0.0,0.0,4.0
763,computer's,0.0,0.0,0.0,0.0,0.0,8.0
764,concern,0.0,0.0,0.0,0.0,2.0,0.0
765,concerned,0.0,0.0,0.0,0.0,0.0,3.0
766,concerning,0.0,0.0,0.0,0.0,1.0,2.0
767,concerns,0.0,0.0,0.0,0.0,5.0,6.0
768,condition,0.0,0.0,0.0,0.0,0.0,2.0
769,conditions,0.0,0.0,0.0,0.0,5.0,0.0
770,condolences,1.0,1.0,0.0,1.0,0.0,0.0
771,condom,7.0,7.0,0.0,7.0,12.0,0.0
772,condoms,1.0,1.0,0.0,1.0,15.0,0.0
773,condomthe,0.0,0.0,0.0,0.0,1.0,0.0
774,condom®,0.0,0.0,0.0,0.0,2.0,0.0
775,conduct,0.0,0.0,0.0,0.0,1.0,0.0
776,condón,5.0,5.0,0.0,5.0,0.0,0.0
777,conferencesfinanceoffice,1.0,1.0,0.0,1.0,0.0,0.0
778,conferencesnyc,1.0,1.0,0.0,1.0,0.0,0.0
779,confide,0.0,0.0,0.0,0.0,2.0,0.0
780,confidence,0.0,0.0,0.0,0.0,1.0,0.0
781,confident,0.0,0.0,0.0,0.0,0.0,1.0
782,confidential,3.0,3.0,0.0,3.0,3.0,1.0
783,confidentiality,0.0,0.0,0.0,0.0,4.0,0.0
784,config,0.0,0.0,0.0,0.0,0.0,1.0
785,confirm,0.0,0.0,0.0,0.0,1.0,10.0
786,confirmation,0.0,0.0,0.0,0.0,0.0,4.0
787,confirmed,0.0,0.0,0.0,0.0,1.0,0.0
788,confirmedpatient,0.0,0.0,0.0,0.0,1.0,0.0
789,conflict,0.0,0.0,0.0,0.0,0.0,1.0
790,conflicting,0.0,0.0,0.0,0.0,1.0,0.0
791,confront,2.0,2.0,0.0,2.0,0.0,0.0
792,confuse,1.0,1.0,0.0,1.0,0.0,0.0
793,confused,0.0,0.0,0.0,0.0,0.0,1.0
794,congressional,1.0,1.0,0.0,1.0,5.0,0.0
795,connect,1.0,1.0,0.0,1.0,0.0,8.0
796,connected,0.0,0.0,0.0,0.0,0.0,14.0
797,connecticut,12.0,0.0,0.0,0.0,0.0,0.0
798,connection,3.0,3.0,0.0,3.0,0.0,8.0
799,connects,0.0,0.0,0.0,0.0,0.0,1.0
800,conscious,0.0,0.0,0.0,0.0,5.0,0.0
801,consent,6.0,6.0,0.0,6.0,4.0,7.0
802,consenting,0.0,0.0,0.0,0.0,1.0,0.0
803,conservador,0.0,0.0,0.0,0.0,1.0,0.0
804,conservadora,0.0,0.0,0.0,0.0,2.0,0.0
805,consider,1.0,1.0,0.0,1.0,6.0,1.0
806,consideration,2.0,2.0,0.0,2.0,0.0,0.0
807,considered,0.0,0.0,0.0,0.0,7.0,0.0
808,considering,0.0,0.0,0.0,0.0,1.0,5.0
809,consistent,0.0,0.0,0.0,0.0,1.0,0.0
810,consists,0.0,0.0,0.0,0.0,0.0,1.0
811,console,0.0,0.0,0.0,0.0,1.0,0.0
812,const,13.0,13.0,0.0,13.0,16.0,1.0
813,constant,0.0,0.0,0.0,0.0,2.0,0.0
814,constantly,0.0,0.0,0.0,0.0,0.0,1.0
815,constitute,1.0,1.0,0.0,1.0,0.0,0.0
816,constitutional,1.0,1.0,0.0,1.0,0.0,0.0
817,constraints,0.0,0.0,0.0,0.0,0.0,2.0
818,consumer,0.0,0.0,0.0,0.0,1.0,1.0
819,consumer’s,0.0,0.0,0.0,0.0,2.0,0.0
820,contact,26.0,26.0,0.0,26.0,7.0,52.0
821,contain,2.0,2.0,0.0,2.0,2.0,8.0
822,contained,0.0,0.0,0.0,0.0,1.0,0.0
823,containing,0.0,0.0,0.0,0.0,2.0,0.0
824,contains,0.0,0.0,0.0,0.0,12.0,7.0
825,content,7.0,7.0,0.0,7.0,0.0,3.0
826,contextmenu,1.0,1.0,0.0,1.0,0.0,0.0
827,contiene,0.0,0.0,0.0,0.0,1.0,0.0
828,continue,1.0,1.0,0.0,1.0,4.0,38.0
829,continued,0.0,0.0,0.0,0.0,1.0,0.0
830,continuously,0.0,0.0,0.0,0.0,1.0,0.0
831,contraception,7.0,6.0,0.0,6.0,0.0,0.0
832,contraceptive,0.0,0.0,0.0,0.0,8.0,0.0
833,contract,0.0,0.0,0.0,0.0,1.0,1.0
834,contracts,1.0,1.0,0.0,1.0,0.0,1.0
835,contribution,6.0,6.0,0.0,6.0,0.0,0.0
836,contributions,1.0,1.0,0.0,1.0,0.0,0.0
837,control,33.0,31.0,0.0,31.0,156.0,6.0
838,controlarnos,1.0,1.0,0.0,1.0,0.0,0.0
839,controlbirth,0.0,0.0,0.0,0.0,1.0,0.0
840,controlcondomsa,0.0,0.0,0.0,0.0,1.0,0.0
841,controldiaphragm,0.0,0.0,0.0,0.0,1.0,0.0
842,controlfemale,0.0,0.0,0.0,0.0,2.0,0.0
843,controliudsiuds,0.0,0.0,0.0,0.0,1.0,0.0
844,controlled,0.0,0.0,0.0,0.0,1.0,0.0
845,controlmorning,0.0,0.0,0.0,0.0,1.0,0.0
846,controlnuva,0.0,0.0,0.0,0.0,1.0,0.0
847,controlortho,0.0,0.0,0.0,0.0,1.0,0.0
848,controloverviewthere,0.0,0.0,0.0,0.0,1.0,0.0
849,controlreproductive,1.0,1.0,0.0,1.0,0.0,0.0
850,controlspongethe,0.0,0.0,0.0,0.0,1.0,0.0
851,controversy,0.0,0.0,0.0,0.0,1.0,0.0
852,convenient,0.0,0.0,0.0,0.0,2.0,2.0
853,conveniently,0.0,0.0,0.0,0.0,45.0,0.0
854,cookie,2.0,2.0,0.0,2.0,0.0,1.0
855,cookiebanner,1.0,1.0,0.0,1.0,0.0,0.0
856,cookies,1.0,1.0,0.0,1.0,0.0,0.0
857,cool,0.0,0.0,0.0,0.0,1.0,0.0
858,coordinate,0.0,0.0,0.0,0.0,1.0,0.0
859,coordinated,0.0,0.0,0.0,0.0,1.0,0.0
860,copay,1.0,1.0,0.0,1.0,0.0,0.0
861,coping,0.0,0.0,0.0,0.0,0.0,1.0
862,copper,0.0,0.0,0.0,0.0,1.0,0.0
863,copy,4.0,4.0,0.0,4.0,1.0,0.0
864,copycat,2.0,2.0,0.0,2.0,0.0,0.0
865,copying,1.0,1.0,0.0,1.0,0.0,0.0
866,copyright,1.0,1.0,0.0,1.0,2.0,1.0
867,corporate,1.0,1.0,0.0,1.0,0.0,1.0
868,correct,2.0,2.0,0.0,2.0,0.0,4.0
869,correctly,1.0,1.0,0.0,1.0,2.0,0.0
870,corresponding,3.0,3.0,0.0,3.0,1.0,0.0
871,corticosteriod,0.0,0.0,0.0,0.0,1.0,0.0
872,cost,0.0,0.0,0.0,0.0,19.0,6.0
873,costs,1.0,1.0,0.0,1.0,1.0,0.0
874,could,2.0,2.0,0.0,2.0,2.0,46.0
875,couldn't,4.0,4.0,0.0,4.0,0.0,8.0
876,council,1.0,1.0,0.0,1.0,0.0,0.0
877,counsel,5.0,5.0,0.0,5.0,0.0,0.0
878,counselapplyassistant,1.0,1.0,0.0,1.0,0.0,0.0
879,counselhybridoffice,1.0,1.0,0.0,1.0,0.0,0.0
880,counseling,0.0,0.0,0.0,0.0,9.0,12.0
881,counseloffice,1.0,1.0,0.0,1.0,0.0,0.0
882,counselor,0.0,0.0,0.0,0.0,2.0,1.0
883,counselors,0.0,0.0,0.0,0.0,1.0,0.0
884,counter,0.0,0.0,0.0,0.0,2.0,0.0
885,counterthey,0.0,0.0,0.0,0.0,1.0,0.0
886,countries,1.0,1.0,0.0,1.0,0.0,0.0
887,country,0.0,0.0,0.0,0.0,1.0,6.0
888,county,0.0,0.0,0.0,0.0,2.0,3.0
889,countymiddletown,0.0,0.0,0.0,0.0,1.0,0.0
890,countyportage,0.0,0.0,0.0,0.0,1.0,0.0
891,countysuspicious,0.0,0.0,0.0,0.0,2.0,0.0
892,couple,0.0,0.0,0.0,0.0,1.0,0.0
893,couples,0.0,0.0,0.0,0.0,7.0,0.0
894,coupon,1.0,1.0,0.0,1.0,0.0,0.0
895,court,3.0,3.0,0.0,3.0,9.0,1.0
896,courtabortion,0.0,0.0,0.0,0.0,1.0,0.0
897,courtoverviewbirth,0.0,0.0,0.0,0.0,43.0,0.0
898,courts,1.0,1.0,0.0,1.0,0.0,0.0
899,cover,1.0,1.0,0.0,1.0,2.0,0.0
900,coverage,4.0,4.0,0.0,4.0,1.0,0.0
901,covered,1.0,1.0,0.0,1.0,0.0,2.0
902,coverings,0.0,0.0,0.0,0.0,2.0,0.0
903,covers,0.0,0.0,0.0,0.0,3.0,0.0
904,cozy,0.0,0.0,0.0,0.0,0.0,1.0
905,cpc,0.0,0.0,0.0,0.0,2.0,0.0
906,cpc’s,0.0,0.0,0.0,0.0,2.0,0.0
907,cramping,0.0,0.0,0.0,0.0,2.0,4.0
908,crampingless,0.0,0.0,0.0,0.0,3.0,0.0
909,cramps,0.0,0.0,0.0,0.0,5.0,0.0
910,creams,0.0,0.0,0.0,0.0,1.0,0.0
911,create,6.0,6.0,0.0,6.0,1.0,36.0
912,created,1.0,1.0,0.0,1.0,1.0,12.0
913,creates,0.0,0.0,0.0,0.0,1.0,0.0
914,creating,0.0,0.0,0.0,0.0,1.0,8.0
915,credentials,0.0,0.0,0.0,0.0,1.0,8.0
916,credit,2.0,2.0,0.0,2.0,1.0,9.0
917,cripple,0.0,0.0,0.0,0.0,0.0,1.0
918,crisis,0.0,0.0,0.0,0.0,23.0,0.0
919,critical,0.0,0.0,0.0,0.0,0.0,3.0
920,criticism,0.0,0.0,0.0,0.0,0.0,1.0
921,cross,1.0,1.0,0.0,1.0,0.0,0.0
922,crying,0.0,0.0,0.0,0.0,0.0,1.0
923,crypto,0.0,0.0,0.0,0.0,1.0,0.0
924,css,0.0,0.0,0.0,0.0,1.0,34.0
925,cta,4.0,4.0,0.0,4.0,0.0,0.0
