,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6,Total7,Total8
1018,currentgiftamount,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
1019,currently,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1020,currentqs,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1021,cushings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1022,custom,0.0,10.0,0.0,56.0,0.0,10.0,0.0,1.0,10.0
1023,customer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1024,customers,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1025,cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1026,cuts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1027,cutting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1028,cuyahoga,0.0,0.0,22.0,1.0,0.0,0.0,3.0,0.0,0.0
1029,cycle,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0
1030,cycles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1031,cycletwo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1032,cytadren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1033,cytotec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1034,cómo,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1035,daily,0.0,0.0,14.0,3.0,0.0,0.0,12.0,3.0,0.0
1036,damage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1037,damages,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
1038,danco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1039,dar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1040,darkening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1041,dashed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1042,data,0.0,15.0,1.0,84.0,0.0,15.0,1.0,2.0,15.0
1043,datalayer,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0
1044,datalayerattributes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1045,date,0.0,1.0,5.0,60.0,0.0,1.0,2.0,3.0,4.0
1046,daughter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1047,daughter’s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1048,day,0.0,9.0,55.0,119.0,0.0,8.0,14.0,56.0,8.0
1049,daylearn,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1050,days,0.0,1.0,2.0,4.0,0.0,1.0,0.0,53.0,8.0
1051,daysleft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0
1052,dayton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
1053,daytoncincinnati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1054,daytonwomen’s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1055,dcoffice,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0
1056,dcteamallfederation,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1057,dead,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1058,deadlines,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1059,deal,0.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,10.0
1060,dealing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1061,dearborn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1062,death,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1063,debit,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
1064,dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1065,deceptive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
1066,decide,0.0,1.0,0.0,5.0,0.0,1.0,0.0,8.0,4.0
1067,deciding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1068,decidirte,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1069,decision,0.0,0.0,1.0,7.0,0.0,0.0,1.0,29.0,2.0
1070,decisions,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
1071,declare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1072,declared,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1073,decline,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,decor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1075,decrease,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1076,decreased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1077,dedicated,0.0,0.0,1.0,4.0,0.0,0.0,1.0,7.0,0.0
1078,deducted,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1079,deduction,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1080,deep,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0
1081,deepest,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1082,deeply,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1083,default,0.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0
1084,defaultms,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1085,defaults,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1086,defeat,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1087,defend,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1088,deferens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1089,deficiency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1090,define,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1091,definitely,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1092,del,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1093,delay,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1094,delete,0.0,2.0,0.0,28.0,0.0,2.0,0.0,0.0,2.0
1095,deleted,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1096,deliberately,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1097,delivered,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1098,delivers,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0
1099,delivery,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1100,demand,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1101,demanding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1102,demands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1103,democratic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1104,demonstrating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1105,demonstrators,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1106,density,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1107,department,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
1108,depend,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
1109,dependable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1110,dependence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1111,dependent,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,depending,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0
1113,depictions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1114,depoprovera®,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1115,depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1116,depth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1117,describe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
1118,describes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1119,description,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0
1120,deseamos,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1121,deserve,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
1122,deserves,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1123,design,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0
1124,designate,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1125,desire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1126,desires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1127,desperate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1128,despuésdescripción,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1129,despuésvisión,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1130,detailed,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0
1131,details,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0
1132,detect,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0
1133,detected,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1134,detection,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0
1135,determination,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1136,determine,0.0,0.0,1.0,28.0,0.0,0.0,1.0,8.0,0.0
1137,determined,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1138,determines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1139,determining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1140,devastating,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1141,develop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1142,developed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,developing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
1144,development,0.0,14.0,0.0,2.0,0.0,14.0,0.0,0.0,14.0
1145,developmentnew,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1146,develops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1147,device,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
1148,devices,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0
1149,dfficult,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1150,diafragma,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1151,diagnosed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1152,dialogue,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1153,diameter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1154,diaphragm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
1155,diaphragms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1156,diarrhea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1157,diary,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1158,did,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,4.0
1159,didn’t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1160,die,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1161,died,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1162,dies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1163,diferentes,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1164,diff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
1165,differ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1166,difference,0.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0
1167,differences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1168,different,0.0,3.0,4.0,2.0,0.0,3.0,3.0,7.0,5.0
1169,difficult,0.0,1.0,0.0,3.0,0.0,1.0,0.0,9.0,1.0
1170,digit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1171,digital,0.0,9.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0
1172,dilataria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1173,dilate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1174,dilation,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1175,direct,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
1176,directed,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
1177,directions,0.0,1.0,32.0,2.0,0.0,1.0,27.0,0.0,2.0
1178,directive,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
1179,directly,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0
1180,director,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
1181,directories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1182,directors,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
1183,directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1184,disability,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1185,disable,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0
1186,disabled,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1187,disablestrs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1188,disabling,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1189,disadvantage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1190,disadvantages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1191,disagree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1192,disappear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1193,disappointed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1194,disc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1195,discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1196,disclaims,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
1197,disclose,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1198,disclosed,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1199,discomfort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1200,discontinue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1201,discontinuing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1202,discount,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1203,discounts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1204,discover,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1205,discriminate,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1206,discrimination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1207,discuss,0.0,1.0,3.0,6.0,0.0,1.0,3.0,6.0,3.0
1208,discussed,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0
1209,discussing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1210,discussion,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1211,disease,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
1212,diseaseknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1213,diseaseless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1214,diseases,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
1215,disinformation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1216,dislodge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1217,dismantling,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1218,disorders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1219,display,0.0,9.0,0.0,8.0,0.0,9.0,0.0,0.0,9.0
1220,disrupt,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1221,dissolved,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1222,dissuade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1223,distance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1224,distancing,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,distasteful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1226,distorting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1227,distracting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1228,distress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1229,distribute,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
1230,distributed,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
1231,diupíldora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1232,div,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0
1233,diving,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,django,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
1235,dobbs,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1236,docasap,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1237,doctor,0.0,1.0,4.0,3.0,0.0,1.0,3.0,7.0,2.0
1238,doctor's,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1239,doctors,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0
1240,doctor’s,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,document,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
1242,documents,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
1243,does,0.0,18.0,3.0,1.0,0.0,18.0,3.0,36.0,18.0
1244,doesn't,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1245,doesn’t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1246,dogs,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1247,doing,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
1248,dollar,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1249,dolls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1250,don't,0.0,6.0,0.0,59.0,0.0,6.0,0.0,0.0,7.0
1251,donate,0.0,25.0,0.0,0.0,0.0,25.0,0.0,8.0,29.0
1252,donation,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
1253,donations,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0
1254,done,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
1255,donor,0.0,16.0,0.0,56.0,0.0,16.0,0.0,1.0,18.0
1256,donors,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1257,don’t,0.0,2.0,1.0,10.0,0.0,1.0,0.0,6.0,8.0
1258,door,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
1259,doors,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1260,dose,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,1.0
1261,dotted,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1262,douche,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1263,down,0.0,8.0,10.0,1.0,0.0,8.0,5.0,1.0,8.0
1264,download,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1265,downloaded,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1266,downloading,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1267,downs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1268,do”“everyone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1269,dramatic,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1270,drastic,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1271,draw,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,drawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1273,drink,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
1274,drinking,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1275,drive,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
1276,drivedepressioncysts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1277,driveif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1278,drivemany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1279,driver,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1280,drivers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1281,drivewomen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1282,driving,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1283,drop,0.0,4.0,1.0,2.0,0.0,4.0,0.0,0.0,4.0
1284,dropdown,0.0,4.0,0.0,56.0,0.0,4.0,0.0,0.0,4.0
1285,drown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1286,drug,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0
1287,drugs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1288,drugssome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1289,drugwill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1290,drynessincreased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1291,dua,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1292,due,0.0,4.0,40.0,5.0,0.0,4.0,11.0,7.0,5.0
1293,during,0.0,3.0,11.0,14.0,0.0,4.0,2.0,25.0,8.0
1294,duros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1295,dying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1296,dysfunction,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0
1297,día,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1298,ea's,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1299,each,0.0,4.0,1.0,5.0,0.0,4.0,1.0,27.0,4.0
1300,earlier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1301,early,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,3.0
1302,earning,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
1303,earplugs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1304,earrings,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1305,ease,0.0,15.0,0.0,548.0,0.0,15.0,0.0,1.0,15.0
1306,easier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1307,easily,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0
1308,east,0.0,0.0,0.0,1.0,0.0,9.0,0.0,2.0,0.0
1309,eastland,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1310,eastpregnancy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1311,eastwhere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1312,easy,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
1313,eat,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0
1314,eating,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1315,eatoaffiliatemap,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1316,ebb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1317,ecard,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
1318,ecardmessage,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1319,ecards,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1320,ecardsection,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1321,ecardupdate,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1322,ecardvalidation,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1323,echoes,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1324,ecommerce,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
1325,economic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1326,ectopic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1327,edit,0.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,1.0
1328,editor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1329,educate,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1330,education,0.0,6.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0
1331,educational,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
1332,educators,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0
1333,effect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
1334,effective,0.0,5.0,4.0,3.0,0.0,5.0,1.0,18.0,6.0
1335,effectiveness,0.0,2.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0
1336,effectivenessside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1337,effects,0.0,0.0,2.0,3.0,0.0,0.0,0.0,36.0,0.0
1338,effectsincreased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1339,effectsis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1340,effectsthe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1341,effort,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
