,token,Total0,Total1,Total2
784,buying,0.0,0.0,1.0
785,cada,2.0,0.0,0.0
786,cadre,0.0,0.0,1.0
787,caesar,0.0,0.0,2.0
788,cafe,0.0,0.0,1.0
789,cafeterias,0.0,0.0,2.0
790,caffeine,0.0,0.0,1.0
791,cahill,0.0,0.0,4.0
792,cahir,4.0,0.0,0.0
793,caitlin,0.0,0.0,2.0
794,calcium,0.0,0.0,1.0
795,calin,0.0,0.0,1.0
796,call,20.0,0.0,780.0
797,called,1.0,0.0,20.0
798,caller,0.0,0.0,1.0
799,callers,0.0,0.0,4.0
800,calling,0.0,0.0,3.0
801,calls,0.0,0.0,3.0
802,calming,0.0,0.0,1.0
803,calorie,0.0,0.0,2.0
804,calories,0.0,0.0,3.0
805,came,0.0,0.0,2.0
806,cameron,0.0,0.0,4.0
807,campaign,0.0,0.0,2.0
808,campaigns,8.0,0.0,0.0
809,campaignsapplynational,1.0,0.0,0.0
810,campaignshybridpublic,1.0,0.0,0.0
811,campaignspublic,1.0,0.0,0.0
812,can,45.0,0.0,281.0
813,can't,1.0,0.0,0.0
814,cancel,0.0,0.0,8.0
815,cancer,4.0,0.0,217.0
816,cancerous,0.0,0.0,1.0
817,cancers,0.0,0.0,18.0
818,candidates,1.0,0.0,2.0
819,canfield,0.0,0.0,2.0
820,cannistra,0.0,0.0,6.0
821,cannot,3.0,0.0,19.0
822,can’t,1.0,0.0,0.0
823,caouette,0.0,0.0,2.0
824,cap,0.0,0.0,3.0
825,capabilities,0.0,0.0,1.0
826,capacity,1.0,0.0,1.0
827,capizzano,0.0,0.0,2.0
828,captions,2.0,0.0,0.0
829,capuano,0.0,0.0,2.0
830,capuchón,2.0,0.0,0.0
831,car,0.0,0.0,2.0
832,cara,0.0,0.0,5.0
833,carberry,0.0,0.0,7.0
834,carcinoma,0.0,0.0,2.0
835,card,10.0,0.0,1.0
836,cardholder,1.0,0.0,0.0
837,cardiac,0.0,0.0,6.0
838,cardiologist,0.0,0.0,3.0
839,cardiology,0.0,0.0,94.0
840,cardiovascular,0.0,0.0,10.0
841,cards,4.0,0.0,0.0
842,care,52.0,0.0,1945.0
843,cared,0.0,0.0,1.0
844,career,1.0,0.0,10.0
845,careers,0.0,0.0,87.0
846,careful,0.0,0.0,1.0
847,carefully,0.0,0.0,2.0
848,caregiver,0.0,0.0,3.0
849,caregiver's,1.0,0.0,0.0
850,caregivers,0.0,0.0,4.0
851,cares,0.0,0.0,2.0
852,caring,0.0,0.0,8.0
853,carneiro,0.0,0.0,2.0
854,carney,0.0,0.0,2.0
855,carol,0.0,0.0,5.0
856,caroline,0.0,0.0,5.0
857,caron,0.0,0.0,2.0
858,carotid,0.0,0.0,1.0
859,carpenter,0.0,0.0,2.0
860,carpentier,0.0,0.0,2.0
861,carr,0.0,0.0,2.0
862,carrie,0.0,0.0,1.0
863,carry,0.0,0.0,2.0
864,carrying,0.0,0.0,2.0
865,cars,0.0,0.0,1.0
866,cart,11.0,0.0,0.0
867,carvajal,0.0,0.0,2.0
868,case,4.0,0.0,40.0
869,cases,0.0,0.0,4.0
870,casey,0.0,0.0,2.0
871,cash,1.0,0.0,1.0
872,cassandra,0.0,0.0,8.0
873,castelluccio,0.0,0.0,2.0
874,cat,0.0,0.0,1.0
875,cat's,1.0,0.0,0.0
876,catalog,0.0,0.0,3.0
877,catch,2.0,0.0,1.0
878,categories,1.0,0.0,1.0
879,catered,0.0,0.0,1.0
880,catering,0.0,0.0,2.0
881,catherine,0.0,0.0,2.0
882,catheter,0.0,0.0,3.0
883,catheterization,0.0,0.0,1.0
884,caucasians,0.0,0.0,1.0
885,cause,1.0,0.0,24.0
886,caused,0.0,0.0,12.0
887,causes,0.0,0.0,19.0
888,causing,0.0,0.0,2.0
889,cavity,0.0,0.0,1.0
890,ccm,0.0,0.0,1.0
891,cco,0.0,0.0,1.0
892,cctext,1.0,0.0,0.0
893,cdc,0.0,0.0,11.0
894,celebrating,0.0,0.0,1.0
895,celebration,0.0,0.0,1.0
896,celecoxib,0.0,0.0,1.0
897,celiac,0.0,0.0,3.0
898,cells,0.0,0.0,14.0
899,cellular,0.0,0.0,1.0
900,center,21.0,0.0,308.0
901,centered,1.0,0.0,0.0
902,centergroupsaboutcreate,1.0,0.0,0.0
903,centerprivacy,1.0,0.0,0.0
904,centers,5.0,0.0,10.0
905,centerville,0.0,0.0,6.0
906,centervna,0.0,0.0,1.0
907,centerwomen,0.0,0.0,1.0
908,center’s,0.0,0.0,1.0
909,central,6.0,0.0,0.0
910,century,0.0,0.0,1.0
911,cerclage,0.0,0.0,1.0
912,cerena,0.0,0.0,2.0
913,cerner,0.0,0.0,1.0
914,certain,0.0,0.0,22.0
915,certification,0.0,0.0,1.0
916,certified,0.0,0.0,20.0
917,cervical,0.0,0.0,4.0
918,cervix,0.0,0.0,4.0
919,cesarean,0.0,0.0,9.0
920,cessation,0.0,0.0,1.0
921,cfr,0.0,0.0,1.0
922,chain,0.0,0.0,2.0
923,chair,0.0,0.0,4.0
924,chairs,0.0,0.0,1.0
925,challenge,0.0,0.0,2.0
926,challenged,0.0,0.0,1.0
927,challenges,0.0,0.0,2.0
928,chance,0.0,0.0,5.0
929,chances,0.0,0.0,4.0
930,chandley,0.0,0.0,2.0
931,chandran,0.0,0.0,2.0
932,change,10.0,0.0,19.0
933,changed,1.0,0.0,6.0
934,changes,1.0,0.0,15.0
935,changing,0.0,0.0,5.0
936,channel,4.0,0.0,0.0
937,channeling,0.0,0.0,1.0
938,channels,0.0,0.0,1.0
939,characterized,0.0,0.0,2.0
940,charette,0.0,0.0,4.0
941,charge,0.0,0.0,5.0
942,charges,0.0,0.0,1.0
943,charissa,0.0,0.0,6.0
944,charles,0.0,0.0,15.0
945,charline,0.0,0.0,1.0
946,charlton,0.0,0.0,1.0
947,charming,0.0,0.0,1.0
948,charron,0.0,0.0,1.0
949,chart,0.0,0.0,3.0
950,charts,0.0,0.0,1.0
951,chat,0.0,0.0,2.0
952,chatbot,3.0,0.0,0.0
953,check,9.0,0.0,14.0
954,checkbox,10.0,0.0,0.0
955,checkboxes,5.0,0.0,0.0
956,checked,2.0,0.0,2.0
957,checkout,0.0,0.0,2.0
958,checks,1.0,0.0,0.0
959,checkup,0.0,0.0,1.0
960,checkups,0.0,0.0,1.0
961,cheese,0.0,0.0,2.0
962,cheeses,0.0,0.0,1.0
963,chelsea,0.0,0.0,3.0
964,chemicals,0.0,0.0,1.0
965,chemistry,0.0,0.0,1.0
966,chemoprevention,0.0,0.0,1.0
967,chemotherapy,0.0,0.0,5.0
968,chen,0.0,0.0,3.0
969,chest,0.0,0.0,2.0
970,chester,0.0,0.0,6.0
971,chiappone,0.0,0.0,2.0
972,chicago,0.0,0.0,2.0
973,chief,12.0,0.0,14.0
974,child,0.0,0.0,19.0
975,childbearing,0.0,0.0,2.0
976,childbirth,0.0,0.0,75.0
977,childcare,0.0,0.0,1.0
978,children,0.0,0.0,158.0
979,children's,0.0,0.0,1.0
980,children’s,0.0,0.0,6.0
981,child’s,0.0,0.0,1.0
982,chirp,1.0,0.0,0.0
983,chlamydia,0.0,0.0,1.0
984,choice,0.0,0.0,10.0
985,choices,0.0,0.0,5.0
986,choicestermshelpcontact,1.0,0.0,0.0
987,cholangiopancreatography,0.0,0.0,1.0
988,cholesterol,0.0,0.0,1.0
989,choose,51.0,0.0,11.0
990,choosing,2.0,0.0,4.0
991,chores,0.0,0.0,2.0
992,choriocarcinoma,0.0,0.0,1.0
993,chou,0.0,0.0,2.0
994,christen,0.0,0.0,4.0
995,christian,0.0,0.0,2.0
996,christine,0.0,0.0,13.0
997,christmas,1.0,0.0,0.0
998,christopher,0.0,0.0,6.0
999,christy,0.0,0.0,4.0
1000,chrome,0.0,0.0,1.0
1001,chronic,0.0,0.0,13.0
1002,chronicus,0.0,0.0,2.0
1003,ciaran,0.0,0.0,2.0
1004,cicerchia,0.0,0.0,6.0
1005,cid,0.0,0.0,2.0
1006,cigna,1.0,0.0,0.0
1007,cincinnati,0.0,0.0,1.0
1008,cindy,0.0,0.0,2.0
1009,circle,8.0,0.0,0.0
1010,circular,0.0,0.0,2.0
1011,circulate,0.0,0.0,2.0
1012,circulating,0.0,0.0,2.0
1013,circumstances,0.0,0.0,4.0
1014,city,4.0,0.0,0.0
1015,claims,0.0,0.0,1.0
1016,claire,0.0,0.0,4.0
1017,class,4.0,0.0,1.0
1018,classes,2.0,0.0,1.0
1019,classical,2.0,0.0,0.0
1020,classroom,0.0,0.0,2.0
1021,clean,3.0,0.0,11.0
1022,cleanbadfirstname,1.0,0.0,0.0
1023,cleanbadlastname,1.0,0.0,0.0
1024,cleanbadword,1.0,0.0,0.0
1025,cleaned,0.0,0.0,2.0
1026,cleaning,0.0,0.0,6.0
1027,clear,0.0,0.0,9.0
1028,clearly,0.0,0.0,1.0
1029,clement,0.0,0.0,6.0
1030,clergy,0.0,0.0,1.0
1031,clerical,0.0,0.0,3.0
1032,clerk,0.0,0.0,1.0
1033,clerkship,0.0,0.0,3.0
1034,click,1.0,0.0,24.0
1035,clicking,4.0,0.0,1.0
1036,clicks,1.0,0.0,0.0
1037,client,1.0,0.0,3.0
1038,clientid,1.0,0.0,0.0
1039,clients,0.0,0.0,1.0
1040,clinic,5.0,0.0,23.0
1041,clinical,2.0,0.0,146.0
1042,clinician,0.0,0.0,10.0
1043,clinicians,0.0,0.0,6.0
1044,clinicobstetrics,0.0,0.0,1.0
1045,clinics,0.0,0.0,1.0
1046,clitorodynia,0.0,0.0,1.0
1047,clopidogrel,0.0,0.0,1.0
1048,clorox,0.0,0.0,4.0
1049,close,1.0,0.0,10.0
1050,closed,8.0,0.0,0.0
1051,closely,1.0,0.0,8.0
1052,clostridium,0.0,0.0,1.0
1053,clot,0.0,0.0,1.0
1054,cloth,0.0,0.0,7.0
1055,clothing,0.0,0.0,1.0
1056,clots,0.0,0.0,2.0
1057,club,0.0,0.0,4.0
1058,cne,0.0,0.0,31.0
1059,cne's,0.0,0.0,1.0
1060,cnemg,0.0,0.0,3.0
1061,cnm,0.0,0.0,74.0
1062,cnmabigail,0.0,0.0,1.0
1063,cnmaimee,0.0,0.0,1.0
1064,cnmdeb,0.0,0.0,1.0
1065,cnme,0.0,0.0,7.0
1066,cnmerica,0.0,0.0,1.0
1067,cnmerin,0.0,0.0,1.0
1068,cnmfiona,0.0,0.0,1.0
1069,cnmjennifer,0.0,0.0,1.0
1070,cnmjulie,0.0,0.0,1.0
1071,cnmkelly,0.0,0.0,1.0
1072,cnmlinda,0.0,0.0,1.0
1073,cnmmaggie,0.0,0.0,1.0
1074,cnmmarie,0.0,0.0,1.0
1075,coast,3.0,0.0,0.0
1076,coccyx,0.0,0.0,2.0
1077,code,17.0,0.0,1.0
1078,coffee,0.0,0.0,1.0
1079,cohn,0.0,0.0,6.0
1080,cohort,0.0,0.0,1.0
1081,coitus,2.0,0.0,0.0
1082,colace,0.0,0.0,1.0
1083,cold,0.0,0.0,2.0
1084,cole,0.0,0.0,2.0
1085,collaborates,0.0,0.0,1.0
1086,collaborative,0.0,0.0,1.0
1087,collaboratively,0.0,0.0,1.0
1088,collect,0.0,0.0,1.0
1089,collected,0.0,0.0,2.0
1090,collecting,0.0,0.0,1.0
1091,collection,1.0,0.0,1.0
1092,collections,0.0,0.0,3.0
1093,collectively,0.0,0.0,1.0
1094,collects,0.0,0.0,2.0
1095,colleen,0.0,0.0,6.0
1096,college,0.0,0.0,34.0
1097,colleges,0.0,0.0,1.0
1098,colli,0.0,0.0,2.0
1099,collier,0.0,0.0,2.0
1100,colon,0.0,0.0,16.0
1101,colonoscopic,0.0,0.0,1.0
1102,colonoscopies,0.0,0.0,1.0
1103,colonoscopy,0.0,0.0,7.0
1104,color,20.0,0.0,5.0
1105,colorectal,0.0,0.0,16.0
1106,colored,0.0,0.0,2.0
1107,colorful,0.0,0.0,1.0
1108,colors,0.0,0.0,1.0
1109,coltey,0.0,0.0,2.0
1110,columbia,3.0,0.0,1.0
1111,colyer,0.0,0.0,2.0
1112,combat,0.0,0.0,1.0
1113,combination,0.0,0.0,7.0
1114,combine,0.0,0.0,1.0
1115,combined,0.0,0.0,4.0
1116,combines,0.0,0.0,1.0
1117,combining,0.0,0.0,1.0
1118,come,3.0,0.0,12.0
1119,comes,2.0,0.0,3.0
1120,comfort,0.0,0.0,3.0
1121,comfortable,0.0,0.0,7.0
1122,coming,2.0,0.0,8.0
1123,comments,2.0,0.0,0.0
1124,commercial,0.0,0.0,1.0
1125,commission,0.0,0.0,3.0
1126,commit,0.0,0.0,2.0
1127,commitment,1.0,0.0,12.0
1128,committed,0.0,0.0,10.0
1129,committee,2.0,0.0,3.0
1130,committees,1.0,0.0,0.0
1131,common,1.0,0.0,42.0
1132,commonly,0.0,0.0,10.0
1133,commons,0.0,0.0,91.0
1134,commonssouth,0.0,0.0,1.0
1135,communicable,0.0,0.0,1.0
1136,communicate,0.0,0.0,5.0
1137,communicates,0.0,0.0,1.0
1138,communicating,0.0,0.0,1.0
1139,communication,0.0,0.0,5.0
1140,communicationen,1.0,0.0,0.0
1141,communications,3.0,0.0,8.0
1142,communities,1.0,0.0,2.0
1143,community,2.0,0.0,83.0
1144,companies,0.0,0.0,2.0
1145,company,1.0,0.0,3.0
1146,comparative,0.0,0.0,1.0
1147,compare,1.0,0.0,1.0
1148,compared,0.0,0.0,2.0
1149,compares,0.0,0.0,1.0
1150,compassion,0.0,0.0,1.0
1151,compassionate,0.0,0.0,4.0
1152,compensate,0.0,0.0,1.0
1153,compensation,0.0,0.0,1.0
1154,competence,0.0,0.0,1.0
1155,competent,0.0,0.0,2.0
1156,competitive,0.0,0.0,1.0
1157,complain,0.0,0.0,1.0
1158,complaint,0.0,0.0,4.0
1159,complaints,0.0,0.0,1.0
1160,complementary,0.0,0.0,1.0
1161,complete,1.0,0.0,21.0
1162,completed,0.0,0.0,54.0
1163,completely,0.0,0.0,3.0
1164,completing,0.0,0.0,4.0
1165,complex,0.0,0.0,7.0
1166,compliance,1.0,0.0,20.0
1167,complianceline,0.0,0.0,3.0
1168,complicated,0.0,0.0,1.0
1169,complication,0.0,0.0,3.0
1170,complications,0.0,0.0,8.0
1171,complimentary,0.0,0.0,2.0
1172,comply,0.0,0.0,1.0
1173,complying,0.0,0.0,2.0
1174,component,0.0,0.0,2.0
1175,components,1.0,0.0,1.0
1176,comprehensive,0.0,0.0,23.0
1177,compress,0.0,0.0,1.0
1178,compressed,0.0,0.0,1.0
1179,compressing,0.0,0.0,1.0
1180,compression,0.0,0.0,1.0
1181,compromised,0.0,0.0,2.0
1182,compromising,0.0,0.0,1.0
1183,computed,0.0,0.0,2.0
1184,computer,0.0,0.0,3.0
1185,conceived,0.0,0.0,1.0
1186,concentrate,0.0,0.0,1.0
1187,concentrating,0.0,0.0,1.0
1188,concerned,0.0,0.0,1.0
1189,concerning,0.0,0.0,1.0
1190,concerns,0.0,0.0,5.0
1191,concert,0.0,0.0,1.0
1192,concurrent,0.0,0.0,1.0
1193,condition,0.0,0.0,9.0
1194,conditions,0.0,0.0,28.0
1195,conditionsfolliculitis,0.0,0.0,1.0
1196,condolences,1.0,0.0,0.0
1197,condom,7.0,0.0,0.0
1198,condoms,1.0,0.0,1.0
1199,conducted,0.0,0.0,4.0
1200,conducting,0.0,0.0,3.0
1201,conductive,0.0,0.0,5.0
1202,conducts,0.0,0.0,1.0
1203,condón,5.0,0.0,0.0
1204,confer,0.0,0.0,1.0
1205,conferencesfinanceoffice,1.0,0.0,0.0
1206,conferencesnyc,1.0,0.0,0.0
1207,confident,0.0,0.0,5.0
1208,confidential,3.0,0.0,7.0
1209,confidentiality,0.0,0.0,1.0
1210,confidentially,0.0,0.0,1.0
1211,conflict,0.0,0.0,1.0
1212,conflicting,0.0,0.0,1.0
1213,confront,2.0,0.0,0.0
1214,confuse,1.0,0.0,0.0
1215,confusing,0.0,0.0,1.0
1216,congenital,0.0,0.0,2.0
1217,congressional,1.0,0.0,0.0
1218,conjugated,0.0,0.0,1.0
1219,conjunction,0.0,0.0,1.0
1220,connect,1.0,0.0,11.0
1221,connecticare,1.0,0.0,0.0
1222,connecticut,1.0,0.0,4.0
1223,connecting,0.0,0.0,1.0
1224,connection,3.0,0.0,52.0
1225,connective,0.0,0.0,2.0
1226,connerton,0.0,0.0,2.0
1227,consent,6.0,0.0,4.0
1228,consequence,0.0,0.0,1.0
1229,consequences,0.0,0.0,1.0
1230,consequential,0.0,0.0,1.0
1231,conservator,0.0,0.0,1.0
1232,consider,1.0,0.0,10.0
1233,consideration,2.0,0.0,2.0
1234,considered,0.0,0.0,7.0
1235,consist,0.0,0.0,1.0
1236,consistent,0.0,0.0,4.0
1237,consists,0.0,0.0,2.0
1238,consortium,0.0,0.0,1.0
1239,const,13.0,0.0,0.0
1240,constant,0.0,0.0,1.0
1241,constantly,0.0,0.0,3.0
1242,constipation,0.0,0.0,5.0
1243,constitute,1.0,0.0,3.0
1244,constitutional,1.0,0.0,0.0
1245,construed,0.0,0.0,1.0
1246,consult,0.0,0.0,1.0
1247,consultants,0.0,0.0,1.0
1248,consultation,0.0,0.0,5.0
1249,consultations,0.0,0.0,1.0
1250,consultative,0.0,0.0,1.0
1251,consulting,0.0,0.0,1.0
1252,consummate,0.0,0.0,1.0
1253,contact,26.0,0.0,206.0
1254,contacted,0.0,0.0,1.0
1255,contacting,0.0,0.0,3.0
1256,contacts,0.0,0.0,2.0
1257,contagious,0.0,0.0,4.0
1258,contain,2.0,0.0,2.0
1259,contained,0.0,0.0,2.0
1260,container,0.0,0.0,2.0
1261,content,7.0,0.0,8.0
1262,contextmenu,1.0,0.0,0.0
1263,continence,0.0,0.0,1.0
1264,continue,1.0,0.0,12.0
1265,continued,0.0,0.0,1.0
1266,continuing,0.0,0.0,7.0
1267,continuity,0.0,0.0,1.0
1268,continuously,0.0,0.0,1.0
1269,contouring,0.0,0.0,2.0
1270,contraception,7.0,0.0,4.0
1271,contraceptive,0.0,0.0,5.0
1272,contract,0.0,0.0,2.0
1273,contracted,0.0,0.0,3.0
1274,contracting,0.0,0.0,3.0
1275,contraction,0.0,0.0,1.0
1276,contracts,1.0,0.0,0.0
1277,contrary,0.0,0.0,9.0
1278,contrast,0.0,0.0,2.0
1279,contribute,0.0,0.0,1.0
1280,contribution,6.0,0.0,0.0
1281,contributions,1.0,0.0,1.0
1282,control,32.0,0.0,29.0
1283,controlarnos,1.0,0.0,0.0
1284,controlled,0.0,0.0,4.0
1285,controlling,0.0,0.0,1.0
1286,controlreproductive,1.0,0.0,0.0
1287,convenience,0.0,0.0,3.0
1288,convenient,0.0,0.0,4.0
1289,conversation,1.0,0.0,0.0
1290,conversations,0.0,0.0,1.0
1291,cook,0.0,0.0,2.0
1292,cookie,2.0,0.0,0.0
1293,cookiebanner,1.0,0.0,0.0
1294,cookies,1.0,0.0,0.0
1295,cooking,0.0,0.0,2.0
1296,cooperative,0.0,0.0,1.0
1297,coordinate,0.0,0.0,3.0
1298,coordinated,0.0,0.0,3.0
1299,coordination,0.0,0.0,5.0
1300,copay,1.0,0.0,0.0
1301,coping,0.0,0.0,4.0
1302,copy,4.0,0.0,9.0
1303,copycat,2.0,0.0,0.0
1304,copying,1.0,0.0,1.0
1305,copyright,1.0,0.0,52.0
1306,cord,0.0,0.0,1.0
1307,core,0.0,0.0,1.0
1308,corey,0.0,0.0,2.0
1309,cornell,0.0,0.0,2.0
1310,corner,0.0,0.0,28.0
1311,coronavirus,0.0,0.0,12.0
1312,coronaviruses,0.0,0.0,4.0
1313,corporate,1.0,0.0,0.0
1314,corporation,0.0,0.0,1.0
1315,corrao,0.0,0.0,2.0
1316,correct,2.0,0.0,8.0
1317,corrected,0.0,0.0,1.0
1318,correctional,0.0,0.0,1.0
1319,corrections,0.0,0.0,2.0
1320,correctly,1.0,0.0,0.0
1321,correctness,0.0,0.0,1.0
1322,corresponding,3.0,0.0,1.0
1323,cost,0.0,0.0,9.0
1324,costs,1.0,0.0,1.0
1325,cote,0.0,0.0,4.0
1326,cough,0.0,0.0,2.0
1327,coughs,0.0,0.0,2.0
1328,could,2.0,0.0,11.0
1329,couldn't,4.0,0.0,0.0
1330,council,0.0,0.0,40.0
1331,counsel,5.0,0.0,0.0
1332,counselhybridoffice,1.0,0.0,0.0
1333,counseling,0.0,0.0,4.0
1334,counseloffice,1.0,0.0,0.0
1335,counselor,0.0,0.0,1.0
1336,count,1.0,0.0,44.0
1337,country,0.0,0.0,5.0
1338,country’s,0.0,0.0,2.0
1339,county,0.0,0.0,176.0
1340,countybuilding,0.0,0.0,1.0
1341,coupled,0.0,0.0,2.0
1342,couples,0.0,0.0,1.0
1343,coupon,1.0,0.0,0.0
1344,course,0.0,0.0,7.0
1345,court,3.0,0.0,3.0
1346,courts,1.0,0.0,1.0
1347,cover,1.0,0.0,4.0
1348,coverage,4.0,0.0,4.0
1349,covered,1.0,0.0,0.0
1350,covering,0.0,0.0,6.0
1351,coverings,0.0,0.0,2.0
1352,covid,0.0,0.0,8.0
1353,cox,0.0,0.0,1.0
1354,coyle,0.0,0.0,2.0
1355,cpb,0.0,0.0,2.0
1356,cpb's,0.0,0.0,1.0
1357,cpr,0.0,0.0,1.0
1358,crafters,0.0,0.0,1.0
1359,cragin,0.0,0.0,2.0
1360,cramping,0.0,0.0,1.0
1361,cramps,0.0,0.0,1.0
1362,cravings,0.0,0.0,1.0
1363,crc,0.0,0.0,4.0
1364,cream,0.0,0.0,5.0
1365,creams,0.0,0.0,3.0
1366,create,5.0,0.0,15.0
1367,created,1.0,0.0,8.0
1368,creating,0.0,0.0,6.0
1369,creatinine,0.0,0.0,1.0
1370,creative,0.0,0.0,1.0
1371,creativity,0.0,0.0,1.0
1372,credit,3.0,0.0,0.0
1373,crew,0.0,0.0,1.0
1374,crichton,0.0,0.0,2.0
1375,crime,0.0,0.0,1.0
1376,criminal,0.0,0.0,3.0
1377,crisis,0.0,0.0,5.0
1378,crisp,0.0,0.0,2.0
1379,cristescu,0.0,0.0,4.0
1380,critical,0.0,0.0,22.0
1381,crna,0.0,0.0,16.0
1382,crohn's,0.0,0.0,6.0
1383,cross,1.0,0.0,3.0
1384,croteau,0.0,0.0,2.0
1385,crucial,0.0,0.0,1.0
1386,cruder,0.0,0.0,1.0
1387,crystal,0.0,0.0,1.0
1388,cstmpmrkrs,0.0,0.0,1.0
1389,cta,4.0,0.0,0.0
1390,ctas,4.0,0.0,0.0
1391,cuddler,0.0,0.0,2.0
1392,cuddlers,0.0,0.0,1.0
1393,cultural,0.0,0.0,2.0
1394,culture,6.0,0.0,0.0
1395,cum,0.0,0.0,3.0
1396,curable,0.0,0.0,2.0
1397,curative,0.0,0.0,2.0
1398,cure,0.0,0.0,3.0
1399,cured,0.0,0.0,2.0
1400,cures,0.0,0.0,1.0
1401,curettage,0.0,0.0,1.0
1402,curioso,0.0,0.0,2.0
1403,curran,0.0,0.0,2.0
1404,currency,4.0,0.0,0.0
1405,current,7.0,0.0,12.0
1406,currentemailerror,1.0,0.0,0.0
1407,currentgiftamount,4.0,0.0,0.0
1408,currently,0.0,0.0,10.0
1409,currentqs,2.0,0.0,0.0
1410,curriculum,0.0,0.0,1.0
1411,curtis,0.0,0.0,2.0
1412,custom,10.0,0.0,0.0
1413,customer,1.0,0.0,7.0
1414,customers,1.0,0.0,1.0
1415,customized,0.0,0.0,2.0
1416,cut,0.0,0.0,1.0
1417,cycle,0.0,0.0,6.0
1418,cycles,0.0,0.0,3.0
1419,cynthia,0.0,0.0,2.0
1420,cyst,0.0,0.0,2.0
1421,cystadenoma,0.0,0.0,1.0
1422,cystitis,0.0,0.0,1.0
1423,cystocele,0.0,0.0,2.0
1424,cystogram,0.0,0.0,1.0
1425,cystoscopy,0.0,0.0,4.0
1426,cysts,0.0,0.0,6.0
1427,cytogenetics,0.0,0.0,3.0
1428,cytology,0.0,0.0,1.0
1429,cytopathology,0.0,0.0,3.0
1430,czynski,0.0,0.0,2.0
1431,cómo,2.0,0.0,0.0
1432,dabigatran,0.0,0.0,1.0
1433,daily,0.0,0.0,12.0
1434,dairy,0.0,0.0,1.0
1435,damage,0.0,0.0,4.0
1436,damaged,0.0,0.0,1.0
1437,damages,0.0,0.0,1.0
1438,dang,0.0,0.0,6.0
1439,dangerous,0.0,0.0,2.0
1440,daniel,0.0,0.0,2.0
1441,daniella,0.0,0.0,4.0
1442,danielle,0.0,0.0,13.0
1443,daren,0.0,0.0,2.0
1444,daria,0.0,0.0,2.0
1445,darif,0.0,0.0,2.0
1446,dark,0.0,0.0,2.0
1447,darkened,0.0,0.0,1.0
1448,dartmouth,0.0,0.0,3.0
1449,data,15.0,0.0,10.0
1450,datalayer,8.0,0.0,0.0
1451,date,1.0,0.0,6.0
1452,dates,1.0,0.0,2.0
1453,david,0.0,0.0,23.0
1454,davidson,0.0,0.0,1.0
1455,davis,0.0,0.0,1.0
1456,dawn,0.0,0.0,2.0
1457,day,10.0,0.0,27.0
1458,days,0.0,0.0,17.0
1459,daytime,0.0,0.0,3.0
1460,dcoffice,7.0,0.0,0.0
1461,dcteamallfederation,1.0,0.0,0.0
1462,dcyf,0.0,0.0,2.0
1463,deaconess,0.0,0.0,1.0
1464,dead,1.0,0.0,0.0
1465,deady,0.0,0.0,4.0
1466,deaf,0.0,0.0,2.0
1467,deal,5.0,0.0,4.0
1468,dealing,1.0,0.0,2.0
1469,deasley,0.0,0.0,2.0
1470,deaths,0.0,0.0,3.0
1471,deb,0.0,0.0,6.0
1472,deblois,0.0,0.0,2.0
1473,debold,0.0,0.0,2.0
1474,deborah,0.0,0.0,8.0
1475,debra,0.0,0.0,2.0
1476,decades,0.0,0.0,1.0
1477,decide,1.0,0.0,3.0
1478,decidirte,1.0,0.0,0.0
1479,decision,0.0,0.0,2.0
1480,decisions,1.0,0.0,4.0
1481,declared,1.0,0.0,0.0
1482,decor,1.0,0.0,0.0
1483,decrease,0.0,0.0,11.0
1484,decreased,0.0,0.0,1.0
1485,decreases,0.0,0.0,1.0
1486,decreasing,0.0,0.0,3.0
1487,dedicated,1.0,0.0,9.0
1488,dedication,0.0,0.0,1.0
1489,deduction,2.0,0.0,0.0
1490,deekshi,0.0,0.0,2.0
1491,deemed,0.0,0.0,1.0
1492,deep,0.0,0.0,2.0
1493,deepak,0.0,0.0,2.0
1494,deepest,1.0,0.0,0.0
1495,default,29.0,0.0,0.0
1496,defaultms,1.0,0.0,0.0
1497,defaults,2.0,0.0,0.0
1498,defeat,1.0,0.0,0.0
1499,defects,0.0,0.0,2.0
1500,defend,2.0,0.0,1.0
1501,defense,0.0,0.0,2.0
1502,defenses,0.0,0.0,1.0
1503,defillo,0.0,0.0,4.0
1504,define,1.0,0.0,1.0
1505,defined,0.0,0.0,1.0
1506,degood,0.0,0.0,4.0
1507,degree,0.0,0.0,17.0
1508,degrees,0.0,0.0,4.0
1509,del,0.0,0.0,4.0
1510,delaire,0.0,0.0,2.0
1511,delay,1.0,0.0,2.0
1512,delaying,0.0,0.0,1.0
1513,delete,2.0,0.0,0.0
1514,deleted,2.0,0.0,0.0
1515,deletions,0.0,0.0,1.0
1516,deliberately,1.0,0.0,0.0
1517,delicious,0.0,0.0,1.0
1518,deliver,0.0,0.0,9.0
1519,delivered,2.0,0.0,2.0
1520,deliveries,0.0,0.0,2.0
1521,delivering,0.0,0.0,1.0
1522,delivers,4.0,0.0,1.0
1523,delivery,2.0,0.0,22.0
1524,demand,0.0,0.0,2.0
1525,dematteo,0.0,0.0,2.0
1526,dementia,0.0,0.0,2.0
1527,demographic,0.0,0.0,1.0
1528,demoranville,0.0,0.0,2.0
1529,denial,0.0,0.0,2.0
1530,dense,0.0,0.0,4.0
1531,density,0.0,0.0,7.0
1532,deny,0.0,0.0,4.0
