,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6,Total7,Total8
1609,concerne,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,concerned,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1611,concerning,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1612,concerns,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,concert,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,concrete,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,condiciones,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,condition,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,conditions,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
1618,condolences,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1619,condom,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
1620,condoms,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1621,conduct,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,conducted,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,conducting,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,conducts,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,condón,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
1626,conference,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,conferencehelp,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,conferencesfinanceoffice,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1629,conferencesnyc,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1630,conferencing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,confidentalité,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,confidential,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
1633,confidentiality,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1634,confirm,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
1635,confirmation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1636,confirmed,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1637,confirming,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1638,confront,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1639,confuse,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1640,confusing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641,congress,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,congressional,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1643,connect,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
1644,connected,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1645,connecticut,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646,connecting,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1647,connection,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
1648,connections,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1649,conner,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,conoco,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,conozca,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,conroy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,consciousness,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1654,consecutive,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1655,conseil,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,conseillère,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,conseils,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1658,consent,9.0,13.0,1.0,0.0,7.0,0.0,6.0,0.0,0.0
1659,consented,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,conservation,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1661,conservative,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,consider,1.0,1.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0
1663,considerate,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,consideration,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1665,considere,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1666,considered,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667,considering,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,consistent,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669,consistently,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,consists,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671,consortium,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,const,15.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
1673,constance,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,constant,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1675,constitute,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1676,constitutional,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1677,construction,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1678,consuelo,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,consult,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1680,consultant,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1681,consultation,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,consulting,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,consults,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1684,consumer,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,contact,30.0,45.0,50.0,21.0,26.0,0.0,10.0,0.0,0.0
1686,contacta,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,contactez,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1688,contacting,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1689,contacts,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,contain,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1691,contained,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1692,containing,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,contains,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1694,contemporary,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,content,8.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0
1696,contents,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1697,contenttoggle,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1698,contest,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1699,contextmenu,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1700,continual,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,continue,0.0,4.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0
1702,continues,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,continuing,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,continuous,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1705,continuum,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,contraception,10.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0
1707,contraceptive,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708,contraceptives,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,contract,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,contracting,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1711,contracts,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1712,contributed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,contributes,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,contributing,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1715,contribution,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
1716,contributions,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0
1717,control,35.0,13.0,10.0,4.0,32.0,0.0,4.0,0.0,0.0
1718,controlarnos,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1719,controlling,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,controlreproductive,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1721,contáctenos,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,convenient,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,conventional,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,conversion,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1725,convert,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1726,convertible,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
1727,conviction,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1728,cook,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1729,cookie,2.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1730,cookiebanner,1.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0
1731,cookiebanneracceptall,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1732,cookiebannercontainer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1733,cookiebannerui,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1734,cookielanguage,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1735,cookies,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
1736,cookiestatement,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1737,cookiestatementdata,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1738,coons,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,cooper,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,cooperative,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,coordinate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,coordinated,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,coordination,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,coordinator,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,coordinator's,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,coordinators,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,cop,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,copay,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1749,coppel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1750,copy,4.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
1751,copycat,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1752,copying,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1753,copyright,1.0,21.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0
1754,corazón,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,corbin,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,cordell,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1757,cordova,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,core,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
1759,corine,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1760,corinne,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1761,cornelis,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,corner,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,corners,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,coronavirus,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
1765,coroner,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,corporate,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
1767,corporatin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1768,corporation,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,corps,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,correct,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0
1771,correctional,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1772,correctly,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1773,corresponding,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1774,cortez,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,cory,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,cosmetic,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,cosmiac,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1778,cosmopolitan,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,cost,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1780,costs,1.0,2.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0
1781,could,3.0,2.0,5.0,1.0,2.0,0.0,5.0,0.0,0.0
1782,couldn't,6.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
1783,couldn’t,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1784,council,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,counsel,5.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0
1786,counselhybridoffice,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1787,counseling,0.0,21.0,10.0,7.0,0.0,0.0,4.0,0.0,0.0
1788,counseling—this,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1789,counseloffice,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1790,counselor,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1791,counselors,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1792,count,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1793,counter,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1794,countless,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,countries,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796,country,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
1797,county,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1798,coupland,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1799,couple,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
1800,coupon,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1801,courage,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1802,course,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1803,courses,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1804,court,3.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
1805,courthouse,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,courts,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1807,courtyard,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1808,coventry,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1809,cover,1.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0
1810,coverage,4.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
1811,covered,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1812,covers,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1813,covid,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1814,covington,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,cowboys,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1816,cquic,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1817,craig,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1818,cramping,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,cramps,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,craniofacial,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1821,cratering,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1822,craven,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1823,crawford,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1824,create,5.0,1.0,4.0,0.0,5.0,0.0,16.0,0.0,0.0
1825,created,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1826,creates,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
1827,creating,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1828,creation,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1829,creative,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1830,creativity,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,crecer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1832,credentialing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,credit,2.0,0.0,12.0,0.0,2.0,0.0,15.0,0.0,0.0
1834,credits,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
1835,crego,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1836,crenshaw,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,crh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1838,crime,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,criminal,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,crimson,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,crisis,0.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0
1842,cristobal,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,cristóbal,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,critical,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,critically,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1846,crosby,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1847,cross,2.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
1848,crossman,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1849,crossroads,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,crow,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,crowdfunding,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1852,crows,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,crrc,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,crtc,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,cruces,0.0,0.0,1.0,41.0,0.0,0.0,93.0,0.0,0.0
1856,cruz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,cruzado,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1858,cruzados,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1859,cruzeiro,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
1860,cruzeiros,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1861,crónico,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1862,csi,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,csr,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,cta,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1865,ctas,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1866,ctcrf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1867,cuba,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,cubs,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,cuidado,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,culinary,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,cullen,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,culley,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1873,cullum,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1874,cultural,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1875,culturales,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,culturally,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1877,culture,6.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0
1878,cummings,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,curator,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,curatorial,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1881,cure,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1882,cures,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,curet,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,curran,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1885,currency,4.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0
1886,current,8.0,2.0,7.0,0.0,7.0,0.0,2.0,0.0,0.0
1887,currentemailerror,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1888,currentgiftamount,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1889,currently,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1890,currentqs,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1891,curricular,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1892,currier,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,curtain,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1894,curtis,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,cushing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,custom,10.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0
1897,customer,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1898,customize,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1899,cutting,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,cyberphysical,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,cycle,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0
1902,cycling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,cynefin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,cynthia,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,cyst,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,cystic,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,cytometry,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,czeto,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,cáncer,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,cómo,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1911,córdoba,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1912,córdobas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1913,d'amico,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1914,dabney,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,daigh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,dailey,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,daily,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1918,daisy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,dakan,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,dakota,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,dalai,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1922,dale,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,dallas,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,dalton,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,damage,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,damico,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1927,damon,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,damron,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,dan,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,dana,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,dance,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,danforth,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
