,token,Total0,Total1,Total2,Total3,Total4,Total5
465,brutally,0.0,0.0,0.0,0.0,0.0,1.0
466,bucket,1.0,1.0,1.0,0.0,0.0,0.0
467,budget,1.0,1.0,1.0,0.0,0.0,0.0
468,builders,0.0,0.0,0.0,0.0,0.0,24.0
469,building,0.0,0.0,0.0,0.0,0.0,1.0
470,built,0.0,0.0,0.0,0.0,0.0,24.0
471,burden,0.0,0.0,0.0,0.0,0.0,1.0
472,burnett,0.0,0.0,0.0,0.0,0.0,24.0
473,burns,0.0,0.0,0.0,0.0,0.0,1.0
474,business,0.0,1.0,0.0,0.0,0.0,5.0
475,busy,0.0,0.0,0.0,0.0,0.0,1.0
476,but,3.0,3.0,3.0,0.0,0.0,77.0
477,button,10.0,10.0,10.0,0.0,0.0,0.0
478,buttons,4.0,4.0,4.0,0.0,0.0,0.0
479,buttonsubmit,3.0,3.0,3.0,0.0,0.0,0.0
480,cada,2.0,2.0,2.0,0.0,0.0,0.0
481,california,0.0,0.0,0.0,0.0,0.0,40.0
482,call,16.0,16.0,16.0,20.0,0.0,41.0
483,called,2.0,1.0,2.0,0.0,0.0,26.0
484,calling,0.0,0.0,0.0,5.0,0.0,2.0
485,came,0.0,0.0,0.0,0.0,0.0,2.0
486,camera,0.0,0.0,0.0,0.0,0.0,1.0
487,campaigns,8.0,8.0,8.0,0.0,0.0,0.0
488,campaignsapplynational,1.0,1.0,1.0,0.0,0.0,0.0
489,campaignshybridpublic,1.0,1.0,1.0,0.0,0.0,0.0
490,campaignspublic,1.0,1.0,1.0,0.0,0.0,0.0
491,can,47.0,45.0,47.0,6.0,0.0,132.0
492,can't,1.0,1.0,1.0,0.0,0.0,2.0
493,canada,0.0,0.0,0.0,0.0,0.0,1.0
494,cancel,0.0,0.0,0.0,0.0,0.0,2.0
495,cancellation,0.0,0.0,0.0,0.0,0.0,2.0
496,cancer,4.0,4.0,4.0,0.0,0.0,0.0
497,candidates,1.0,1.0,1.0,0.0,0.0,0.0
498,cannon,0.0,9.0,0.0,0.0,0.0,0.0
499,cannot,2.0,2.0,2.0,1.0,0.0,1.0
500,capabilities,0.0,0.0,0.0,0.0,0.0,2.0
501,capability,0.0,0.0,0.0,0.0,0.0,3.0
502,captions,2.0,2.0,2.0,0.0,0.0,0.0
503,captured,0.0,0.0,0.0,0.0,0.0,1.0
504,capuchón,2.0,2.0,2.0,0.0,0.0,0.0
505,car,0.0,0.0,1.0,0.0,0.0,0.0
506,card,10.0,9.0,10.0,0.0,0.0,5.0
507,cardholder,1.0,0.0,1.0,0.0,0.0,0.0
508,cards,4.0,4.0,4.0,0.0,0.0,0.0
509,care,52.0,52.0,51.0,28.0,0.0,217.0
510,cared,0.0,0.0,0.0,0.0,0.0,1.0
511,careers,0.0,0.0,0.0,0.0,0.0,25.0
512,caregiver's,1.0,1.0,1.0,0.0,0.0,0.0
513,cares,0.0,0.0,0.0,0.0,0.0,24.0
514,caring,0.0,0.0,0.0,0.0,0.0,24.0
515,carrier,0.0,0.0,0.0,0.0,0.0,1.0
516,cars–a,0.0,0.0,0.0,0.0,0.0,1.0
517,cart,11.0,11.0,11.0,0.0,0.0,0.0
518,case,4.0,4.0,4.0,0.0,0.0,2.0
519,cash,0.0,1.0,1.0,0.0,0.0,1.0
520,cat's,1.0,1.0,1.0,0.0,0.0,0.0
521,catch,2.0,2.0,2.0,0.0,0.0,0.0
522,categories,1.0,1.0,1.0,0.0,0.0,0.0
523,caught,0.0,0.0,0.0,0.0,0.0,24.0
524,cause,0.0,0.0,0.0,0.0,0.0,1.0
525,cctext,1.0,1.0,1.0,0.0,0.0,0.0
526,cell,2.0,2.0,2.0,0.0,0.0,0.0
527,cells,0.0,0.0,0.0,0.0,0.0,2.0
528,center,16.0,19.0,18.0,0.0,0.0,2.0
529,centered,1.0,1.0,1.0,0.0,0.0,1.0
530,centergroupsaboutcreate,1.0,1.0,1.0,1.0,0.0,1.0
531,centerprivacy,1.0,1.0,1.0,1.0,0.0,1.0
532,centers,7.0,7.0,7.0,0.0,0.0,2.0
533,central,6.0,6.0,6.0,0.0,0.0,0.0
534,certain,0.0,0.0,0.0,1.0,0.0,0.0
535,cessation,0.0,0.0,0.0,0.0,0.0,1.0
536,change,10.0,10.0,10.0,0.0,0.0,6.0
537,changed,1.0,1.0,1.0,0.0,0.0,25.0
538,changes,1.0,1.0,1.0,0.0,0.0,2.0
539,channel,4.0,4.0,4.0,0.0,0.0,0.0
540,charged,0.0,0.0,0.0,0.0,0.0,1.0
541,charity,0.0,0.0,0.0,0.0,0.0,1.0
542,chars,2.0,1.0,2.0,0.0,0.0,0.0
543,chatbot,3.0,3.0,3.0,0.0,0.0,0.0
544,check,10.0,11.0,11.0,0.0,0.0,24.0
545,checkbox,10.0,10.0,10.0,0.0,0.0,0.0
546,checkboxes,5.0,5.0,5.0,0.0,0.0,0.0
547,checked,2.0,2.0,2.0,0.0,0.0,0.0
548,checking,2.0,2.0,2.0,0.0,0.0,0.0
549,checks,0.0,0.0,0.0,0.0,0.0,2.0
550,checkup,0.0,0.0,0.0,0.0,0.0,1.0
551,chief,12.0,12.0,12.0,0.0,0.0,0.0
552,child,0.0,0.0,0.0,0.0,0.0,2.0
553,childcare,1.0,3.0,4.0,0.0,0.0,0.0
554,childhood,12.0,6.0,12.0,0.0,0.0,0.0
555,children,1.0,3.0,2.0,0.0,0.0,1.0
556,child’s,0.0,0.0,0.0,0.0,0.0,1.0
557,chills,0.0,0.0,0.0,0.0,0.0,1.0
558,chirp,1.0,1.0,1.0,0.0,0.0,0.0
559,chlamydia,0.0,0.0,0.0,0.0,0.0,1.0
560,choice,0.0,0.0,0.0,0.0,0.0,8.0
561,choices,0.0,0.0,0.0,0.0,0.0,32.0
562,choicestermshelpcontact,1.0,1.0,1.0,1.0,0.0,1.0
563,cholesterol,0.0,0.0,0.0,0.0,0.0,1.0
564,choose,51.0,51.0,51.0,3.0,0.0,10.0
565,choosing,2.0,2.0,2.0,0.0,0.0,1.0
566,christmas,1.0,1.0,1.0,0.0,0.0,0.0
567,chronic,0.0,0.0,0.0,0.0,0.0,25.0
568,chunk,1.0,1.0,1.0,0.0,0.0,1.0
569,cigna,1.0,1.0,1.0,0.0,0.0,0.0
570,circle,8.0,8.0,8.0,0.0,0.0,0.0
571,city,39.0,21.0,39.0,0.0,0.0,0.0
572,claims,0.0,0.0,0.0,0.0,0.0,1.0
573,clarify,0.0,0.0,0.0,1.0,0.0,0.0
574,class,6.0,5.0,6.0,0.0,0.0,0.0
575,classes,2.0,2.0,2.0,0.0,0.0,0.0
576,clean,3.0,3.0,3.0,0.0,0.0,0.0
577,cleanbadfirstname,1.0,1.0,1.0,0.0,0.0,0.0
578,cleanbadlastname,1.0,1.0,1.0,0.0,0.0,0.0
579,cleanbadword,1.0,1.0,1.0,0.0,0.0,0.0
580,cleanitem,4.0,2.0,4.0,0.0,0.0,0.0
581,click,6.0,5.0,6.0,5.0,0.0,2.0
582,clicking,4.0,4.0,4.0,0.0,0.0,1.0
583,clicks,1.0,1.0,1.0,0.0,0.0,0.0
584,client,1.0,1.0,1.0,0.0,0.0,4.0
585,clientid,1.0,1.0,1.0,0.0,0.0,0.0
586,clients,0.0,0.0,0.0,0.0,0.0,4.0
587,clinic,5.0,5.0,5.0,67.0,0.0,71.0
588,clinical,0.0,0.0,0.0,0.0,0.0,1.0
589,clinician,0.0,0.0,0.0,0.0,0.0,2.0
590,clinicians,0.0,0.0,0.0,0.0,0.0,9.0
591,clinician’s,0.0,0.0,0.0,0.0,0.0,1.0
592,clinics,0.0,0.0,0.0,0.0,0.0,1.0
593,clinic’s,0.0,0.0,0.0,0.0,0.0,4.0
594,clinic”,0.0,0.0,0.0,0.0,0.0,1.0
595,close,3.0,2.0,3.0,0.0,0.0,1.0
596,closed,8.0,8.0,8.0,15.0,0.0,0.0
597,closedtuesday,0.0,0.0,0.0,5.0,0.0,0.0
598,closely,1.0,1.0,1.0,0.0,0.0,2.0
599,closer,0.0,0.0,0.0,0.0,0.0,1.0
600,closest,0.0,0.0,0.0,0.0,0.0,2.0
601,closing,0.0,0.0,0.0,0.0,0.0,1.0
602,cmp,20.0,10.0,20.0,0.0,0.0,0.0
603,coast,3.0,3.0,3.0,0.0,0.0,0.0
604,code,28.0,22.0,28.0,0.0,0.0,3.0
605,coitus,2.0,2.0,2.0,0.0,0.0,0.0
606,collect,0.0,0.0,0.0,0.0,0.0,2.0
607,collected,0.0,0.0,0.0,0.0,0.0,5.0
608,collection,1.0,1.0,1.0,0.0,0.0,0.0
609,color,20.0,20.0,20.0,0.0,0.0,1.0
610,colposcopy,0.0,0.0,0.0,0.0,0.0,1.0
611,columbia,3.0,3.0,3.0,31.0,0.0,0.0
612,combination,0.0,0.0,0.0,1.0,0.0,0.0
613,come,4.0,4.0,4.0,0.0,0.0,5.0
614,comes,2.0,2.0,2.0,0.0,0.0,0.0
615,comfort,0.0,0.0,0.0,3.0,0.0,0.0
616,comfortable,0.0,0.0,0.0,5.0,0.0,24.0
617,coming,2.0,2.0,2.0,0.0,0.0,1.0
618,commented,4.0,2.0,4.0,0.0,0.0,0.0
619,commenting,2.0,2.0,2.0,0.0,0.0,0.0
620,comments,2.0,2.0,2.0,0.0,0.0,0.0
621,commercial,0.0,0.0,0.0,0.0,0.0,1.0
622,commitment,2.0,2.0,2.0,0.0,0.0,1.0
623,committed,0.0,0.0,0.0,0.0,0.0,2.0
624,committee,2.0,2.0,2.0,0.0,0.0,0.0
625,committees,1.0,1.0,1.0,0.0,0.0,0.0
626,common,1.0,1.0,1.0,1.0,0.0,1.0
627,communicationen,1.0,1.0,1.0,0.0,0.0,0.0
628,communications,3.0,3.0,3.0,0.0,0.0,0.0
629,communities,1.0,1.0,1.0,0.0,0.0,0.0
630,community,1.0,1.0,1.0,0.0,0.0,15.0
631,company,13.0,7.0,13.0,0.0,0.0,1.0
632,compare,1.0,1.0,1.0,0.0,0.0,0.0
633,compassionate,0.0,0.0,0.0,0.0,0.0,2.0
634,complete,1.0,1.0,1.0,1.0,0.0,7.0
635,completed,0.0,0.0,0.0,0.0,0.0,2.0
636,completely,0.0,0.0,0.0,5.0,0.0,1.0
637,completing,0.0,0.0,0.0,2.0,0.0,0.0
638,completion,0.0,0.0,0.0,0.0,0.0,1.0
639,compliance,1.0,1.0,1.0,0.0,0.0,0.0
640,components,1.0,1.0,1.0,0.0,0.0,0.0
641,comprehensive,0.0,0.0,0.0,0.0,0.0,3.0
642,computer,1.0,1.0,1.0,0.0,0.0,5.0
643,computer’s,0.0,0.0,0.0,0.0,0.0,2.0
644,concern,0.0,0.0,0.0,0.0,0.0,2.0
645,concerns,0.0,0.0,0.0,0.0,0.0,2.0
646,condolences,1.0,1.0,1.0,0.0,0.0,0.0
647,condom,7.0,7.0,7.0,0.0,0.0,24.0
648,condoms,1.0,1.0,1.0,0.0,0.0,1.0
649,conducted,2.0,2.0,2.0,0.0,0.0,0.0
650,condón,5.0,5.0,5.0,0.0,0.0,0.0
651,conferencesfinanceoffice,1.0,1.0,1.0,0.0,0.0,0.0
652,conferencesnyc,1.0,1.0,1.0,0.0,0.0,0.0
653,confidential,3.0,3.0,3.0,0.0,0.0,2.0
654,confront,2.0,2.0,2.0,0.0,0.0,0.0
655,confuse,1.0,1.0,1.0,0.0,0.0,0.0
656,confused,0.0,0.0,0.0,0.0,0.0,1.0
657,congressional,1.0,1.0,1.0,0.0,0.0,0.0
658,connect,1.0,1.0,1.0,0.0,0.0,1.0
659,connection,3.0,3.0,3.0,0.0,0.0,0.0
660,conscious,0.0,0.0,0.0,0.0,0.0,1.0
661,consent,6.0,6.0,6.0,0.0,0.0,2.0
662,consider,1.0,1.0,1.0,0.0,0.0,1.0
663,consideration,2.0,2.0,2.0,0.0,0.0,0.0
664,considering,0.0,0.0,0.0,0.0,0.0,17.0
665,consistent,0.0,0.0,0.0,0.0,0.0,1.0
666,const,12.0,12.0,12.0,0.0,0.0,0.0
667,constitute,1.0,1.0,1.0,0.0,0.0,0.0
668,constitutional,1.0,1.0,1.0,0.0,0.0,0.0
669,consult,0.0,0.0,0.0,0.0,0.0,1.0
670,consultation,0.0,0.0,0.0,0.0,0.0,3.0
671,consume,0.0,0.0,0.0,0.0,0.0,1.0
672,contact,29.0,27.0,29.0,8.0,0.0,67.0
673,contacts,0.0,0.0,0.0,0.0,0.0,1.0
674,contain,2.0,2.0,2.0,0.0,0.0,0.0
675,container,8.0,4.0,8.0,0.0,0.0,0.0
676,contains,1.0,1.0,1.0,0.0,0.0,0.0
677,content,7.0,7.0,7.0,0.0,0.0,24.0
678,contextmenu,1.0,1.0,1.0,0.0,0.0,1.0
679,continue,7.0,4.0,7.0,0.0,0.0,10.0
680,continued,0.0,0.0,0.0,0.0,0.0,1.0
681,continuing,0.0,0.0,0.0,0.0,0.0,1.0
682,continuity,0.0,0.0,0.0,0.0,0.0,1.0
683,continuum,0.0,0.0,0.0,0.0,0.0,3.0
684,contraception,7.0,7.0,7.0,0.0,0.0,2.0
685,contraceptives,0.0,0.0,0.0,0.0,0.0,1.0
686,contract,0.0,0.0,0.0,0.0,0.0,1.0
687,contracts,1.0,1.0,1.0,0.0,0.0,0.0
688,contribution,6.0,6.0,6.0,0.0,0.0,0.0
689,contributions,1.0,1.0,1.0,0.0,0.0,0.0
690,control,34.0,35.0,34.0,0.0,0.0,77.0
691,controlarnos,1.0,1.0,1.0,0.0,0.0,0.0
692,controlreproductive,1.0,1.0,1.0,0.0,0.0,0.0
693,convenience,0.0,0.0,0.0,0.0,0.0,1.0
694,convenient,1.0,1.0,1.0,0.0,0.0,3.0
695,conversations,0.0,0.0,0.0,0.0,0.0,1.0
696,cookie,3.0,3.0,3.0,0.0,0.0,5.0
697,cookiebanner,1.0,1.0,1.0,0.0,0.0,0.0
698,cookies,1.0,1.0,1.0,5.0,0.0,1.0
699,copay,1.0,1.0,1.0,0.0,0.0,0.0
700,copd,0.0,0.0,0.0,0.0,0.0,1.0
701,cope,0.0,0.0,0.0,0.0,0.0,1.0
702,copy,4.0,4.0,4.0,0.0,0.0,1.0
703,copycat,2.0,2.0,2.0,0.0,0.0,0.0
704,copying,1.0,1.0,1.0,0.0,0.0,0.0
705,copyright,1.0,1.0,1.0,0.0,0.0,0.0
706,core,0.0,0.0,0.0,0.0,0.0,1.0
707,coronavirus,1.0,1.0,1.0,0.0,0.0,0.0
708,corporate,1.0,1.0,1.0,0.0,0.0,0.0
709,corporation,0.0,0.0,0.0,0.0,0.0,1.0
710,correct,4.0,3.0,4.0,0.0,0.0,25.0
711,correctly,1.0,1.0,1.0,0.0,0.0,0.0
712,corresponding,3.0,3.0,3.0,0.0,0.0,0.0
713,cost,0.0,0.0,0.0,0.0,0.0,5.0
714,costs,1.0,1.0,1.0,0.0,0.0,2.0
715,cough,0.0,0.0,0.0,0.0,0.0,3.0
716,could,2.0,2.0,2.0,0.0,0.0,50.0
717,couldn't,3.0,3.0,3.0,0.0,0.0,0.0
718,council,0.0,0.0,0.0,0.0,0.0,24.0
719,counsel,5.0,5.0,5.0,0.0,0.0,1.0
720,counselapplyassistant,1.0,1.0,1.0,0.0,0.0,0.0
721,counselhybridoffice,1.0,1.0,1.0,0.0,0.0,0.0
722,counseling,0.0,0.0,0.0,0.0,0.0,9.0
723,counseloffice,1.0,1.0,1.0,0.0,0.0,0.0
724,counselor,0.0,0.0,0.0,0.0,0.0,24.0
725,counselors,0.0,0.0,0.0,0.0,0.0,2.0
726,count,2.0,1.0,2.0,0.0,0.0,0.0
727,countless,0.0,0.0,0.0,0.0,0.0,1.0
728,country,0.0,0.0,0.0,0.0,0.0,2.0
729,county,0.0,0.0,0.0,0.0,0.0,3.0
730,coupon,1.0,1.0,1.0,0.0,0.0,0.0
731,court,3.0,3.0,3.0,0.0,0.0,0.0
732,courts,1.0,1.0,1.0,0.0,0.0,0.0
733,couture,0.0,0.0,0.0,0.0,0.0,1.0
734,coventry,1.0,1.0,1.0,0.0,0.0,0.0
735,cover,1.0,1.0,1.0,0.0,0.0,0.0
736,coverage,4.0,4.0,4.0,0.0,0.0,1.0
737,covered,1.0,1.0,1.0,0.0,0.0,2.0
738,covers,0.0,0.0,0.0,0.0,0.0,1.0
739,cramping,0.0,0.0,0.0,0.0,0.0,2.0
740,create,5.0,5.0,5.0,0.0,0.0,1.0
741,created,1.0,1.0,1.0,0.0,0.0,0.0
742,creative,0.0,0.0,0.0,0.0,0.0,1.0
743,credit,3.0,2.0,3.0,0.0,0.0,4.0
744,critical,1.0,1.0,1.0,0.0,0.0,1.0
745,criticalscript,1.0,1.0,1.0,0.0,0.0,1.0
746,criticalscripts,1.0,1.0,1.0,0.0,0.0,1.0
747,cross,2.0,2.0,2.0,0.0,0.0,0.0
748,css,1.0,1.0,1.0,0.0,0.0,0.0
749,cta,3.0,3.0,3.0,1.0,0.0,0.0
750,ctas,3.0,3.0,3.0,0.0,0.0,0.0
751,cues,0.0,0.0,0.0,0.0,0.0,1.0
752,culture,6.0,6.0,6.0,0.0,0.0,0.0
753,currency,4.0,4.0,4.0,0.0,0.0,0.0
754,current,8.0,8.0,8.0,0.0,0.0,4.0
755,currentemailerror,1.0,1.0,1.0,0.0,0.0,0.0
756,currentgiftamount,4.0,4.0,4.0,0.0,0.0,0.0
757,currently,0.0,0.0,0.0,0.0,0.0,3.0
758,currentqs,2.0,2.0,2.0,0.0,0.0,0.0
759,custom,10.0,10.0,10.0,0.0,0.0,24.0
760,customer,1.0,1.0,1.0,0.0,0.0,0.0
761,cutter”,0.0,0.0,0.0,0.0,0.0,1.0
762,cyber,0.0,0.0,0.0,0.0,0.0,2.0
763,cómo,2.0,2.0,2.0,0.0,0.0,0.0
764,daily,0.0,0.0,0.0,0.0,0.0,2.0
765,dashboard,1.0,1.0,1.0,0.0,0.0,0.0
766,data,20.0,19.0,20.0,0.0,0.0,0.0
767,database,0.0,0.0,0.0,0.0,0.0,1.0
768,datalayer,8.0,8.0,8.0,0.0,0.0,0.0
769,dataview,8.0,4.0,8.0,0.0,0.0,0.0
770,date,13.0,7.0,13.0,0.0,0.0,3.0
771,dating,0.0,0.0,0.0,0.0,0.0,1.0
772,daughter,0.0,0.0,0.0,0.0,0.0,24.0
773,day,9.0,9.0,9.0,1.0,0.0,105.0
774,daylight,0.0,0.0,0.0,0.0,0.0,1.0
775,days,0.0,0.0,0.0,0.0,0.0,4.0
776,daytime,0.0,0.0,0.0,0.0,0.0,2.0
777,dcoffice,7.0,7.0,7.0,0.0,0.0,0.0
778,dcteamallfederation,1.0,1.0,1.0,0.0,0.0,0.0
779,dead,1.0,1.0,1.0,0.0,0.0,1.0
780,deal,5.0,5.0,5.0,0.0,0.0,0.0
781,dec,0.0,0.0,0.0,0.0,0.0,2.0
782,decide,1.0,1.0,1.0,1.0,0.0,0.0
783,decided,0.0,0.0,0.0,0.0,0.0,24.0
784,decidirte,1.0,1.0,1.0,0.0,0.0,0.0
785,decision,0.0,0.0,0.0,0.0,0.0,8.0
786,decisions,1.0,1.0,1.0,0.0,0.0,2.0
787,decisions–you,0.0,0.0,0.0,0.0,0.0,1.0
788,declared,1.0,1.0,1.0,0.0,0.0,0.0
789,decor,1.0,1.0,1.0,0.0,0.0,0.0
790,dedicated,0.0,0.0,0.0,11.0,0.0,0.0
791,deductibles,0.0,0.0,0.0,0.0,0.0,2.0
792,deduction,2.0,2.0,2.0,0.0,0.0,0.0
793,deepest,1.0,1.0,1.0,0.0,0.0,0.0
794,deeply,0.0,0.0,0.0,0.0,0.0,24.0
795,default,29.0,29.0,29.0,0.0,0.0,0.0
796,defaultms,1.0,1.0,1.0,0.0,0.0,0.0
797,defaults,2.0,2.0,2.0,0.0,0.0,0.0
798,defeat,1.0,1.0,1.0,0.0,0.0,0.0
799,defend,2.0,2.0,2.0,0.0,0.0,0.0
800,define,1.0,1.0,1.0,0.0,0.0,24.0
801,delay,1.0,1.0,1.0,0.0,0.0,2.0
802,delays,0.0,0.0,0.0,0.0,0.0,2.0
803,delete,2.0,2.0,2.0,0.0,0.0,0.0
804,deleted,2.0,2.0,2.0,0.0,0.0,0.0
805,deliberately,1.0,1.0,1.0,0.0,0.0,0.0
806,delivered,2.0,2.0,2.0,0.0,0.0,3.0
807,delivers,4.0,5.0,5.0,0.0,0.0,0.0
808,delivery,2.0,2.0,2.0,0.0,0.0,0.0
809,dementia,0.0,0.0,0.0,0.0,0.0,1.0
810,department,0.0,0.0,0.0,0.0,0.0,2.0
811,depending,1.0,1.0,1.0,0.0,0.0,2.0
812,depression,0.0,0.0,0.0,0.0,0.0,2.0
813,description,4.0,4.0,4.0,0.0,0.0,0.0
814,deseamos,1.0,1.0,1.0,0.0,0.0,0.0
815,deserve,3.0,3.0,3.0,0.0,0.0,0.0
816,deserves,1.0,1.0,1.0,0.0,0.0,0.0
817,designed,0.0,0.0,0.0,0.0,0.0,26.0
818,despite,0.0,0.0,0.0,0.0,0.0,1.0
819,destroyed,0.0,0.0,0.0,0.0,0.0,2.0
820,destructure,1.0,1.0,1.0,0.0,0.0,1.0
821,details,3.0,3.0,3.0,0.0,0.0,2.0
822,detected,1.0,1.0,1.0,0.0,0.0,1.0
823,determine,0.0,0.0,0.0,1.0,0.0,3.0
824,development,14.0,14.0,14.0,0.0,0.0,0.0
825,developmentnew,1.0,1.0,1.0,0.0,0.0,0.0
826,device,5.0,3.0,5.0,0.0,0.0,1.0
827,devine,0.0,0.0,0.0,0.0,0.0,24.0
828,devoted,0.0,0.0,0.0,0.0,0.0,1.0
829,diabetes,0.0,0.0,0.0,0.0,0.0,1.0
830,diafragma,2.0,2.0,2.0,0.0,0.0,0.0
831,diagnoses,0.0,0.0,0.0,0.0,0.0,1.0
832,diagnosis,0.0,0.0,0.0,0.0,0.0,24.0
833,diarrhea,0.0,0.0,0.0,0.0,0.0,1.0
834,did,27.0,15.0,27.0,1.0,0.0,2.0
835,didn’t,0.0,0.0,0.0,0.0,0.0,48.0
836,diferentes,1.0,1.0,1.0,0.0,0.0,0.0
837,different,7.0,5.0,7.0,0.0,0.0,1.0
838,different–,0.0,0.0,0.0,0.0,0.0,1.0
839,difficult,1.0,1.0,1.0,0.0,0.0,0.0
840,digital,9.0,9.0,9.0,0.0,0.0,0.0
841,digitally,0.0,0.0,0.0,0.0,0.0,1.0
842,digits,0.0,0.0,0.0,0.0,0.0,1.0
843,dignity,0.0,0.0,0.0,0.0,0.0,8.0
844,dilation,0.0,0.0,0.0,0.0,0.0,1.0
845,diminishing,0.0,0.0,0.0,0.0,0.0,2.0
846,direct,5.0,5.0,5.0,0.0,0.0,1.0
847,directed,4.0,4.0,4.0,0.0,0.0,0.0
848,directions,1.0,1.0,1.0,0.0,0.0,2.0
849,directly,3.0,3.0,3.0,0.0,0.0,2.0
850,disable,6.0,6.0,6.0,0.0,0.0,0.0
851,disabled,2.0,2.0,2.0,0.0,0.0,1.0
852,disabling,1.0,1.0,1.0,0.0,0.0,0.0
853,disclosurehipaa,0.0,0.0,0.0,5.0,0.0,0.0
854,discomfort,0.0,0.0,0.0,0.0,0.0,1.0
855,discounted,0.0,0.0,0.0,0.0,0.0,1.0
856,discover,0.0,0.0,0.0,0.0,0.0,2.0
857,discovered,0.0,0.0,0.0,0.0,0.0,1.0
858,discrimination,0.0,0.0,0.0,5.0,0.0,0.0
859,discuss,1.0,1.0,1.0,0.0,0.0,3.0
860,discussed,0.0,0.0,0.0,0.0,0.0,1.0
861,disease,0.0,0.0,0.0,0.0,0.0,3.0
862,display,9.0,9.0,9.0,0.0,0.0,9.0
863,dispute,0.0,0.0,0.0,0.0,0.0,1.0
864,div,10.0,8.0,10.0,0.0,0.0,0.0
865,divi,0.0,0.0,0.0,0.0,0.0,24.0
866,diving,1.0,1.0,1.0,0.0,0.0,0.0
867,dizziness,0.0,0.0,0.0,0.0,0.0,1.0
868,django,3.0,3.0,3.0,0.0,0.0,0.0
869,docasap,1.0,1.0,1.0,0.0,0.0,0.0
870,doctor,0.0,0.0,0.0,0.0,0.0,52.0
871,doctors,0.0,0.0,0.0,0.0,0.0,7.0
872,doctor”,0.0,0.0,0.0,0.0,0.0,1.0
873,document,4.0,4.0,4.0,0.0,0.0,0.0
874,documentation,0.0,0.0,0.0,0.0,0.0,1.0
875,documents,1.0,0.0,0.0,0.0,0.0,1.0
876,does,30.0,24.0,30.0,0.0,0.0,3.0
877,doesn't,1.0,1.0,1.0,0.0,0.0,0.0
878,doing,0.0,0.0,0.0,0.0,0.0,1.0
879,dollar,4.0,3.0,4.0,0.0,0.0,0.0
880,domain,0.0,0.0,0.0,0.0,0.0,1.0
881,don't,9.0,9.0,8.0,0.0,0.0,0.0
882,donate,25.0,25.0,25.0,5.0,0.0,56.0
883,donated,0.0,0.0,0.0,0.0,0.0,1.0
884,donating,0.0,0.0,0.0,0.0,0.0,1.0
885,donation,0.0,0.0,0.0,0.0,0.0,7.0
886,donations,2.0,2.0,2.0,0.0,0.0,2.0
887,done,1.0,1.0,1.0,0.0,0.0,7.0
888,donor,16.0,16.0,16.0,0.0,0.0,1.0
889,don’t,5.0,5.0,6.0,0.0,0.0,3.0
890,door,0.0,0.0,0.0,0.0,0.0,1.0
891,doors,2.0,2.0,2.0,0.0,0.0,3.0
892,dopo,0.0,0.0,0.0,0.0,0.0,1.0
893,dose,0.0,0.0,0.0,1.0,0.0,0.0
894,dot,0.0,0.0,0.0,0.0,0.0,4.0
895,dotted,2.0,2.0,2.0,0.0,0.0,0.0
896,doula,0.0,0.0,0.0,0.0,0.0,1.0
897,doulas,0.0,0.0,0.0,0.0,0.0,1.0
898,down,8.0,8.0,8.0,0.0,0.0,25.0
899,download,2.0,1.0,2.0,0.0,0.0,0.0
900,downloaded,1.0,1.0,1.0,0.0,0.0,1.0
901,drastic,1.0,1.0,1.0,0.0,0.0,0.0
902,dream,12.0,6.0,12.0,0.0,0.0,0.0
903,dresses,0.0,0.0,0.0,0.0,0.0,1.0
904,drive,0.0,0.0,0.0,0.0,0.0,9.0
905,driven,0.0,0.0,0.0,0.0,0.0,1.0
906,driver,0.0,0.0,0.0,0.0,0.0,1.0
907,driver’s,0.0,0.0,0.0,0.0,0.0,1.0
908,driving,1.0,1.0,1.0,0.0,0.0,3.0
909,drop,4.0,4.0,4.0,0.0,0.0,0.0
910,dropbox,0.0,0.0,0.0,0.0,0.0,1.0
911,dropdown,4.0,4.0,4.0,0.0,0.0,0.0
912,dropdowns,8.0,4.0,8.0,0.0,0.0,0.0
913,dropped,0.0,0.0,0.0,0.0,0.0,1.0
914,drug,2.0,2.0,2.0,0.0,0.0,2.0
915,dua,1.0,1.0,1.0,0.0,0.0,0.0
916,due,6.0,5.0,6.0,0.0,0.0,7.0
917,duration,0.0,0.0,0.0,0.0,0.0,1.0
918,during,4.0,4.0,3.0,1.0,0.0,8.0
919,dysfunction,4.0,4.0,4.0,0.0,0.0,0.0
920,ea's,2.0,2.0,2.0,0.0,0.0,0.0
921,each,4.0,5.0,5.0,0.0,0.0,4.0
922,ear,0.0,0.0,0.0,0.0,0.0,1.0
923,earliest,0.0,0.0,0.0,0.0,0.0,24.0
924,early,0.0,0.0,0.0,0.0,0.0,4.0
925,earrings,1.0,1.0,1.0,0.0,0.0,0.0
926,ease,15.0,15.0,15.0,0.0,0.0,8.0
927,easily,1.0,1.0,1.0,0.0,0.0,0.0
928,easy,0.0,0.0,0.0,0.0,0.0,25.0
929,eatoaffiliatemap,1.0,1.0,1.0,0.0,0.0,0.0
930,ecard,3.0,3.0,3.0,0.0,0.0,0.0
931,ecardmessage,1.0,1.0,1.0,0.0,0.0,0.0
932,ecards,1.0,1.0,1.0,0.0,0.0,0.0
933,ecardsection,1.0,1.0,1.0,0.0,0.0,0.0
