,token,Total0,Total1,Total2,Total3
639,excluded,0.0,2.0,2.0,0.0
640,exclusive,0.0,1.0,1.0,0.0
641,existing,0.0,2.0,2.0,0.0
642,exists,0.0,4.0,4.0,0.0
643,expansion,0.0,1.0,1.0,0.0
644,expected,0.0,1.0,1.0,0.0
645,experience,0.0,3.0,3.0,0.0
646,expert,0.0,1.0,1.0,0.0
647,experts,0.0,5.0,5.0,0.0
648,expiresess,0.0,1.0,1.0,0.0
649,explicitly,0.0,1.0,1.0,0.0
650,explosion,0.0,1.0,1.0,0.0
651,ext,0.0,1.0,1.0,0.0
652,extent,0.0,8.0,8.0,0.0
653,facebook,0.0,4.0,4.0,0.0
654,facebookenglish,0.0,1.0,1.0,0.0
655,facebookyou,0.0,1.0,1.0,0.0
656,facts,0.0,5.0,5.0,0.0
657,fadein,0.0,4.0,4.0,0.0
658,fadeout,0.0,4.0,4.0,0.0
659,failed,0.0,2.0,2.0,0.0
660,fair,0.0,1.0,1.0,0.0
661,fallback,0.0,3.0,3.0,0.0
662,false,0.0,4.0,4.0,0.0
663,faq,0.0,2.0,2.0,0.0
664,fast,0.0,1.0,1.0,0.0
665,featured,0.0,1.0,1.0,0.0
666,featuresnfl,0.0,1.0,1.0,0.0
667,featuring,0.0,2.0,2.0,0.0
668,federal,0.0,8.0,8.0,0.0
669,federation,0.0,12.0,12.0,0.0
670,feel,0.0,3.0,3.0,0.0
671,female,0.0,2.0,2.0,0.0
672,feminism,0.0,1.0,1.0,0.0
673,feminist,0.0,1.0,1.0,0.0
674,field,0.0,21.0,21.0,0.0
675,fields,0.0,4.0,4.0,0.0
676,fight,0.0,5.0,5.0,0.0
677,figures,0.0,2.0,2.0,0.0
678,file,0.0,3.0,3.0,0.0
679,files,0.0,1.0,1.0,0.0
680,fill,0.0,9.0,9.0,0.0
681,filter,0.0,3.0,3.0,0.0
682,financehybridoffice,0.0,1.0,1.0,0.0
683,financial,0.0,6.0,6.0,0.0
684,find,0.0,37.0,37.0,0.0
685,finding,0.0,4.0,4.0,0.0
686,fire,0.0,2.0,2.0,0.0
687,first,0.0,15.0,14.0,0.0
688,firsthtml,0.0,1.0,1.0,0.0
689,firstname,0.0,1.0,1.0,0.0
690,firstnameerror,0.0,1.0,1.0,0.0
691,firstnamefield,0.0,1.0,1.0,0.0
692,fit,0.0,1.0,0.0,0.0
693,fits,0.0,1.0,1.0,0.0
694,five,0.0,1.0,1.0,0.0
695,fix,0.0,4.0,4.0,0.0
696,fjs,0.0,4.0,4.0,0.0
697,float,0.0,1.0,1.0,0.0
698,focus,0.0,4.0,4.0,0.0
699,follow,0.0,22.0,22.0,0.0
700,following,0.0,6.0,6.0,0.0
701,font,0.0,2.0,2.0,0.0
702,form,0.0,22.0,22.0,0.0
703,format,0.0,7.0,7.0,0.0
704,formed,0.0,1.0,1.0,0.0
705,formelements,0.0,1.0,1.0,0.0
706,formnever,0.0,1.0,1.0,0.0
707,forms,0.0,9.0,9.0,0.0
708,formurl,0.0,1.0,1.0,0.0
709,forward,0.0,1.0,1.0,0.0
710,found,0.0,1.0,1.0,0.0
711,founded,0.0,1.0,1.0,0.0
712,foundoptionvalue,0.0,1.0,1.0,0.0
713,frame,0.0,2.0,2.0,0.0
714,free,0.0,6.0,6.0,0.0
715,freedom,0.0,1.0,1.0,0.0
716,frequency,0.0,4.0,4.0,0.0
717,frequently,0.0,4.0,4.0,0.0
718,fri,0.0,1.0,1.0,0.0
719,friday,0.0,0.0,1.0,0.0
720,full,0.0,6.0,6.0,0.0
721,fullest,0.0,8.0,8.0,0.0
722,fullstory,0.0,2.0,2.0,0.0
723,function,0.0,40.0,40.0,0.0
724,functions,0.0,1.0,1.0,0.0
725,fund,0.0,5.0,5.0,0.0
726,funding,0.0,2.0,2.0,0.0
727,funtion,0.0,1.0,1.0,0.0
728,further,0.0,3.0,3.0,0.0
729,futuna,0.0,1.0,1.0,0.0
730,future,0.0,3.0,3.0,0.0
731,gaallowlinker,0.0,1.0,1.0,0.0
732,gaclientid,0.0,1.0,1.0,0.0
733,gacode,0.0,1.0,1.0,0.0
734,gender,0.0,4.0,4.0,0.0
735,general,0.0,11.0,11.0,0.0
736,generation,0.0,1.0,1.0,0.0
737,generic,0.0,2.0,2.0,0.0
738,get,0.0,62.0,62.0,0.0
739,getcookie,0.0,1.0,1.0,0.0
740,geturlvars,0.0,1.0,1.0,0.0
741,gift,0.0,20.0,20.0,0.0
742,giftsection,0.0,1.0,1.0,0.0
743,give,0.0,12.0,11.0,0.0
744,gives,0.0,1.0,1.0,0.0
745,giving,0.0,1.0,1.0,0.0
746,glad,0.0,1.0,1.0,0.0
747,global,0.0,2.0,2.0,0.0
748,glossary,0.0,5.0,5.0,0.0
749,goes,0.0,2.0,2.0,0.0
750,gone,0.0,2.0,2.0,0.0
751,good,0.0,3.0,3.0,0.0
752,goods,0.0,2.0,2.0,0.0
753,google,0.0,8.0,8.0,0.0
754,got,0.0,2.0,2.0,0.0
755,gov,0.0,2.0,2.0,0.0
756,govcheck,0.0,1.0,1.0,0.0
757,government,0.0,1.0,1.0,0.0
758,goverrormsg,0.0,1.0,1.0,0.0
759,grab,0.0,6.0,6.0,0.0
760,grabs,0.0,6.0,6.0,0.0
761,grants,0.0,1.0,1.0,0.0
762,gratitude,0.0,2.0,2.0,0.0
763,great,0.0,12.0,12.0,0.0
764,greater,0.0,3.0,3.0,0.0
765,grey,0.0,10.0,10.0,0.0
766,groups,0.0,2.0,2.0,0.0
767,gtm,0.0,2.0,2.0,0.0
768,guaranteed,0.0,1.0,1.0,0.0
769,guardian,0.0,2.0,2.0,0.0
770,guardian's,0.0,2.0,2.0,0.0
771,guide,0.0,1.0,1.0,0.0
772,guidelines,0.0,2.0,2.0,0.0
773,gulf,0.0,3.0,3.0,0.0
774,gwh,0.0,1.0,1.0,0.0
775,gynecologist,0.0,1.0,1.0,0.0
776,gynecologists,0.0,1.0,1.0,0.0
777,gynecology,0.0,1.0,1.0,0.0
778,hack,0.0,2.0,2.0,0.0
779,happy,0.0,1.0,1.0,0.0
780,harmful,0.0,1.0,1.0,0.0
781,hash,0.0,1.0,1.0,0.0
782,hashes,0.0,1.0,1.0,0.0
783,hat,0.0,1.0,1.0,0.0
784,hate,0.0,1.0,1.0,0.0
785,have,0.0,35.0,34.0,0.0
786,haven't,0.0,1.0,1.0,0.0
787,having,0.0,1.0,1.0,0.0
788,head,0.0,1.0,1.0,0.0
789,headers,0.0,2.0,2.0,0.0
790,health,0.0,92.0,89.0,0.0
791,healthcare,0.0,2.0,2.0,0.0
792,healthier,0.0,1.0,1.0,0.0
793,healthrelationships,0.0,1.0,1.0,0.0
794,healthsexual,0.0,1.0,1.0,0.0
795,healthy,0.0,2.0,2.0,0.0
796,hear,0.0,4.0,4.0,0.0
797,help,0.0,15.0,15.0,0.0
798,helping,0.0,1.0,1.0,0.0
799,hence,0.0,1.0,1.0,0.0
800,henson,0.0,2.0,2.0,0.0
801,here,0.0,5.0,5.0,0.0
802,here’s,0.0,1.0,1.0,0.0
803,hidden,0.0,2.0,2.0,0.0
804,hiddenlg,0.0,1.0,1.0,0.0
805,hiddensm,0.0,3.0,3.0,0.0
806,hiddenxs,0.0,5.0,5.0,0.0
807,hide,0.0,10.0,10.0,0.0
808,hides,0.0,5.0,5.0,0.0
809,hiding,0.0,1.0,1.0,0.0
810,hipaa,0.0,2.0,2.0,0.0
811,hiv,0.0,4.0,4.0,0.0
812,holes,0.0,2.0,2.0,0.0
813,hollow,0.0,8.0,8.0,0.0
814,home,0.0,7.0,7.0,0.0
815,homemade,0.0,1.0,1.0,0.0
816,homepage,0.0,4.0,4.0,0.0
817,honoree,0.0,5.0,5.0,0.0
818,honoreecontainer,0.0,1.0,1.0,0.0
819,honoreeemail,0.0,1.0,1.0,0.0
820,honoreeerror,0.0,1.0,1.0,0.0
821,honoreefield,0.0,1.0,1.0,0.0
822,honortoggle,0.0,1.0,1.0,0.0
823,hoodie,0.0,2.0,2.0,0.0
824,hoodiesbaby,0.0,1.0,1.0,0.0
825,hora,0.0,1.0,1.0,0.0
826,hormone,0.0,4.0,4.0,0.0
827,hotfix,0.0,2.0,2.0,0.0
828,hour,0.0,1.0,1.0,0.0
829,hours,0.0,4.0,4.0,0.0
830,house,0.0,1.0,1.0,0.0
831,how,0.0,20.0,20.0,0.0
832,html,0.0,2.0,2.0,0.0
833,i'd,0.0,2.0,2.0,0.0
834,icon,0.0,1.0,1.0,0.0
835,idaho,0.0,3.0,3.0,0.0
836,identify,0.0,1.0,1.0,0.0
837,identity,0.0,4.0,4.0,0.0
838,idle,0.0,3.0,3.0,0.0
839,iframe,0.0,2.0,2.0,0.0
840,iframearray,0.0,2.0,2.0,0.0
841,ignore,0.0,2.0,2.0,0.0
842,iho,0.0,6.0,6.0,0.0
843,ihocount,0.0,1.0,1.0,0.0
844,image,0.0,4.0,4.0,0.0
845,img,0.0,9.0,9.0,0.0
846,immediate,0.0,1.0,1.0,0.0
847,imo,0.0,5.0,5.0,0.0
848,imocount,0.0,1.0,1.0,0.0
849,impact,0.0,7.0,7.0,0.0
850,implant,0.0,2.0,2.0,0.0
851,implants,0.0,1.0,1.0,0.0
852,improve,0.0,6.0,6.0,0.0
853,inappropriate,0.0,1.0,1.0,0.0
854,include,0.0,3.0,3.0,0.0
855,including,0.0,3.0,3.0,0.0
856,incremental,0.0,1.0,1.0,0.0
857,independence,0.0,1.0,1.0,0.0
858,independent,0.0,4.0,4.0,0.0
859,indian,0.0,1.0,1.0,0.0
860,infections,0.0,5.0,5.0,0.0
861,infinite,0.0,15.0,15.0,0.0
862,info,0.0,5.0,5.0,0.0
863,infocon,0.0,1.0,1.0,0.0
864,inforgot,0.0,1.0,1.0,0.0
865,informarte,0.0,1.0,1.0,0.0
866,information,0.0,21.0,20.0,0.0
867,informational,0.0,1.0,1.0,0.0
868,informed,0.0,1.0,1.0,0.0
869,inherit,0.0,1.0,1.0,0.0
870,init,0.0,1.0,1.0,0.0
871,initialize,0.0,1.0,1.0,0.0
872,initiative,0.0,1.0,1.0,0.0
873,inmessengerfacebook,0.0,1.0,1.0,0.0
874,input,0.0,3.0,3.0,0.0
875,insert,0.0,1.0,1.0,0.0
876,inset,0.0,4.0,4.0,0.0
877,inside,0.0,1.0,1.0,0.0
878,insights,0.0,3.0,3.0,0.0
879,instagram,0.0,2.0,2.0,0.0
880,instanceof,0.0,82.0,82.0,0.0
881,instantly,0.0,1.0,1.0,0.0
882,instructions,0.0,1.0,1.0,0.0
883,insurance,0.0,17.0,17.0,0.0
884,integration,0.0,2.0,2.0,0.0
885,integrity,0.0,1.0,1.0,0.0
886,internal,0.0,2.0,2.0,0.0
887,internet,0.0,3.0,3.0,0.0
888,interpretation,0.0,2.0,4.0,0.0
889,interpreter,0.0,2.0,2.0,0.0
890,interpreters,0.0,2.0,2.0,0.0
891,interrupt,0.0,1.0,1.0,0.0
892,intervene,0.0,1.0,1.0,0.0
893,into,0.0,4.0,4.0,0.0
894,involved,0.0,19.0,19.0,0.0
895,inyección,0.0,2.0,2.0,0.0
896,irs,0.0,2.0,2.0,0.0
897,island,0.0,1.0,1.0,0.0
898,islands,0.0,2.0,2.0,0.0
899,ismonthlygift,0.0,2.0,2.0,0.0
900,isn't,0.0,2.0,2.0,0.0
901,isprofane,0.0,1.0,1.0,0.0
902,issues,0.0,6.0,6.0,0.0
903,it's,0.0,4.0,4.0,0.0
904,items,0.0,1.0,1.0,0.0
905,iterate,0.0,2.0,2.0,0.0
906,iteration,0.0,2.0,2.0,0.0
907,iud,0.0,3.0,3.0,0.0
908,i’m,0.0,2.0,2.0,0.0
909,jan,0.0,1.0,1.0,0.0
910,january,0.0,1.0,1.0,0.0
911,javascript,0.0,4.0,4.0,0.0
912,job,0.0,2.0,2.0,0.0
913,jobs,0.0,6.0,6.0,0.0
914,join,0.0,3.0,3.0,0.0
915,joined,0.0,1.0,1.0,0.0
916,json,0.0,4.0,4.0,0.0
917,just,0.0,8.0,8.0,0.0
918,keep,0.0,5.0,5.0,0.0
919,keeps,0.0,2.0,2.0,0.0
920,kentucky,0.0,7.0,7.0,0.0
921,kept,0.0,2.0,2.0,0.0
922,key,0.0,3.0,3.0,0.0
923,keypress,0.0,1.0,1.0,0.0
924,keys,0.0,3.0,3.0,0.0
925,king,0.0,1.0,1.0,0.0
926,kitts,0.0,1.0,1.0,0.0
927,know,0.0,11.0,11.0,0.0
928,knowledge,0.0,1.0,1.0,0.0
929,korea,0.0,2.0,2.0,0.0
930,label,0.0,102.0,102.0,0.0
931,labels,0.0,1.0,1.0,0.0
932,labor,0.0,2.0,2.0,0.0
933,lacking,0.0,1.0,1.0,0.0
934,landing,0.0,1.0,1.0,0.0
935,language,0.0,7.0,7.0,0.0
936,lapel,0.0,1.0,1.0,0.0
937,largest,0.0,3.0,3.0,0.0
938,las,0.0,2.0,2.0,0.0
939,last,0.0,7.0,7.0,0.0
940,lastnameerror,0.0,1.0,1.0,0.0
941,lastnamefield,0.0,1.0,1.0,0.0
942,latest,0.0,4.0,4.0,0.0
943,latinos,0.0,1.0,1.0,0.0
944,law,0.0,1.0,1.0,0.0
945,lawapplyassociate,0.0,1.0,1.0,0.0
946,lawhybridapplyparalegal,0.0,1.0,1.0,0.0
947,lawhybridapplysenior,0.0,1.0,1.0,0.0
948,laws,0.0,3.0,3.0,0.0
949,lawsuit,0.0,3.0,3.0,0.0
950,lead,0.0,1.0,1.0,0.0
951,leadership,0.0,2.0,2.0,0.0
952,leading,0.0,3.0,3.0,0.0
953,learn,0.0,24.0,24.0,0.0
954,learning,0.0,1.0,1.0,0.0
955,least,0.0,2.0,2.0,0.0
956,leaving,0.0,5.0,5.0,0.0
957,left,0.0,9.0,9.0,0.0
958,legal,0.0,8.0,8.0,0.0
959,length,0.0,1.0,1.0,0.0
960,less,0.0,1.0,1.0,0.0
961,let,0.0,27.0,27.0,0.0
962,lets,0.0,1.0,1.0,0.0
963,letter,0.0,0.0,1.0,0.0
964,letters,0.0,1.0,1.0,0.0
965,let’s,0.0,1.0,1.0,0.0
966,like,0.0,4.0,4.0,0.0
967,line,0.0,2.0,2.0,0.0
968,linear,0.0,5.0,5.0,0.0
969,link,0.0,8.0,8.0,0.0
970,links,0.0,2.0,2.0,0.0
971,list,0.0,1.0,1.0,0.0
972,litigation,0.0,3.0,3.0,0.0
973,live,0.0,4.0,4.0,0.0
974,llcif,0.0,1.0,1.0,0.0
975,load,0.0,5.0,5.0,0.0
976,loading,0.0,23.0,23.0,0.0
977,loads,0.0,3.0,3.0,0.0
978,local,0.0,8.0,8.0,0.0
979,locally,0.0,2.0,2.0,0.0
980,locating,0.0,1.0,1.0,0.0
981,location,0.0,1.0,1.0,0.0
982,locations,0.0,1.0,1.0,0.0
983,lodash,0.0,1.0,1.0,0.0
984,log,0.0,3.0,3.0,0.0
985,logged,0.0,1.0,1.0,0.0
986,logouttimer,0.0,1.0,1.0,0.0
987,long,0.0,5.0,5.0,0.0
988,look,0.0,4.0,4.0,0.0
989,looks,0.0,1.0,1.0,0.0
990,los,0.0,6.0,6.0,0.0
991,lose,0.0,2.0,2.0,0.0
992,louis,0.0,3.0,3.0,0.0
993,loving,0.0,1.0,1.0,0.0
994,luther,0.0,1.0,1.0,0.0
995,made,0.0,2.0,2.0,0.0
996,mail,0.0,13.0,13.0,0.0
997,mailchecks,0.0,1.0,1.0,0.0
998,mailed,0.0,1.0,1.0,0.0
999,mailinfo,0.0,3.0,3.0,0.0
1000,mailtoggle,0.0,1.0,1.0,0.0
1001,main,0.0,53.0,53.0,0.0
1002,major,0.0,2.0,2.0,0.0
1003,make,0.0,19.0,17.0,0.0
1004,making,0.0,2.0,2.0,0.0
1005,manage,0.0,1.0,1.0,0.0
1006,managementnyc,0.0,1.0,1.0,0.0
1007,many,0.0,5.0,5.0,0.0
1008,map,0.0,1.0,1.0,0.0
1009,mapped,0.0,2.0,2.0,0.0
1010,mappedfalse,0.0,2.0,2.0,0.0
1011,mappedga,0.0,1.0,1.0,0.0
1012,mappedms,0.0,1.0,1.0,0.0
1013,mappedq,0.0,2.0,2.0,0.0
1014,mappedtext,0.0,4.0,4.0,0.0
1015,mappedtrue,0.0,2.0,2.0,0.0
1016,maps,0.0,2.0,2.0,0.0
1017,mar,0.0,3.0,3.0,0.0
1018,mariana,0.0,1.0,1.0,0.0
1019,market,0.0,1.0,1.0,0.0
1020,marketing,0.0,1.0,1.0,0.0
1021,marketingnew,0.0,1.0,1.0,0.0
1022,marketplace,0.0,2.0,2.0,0.0
1023,marketsource,0.0,5.0,5.0,0.0
1024,martin,0.0,1.0,1.0,0.0
1025,mask,0.0,1.0,1.0,0.0
1026,masturbation,0.0,2.0,2.0,0.0
1027,match,0.0,6.0,6.0,0.0
1028,materials,0.0,1.0,1.0,0.0
1029,matter,0.0,6.0,6.0,0.0
1030,mau,0.0,1.0,1.0,0.0
1031,may,0.0,10.0,10.0,0.0
1032,mcdonald,0.0,1.0,1.0,0.0
1033,mean,0.0,1.0,1.0,0.0
1034,meaningful,0.0,2.0,2.0,0.0
1035,means,0.0,3.0,3.0,0.0
1036,measures,0.0,1.0,1.0,0.0
1037,media,0.0,3.0,3.0,0.0
1038,medicaid,0.0,4.0,4.0,0.0
1039,medical,0.0,1.0,1.0,0.0
1040,medication,0.0,4.0,4.0,0.0
1041,medium,0.0,3.0,3.0,0.0
1042,mediumtwelvecolumn,0.0,2.0,2.0,0.0
1043,member,0.0,2.0,2.0,0.0
1044,membership,0.0,11.0,11.0,0.0
1045,memorial,0.0,1.0,1.0,0.0
1046,men's,0.0,4.0,4.0,0.0
1047,mental,0.0,4.0,4.0,0.0
1048,mentions,0.0,1.0,1.0,0.0
1049,menu,0.0,1.0,1.0,0.0
1050,merge,0.0,3.0,3.0,0.0
1051,merges,0.0,2.0,2.0,0.0
1052,message,0.0,6.0,6.0,0.0
1053,messages,0.0,8.0,8.0,0.0
1054,meta,0.0,1.0,1.0,0.0
1055,method,0.0,11.0,11.0,0.0
1056,methods,0.0,2.0,2.0,0.0
1057,metropolitan,0.0,4.0,4.0,0.0
1058,microphone,0.0,2.0,2.0,0.0
1059,microsoft,0.0,2.0,2.0,0.0
1060,middleburg,0.0,12.0,0.0,0.0
1061,might,0.0,3.0,3.0,0.0
1062,million,0.0,5.0,5.0,0.0
1063,millions,0.0,4.0,4.0,0.0
1064,min,0.0,2.0,2.0,0.0
1065,miniplayer,0.0,1.0,1.0,0.0
1066,minor,0.0,1.0,1.0,0.0
1067,minus,0.0,1.0,1.0,0.0
1068,minutes,0.0,3.0,3.0,0.0
1069,mirena,0.0,1.0,1.0,0.0
1070,misleading,0.0,1.0,1.0,0.0
1071,missing,0.0,1.0,1.0,0.0
1072,mission,0.0,2.0,2.0,0.0
1073,mississippi,0.0,3.0,3.0,0.0
1074,missouri,0.0,3.0,3.0,0.0
1075,mobile,0.0,4.0,4.0,0.0
1076,modal,0.0,5.0,5.0,0.0
1077,mon,0.0,1.0,1.0,0.0
1078,money,0.0,1.0,1.0,0.0
1079,monitor,0.0,1.0,1.0,0.0
1080,monte,0.0,3.0,3.0,0.0
1081,monthly,0.0,5.0,5.0,0.0
1082,months,0.0,9.0,9.0,0.0
1083,more,0.0,37.0,37.0,0.0
1084,morning,0.0,3.0,2.0,0.0
1085,most,0.0,9.0,9.0,0.0
1086,mountains,0.0,5.0,5.0,0.0
1087,mousedown,0.0,1.0,1.0,0.0
1088,move,0.0,1.0,1.0,0.0
1089,moving,0.0,1.0,1.0,0.0
1090,multistep,0.0,1.0,1.0,0.0
1091,must,0.0,7.0,8.0,0.0
1092,mutation,0.0,1.0,1.0,0.0
1093,mutationobserver,0.0,1.0,1.0,0.0
1094,myform,0.0,2.0,2.0,0.0
1095,mymask,0.0,1.0,1.0,0.0
1096,mypostrender,0.0,12.0,12.0,0.0
1097,mypresegue,0.0,1.0,1.0,0.0
1098,más,0.0,1.0,1.0,0.0
1099,método,0.0,2.0,2.0,0.0
1100,métodos,0.0,4.0,4.0,0.0
1101,nairobinew,0.0,1.0,1.0,0.0
1102,nairobioffice,0.0,1.0,1.0,0.0
1103,name,0.0,14.0,14.0,0.0
1104,narrated,0.0,1.0,1.0,0.0
1105,nationally,0.0,1.0,1.0,0.0
1106,nations,0.0,1.0,1.0,0.0
1107,nation’s,0.0,6.0,6.0,0.0
1108,native,0.0,2.0,2.0,0.0
1109,nav,0.0,2.0,2.0,0.0
1110,navigation,0.0,23.0,23.0,0.0
1111,navigators,0.0,2.0,2.0,0.0
1112,near,0.0,2.0,2.0,0.0
1113,necesidades,0.0,1.0,1.0,0.0
1114,necesitamos,0.0,1.0,1.0,0.0
1115,necessary,0.0,3.0,3.0,0.0
1116,need,0.0,12.0,11.0,0.0
1117,needs,0.0,2.0,2.0,0.0
1118,neither,0.0,3.0,3.0,0.0
1119,neithercheck,0.0,1.0,1.0,0.0
1120,never,0.0,3.0,3.0,0.0
1121,new,0.0,58.0,58.0,0.0
1122,newnode,0.0,1.0,1.0,0.0
1123,newredirect,0.0,2.0,2.0,0.0
1124,news,0.0,2.0,2.0,0.0
1125,newsletter,0.0,1.0,1.0,0.0
1126,newsroom,0.0,2.0,2.0,0.0
1127,next,0.0,3.0,3.0,0.0
1128,nobody,0.0,1.0,1.0,0.0
1129,nodeattribute,0.0,1.0,1.0,0.0
1130,nonbinary,0.0,1.0,1.0,0.0
1131,none,0.0,9.0,9.0,0.0
1132,nonprofit,0.0,2.0,2.0,0.0
1133,noreferrer,0.0,1.0,1.0,0.0
1134,normal,0.0,9.0,9.0,0.0
1135,north,0.0,13.0,13.0,0.0
1136,northern,0.0,4.0,4.0,0.0
1137,nosotros,0.0,1.0,1.0,0.0
1138,not,0.0,17.0,18.0,0.0
1139,note,0.0,3.0,2.0,0.0
1140,notification,0.0,2.0,2.0,0.0
1141,notifications,0.0,2.0,2.0,0.0
1142,now,0.0,13.0,13.0,0.0
1143,now',0.0,1.0,1.0,0.0
1144,null,0.0,7.0,7.0,0.0
1145,num,0.0,2.0,2.0,0.0
1146,number,0.0,7.0,7.0,0.0
1147,numpad,0.0,2.0,2.0,0.0
1148,nuvaring,0.0,1.0,1.0,0.0
1149,nuzzle,0.0,1.0,1.0,0.0
1150,nynyc,0.0,1.0,1.0,0.0
1151,nyoffice,0.0,5.0,5.0,0.0
1152,nyt,0.0,2.0,2.0,0.0
1153,object,0.0,1.0,1.0,0.0
1154,observación,0.0,2.0,2.0,0.0
1155,observer,0.0,1.0,1.0,0.0
1156,obtain,0.0,2.0,2.0,0.0
1157,occasionally,0.0,1.0,1.0,0.0
1158,ocean,0.0,1.0,1.0,0.0
1159,off,0.0,15.0,15.0,0.0
1160,offenders,0.0,1.0,1.0,0.0
1161,offer,0.0,1.0,1.0,0.0
1162,offered,0.0,2.0,2.0,0.0
1163,offering,0.0,2.0,2.0,0.0
1164,offers,0.0,1.0,1.0,0.0
1165,office,0.0,11.0,11.0,0.0
1166,officeapplyaffiliate,0.0,1.0,1.0,0.0
1167,officeapplymanaging,0.0,1.0,1.0,0.0
1168,officeapplymarketing,0.0,1.0,1.0,0.0
1169,officedirect,0.0,1.0,1.0,0.0
1170,officehybriddirect,0.0,1.0,1.0,0.0
1171,officeoffice,0.0,1.0,1.0,0.0
1172,officer,0.0,11.0,11.0,0.0
1173,officeremoteoffice,0.0,1.0,1.0,0.0
1174,offices,0.0,2.0,2.0,0.0
1175,officials,0.0,3.0,3.0,0.0
1176,ohio,0.0,3.0,3.0,0.0
1177,old,0.0,4.0,4.0,0.0
1178,once,0.0,1.0,1.0,0.0
1179,one,0.0,12.0,12.0,0.0
1180,online,0.0,16.0,16.0,0.0
1181,only,0.0,13.0,15.0,0.0
1182,onpolymerready,0.0,1.0,1.0,0.0
1183,opacity,0.0,22.0,22.0,0.0
1184,open,0.0,17.0,16.0,0.0
1185,openly,0.0,1.0,1.0,0.0
1186,operated,0.0,7.0,7.0,0.0
1187,operating,0.0,5.0,5.0,0.0
1188,operations,0.0,2.0,2.0,0.0
1189,opportunities,0.0,3.0,3.0,0.0
1190,opposite,0.0,1.0,1.0,0.0
1191,option,0.0,2.0,2.0,0.0
1192,optional,0.0,2.0,2.0,0.0
1193,options,0.0,2.0,2.0,0.0
1194,optionvalue,0.0,1.0,1.0,0.0
1195,opts,0.0,2.0,2.0,0.0
1196,orders,0.0,1.0,1.0,0.0
1197,organization,0.0,3.0,3.0,0.0
1198,organizations,0.0,3.0,3.0,0.0
1199,orientation,0.0,4.0,4.0,0.0
1200,original,0.0,1.0,1.0,0.0
1201,other,0.0,16.0,18.0,0.0
1202,otherwise,0.0,2.0,2.0,0.0
1203,our,0.0,72.0,70.0,0.0
1204,out,0.0,22.0,22.0,0.0
1205,outlying,0.0,1.0,1.0,0.0
1206,outside,0.0,2.0,2.0,0.0
1207,over,0.0,4.0,4.0,0.0
1208,overview,0.0,6.0,6.0,0.0
1209,own,0.0,5.0,5.0,0.0
1210,oxford,0.0,1.0,1.0,0.0
1211,pacific,0.0,1.0,1.0,0.0
1212,pad,0.0,2.0,2.0,0.0
1213,page,0.0,7.0,7.0,0.0
1214,pagejobs,0.0,1.0,1.0,0.0
1215,pages,0.0,3.0,3.0,0.0
1216,paragard,0.0,1.0,1.0,0.0
1217,paragraph,0.0,1.0,1.0,0.0
1218,parameter,0.0,1.0,1.0,0.0
1219,parent,0.0,6.0,6.0,0.0
1220,parent's,0.0,1.0,1.0,0.0
1221,parenthood,0.0,269.0,269.0,0.0
1222,parents,0.0,4.0,4.0,0.0
1223,participate,0.0,10.0,10.0,0.0
1224,partner,0.0,3.0,3.0,0.0
1225,pass,0.0,1.0,1.0,0.0
1226,passed,0.0,1.0,1.0,0.0
1227,passionately,0.0,1.0,1.0,0.0
1228,passwords,0.0,1.0,1.0,0.0
1229,path,0.0,13.0,13.0,0.0
1230,patient,0.0,10.0,10.0,0.0
1231,patients,0.0,3.0,3.0,0.0
1232,pay,0.0,0.0,1.0,0.0
1233,payload,0.0,2.0,2.0,0.0
1234,payment,0.0,7.0,7.0,0.0
1235,paymentmethod,0.0,1.0,1.0,0.0
1236,payments,0.0,2.0,2.0,0.0
1237,people,0.0,9.0,9.0,0.0
1238,percentage,0.0,1.0,1.0,0.0
1239,period,0.0,5.0,5.0,0.0
1240,perks,0.0,1.0,1.0,0.0
1241,permission,0.0,4.0,4.0,0.0
1242,personal,0.0,4.0,4.0,0.0
1243,pharmacist,0.0,1.0,0.0,0.0
1244,photos,0.0,2.0,2.0,0.0
1245,physical,0.0,6.0,6.0,0.0
1246,pick,0.0,1.0,0.0,0.0
1247,picking,0.0,1.0,0.0,0.0
1248,pierre,0.0,1.0,1.0,0.0
1249,pill,0.0,7.0,7.0,0.0
1250,pin,0.0,2.0,2.0,0.0
1251,pink,0.0,3.0,3.0,0.0
1252,pinshats,0.0,1.0,1.0,0.0
1253,placed,0.0,1.0,1.0,0.0
1254,plains,0.0,5.0,5.0,0.0
1255,plan,0.0,2.0,2.0,0.0
1256,planned,0.0,269.0,269.0,0.0
1257,planning,0.0,1.0,2.0,0.0
1258,plans,0.0,1.0,1.0,0.0
1259,playback,0.0,2.0,2.0,0.0
1260,please,0.0,37.0,34.0,0.0
1261,plus,0.0,1.0,1.0,0.0
1262,pocket,0.0,1.0,1.0,0.0
1263,podría,0.0,1.0,1.0,0.0
1264,point,0.0,1.0,1.0,0.0
1265,policies,0.0,1.0,1.0,0.0
1266,policy,0.0,19.0,19.0,0.0
1267,policyapplypolicy,0.0,1.0,1.0,0.0
1268,policyhybridplanned,0.0,1.0,1.0,0.0
1269,policyprivacy,0.0,1.0,1.0,0.0
1270,policyterms,0.0,2.0,2.0,0.0
1271,policywork,0.0,1.0,1.0,0.0
