,token,Total0,Total1,Total2
789,experiencing,1.0,0.0,0.0
790,expert,0.0,1.0,0.0
791,expertise,1.0,0.0,0.0
792,experts,0.0,5.0,0.0
793,expiresess,0.0,1.0,0.0
794,explain,2.0,0.0,0.0
795,explaining,0.0,1.0,0.0
796,explicitly,0.0,1.0,0.0
797,explore,1.0,0.0,0.0
798,explosion,0.0,1.0,0.0
799,extend,1.0,0.0,0.0
800,extent,0.0,9.0,0.0
801,external,1.0,0.0,0.0
802,externalpagelist,2.0,0.0,0.0
803,extra,2.0,0.0,0.0
804,facebook,0.0,4.0,0.0
805,facebookenglish,0.0,1.0,0.0
806,facebookyou,0.0,1.0,0.0
807,facilities,5.0,0.0,0.0
808,facility,1.0,0.0,0.0
809,factors,2.0,0.0,0.0
810,facts,2.0,4.0,0.0
811,factual,4.0,0.0,0.0
812,faculty,18.0,0.0,0.0
813,fadein,0.0,4.0,0.0
814,fadeout,0.0,4.0,0.0
815,failed,0.0,1.0,0.0
816,fair,0.0,1.0,0.0
817,faith,3.0,1.0,0.0
818,false,2.0,1.0,0.0
819,families,1.0,0.0,0.0
820,family,72.0,1.0,0.0
821,faq,2.0,2.0,0.0
822,faqs,4.0,0.0,0.0
823,faq’s,1.0,0.0,0.0
824,far,1.0,0.0,0.0
825,fast,0.0,1.0,0.0
826,featured,0.0,1.0,0.0
827,featuresnfl,0.0,1.0,0.0
828,featuring,0.0,2.0,0.0
829,federal,4.0,9.0,0.0
830,federation,1.0,13.0,0.0
831,fee,0.0,1.0,0.0
832,feedback,1.0,0.0,0.0
833,feel,20.0,3.0,0.0
834,feelings,3.0,0.0,0.0
835,fees,3.0,0.0,0.0
836,fellows,1.0,0.0,0.0
837,fellowship,1.0,0.0,0.0
838,female,2.0,2.0,0.0
839,feminism,0.0,1.0,0.0
840,feminist,0.0,1.0,0.0
841,fetal,41.0,0.0,0.0
842,few,8.0,0.0,0.0
843,field,2.0,22.0,0.0
844,fields,0.0,4.0,0.0
845,fight,0.0,4.0,0.0
846,figures,1.0,2.0,0.0
847,file,14.0,3.0,0.0
848,files,0.0,1.0,0.0
849,fill,0.0,10.0,0.0
850,filmed,1.0,0.0,0.0
851,filter,0.0,4.0,0.0
852,finally,1.0,0.0,0.0
853,finance,1.0,0.0,0.0
854,financehybridoffice,0.0,1.0,0.0
855,financial,2.0,7.0,0.0
856,find,6.0,31.0,0.0
857,finding,3.0,4.0,0.0
858,fire,0.0,2.0,0.0
859,first,5.0,18.0,0.0
860,firstname,0.0,1.0,0.0
861,firstnameerror,0.0,1.0,0.0
862,firstnamefield,0.0,1.0,0.0
863,fiscal,1.0,0.0,0.0
864,fit,0.0,1.0,0.0
865,fits,1.0,1.0,0.0
866,five,2.0,0.0,0.0
867,fix,0.0,4.0,0.0
868,fjs,0.0,4.0,0.0
869,flexible,1.0,0.0,0.0
870,float,0.0,1.0,0.0
871,focus,0.0,4.0,0.0
872,focused,2.0,0.0,0.0
873,follow,4.0,20.0,0.0
874,following,2.0,5.0,0.0
875,font,0.0,2.0,0.0
876,foods,4.0,0.0,0.0
877,force,1.0,0.0,0.0
878,form,3.0,22.0,0.0
879,format,0.0,7.0,0.0
880,formed,0.0,1.0,0.0
881,formelements,0.0,1.0,0.0
882,formnever,0.0,1.0,0.0
883,forms,7.0,9.0,0.0
884,formurl,0.0,1.0,0.0
885,forum,1.0,0.0,0.0
886,forward,2.0,1.0,0.0
887,found,5.0,1.0,0.0
888,foundation,1.0,0.0,0.0
889,founded,0.0,1.0,0.0
890,foundoptionvalue,0.0,1.0,0.0
891,four,2.0,0.0,0.0
892,frame,0.0,2.0,0.0
893,free,1.0,4.0,0.0
894,freeman,1.0,0.0,0.0
895,frequency,0.0,4.0,0.0
896,frequently,3.0,4.0,0.0
897,fri,0.0,1.0,0.0
898,friday,0.0,1.0,0.0
899,friend,0.0,1.0,0.0
900,friends,1.0,0.0,0.0
901,full,8.0,6.0,0.0
902,fullest,0.0,9.0,0.0
903,fullstory,0.0,2.0,0.0
904,fully,1.0,0.0,0.0
905,function,17.0,34.0,0.0
906,functions,0.0,1.0,0.0
907,fund,0.0,8.0,0.0
908,funding,1.0,2.0,0.0
909,funds,1.0,0.0,0.0
910,funtion,0.0,1.0,0.0
911,further,3.0,3.0,0.0
912,future,0.0,3.0,0.0
913,gaallowlinker,0.0,1.0,0.0
914,gaclientid,0.0,1.0,0.0
915,gacode,0.0,1.0,0.0
916,gamap,1.0,0.0,0.0
917,gender,1.0,6.0,0.0
918,general,2.0,11.0,0.0
919,generation,0.0,1.0,0.0
920,generic,0.0,2.0,0.0
921,genomics,1.0,0.0,0.0
922,gestation,2.0,0.0,0.0
923,get,1.0,58.0,0.0
924,getcookie,0.0,1.0,0.0
925,gets,1.0,0.0,0.0
926,getting,1.0,0.0,0.0
927,geturlvars,0.0,1.0,0.0
928,gift,2.0,20.0,0.0
929,giftsection,0.0,1.0,0.0
930,girls,2.0,0.0,0.0
931,give,5.0,13.0,0.0
932,given,4.0,0.0,0.0
933,gives,0.0,1.0,0.0
934,giving,2.0,1.0,0.0
935,glad,0.0,1.0,0.0
936,global,2.0,5.0,0.0
937,glossary,0.0,5.0,0.0
938,gme,1.0,0.0,0.0
939,goal,2.0,0.0,0.0
940,goes,0.0,2.0,0.0
941,going,1.0,0.0,0.0
942,gone,0.0,2.0,0.0
943,good,4.0,3.0,0.0
944,goods,0.0,2.0,0.0
945,google,0.0,8.0,0.0
946,got,0.0,2.0,0.0
947,gov,0.0,2.0,0.0
948,govcheck,0.0,1.0,0.0
949,government,1.0,1.0,0.0
950,goverrormsg,0.0,1.0,0.0
951,grab,0.0,6.0,0.0
952,grabs,0.0,6.0,0.0
953,graduate,1.0,0.0,0.0
954,grand,1.0,0.0,0.0
955,grants,2.0,1.0,0.0
956,graphics,1.0,0.0,0.0
957,gratitude,0.0,2.0,0.0
958,great,1.0,25.0,0.0
959,greater,0.0,3.0,0.0
960,groggy,2.0,0.0,0.0
961,group,1.0,0.0,0.0
962,groups,0.0,2.0,0.0
963,gtm,0.0,2.0,0.0
964,guaranteed,0.0,1.0,0.0
965,guardian,0.0,2.0,0.0
966,guardian's,0.0,2.0,0.0
967,guide,0.0,1.0,0.0
968,guidelines,0.0,1.0,0.0
969,guilt,1.0,0.0,0.0
970,gulf,0.0,3.0,0.0
971,gynecologic,1.0,0.0,0.0
972,gynecologist,0.0,1.0,0.0
973,gynecologists,0.0,1.0,0.0
974,gynecology,6.0,1.0,0.0
975,had,4.0,0.0,0.0
976,happy,2.0,1.0,0.0
977,hard,2.0,0.0,0.0
978,harm,1.0,0.0,0.0
979,harmful,0.0,1.0,0.0
980,hash,0.0,1.0,0.0
981,hashes,0.0,1.0,0.0
982,hat,0.0,1.0,0.0
983,hate,0.0,1.0,0.0
984,have,60.0,35.0,0.0
985,haven't,0.0,1.0,0.0
986,having,4.0,1.0,0.0
987,hawai'i,1.0,0.0,0.0
988,hawaii,35.0,3.0,0.0
989,hawaiian,1.0,0.0,0.0
990,hawaiʻi,7.0,0.0,0.0
991,hawai’i,1.0,0.0,0.0
992,head,0.0,1.0,0.0
993,header,1.0,0.0,0.0
994,headers,1.0,2.0,0.0
995,headphones,2.0,0.0,0.0
996,health,33.0,99.0,0.0
997,healthcare,10.0,2.0,0.0
998,healthier,0.0,1.0,0.0
999,healthrelationships,0.0,1.0,0.0
1000,healthsexual,0.0,1.0,0.0
1001,healthy,2.0,2.0,0.0
1002,hear,0.0,4.0,0.0
1003,heating,4.0,0.0,0.0
1004,help,17.0,14.0,0.0
1005,helping,1.0,1.0,0.0
1006,helps,1.0,0.0,0.0
1007,hence,0.0,1.0,0.0
1008,henson,0.0,2.0,0.0
1009,her,1.0,0.0,0.0
1010,here,9.0,3.0,0.0
1011,here’s,0.0,1.0,0.0
1012,hidden,1.0,2.0,0.0
1013,hide,1.0,10.0,0.0
1014,hides,0.0,5.0,0.0
1015,hiding,0.0,1.0,0.0
1016,high,1.0,0.0,0.0
1017,highlights,1.0,0.0,0.0
1018,highly,1.0,0.0,0.0
1019,histopathology,1.0,0.0,0.0
1020,hit,1.0,0.0,0.0
1021,hitconverted,1.0,0.0,0.0
1022,hitobject,5.0,0.0,0.0
1023,hiv,0.0,5.0,0.0
1024,hmsa,1.0,1.0,0.0
1025,holes,0.0,2.0,0.0
1026,hollow,0.0,8.0,0.0
1027,home,5.0,8.0,0.0
1028,homepage,0.0,4.0,0.0
1029,honolulu,1.0,0.0,0.0
1030,honor,1.0,0.0,0.0
1031,honored,1.0,0.0,0.0
1032,honoree,1.0,5.0,0.0
1033,honoreecontainer,0.0,1.0,0.0
1034,honoreeemail,0.0,1.0,0.0
1035,honoreeerror,0.0,1.0,0.0
1036,honoreefield,0.0,1.0,0.0
1037,honortoggle,0.0,1.0,0.0
1038,hoodie,0.0,2.0,0.0
1039,hoodiesbaby,0.0,1.0,0.0
1040,hoohana,0.0,12.0,0.0
1041,hoola,2.0,0.0,0.0
1042,hope,0.0,1.0,0.0
1043,hopes,1.0,0.0,0.0
1044,hora,0.0,1.0,0.0
1045,hormonal,3.0,0.0,0.0
1046,hormone,1.0,7.0,0.0
1047,hormones,2.0,0.0,0.0
1048,hot,4.0,0.0,0.0
1049,hotfix,0.0,2.0,0.0
1050,hotline,5.0,0.0,0.0
1051,hotlines,3.0,0.0,0.0
1052,hour,0.0,1.0,0.0
1053,hours,8.0,4.0,0.0
1054,house,0.0,1.0,0.0
1055,how,8.0,21.0,0.0
1056,ho’ōla,1.0,0.0,0.0
1057,human,2.0,0.0,0.0
1058,hyde,1.0,0.0,0.0
1059,hygiene,1.0,0.0,0.0
1060,hyperbaric,1.0,0.0,0.0
1061,i'd,0.0,2.0,0.0
1062,icon,0.0,5.0,0.0
1063,idaho,0.0,3.0,0.0
1064,identify,0.0,1.0,0.0
1065,identity,0.0,4.0,0.0
1066,igc,1.0,0.0,0.0
1067,ignore,0.0,2.0,0.0
1068,iho,0.0,6.0,0.0
1069,ihocount,0.0,1.0,0.0
1070,ilalo,1.0,0.0,0.0
1071,illness,2.0,0.0,0.0
1072,image,1.0,4.0,0.0
1073,images,1.0,0.0,0.0
1074,imaging,3.0,0.0,0.0
1075,img,0.0,9.0,0.0
1076,imi,3.0,0.0,0.0
1077,immediate,0.0,1.0,0.0
1078,immune,1.0,0.0,0.0
1079,immunology,1.0,0.0,0.0
1080,imo,0.0,5.0,0.0
1081,imocount,0.0,1.0,0.0
1082,impact,0.0,7.0,0.0
1083,implant,0.0,2.0,0.0
1084,implants,1.0,1.0,0.0
1085,improve,1.0,7.0,0.0
1086,improved,1.0,0.0,0.0
1087,inappropriate,0.0,1.0,0.0
1088,include,3.0,3.0,0.0
1089,includes,3.0,0.0,0.0
1090,including,19.0,5.0,0.0
1091,income,0.0,1.0,0.0
1092,incoming,1.0,0.0,0.0
1093,incremental,0.0,1.0,0.0
1094,independence,0.0,1.0,0.0
1095,independent,1.0,4.0,0.0
1096,index,6.0,0.0,0.0
1097,indications,3.0,0.0,0.0
1098,indicationsother,26.0,0.0,0.0
1099,individual,2.0,0.0,0.0
1100,infants,0.0,1.0,0.0
1101,infections,1.0,4.0,0.0
1102,infectious,1.0,0.0,0.0
1103,infinite,0.0,15.0,0.0
1104,info,4.0,6.0,0.0
1105,infocon,0.0,1.0,0.0
1106,inforgot,0.0,1.0,0.0
1107,informarte,0.0,1.0,0.0
1108,information,19.0,25.0,0.0
1109,informational,1.0,1.0,0.0
1110,informed,2.0,1.0,0.0
1111,infrastructure,1.0,0.0,0.0
1112,inherit,0.0,1.0,0.0
1113,init,0.0,1.0,0.0
1114,initialize,0.0,1.0,0.0
1115,initiative,0.0,1.0,0.0
1116,injectable,1.0,0.0,0.0
1117,injection,2.0,0.0,0.0
1118,inline,14.0,0.0,0.0
1119,inmessengerfacebook,0.0,1.0,0.0
1120,innovative,1.0,0.0,0.0
1121,input,0.0,3.0,0.0
1122,inquire,1.0,0.0,0.0
1123,insert,0.0,1.0,0.0
1124,inset,0.0,4.0,0.0
1125,inside,1.0,1.0,0.0
1126,insights,0.0,3.0,0.0
1127,instagram,0.0,2.0,0.0
1128,instanceof,0.0,82.0,0.0
1129,instantly,0.0,1.0,0.0
1130,instead,2.0,1.0,0.0
1131,institute,2.0,0.0,0.0
1132,institutes,2.0,0.0,0.0
1133,insurance,17.0,22.0,0.0
1134,integration,0.0,2.0,0.0
1135,intended,1.0,0.0,0.0
1136,intercourse,1.0,0.0,0.0
1137,interest,1.0,0.0,0.0
1138,interested,2.0,0.0,0.0
1139,internal,0.0,2.0,0.0
1140,international,5.0,0.0,0.0
1141,internet,0.0,3.0,0.0
1142,interpretation,0.0,2.0,0.0
1143,interpreter,0.0,2.0,0.0
1144,interpreters,0.0,2.0,0.0
1145,interrupt,0.0,1.0,0.0
1146,intervene,0.0,1.0,0.0
1147,into,1.0,4.0,0.0
1148,intrauterine,2.0,0.0,0.0
1149,involved,0.0,18.0,0.0
1150,inyección,0.0,2.0,0.0
1151,ipads,1.0,0.0,0.0
1152,ipod,2.0,0.0,0.0
1153,irs,0.0,2.0,0.0
1154,ismonthlygift,0.0,2.0,0.0
1155,isn't,0.0,2.0,0.0
1156,isoimmunization,2.0,0.0,0.0
1157,isprofane,0.0,1.0,0.0
1158,issues,1.0,6.0,0.0
1159,it's,0.0,4.0,0.0
1160,items,0.0,1.0,0.0
1161,iterate,0.0,2.0,0.0
1162,iteration,0.0,2.0,0.0
1163,iud,5.0,3.0,0.0
1164,iuds,3.0,0.0,0.0
1165,i’m,0.0,2.0,0.0
1166,jabsom,18.0,0.0,0.0
1167,january,5.0,1.0,0.0
1168,javascript,0.0,4.0,0.0
1169,job,0.0,1.0,0.0
1170,jobs,0.0,8.0,0.0
1171,john,8.0,0.0,0.0
1172,join,1.0,3.0,0.0
1173,joined,0.0,1.0,0.0
1174,journal,2.0,0.0,0.0
1175,json,0.0,4.0,0.0
1176,judged,1.0,0.0,0.0
1177,judgments,1.0,0.0,0.0
1178,july,4.0,0.0,0.0
1179,juneteenth,0.0,1.0,0.0
1180,just,3.0,8.0,0.0
1181,kahului,0.0,3.0,0.0
1182,kaiser,1.0,1.0,0.0
1183,kakaʻako,1.0,0.0,0.0
1184,kauaʻi,1.0,0.0,0.0
1185,keep,0.0,6.0,0.0
1186,keeps,1.0,2.0,0.0
1187,kentucky,0.0,17.0,0.0
1188,kept,0.0,2.0,0.0
1189,key,1.0,3.0,0.0
1190,keydown,1.0,0.0,0.0
1191,keypress,1.0,1.0,0.0
1192,keys,0.0,3.0,0.0
1193,keyup,1.0,0.0,0.0
1194,kind,2.0,0.0,0.0
1195,king,0.0,1.0,0.0
1196,know,5.0,12.0,0.0
1197,knowledge,0.0,1.0,0.0
1198,knowledgebase,1.0,0.0,0.0
1199,known,3.0,0.0,0.0
1200,lab,2.0,1.0,0.0
1201,label,0.0,102.0,0.0
1202,labels,0.0,1.0,0.0
1203,labor,0.0,2.0,0.0
1204,lacking,0.0,1.0,0.0
1205,landing,0.0,1.0,0.0
1206,language,0.0,7.0,0.0
1207,lapel,0.0,1.0,0.0
1208,larc,1.0,0.0,0.0
1209,largest,0.0,3.0,0.0
1210,las,0.0,2.0,0.0
1211,last,1.0,8.0,0.0
1212,lasting,2.0,0.0,0.0
1213,lastnameerror,0.0,1.0,0.0
1214,lastnamefield,0.0,1.0,0.0
1215,lasts,1.0,0.0,0.0
1216,latest,2.0,4.0,0.0
1217,latinos,0.0,1.0,0.0
1218,launches,1.0,0.0,0.0
1219,law,0.0,1.0,0.0
1220,lawapplyassociate,0.0,1.0,0.0
1221,lawhybridapplyparalegal,0.0,1.0,0.0
1222,lawhybridapplysenior,0.0,1.0,0.0
1223,laws,1.0,6.0,0.0
1224,lawsuit,0.0,3.0,0.0
1225,lcme,2.0,0.0,0.0
1226,lead,0.0,1.0,0.0
1227,leadership,0.0,4.0,0.0
1228,leading,2.0,3.0,0.0
1229,learn,7.0,22.0,0.0
1230,learning,2.0,1.0,0.0
1231,least,2.0,2.0,0.0
1232,leaving,0.0,5.0,0.0
1233,left,0.0,9.0,0.0
1234,legal,0.0,7.0,0.0
1235,len,1.0,0.0,0.0
1236,length,4.0,1.0,0.0
1237,lens,1.0,0.0,0.0
1238,lessen,2.0,0.0,0.0
1239,let,5.0,28.0,0.0
1240,letters,0.0,1.0,0.0
1241,let’s,0.0,1.0,0.0
1242,levonorgestrel,1.0,0.0,0.0
1243,library,2.0,0.0,0.0
1244,life,4.0,0.0,0.0
1245,lifelong,2.0,0.0,0.0
1246,light,6.0,0.0,0.0
1247,like,13.0,4.0,0.0
1248,likely,2.0,0.0,0.0
1249,limit,0.0,1.0,0.0
1250,limited,1.0,0.0,0.0
1251,line,0.0,2.0,0.0
1252,linear,0.0,5.0,0.0
1253,link,0.0,8.0,0.0
1254,links,7.0,0.0,0.0
1255,list,3.0,1.0,0.0
1256,listed,1.0,0.0,0.0
1257,listen,4.0,0.0,0.0
1258,listening,1.0,0.0,0.0
1259,litigation,0.0,3.0,0.0
1260,live,3.0,4.0,0.0
1261,lived,1.0,0.0,0.0
1262,llcif,0.0,1.0,0.0
1263,load,0.0,5.0,0.0
1264,loading,0.0,23.0,0.0
1265,loads,0.0,3.0,0.0
1266,loan,1.0,0.0,0.0
1267,local,2.0,10.0,0.0
1268,locally,0.0,3.0,0.0
1269,located,1.0,0.0,0.0
1270,locating,0.0,1.0,0.0
1271,locations,0.0,2.0,0.0
1272,lodash,0.0,1.0,0.0
1273,log,0.0,3.0,0.0
1274,loghuman,1.0,0.0,0.0
1275,logos,1.0,0.0,0.0
1276,long,0.0,5.0,0.0
1277,look,1.0,4.0,0.0
1278,looking,4.0,0.0,0.0
1279,looks,0.0,1.0,0.0
1280,los,0.0,6.0,0.0
1281,lose,1.0,0.0,0.0
1282,loss,1.0,0.0,0.0
1283,lot,1.0,0.0,0.0
1284,louis,0.0,3.0,0.0
1285,loving,0.0,1.0,0.0
1286,low,0.0,1.0,0.0
1287,lower,0.0,1.0,0.0
1288,lusitana,1.0,0.0,0.0
1289,luther,0.0,1.0,0.0
1290,made,3.0,2.0,0.0
1291,magnetic,2.0,0.0,0.0
1292,mail,1.0,14.0,0.0
1293,mailchecks,0.0,1.0,0.0
1294,mailed,0.0,2.0,0.0
1295,mailinfo,0.0,3.0,0.0
1296,mailtoggle,0.0,1.0,0.0
1297,main,4.0,53.0,0.0
1298,maintain,1.0,0.0,0.0
1299,major,1.0,3.0,0.0
1300,make,29.0,13.0,0.0
1301,making,1.0,1.0,0.0
1302,male,1.0,0.0,0.0
1303,manage,0.0,1.0,0.0
1304,management,6.0,1.0,0.0
1305,managementnyc,0.0,1.0,0.0
1306,manoa,1.0,0.0,0.0
1307,many,3.0,5.0,0.0
1308,map,0.0,1.0,0.0
1309,mapped,0.0,2.0,0.0
1310,mappedfalse,0.0,2.0,0.0
1311,mappedga,0.0,1.0,0.0
1312,mappedms,0.0,1.0,0.0
1313,mappedq,0.0,2.0,0.0
1314,mappedtext,0.0,4.0,0.0
1315,mappedtrue,0.0,2.0,0.0
1316,maps,1.0,2.0,0.0
1317,mar,0.0,3.0,0.0
1318,mark,1.0,0.0,0.0
1319,market,0.0,1.0,0.0
1320,marketing,0.0,1.0,0.0
1321,marketingnew,0.0,1.0,0.0
1322,marketplace,0.0,2.0,0.0
1323,marketsource,0.0,5.0,0.0
1324,martin,0.0,1.0,0.0
1325,masks,1.0,0.0,0.0
1326,master’s,3.0,0.0,0.0
1327,masturbation,0.0,2.0,0.0
1328,match,0.0,5.0,0.0
1329,materials,0.0,1.0,0.0
1330,maternal,40.0,0.0,0.0
1331,matter,2.0,8.0,0.0
1332,mau,0.0,1.0,0.0
1333,maui,0.0,1.0,0.0
1334,max,1.0,0.0,0.0
1335,maximum,1.0,0.0,0.0
1336,may,33.0,10.0,0.0
1337,mean,0.0,1.0,0.0
1338,meaningful,0.0,2.0,0.0
1339,means,0.0,3.0,0.0
1340,measures,0.0,1.0,0.0
1341,med,8.0,0.0,0.0
1342,media,5.0,2.0,0.0
1343,medicaid,0.0,4.0,0.0
1344,medical,38.0,4.0,0.0
1345,medically,2.0,0.0,0.0
1346,medication,8.0,4.0,0.0
1347,medications,1.0,0.0,0.0
1348,medicine,8.0,0.0,0.0
1349,medium,0.0,3.0,0.0
1350,meet,1.0,0.0,0.0
1351,meeting,2.0,0.0,0.0
1352,meetings,1.0,0.0,0.0
1353,member,0.0,2.0,0.0
1354,members,4.0,0.0,0.0
1355,membership,0.0,11.0,0.0
1356,memorial,1.0,1.0,0.0
1357,memory,1.0,0.0,0.0
1358,men,1.0,0.0,0.0
1359,men's,0.0,5.0,0.0
1360,menstrual,4.0,0.0,0.0
1361,mental,0.0,4.0,0.0
1362,mentions,0.0,1.0,0.0
1363,menu,3.0,1.0,0.0
1364,merge,0.0,3.0,0.0
1365,merges,0.0,2.0,0.0
1366,message,1.0,7.0,0.0
1367,messages,0.0,8.0,0.0
1368,meta,0.0,1.0,0.0
1369,method,7.0,10.0,0.0
1370,methods,4.0,2.0,0.0
1371,metropolitan,0.0,4.0,0.0
1372,microphone,0.0,2.0,0.0
1373,microscopy,1.0,0.0,0.0
1374,microsoft,0.0,2.0,0.0
1375,middle,0.0,1.0,0.0
1376,might,1.0,3.0,0.0
1377,million,0.0,5.0,0.0
1378,millions,0.0,5.0,0.0
1379,mimic,1.0,0.0,0.0
1380,min,0.0,2.0,0.0
1381,minimum,1.0,0.0,0.0
1382,miniplayer,0.0,1.0,0.0
1383,minor,1.0,0.0,0.0
1384,minors,2.0,0.0,0.0
1385,minus,0.0,1.0,0.0
1386,minutes,1.0,0.0,0.0
1387,mirena,1.0,1.0,0.0
1388,miscarriage,14.0,0.0,0.0
1389,misleading,0.0,1.0,0.0
1390,missed,1.0,0.0,0.0
1391,missing,0.0,1.0,0.0
1392,mission,3.0,2.0,0.0
1393,mississippi,0.0,3.0,0.0
1394,missouri,0.0,3.0,0.0
1395,mobile,0.0,3.0,0.0
1396,modal,0.0,5.0,0.0
1397,model,1.0,0.0,0.0
1398,molecular,1.0,0.0,0.0
1399,mon,0.0,1.0,0.0
1400,monetary,1.0,0.0,0.0
1401,money,0.0,1.0,0.0
1402,monitor,0.0,1.0,0.0
1403,monte,0.0,3.0,0.0
1404,month,1.0,0.0,0.0
1405,monthly,1.0,5.0,0.0
1406,months,0.0,9.0,0.0
1407,moral,1.0,0.0,0.0
1408,more,16.0,39.0,0.0
1409,morning,1.0,4.0,0.0
1410,most,14.0,9.0,0.0
1411,mountains,0.0,5.0,0.0
1412,mousedown,1.0,1.0,0.0
1413,mousemove,1.0,0.0,0.0
1414,mouseout,1.0,0.0,0.0
1415,mouseover,1.0,0.0,0.0
1416,mouseup,1.0,0.0,0.0
1417,mousewheel,1.0,0.0,0.0
1418,move,1.0,1.0,0.0
1419,moved,1.0,0.0,0.0
1420,moving,0.0,1.0,0.0
1421,mpv,0.0,1.0,0.0
1422,much,3.0,1.0,0.0
1423,multidisciplinary,2.0,0.0,0.0
1424,multistep,0.0,1.0,0.0
1425,murine,2.0,0.0,0.0
1426,music,2.0,0.0,0.0
1427,must,1.0,6.0,0.0
1428,mypostrender,0.0,12.0,0.0
1429,mypresegue,0.0,1.0,0.0
1430,myuhportal,1.0,0.0,0.0
1431,más,0.0,1.0,0.0
1432,método,0.0,2.0,0.0
1433,métodos,0.0,4.0,0.0
1434,mānoa,2.0,0.0,0.0
1435,naf,1.0,0.0,0.0
1436,nairobinew,0.0,1.0,0.0
1437,nairobioffice,0.0,1.0,0.0
1438,name,2.0,12.0,0.0
1439,names,2.0,0.0,0.0
1440,narrated,0.0,1.0,0.0
1441,nasty,1.0,0.0,0.0
1442,national,1.0,2.0,0.0
1443,nationally,0.0,1.0,0.0
1444,nation’s,0.0,6.0,0.0
1445,native,2.0,2.0,0.0
1446,nauseous,2.0,0.0,0.0
1447,nav,0.0,1.0,0.0
1448,navbar,3.0,0.0,0.0
1449,navborderimg,1.0,0.0,0.0
1450,navigation,1.0,20.0,0.0
1451,navinfo,1.0,0.0,0.0
1452,navlist,1.0,0.0,0.0
1453,near,0.0,1.0,0.0
1454,necesidades,0.0,1.0,0.0
1455,necesitamos,0.0,1.0,0.0
1456,necessary,0.0,2.0,0.0
1457,need,10.0,11.0,0.0
1458,needed,2.0,0.0,0.0
1459,needs,8.0,2.0,0.0
1460,neither,0.0,3.0,0.0
1461,neithercheck,0.0,1.0,0.0
1462,networks,1.0,0.0,0.0
1463,never,0.0,3.0,0.0
1464,new,31.0,52.0,0.0
1465,newredirect,0.0,2.0,0.0
1466,news,9.0,2.0,0.0
1467,newsletter,1.0,1.0,0.0
1468,newsroom,0.0,2.0,0.0
1469,newtracker,1.0,0.0,0.0
1470,nexplanon,1.0,0.0,0.0
1471,next,1.0,3.0,0.0
1472,nonbinary,0.0,1.0,0.0
1473,none,43.0,9.0,0.0
1474,nonprofit,0.0,3.0,0.0
1475,noopfn,1.0,0.0,0.0
1476,noreferrer,0.0,1.0,0.0
1477,normal,2.0,9.0,0.0
1478,north,0.0,12.0,0.0
1479,northern,0.0,4.0,0.0
1480,nosotros,0.0,1.0,0.0
1481,not,21.0,16.0,0.0
1482,note,0.0,2.0,0.0
1483,notice,0.0,1.0,0.0
1484,notification,0.0,2.0,0.0
1485,notifications,0.0,2.0,0.0
1486,now,5.0,10.0,0.0
1487,null,1.0,2.0,0.0
1488,num,0.0,2.0,0.0
1489,number,3.0,6.0,0.0
1490,numpad,0.0,2.0,0.0
1491,nuvaring,0.0,1.0,0.0
1492,nuzzle,0.0,1.0,0.0
1493,nynyc,0.0,1.0,0.0
1494,nyoffice,0.0,5.0,0.0
1495,nyt,0.0,2.0,0.0
1496,object,0.0,1.0,0.0
1497,observación,0.0,2.0,0.0
1498,observed,0.0,1.0,0.0
1499,observer,0.0,1.0,0.0
1500,obstetrics,1.0,0.0,0.0
1501,obtain,0.0,2.0,0.0
1502,obtained,1.0,0.0,0.0
1503,occasionally,0.0,1.0,0.0
1504,occurred,1.0,0.0,0.0
1505,october,4.0,0.0,0.0
1506,off,2.0,15.0,0.0
1507,offenders,0.0,1.0,0.0
1508,offer,16.0,2.0,0.0
1509,offered,2.0,3.0,0.0
1510,offers,8.0,1.0,0.0
1511,office,27.0,11.0,0.0
1512,officeapplyaffiliate,0.0,1.0,0.0
1513,officeapplymanaging,0.0,1.0,0.0
1514,officeapplymarketing,0.0,1.0,0.0
1515,officedirect,0.0,1.0,0.0
1516,officehybriddirect,0.0,1.0,0.0
1517,officeoffice,0.0,1.0,0.0
1518,officer,0.0,11.0,0.0
1519,officeremoteoffice,0.0,1.0,0.0
1520,offices,4.0,2.0,0.0
1521,officials,0.0,3.0,0.0
1522,often,1.0,1.0,0.0
1523,ohana,0.0,1.0,0.0
1524,ohio,0.0,3.0,0.0
1525,old,0.0,4.0,0.0
1526,ombudsman,1.0,0.0,0.0
1527,once,2.0,1.0,0.0
1528,one,1.0,10.0,0.0
1529,online,5.0,13.0,0.0
1530,only,5.0,14.0,0.0
1531,onpolymerready,0.0,1.0,0.0
1532,opacity,0.0,22.0,0.0
1533,open,2.0,17.0,0.0
1534,openly,0.0,1.0,0.0
1535,operated,0.0,6.0,0.0
1536,operating,5.0,5.0,0.0
1537,operation,1.0,0.0,0.0
1538,operations,1.0,2.0,0.0
1539,opportunities,6.0,1.0,0.0
1540,opportunity,2.0,0.0,0.0
1541,opposite,0.0,1.0,0.0
1542,opted,1.0,0.0,0.0
1543,optimal,2.0,0.0,0.0
1544,option,18.0,2.0,0.0
1545,optional,0.0,2.0,0.0
1546,options,40.0,3.0,0.0
1547,optionvalue,0.0,1.0,0.0
1548,oral,1.0,0.0,0.0
1549,orders,0.0,1.0,0.0
