,token,Total0,Total1,Total2,Total3,Total4
542,capacity,0.0,2.0,0.0,0.0,0.0
543,cape,0.0,1.0,0.0,0.0,0.0
544,capital,0.0,2.0,0.0,0.0,0.0
545,captions,0.0,0.0,2.0,2.0,2.0
546,capuchón,0.0,0.0,2.0,2.0,2.0
547,car,0.0,3.0,0.0,0.0,0.0
548,card,0.0,7.0,11.0,11.0,11.0
549,cards,0.0,1.0,5.0,5.0,5.0
550,care,0.0,185.0,90.0,93.0,90.0
551,caregiver,0.0,1.0,0.0,0.0,0.0
552,caregiver's,0.0,0.0,1.0,1.0,1.0
553,caregivers,0.0,1.0,0.0,0.0,0.0
554,careinformation,0.0,1.0,0.0,0.0,0.0
555,caremarket,0.0,1.0,0.0,0.0,0.0
556,carereproductive,0.0,39.0,0.0,0.0,0.0
557,careshare,0.0,1.0,0.0,0.0,0.0
558,careworking,0.0,1.0,0.0,0.0,0.0
559,caring,0.0,2.0,0.0,0.0,0.0
560,carmen,0.0,1.0,0.0,0.0,0.0
561,carried,0.0,2.0,0.0,0.0,0.0
562,carrier,0.0,1.0,0.0,0.0,0.0
563,cart,0.0,0.0,11.0,11.0,11.0
564,case,0.0,4.0,4.0,4.0,4.0
565,cases,0.0,2.0,0.0,0.0,0.0
566,casey,0.0,2.0,0.0,0.0,0.0
567,cash,0.0,1.0,1.0,1.0,1.0
568,cat's,0.0,0.0,1.0,1.0,1.0
569,catamaran,0.0,0.0,1.0,1.0,1.0
570,catch,0.0,0.0,2.0,2.0,2.0
571,categories,0.0,1.0,1.0,1.0,1.0
572,catheter,0.0,2.0,0.0,0.0,0.0
573,cause,0.0,6.0,0.0,0.0,0.0
574,caused,0.0,1.0,0.0,0.0,0.0
575,causes,0.0,2.0,0.0,0.0,0.0
576,caving,0.0,1.0,0.0,0.0,0.0
577,cba,0.0,0.0,1.0,1.0,1.0
578,cctext,0.0,0.0,1.0,1.0,1.0
579,cdc,0.0,6.0,0.0,0.0,0.0
580,cease,0.0,1.0,0.0,0.0,0.0
581,celebrate,0.0,4.0,0.0,0.0,0.0
582,celebrating,0.0,2.0,0.0,0.0,0.0
583,cell,0.0,7.0,0.0,0.0,0.0
584,cells,0.0,3.0,0.0,0.0,0.0
585,center,0.0,11.0,30.0,31.0,31.0
586,centered,0.0,0.0,1.0,1.0,1.0
587,centergroupsaboutcreate,0.0,0.0,0.0,1.0,1.0
588,centering,0.0,2.0,0.0,0.0,0.0
589,centerprivacy,0.0,0.0,0.0,1.0,1.0
590,centers,0.0,9.0,4.0,4.0,4.0
591,centers”,0.0,1.0,0.0,0.0,0.0
592,central,0.0,4.0,6.0,6.0,6.0
593,ceo,0.0,4.0,0.0,0.0,0.0
594,certain,0.0,14.0,0.0,0.0,0.0
595,certificate,0.0,1.0,0.0,0.0,0.0
596,certified,0.0,1.0,0.0,0.0,0.0
597,cervical,0.0,7.0,3.0,3.0,3.0
598,cervix,0.0,2.0,0.0,0.0,0.0
599,cessation,0.0,0.0,1.0,1.0,1.0
600,chair,0.0,1.0,0.0,0.0,0.0
601,chairs,0.0,1.0,0.0,0.0,0.0
602,challenged,0.0,2.0,0.0,0.0,0.0
603,challenges,0.0,2.0,0.0,0.0,0.0
604,challenging,0.0,0.0,1.0,1.0,1.0
605,champion,0.0,1.0,0.0,0.0,0.0
606,champions,0.0,4.0,0.0,0.0,0.0
607,chance,0.0,2.0,0.0,0.0,0.0
608,chances,0.0,3.0,0.0,0.0,0.0
609,change,0.0,8.0,12.0,12.0,12.0
610,changed,0.0,1.0,1.0,1.0,1.0
611,changes,0.0,15.0,2.0,2.0,2.0
612,changing,0.0,4.0,0.0,0.0,0.0
613,channel,0.0,2.0,4.0,4.0,4.0
614,characteristic,0.0,1.0,0.0,0.0,0.0
615,characteristics,0.0,1.0,0.0,0.0,0.0
616,characters,0.0,4.0,0.0,0.0,0.0
617,charge,0.0,7.0,1.0,1.0,1.0
618,charges,0.0,5.0,0.0,0.0,0.0
619,charging,0.0,0.0,1.0,1.0,1.0
620,charitable,0.0,6.0,0.0,0.0,0.0
621,charity,0.0,1.0,0.0,0.0,0.0
622,chart,0.0,0.0,2.0,2.0,2.0
623,chat,0.0,3.0,0.0,0.0,0.0
624,chatbot,0.0,0.0,3.0,3.0,3.0
625,chat’,0.0,1.0,0.0,0.0,0.0
626,check,0.0,23.0,10.0,10.0,10.0
627,checkbox,0.0,0.0,10.0,10.0,10.0
628,checkboxes,0.0,0.0,5.0,5.0,5.0
629,checked,0.0,0.0,2.0,2.0,2.0
630,checks,0.0,2.0,0.0,0.0,0.0
631,chellie,0.0,1.0,0.0,0.0,0.0
632,cherished,0.0,1.0,0.0,0.0,0.0
633,chest,0.0,1.0,0.0,0.0,0.0
634,chief,0.0,1.0,12.0,12.0,12.0
635,child,0.0,88.0,0.0,0.0,0.0
636,childbearing,0.0,3.0,0.0,0.0,0.0
637,childcare,0.0,0.0,3.0,3.0,3.0
638,childhood,0.0,1.0,0.0,0.0,0.0
639,children,0.0,9.0,2.0,2.0,2.0
640,children’s,0.0,2.0,0.0,0.0,0.0
641,child’s,0.0,2.0,0.0,0.0,0.0
642,chirp,0.0,0.0,1.0,1.0,1.0
643,choice,0.0,5.0,1.0,1.0,1.0
644,choices,0.0,4.0,0.0,0.0,0.0
645,choicesfor,0.0,1.0,0.0,0.0,0.0
646,choicestermshelpcontact,0.0,0.0,0.0,1.0,1.0
647,choicesyou,0.0,1.0,0.0,0.0,0.0
648,choose,0.0,4.0,51.0,51.0,51.0
649,choosing,0.0,0.0,2.0,2.0,2.0
650,chosen,0.0,3.0,0.0,0.0,0.0
651,christmas,0.0,0.0,3.0,3.0,3.0
652,chrome,0.0,1.0,0.0,0.0,0.0
653,chronic,0.0,1.0,0.0,0.0,0.0
654,church,0.0,4.0,0.0,0.0,0.0
655,cigna,0.0,0.0,1.0,1.0,1.0
656,circle,0.0,0.0,8.0,8.0,8.0
657,circuit,0.0,1.0,0.0,0.0,0.0
658,circumstances,0.0,1.0,0.0,0.0,0.0
659,circumvent,0.0,1.0,0.0,0.0,0.0
660,city,0.0,3.0,12.0,12.0,12.0
661,civic,0.0,2.0,0.0,0.0,0.0
662,civil,0.0,2.0,0.0,0.0,0.0
663,claim,0.0,2.0,0.0,0.0,0.0
664,claims,0.0,2.0,0.0,0.0,0.0
665,claimsfor,0.0,1.0,0.0,0.0,0.0
666,clarion,0.0,1.0,0.0,0.0,0.0
667,class,0.0,41.0,4.0,4.0,4.0
668,classes,0.0,1.0,2.0,2.0,2.0
669,classroom,0.0,3.0,0.0,0.0,0.0
670,classrooms,0.0,2.0,0.0,0.0,0.0
671,clean,0.0,0.0,3.0,3.0,3.0
672,cleanbadfirstname,0.0,0.0,1.0,1.0,1.0
673,cleanbadlastname,0.0,0.0,1.0,1.0,1.0
674,cleanbadword,0.0,0.0,1.0,1.0,1.0
675,clear,0.0,1.0,0.0,0.0,0.0
676,clerk,0.0,2.0,0.0,0.0,0.0
677,click,0.0,64.0,9.0,9.0,9.0
678,clicking,0.0,2.0,9.0,9.0,9.0
679,clicks,0.0,0.0,1.0,1.0,1.0
680,client,0.0,7.0,1.0,1.0,1.0
681,client's,0.0,1.0,0.0,0.0,0.0
682,clientid,0.0,0.0,1.0,1.0,1.0
683,clients,0.0,12.0,0.0,0.0,0.0
684,clinic,0.0,107.0,5.0,5.0,5.0
685,clinical,0.0,12.0,0.0,0.0,0.0
686,clinicpatient,0.0,39.0,0.0,0.0,0.0
687,clinics,0.0,43.0,0.0,0.0,0.0
688,clinic”,0.0,1.0,0.0,0.0,0.0
689,close,0.0,45.0,1.0,1.0,1.0
690,closed,0.0,5.0,8.0,8.0,10.0
691,closely,0.0,0.0,1.0,1.0,1.0
692,closer,0.0,2.0,0.0,0.0,0.0
693,closure,0.0,1.0,0.0,0.0,0.0
694,coalition,0.0,14.0,0.0,0.0,0.0
695,coast,0.0,0.0,3.0,3.0,3.0
696,code,0.0,3.0,25.0,25.0,25.0
697,codified,0.0,1.0,0.0,0.0,0.0
698,coitus,0.0,0.0,2.0,2.0,2.0
699,coleman,0.0,1.0,0.0,0.0,0.0
700,collaborate,0.0,1.0,0.0,0.0,0.0
701,collaborates,0.0,2.0,0.0,0.0,0.0
702,collaborating,0.0,1.0,0.0,0.0,0.0
703,collaboration,0.0,2.0,0.0,0.0,0.0
704,colleagues,0.0,1.0,0.0,0.0,0.0
705,collect,0.0,6.0,0.0,0.0,0.0
706,collected,0.0,4.0,0.0,0.0,0.0
707,collection,0.0,3.0,1.0,1.0,1.0
708,collective,0.0,1.0,0.0,0.0,0.0
709,college,0.0,1.0,0.0,0.0,0.0
710,collins,0.0,3.0,0.0,0.0,0.0
711,color,0.0,0.0,20.0,20.0,20.0
712,colorful,0.0,1.0,0.0,0.0,0.0
713,colposcopycome,0.0,2.0,0.0,0.0,0.0
714,columbia,0.0,0.0,3.0,3.0,3.0
715,column,0.0,78.0,0.0,0.0,0.0
716,combating,0.0,1.0,0.0,0.0,0.0
717,combination,0.0,1.0,0.0,0.0,0.0
718,come,0.0,5.0,6.0,6.0,6.0
719,comedy,0.0,1.0,0.0,0.0,0.0
720,comes,0.0,4.0,2.0,2.0,2.0
721,comfort,0.0,1.0,0.0,0.0,0.0
722,comfortable,0.0,1.0,0.0,0.0,0.0
723,coming,0.0,6.0,3.0,3.0,3.0
724,command,0.0,1.0,0.0,0.0,0.0
725,commence,0.0,1.0,0.0,0.0,0.0
726,commences,0.0,1.0,0.0,0.0,0.0
727,comments,0.0,0.0,2.0,2.0,2.0
728,commission,0.0,1.0,0.0,0.0,0.0
729,commit,0.0,2.0,0.0,0.0,0.0
730,commitment,0.0,4.0,1.0,1.0,1.0
731,committed,0.0,3.0,0.0,0.0,0.0
732,committee,0.0,1.0,2.0,2.0,2.0
733,committees,0.0,0.0,1.0,1.0,1.0
734,common,0.0,3.0,1.0,1.0,1.0
735,commonly,0.0,3.0,0.0,0.0,0.0
736,commonsense,0.0,1.0,0.0,0.0,0.0
737,commonwealth,0.0,1.0,0.0,0.0,0.0
738,communicate,0.0,3.0,0.0,0.0,0.0
739,communicated,0.0,1.0,0.0,0.0,0.0
740,communicating,0.0,1.0,0.0,0.0,0.0
741,communication,0.0,5.0,0.0,0.0,0.0
742,communicationask,0.0,1.0,0.0,0.0,0.0
743,communicationen,0.0,0.0,1.0,1.0,1.0
744,communications,0.0,7.0,3.0,3.0,3.0
745,communicationsyou,0.0,1.0,0.0,0.0,0.0
746,communities,0.0,3.0,1.0,1.0,1.0
747,community,0.0,16.0,1.0,1.0,1.0
748,companies,0.0,1.0,0.0,0.0,0.0
749,companion,0.0,1.0,0.0,0.0,0.0
750,company,0.0,0.0,2.0,2.0,2.0
751,compare,0.0,1.0,1.0,1.0,1.0
752,compassionate,0.0,1.0,0.0,0.0,0.0
753,compensation,0.0,1.0,0.0,0.0,0.0
754,competent,0.0,2.0,0.0,0.0,0.0
755,competitive,0.0,1.0,0.0,0.0,0.0
756,complain,0.0,1.0,0.0,0.0,0.0
757,complaint,0.0,3.0,0.0,0.0,0.0
758,complemented,0.0,1.0,0.0,0.0,0.0
759,complete,0.0,11.0,1.0,1.0,1.0
760,completed,0.0,3.0,0.0,0.0,0.0
761,completeness,0.0,1.0,0.0,0.0,0.0
762,completing,0.0,2.0,0.0,0.0,0.0
763,compliance,0.0,2.0,1.0,1.0,1.0
764,comply,0.0,3.0,0.0,0.0,0.0
765,complying,0.0,2.0,0.0,0.0,0.0
766,components,0.0,0.0,1.0,1.0,1.0
767,compose,0.0,4.0,0.0,0.0,0.0
768,comprehensive,0.0,31.0,0.0,0.0,0.0
769,comprised,0.0,2.0,0.0,0.0,0.0
770,compromised,0.0,1.0,0.0,0.0,0.0
771,computer,0.0,8.0,0.0,0.0,0.0
772,concat,0.0,1.0,0.0,0.0,0.0
773,concern,0.0,1.0,0.0,0.0,0.0
774,concerning,0.0,1.0,0.0,0.0,0.0
775,concerts,0.0,2.0,0.0,0.0,0.0
776,concrete,0.0,2.0,0.0,0.0,0.0
777,condemns,0.0,1.0,0.0,0.0,0.0
778,conditionprovide,0.0,1.0,0.0,0.0,0.0
779,conditions,0.0,7.0,0.0,0.0,0.0
780,condolences,0.0,0.0,1.0,1.0,1.0
781,condom,0.0,6.0,8.0,8.0,8.0
782,condoms,0.0,15.0,1.0,1.0,1.0
783,conduct,0.0,3.0,0.0,0.0,0.0
784,condón,0.0,0.0,5.0,5.0,5.0
785,coney,0.0,2.0,0.0,0.0,0.0
786,conference,0.0,95.0,0.0,0.0,0.0
787,conferencesex,0.0,39.0,0.0,0.0,0.0
788,conferencesfinanceoffice,0.0,0.0,1.0,1.0,1.0
789,conferencesnyc,0.0,0.0,1.0,1.0,1.0
790,conferencethe,0.0,1.0,0.0,0.0,0.0
791,confident,0.0,1.0,0.0,0.0,0.0
792,confidential,0.0,21.0,3.0,3.0,3.0
793,confidentiality,0.0,3.0,1.0,1.0,1.0
794,confirmation,0.0,6.0,0.0,0.0,0.0
795,conflicts,0.0,1.0,0.0,0.0,0.0
796,confront,0.0,0.0,2.0,2.0,2.0
797,confuse,0.0,0.0,1.0,1.0,1.0
798,congregational,0.0,1.0,0.0,0.0,0.0
799,congress,0.0,0.0,0.0,12.0,0.0
800,congressional,0.0,0.0,1.0,1.0,1.0
801,connect,0.0,5.0,1.0,1.0,1.0
802,connected,0.0,5.0,0.0,0.0,0.0
803,connecting,0.0,1.0,0.0,0.0,0.0
804,connection,0.0,15.0,3.0,3.0,3.0
805,consent,0.0,23.0,7.0,7.0,7.0
806,consequential,0.0,2.0,0.0,0.0,0.0
807,consider,0.0,3.0,1.0,1.0,1.0
808,consideration,0.0,0.0,2.0,2.0,2.0
809,considered,0.0,3.0,0.0,0.0,0.0
810,considering,0.0,0.0,1.0,1.0,1.0
811,consistently,0.0,2.0,0.0,0.0,0.0
812,consolidate,0.0,1.0,0.0,0.0,0.0
813,consolidated,0.0,0.0,1.0,1.0,1.0
814,const,0.0,1.0,23.0,23.0,23.0
815,constituents,0.0,1.0,0.0,0.0,0.0
816,constitute,0.0,1.0,1.0,1.0,1.0
817,constitutes,0.0,1.0,0.0,0.0,0.0
818,constitutional,0.0,1.0,1.0,1.0,1.0
819,constraints,0.0,1.0,0.0,0.0,0.0
820,consult,0.0,2.0,0.0,0.0,0.0
821,consultation,0.0,2.0,0.0,0.0,0.0
822,consultations,0.0,6.0,0.0,0.0,0.0
823,consumer,0.0,1.0,0.0,0.0,0.0
824,contact,0.0,171.0,34.0,35.0,34.0
825,contacted,0.0,2.0,0.0,0.0,0.0
826,contacting,0.0,2.0,0.0,0.0,0.0
827,contacts,0.0,1.0,0.0,0.0,0.0
828,contain,0.0,2.0,2.0,2.0,2.0
829,contained,0.0,1.0,0.0,0.0,0.0
830,contains,0.0,5.0,0.0,0.0,0.0
831,content,0.0,9.0,11.0,11.0,11.0
832,contents,0.0,3.0,1.0,1.0,1.0
833,context,0.0,1.0,0.0,0.0,0.0
834,contextbrand,0.0,1.0,0.0,0.0,0.0
835,contextid,0.0,1.0,0.0,0.0,0.0
836,contextmenu,0.0,0.0,1.0,1.0,1.0
837,continue,0.0,10.0,1.0,1.0,1.0
838,continued,0.0,1.0,0.0,0.0,0.0
839,continues,0.0,1.0,0.0,0.0,0.0
840,continuous,0.0,0.0,4.0,4.0,4.0
841,contra,0.0,2.0,0.0,0.0,0.0
842,contraception,0.0,14.0,18.0,18.0,18.0
843,contraceptionbedsider,0.0,1.0,0.0,0.0,0.0
844,contraceptioncome,0.0,2.0,0.0,0.0,0.0
845,contraceptive,0.0,9.0,1.0,1.0,1.0
846,contract,0.0,2.0,0.0,0.0,0.0
847,contracted,0.0,0.0,1.0,1.0,1.0
848,contracts,0.0,0.0,1.0,1.0,1.0
849,contribute,0.0,1.0,0.0,0.0,0.0
850,contribution,0.0,1.0,6.0,7.0,6.0
851,contributions,0.0,6.0,1.0,1.0,1.0
852,contributor,0.0,2.0,0.0,0.0,0.0
853,contributors,0.0,3.0,0.0,0.0,0.0
854,control,0.0,48.0,59.0,59.0,59.0
855,controlarnos,0.0,0.0,1.0,1.0,1.0
856,controlreproductive,0.0,0.0,1.0,1.0,1.0
857,controls,0.0,1.0,0.0,0.0,0.0
858,controversies,0.0,1.0,0.0,0.0,0.0
859,convenience,0.0,2.0,0.0,0.0,0.0
860,convenient,0.0,1.0,1.0,1.0,1.0
861,conversation,0.0,2.0,0.0,0.0,0.0
862,conversations,0.0,2.0,0.0,0.0,0.0
863,cookie,0.0,13.0,2.0,2.0,2.0
864,cookiebanner,0.0,0.0,1.0,1.0,1.0
865,cookiedomain,0.0,1.0,0.0,0.0,0.0
866,cookiename,0.0,5.0,0.0,0.0,0.0
867,cookies,0.0,3.0,1.0,1.0,1.0
868,cool,0.0,1.0,0.0,0.0,0.0
869,cooperate,0.0,1.0,0.0,0.0,0.0
870,coordinate,0.0,3.0,0.0,0.0,0.0
871,coordinator,0.0,1.0,0.0,0.0,0.0
872,coordinators,0.0,5.0,0.0,0.0,0.0
873,copay,0.0,0.0,1.0,1.0,1.0
874,copies,0.0,1.0,1.0,1.0,1.0
875,copper,0.0,10.0,0.0,0.0,0.0
876,copy,0.0,12.0,4.0,4.0,4.0
877,copycat,0.0,0.0,2.0,2.0,2.0
878,copying,0.0,0.0,1.0,1.0,1.0
879,copyright,0.0,5.0,1.0,1.0,1.0
880,core,0.0,1.0,0.0,0.0,0.0
881,corinna,0.0,1.0,0.0,0.0,0.0
882,corners,0.0,3.0,0.0,0.0,0.0
883,coronavirus,0.0,1.0,0.0,0.0,0.0
884,corporate,0.0,0.0,1.0,1.0,1.0
885,correct,0.0,7.0,2.0,2.0,2.0
886,corrections,0.0,1.0,0.0,0.0,0.0
887,correctly,0.0,0.0,1.0,1.0,1.0
888,correspondence,0.0,1.0,0.0,0.0,0.0
889,corresponding,0.0,0.0,3.0,3.0,3.0
890,corruption,0.0,1.0,0.0,0.0,0.0
891,cost,0.0,9.0,2.0,3.0,2.0
892,costs,0.0,3.0,1.0,1.0,1.0
893,could,0.0,3.0,4.0,4.0,4.0
894,couldn't,0.0,0.0,14.0,14.0,14.0
895,council,0.0,3.0,0.0,0.0,0.0
896,counsel,0.0,0.0,5.0,5.0,5.0
897,counselhybridoffice,0.0,0.0,1.0,1.0,1.0
898,counseling,0.0,15.0,2.0,2.0,2.0
899,counselingpregnancy,0.0,2.0,0.0,0.0,0.0
900,counseloffice,0.0,0.0,1.0,1.0,1.0
901,counselors,0.0,2.0,0.0,0.0,0.0
902,counter,0.0,6.0,0.0,0.0,0.0
903,counties,0.0,1.0,0.0,0.0,0.0
904,country,0.0,3.0,0.0,0.0,0.0
905,county,0.0,2.0,0.0,0.0,0.0
906,coupon,0.0,0.0,1.0,1.0,1.0
907,courage,0.0,1.0,0.0,0.0,0.0
908,course,0.0,4.0,0.0,0.0,0.0
909,court,0.0,19.0,3.0,3.0,3.0
910,courtesy,0.0,0.0,1.0,1.0,1.0
911,courts,0.0,1.0,1.0,1.0,1.0
912,court’s,0.0,1.0,0.0,0.0,0.0
913,cover,0.0,7.0,1.0,1.0,1.0
914,coverage,0.0,6.0,5.0,6.0,5.0
915,covered,0.0,8.0,1.0,2.0,1.0
916,covering,0.0,1.0,0.0,0.0,0.0
917,covers,0.0,2.0,0.0,0.0,0.0
918,cramping,0.0,10.0,0.0,0.0,0.0
919,create,0.0,9.0,5.0,5.0,5.0
920,created,0.0,8.0,1.0,1.0,1.0
921,creating,0.0,2.0,0.0,0.0,0.0
922,credential,0.0,1.0,0.0,0.0,0.0
923,credentials,0.0,2.0,0.0,0.0,0.0
924,credit,0.0,6.0,2.0,2.0,2.0
925,criteria,0.0,1.0,0.0,0.0,0.0
926,cross,0.0,0.0,2.0,2.0,2.0
927,crowdfunding,0.0,2.0,0.0,0.0,0.0
928,csrf,0.0,10.0,0.0,0.0,0.0
929,csrfguard,0.0,1.0,0.0,0.0,0.0
930,csrfobject,0.0,2.0,0.0,0.0,0.0
931,csrfprotect,0.0,1.0,0.0,0.0,0.0
932,csrftoken,0.0,1.0,0.0,0.0,0.0
933,csrftokenmatch,0.0,1.0,0.0,0.0,0.0
934,csrfvalue,0.0,2.0,0.0,0.0,0.0
935,cta,0.0,0.0,14.0,14.0,14.0
936,ctas,0.0,0.0,14.0,14.0,14.0
937,cultural,0.0,2.0,0.0,0.0,0.0
938,culture,0.0,1.0,6.0,6.0,6.0
939,currency,0.0,1.0,4.0,4.0,4.0
940,current,0.0,45.0,11.0,11.0,11.0
941,currentemailerror,0.0,0.0,1.0,1.0,1.0
942,currentgiftamount,0.0,0.0,4.0,4.0,4.0
943,currently,0.0,7.0,2.0,2.0,2.0
944,currentqs,0.0,0.0,2.0,2.0,2.0
945,curricula,0.0,1.0,0.0,0.0,0.0
946,curriculum,0.0,22.0,0.0,0.0,0.0
947,curriculum’s,0.0,1.0,0.0,0.0,0.0
948,custom,0.0,0.0,10.0,10.0,10.0
949,customer,0.0,0.0,1.0,1.0,1.0
950,customers,0.0,1.0,0.0,0.0,0.0
951,customized,0.0,1.0,0.0,0.0,0.0
952,cycles,0.0,0.0,1.0,1.0,1.0
953,cómo,0.0,0.0,2.0,2.0,2.0
954,daigle,0.0,1.0,0.0,0.0,0.0
955,daily,0.0,8.0,0.0,0.0,0.0
956,damage,0.0,1.0,0.0,0.0,0.0
957,damages,0.0,4.0,0.0,0.0,0.0
958,damariscotta,0.0,1.0,0.0,0.0,0.0
959,dangerous,0.0,1.0,0.0,0.0,0.0
960,daniel,0.0,1.0,0.0,0.0,0.0
961,data,0.0,56.0,15.0,15.0,15.0
962,database,0.0,1.0,0.0,0.0,0.0
963,datalayer,0.0,0.0,8.0,8.0,8.0
964,date,0.0,15.0,1.0,1.0,1.0
965,dates,0.0,1.0,0.0,0.0,0.0
966,dating,0.0,3.0,0.0,0.0,0.0
967,david,0.0,1.0,0.0,0.0,0.0
968,day,0.0,23.0,18.0,18.0,18.0
969,days,0.0,26.0,2.0,2.0,2.0
970,dblclick,0.0,39.0,0.0,0.0,0.0
971,dcoffice,0.0,0.0,7.0,7.0,7.0
972,dcteamallfederation,0.0,0.0,1.0,1.0,1.0
973,deactivate,0.0,2.0,0.0,0.0,0.0
974,dead,0.0,0.0,1.0,1.0,1.0
975,deal,0.0,0.0,5.0,5.0,5.0
976,dealt,0.0,2.0,0.0,0.0,0.0
977,death,0.0,1.0,0.0,0.0,0.0
978,debit,0.0,3.0,0.0,0.0,0.0
979,debunking,0.0,1.0,0.0,0.0,0.0
980,december,0.0,9.0,0.0,0.0,2.0
981,deception,0.0,1.0,0.0,0.0,0.0
982,decide,0.0,4.0,1.0,1.0,1.0
983,deciding,0.0,1.0,0.0,0.0,0.0
984,decidirte,0.0,0.0,1.0,1.0,1.0
985,decision,0.0,7.0,0.0,0.0,0.0
986,decisions,0.0,8.0,1.0,1.0,1.0
987,decks,0.0,1.0,0.0,0.0,0.0
988,declared,0.0,1.0,1.0,1.0,1.0
989,declined,0.0,0.0,1.0,1.0,1.0
990,decor,0.0,0.0,1.0,1.0,1.0
991,decrease,0.0,2.0,0.0,0.0,0.0
992,decreases,0.0,1.0,0.0,0.0,0.0
993,dedicated,0.0,8.0,0.0,0.0,0.0
994,deduction,0.0,1.0,2.0,2.0,2.0
995,deemed,0.0,2.0,0.0,0.0,0.0
996,deepest,0.0,0.0,1.0,1.0,1.0
997,deeply,0.0,2.0,0.0,0.0,0.0
998,default,0.0,3.0,29.0,29.0,29.0
999,defaultms,0.0,0.0,1.0,1.0,1.0
1000,defaults,0.0,0.0,2.0,2.0,2.0
1001,defeat,0.0,0.0,1.0,1.0,1.0
1002,defeating,0.0,1.0,0.0,0.0,0.0
1003,defects,0.0,2.0,0.0,0.0,0.0
1004,defend,0.0,1.0,2.0,2.0,2.0
1005,defended,0.0,1.0,0.0,0.0,0.0
1006,defer,0.0,1.0,0.0,0.0,0.0
1007,define,0.0,0.0,1.0,1.0,1.0
1008,defined,0.0,1.0,0.0,0.0,0.0
1009,dei,0.0,1.0,0.0,0.0,0.0
1010,dejong,0.0,1.0,0.0,0.0,0.0
1011,delay,0.0,0.0,1.0,1.0,1.0
1012,delete,0.0,5.0,2.0,2.0,2.0
1013,deleted,0.0,0.0,2.0,2.0,2.0
1014,deliberately,0.0,0.0,1.0,1.0,1.0
1015,delicate,0.0,1.0,0.0,0.0,0.0
1016,deliver,0.0,4.0,0.0,0.0,0.0
1017,delivered,0.0,0.0,1.0,1.0,1.0
1018,delivering,0.0,6.0,0.0,0.0,0.0
1019,delivers,0.0,2.0,5.0,5.0,5.0
1020,delivery,0.0,2.0,2.0,2.0,2.0
1021,demographic,0.0,1.0,0.0,0.0,0.0
1022,demonstrate,0.0,2.0,0.0,0.0,0.0
1023,denial,0.0,1.0,1.0,1.0,1.0
1024,department,0.0,9.0,2.0,2.0,2.0
1025,depend,0.0,1.0,0.0,0.0,0.0
1026,dependent,0.0,0.0,1.0,1.0,1.0
1027,depending,0.0,2.0,1.0,1.0,1.0
1028,depo,0.0,2.0,1.0,1.0,1.0
1029,deputy,0.0,1.0,0.0,0.0,0.0
1030,derivative,0.0,1.0,0.0,0.0,0.0
1031,derived,0.0,1.0,0.0,0.0,0.0
1032,describe,0.0,1.0,0.0,0.0,0.0
1033,described,0.0,6.0,0.0,0.0,0.0
1034,describes,0.0,3.0,0.0,0.0,0.0
1035,description,0.0,1.0,4.0,4.0,4.0
1036,deseamos,0.0,0.0,1.0,1.0,1.0
1037,deserve,0.0,2.0,1.0,1.0,1.0
1038,deserves,0.0,0.0,1.0,1.0,1.0
1039,designate,0.0,1.0,0.0,0.0,0.0
1040,designed,0.0,14.0,0.0,0.0,0.0
1041,designing,0.0,1.0,0.0,0.0,0.0
1042,desired,0.0,6.0,0.0,0.0,0.0
1043,desk,0.0,1.0,0.0,0.0,0.0
1044,despair,0.0,1.0,0.0,0.0,0.0
1045,destroys,0.0,3.0,0.0,0.0,0.0
1046,detail,0.0,4.0,0.0,0.0,0.0
1047,details,0.0,2.0,4.0,4.0,4.0
1048,detection,0.0,2.0,0.0,0.0,0.0
1049,determine,0.0,5.0,0.0,0.0,0.0
1050,dev,0.0,3.0,0.0,0.0,0.0
1051,develop,0.0,2.0,0.0,0.0,0.0
1052,developed,0.0,1.0,0.0,0.0,0.0
1053,developing,0.0,5.0,0.0,0.0,0.0
1054,development,0.0,14.0,18.0,18.0,18.0
1055,developmentadvocates,0.0,1.0,0.0,0.0,0.0
1056,developmentour,0.0,1.0,0.0,0.0,0.0
1057,develops,0.0,1.0,0.0,0.0,0.0
1058,device,0.0,2.0,1.0,1.0,1.0
1059,devices,0.0,1.0,0.0,0.0,0.0
1060,dexter,0.0,1.0,0.0,0.0,0.0
1061,dhhs,0.0,4.0,0.0,0.0,0.0
1062,diafragma,0.0,0.0,2.0,2.0,2.0
1063,diagnosed,0.0,1.0,0.0,0.0,0.0
1064,diagnosis,0.0,2.0,0.0,0.0,0.0
1065,dial,0.0,1.0,0.0,0.0,0.0
1066,diaphragm,0.0,0.0,1.0,1.0,1.0
1067,diary,0.0,1.0,0.0,0.0,0.0
1068,did,0.0,4.0,3.0,3.0,3.0
1069,dies,0.0,1.0,0.0,0.0,0.0
1070,diferentes,0.0,0.0,1.0,1.0,1.0
1071,diffdays,0.0,2.0,0.0,0.0,0.0
1072,difference,0.0,2.0,0.0,0.0,0.0
1073,different,0.0,5.0,5.0,5.0,5.0
1074,differing,0.0,1.0,0.0,0.0,0.0
1075,difficult,0.0,0.0,1.0,1.0,1.0
1076,difficulty,0.0,1.0,0.0,0.0,0.0
1077,digital,0.0,3.0,9.0,9.0,9.0
1078,dilated,0.0,1.0,0.0,0.0,0.0
1079,dimes,0.0,1.0,0.0,0.0,0.0
