,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6
413,caring,0.0,5.0,0.0,0.0,0.0,0.0,0.0
414,carried,0.0,1.0,0.0,0.0,0.0,0.0,0.0
415,cart,0.0,0.0,0.0,11.0,0.0,11.0,0.0
416,case,0.0,2.0,0.0,4.0,0.0,4.0,0.0
417,cases,0.0,4.0,0.0,0.0,0.0,0.0,0.0
418,cash,0.0,0.0,0.0,1.0,0.0,1.0,0.0
419,cat's,0.0,0.0,0.0,1.0,0.0,1.0,0.0
420,catamaran,0.0,0.0,0.0,1.0,0.0,1.0,0.0
421,catch,0.0,1.0,0.0,2.0,0.0,2.0,0.0
422,categories,0.0,0.0,0.0,1.0,0.0,1.0,0.0
423,catholic,0.0,4.0,0.0,0.0,0.0,0.0,0.0
424,cause,0.0,27.0,0.0,0.0,0.0,0.0,0.0
425,causes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
426,causescampaigns,0.0,1.0,0.0,0.0,0.0,0.0,0.0
427,causescancerchild,0.0,1.0,0.0,0.0,0.0,0.0,0.0
428,cba,0.0,0.0,0.0,1.0,0.0,1.0,0.0
429,cctext,0.0,0.0,0.0,1.0,0.0,1.0,0.0
430,celebrating,0.0,1.0,0.0,0.0,0.0,0.0,0.0
431,cell,0.0,2.0,0.0,0.0,0.0,0.0,0.0
432,center,0.0,241.0,0.0,34.0,0.0,36.0,0.0
433,center's,0.0,2.0,0.0,0.0,0.0,0.0,0.0
434,centerdartmouth,0.0,1.0,0.0,0.0,0.0,0.0,0.0
435,centered,0.0,0.0,0.0,1.0,0.0,1.0,0.0
436,centergroupsaboutcreate,0.0,1.0,0.0,1.0,0.0,1.0,0.0
437,centermedical,0.0,1.0,0.0,0.0,0.0,0.0,0.0
438,centerprivacy,0.0,1.0,0.0,1.0,0.0,1.0,0.0
439,centers,0.0,3.0,0.0,6.0,0.0,6.0,0.0
440,centerways,0.0,1.0,0.0,0.0,0.0,0.0,0.0
441,center—and,0.0,1.0,0.0,0.0,0.0,0.0,0.0
442,center—in,0.0,1.0,0.0,0.0,0.0,0.0,0.0
443,center—the,0.0,1.0,0.0,0.0,0.0,0.0,0.0
444,central,0.0,7.0,0.0,6.0,0.0,6.0,0.0
445,certain,0.0,2.0,0.0,0.0,0.0,0.0,0.0
446,certification,0.0,8.0,0.0,0.0,0.0,0.0,0.0
447,cervical,0.0,3.0,0.0,3.0,0.0,3.0,0.0
448,cessation,0.0,0.0,0.0,1.0,0.0,1.0,0.0
449,chad,0.0,7.0,0.0,0.0,0.0,0.0,0.0
450,challenges,0.0,1.0,0.0,0.0,0.0,0.0,0.0
451,challenging,0.0,0.0,0.0,1.0,0.0,1.0,0.0
452,champion,0.0,1.0,0.0,0.0,0.0,0.0,0.0
453,championship,0.0,2.0,0.0,0.0,0.0,0.0,0.0
454,chance,0.0,1.0,0.0,0.0,0.0,0.0,0.0
455,change,0.0,3.0,0.0,12.0,0.0,12.0,0.0
456,changed,0.0,24.0,0.0,1.0,0.0,1.0,0.0
457,changes,0.0,0.0,0.0,2.0,0.0,2.0,0.0
458,changing,0.0,1.0,0.0,0.0,0.0,0.0,0.0
459,channel,0.0,1.0,0.0,4.0,0.0,4.0,0.0
460,chaplain,0.0,1.0,0.0,0.0,0.0,0.0,0.0
461,chapter,0.0,1.0,0.0,0.0,0.0,0.0,0.0
462,characteristic,0.0,1.0,0.0,0.0,0.0,0.0,0.0
463,charge,0.0,1.0,0.0,1.0,0.0,1.0,0.0
464,charges,0.0,18.0,0.0,0.0,0.0,0.0,0.0
465,charging,0.0,0.0,0.0,1.0,0.0,1.0,0.0
466,charity,0.0,1.0,0.0,0.0,0.0,0.0,0.0
467,charles,0.0,2.0,0.0,0.0,0.0,0.0,0.0
468,chart,0.0,0.0,0.0,2.0,0.0,0.0,0.0
469,chatbot,0.0,0.0,0.0,3.0,0.0,3.0,0.0
470,check,0.0,6.0,0.0,10.0,0.0,10.0,0.0
471,checkbox,0.0,0.0,0.0,10.0,0.0,10.0,0.0
472,checkboxes,0.0,0.0,0.0,5.0,0.0,5.0,0.0
473,checked,0.0,0.0,0.0,2.0,0.0,2.0,0.0
474,checking,0.0,0.0,0.0,0.0,0.0,2.0,0.0
475,cheshire,0.0,14.0,0.0,0.0,0.0,0.0,0.0
476,chief,0.0,2.0,0.0,12.0,0.0,12.0,0.0
477,child,0.0,5.0,0.0,0.0,0.0,0.0,0.0
478,childcare,0.0,2.0,0.0,3.0,0.0,3.0,0.0
479,children,0.0,1.0,0.0,2.0,0.0,2.0,0.0
480,children's,0.0,2.0,0.0,0.0,0.0,0.0,0.0
481,children'sheart,0.0,1.0,0.0,0.0,0.0,0.0,0.0
482,children’s,0.0,6.0,0.0,0.0,0.0,0.0,0.0
483,chile,0.0,1.0,0.0,0.0,0.0,0.0,0.0
484,china,0.0,2.0,0.0,0.0,0.0,0.0,0.0
485,chirp,0.0,0.0,0.0,1.0,0.0,1.0,0.0
486,choice,0.0,4.0,0.0,1.0,0.0,1.0,0.0
487,choices,0.0,1.0,0.0,0.0,0.0,0.0,0.0
488,choicestermshelpcontact,0.0,1.0,0.0,1.0,0.0,1.0,0.0
489,choose,0.0,12.0,0.0,51.0,0.0,51.0,0.0
490,choosing,0.0,1.0,0.0,2.0,0.0,2.0,0.0
491,christmas,0.0,0.0,0.0,3.0,0.0,3.0,0.0
492,chunk,0.0,23.0,0.0,0.0,0.0,0.0,0.0
493,cigna,0.0,0.0,0.0,1.0,0.0,1.0,0.0
494,cigna’s,0.0,1.0,0.0,0.0,0.0,0.0,0.0
495,circle,0.0,1.0,0.0,8.0,0.0,8.0,0.0
496,circleplanned,0.0,1.0,0.0,0.0,0.0,0.0,0.0
497,citizen,0.0,0.0,0.0,1.0,0.0,1.0,0.0
498,city,0.0,0.0,0.0,15.0,0.0,13.0,0.0
499,claims,0.0,1.0,0.0,0.0,0.0,0.0,0.0
500,claremont,0.0,0.0,0.0,1.0,0.0,1.0,0.0
501,class,0.0,3.0,0.0,4.0,0.0,4.0,0.0
502,classes,0.0,58.0,0.0,2.0,0.0,2.0,0.0
503,classroom,0.0,1.0,0.0,0.0,0.0,0.0,0.0
504,clean,0.0,0.0,0.0,3.0,0.0,3.0,0.0
505,cleanbadfirstname,0.0,0.0,0.0,1.0,0.0,1.0,0.0
506,cleanbadlastname,0.0,0.0,0.0,1.0,0.0,1.0,0.0
507,cleanbadword,0.0,0.0,0.0,1.0,0.0,1.0,0.0
508,click,0.0,4.0,0.0,10.0,0.0,5.0,0.0
509,clicking,0.0,0.0,0.0,10.0,0.0,8.0,0.0
510,clicks,0.0,0.0,0.0,1.0,0.0,1.0,0.0
511,client,0.0,0.0,0.0,1.0,0.0,1.0,0.0
512,clientid,0.0,0.0,0.0,1.0,0.0,1.0,0.0
513,clinic,0.0,7.0,0.0,5.0,0.0,5.0,0.0
514,clinical,0.0,43.0,0.0,0.0,0.0,0.0,0.0
515,clinicians,0.0,3.0,0.0,0.0,0.0,0.0,0.0
516,clinics,0.0,126.0,0.0,0.0,0.0,0.0,0.0
517,close,0.0,3.0,0.0,1.0,0.0,1.0,0.0
518,closed,0.0,2.0,0.0,7.0,0.0,8.0,0.0
519,closely,0.0,1.0,0.0,1.0,0.0,1.0,0.0
520,closing,0.0,2.0,0.0,0.0,0.0,0.0,0.0
521,cme,0.0,2.0,0.0,0.0,0.0,0.0,0.0
522,coast,0.0,0.0,0.0,3.0,0.0,3.0,0.0
523,code,0.0,23.0,0.0,28.0,0.0,26.0,0.0
524,coding,0.0,4.0,0.0,0.0,0.0,0.0,0.0
525,coitus,0.0,0.0,0.0,2.0,0.0,2.0,0.0
526,cold,0.0,1.0,0.0,0.0,0.0,0.0,0.0
527,collaborate,0.0,1.0,0.0,0.0,0.0,0.0,0.0
528,collaborating,0.0,2.0,0.0,0.0,0.0,0.0,0.0
529,collaboration,0.0,1.0,0.0,0.0,0.0,0.0,0.0
530,collection,0.0,0.0,0.0,1.0,0.0,1.0,0.0
531,college,0.0,1.0,0.0,0.0,0.0,0.0,0.0
532,colombia,0.0,1.0,0.0,0.0,0.0,0.0,0.0
533,colonoscopy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
534,color,0.0,0.0,0.0,20.0,0.0,20.0,0.0
535,columbia,0.0,0.0,0.0,3.0,0.0,3.0,0.0
536,combine,0.0,1.0,0.0,0.0,0.0,0.0,0.0
537,come,0.0,0.0,0.0,6.0,0.0,6.0,0.0
538,comes,0.0,2.0,0.0,2.0,0.0,2.0,0.0
539,comfort,0.0,2.0,0.0,0.0,0.0,0.0,0.0
540,comfortable,0.0,1.0,0.0,0.0,0.0,0.0,0.0
541,coming,0.0,2.0,0.0,3.0,0.0,3.0,0.0
542,commenting,0.0,0.0,0.0,0.0,0.0,2.0,0.0
543,comments,0.0,2.0,0.0,2.0,0.0,2.0,0.0
544,commission,0.0,1.0,0.0,0.0,0.0,0.0,0.0
545,commit,0.0,1.0,0.0,0.0,0.0,0.0,0.0
546,commitment,0.0,18.0,0.0,1.0,0.0,1.0,0.0
547,commitments,0.0,1.0,0.0,0.0,0.0,0.0,0.0
548,committed,0.0,11.0,0.0,0.0,0.0,0.0,0.0
549,committee,0.0,0.0,0.0,2.0,0.0,2.0,0.0
550,committees,0.0,0.0,0.0,1.0,0.0,1.0,0.0
551,common,0.0,0.0,0.0,1.0,0.0,1.0,0.0
552,communicate,0.0,2.0,0.0,0.0,0.0,0.0,0.0
553,communicates,0.0,1.0,0.0,0.0,0.0,0.0,0.0
554,communication,0.0,4.0,0.0,0.0,0.0,0.0,0.0
555,communicationen,0.0,0.0,0.0,1.0,0.0,1.0,0.0
556,communications,0.0,1.0,0.0,3.0,0.0,3.0,0.0
557,communities,0.0,3.0,0.0,1.0,0.0,1.0,0.0
558,community,0.0,18.0,0.0,1.0,0.0,1.0,0.0
559,company,0.0,1.0,0.0,2.0,0.0,2.0,0.0
560,compare,0.0,0.0,0.0,1.0,0.0,1.0,0.0
561,compartir,0.0,1.0,0.0,0.0,0.0,0.0,0.0
562,compassionate,0.0,7.0,0.0,0.0,0.0,0.0,0.0
563,compensation,0.0,3.0,0.0,0.0,0.0,0.0,0.0
564,competent,0.0,1.0,0.0,0.0,0.0,0.0,0.0
565,competitive,0.0,3.0,0.0,0.0,0.0,0.0,0.0
566,complete,0.0,7.0,0.0,1.0,0.0,1.0,0.0
567,completion,0.0,3.0,0.0,0.0,0.0,0.0,0.0
568,compliance,0.0,0.0,0.0,1.0,0.0,1.0,0.0
569,component,0.0,1.0,0.0,0.0,0.0,0.0,0.0
570,components,0.0,1.0,0.0,1.0,0.0,1.0,0.0
571,comprehensive,0.0,8.0,0.0,0.0,0.0,0.0,0.0
572,computer,0.0,2.0,0.0,0.0,0.0,0.0,0.0
573,concepts,0.0,1.0,0.0,0.0,0.0,0.0,0.0
574,concern,0.0,2.0,0.0,0.0,0.0,0.0,0.0
575,concerned,0.0,2.0,0.0,0.0,0.0,0.0,0.0
576,concerns,0.0,1.0,0.0,0.0,0.0,0.0,0.0
577,concord,0.0,5.0,0.0,0.0,0.0,0.0,0.0
578,conditions,0.0,3.0,0.0,0.0,0.0,0.0,0.0
579,condolences,0.0,0.0,0.0,1.0,0.0,1.0,0.0
580,condom,0.0,0.0,0.0,8.0,0.0,8.0,0.0
581,condoms,0.0,0.0,0.0,1.0,0.0,1.0,0.0
582,conducted,0.0,1.0,0.0,0.0,0.0,0.0,0.0
583,conducting,0.0,1.0,0.0,0.0,0.0,0.0,0.0
584,condón,0.0,0.0,0.0,5.0,0.0,5.0,0.0
585,conferencesfinanceoffice,0.0,0.0,0.0,1.0,0.0,1.0,0.0
586,conferencesnyc,0.0,0.0,0.0,1.0,0.0,1.0,0.0
587,confidential,0.0,1.0,0.0,4.0,0.0,4.0,0.0
588,confidentiality,0.0,0.0,0.0,1.0,0.0,1.0,0.0
589,confidently,0.0,1.0,0.0,0.0,0.0,0.0,0.0
590,configurable,0.0,46.0,0.0,0.0,0.0,0.0,0.0
591,configuration,0.0,69.0,0.0,0.0,0.0,0.0,0.0
592,conflict,0.0,1.0,0.0,0.0,0.0,0.0,0.0
593,confront,0.0,0.0,0.0,2.0,0.0,2.0,0.0
594,confuse,0.0,0.0,0.0,1.0,0.0,1.0,0.0
595,congressional,0.0,0.0,0.0,1.0,0.0,1.0,0.0
596,conifer,0.0,3.0,0.0,0.0,0.0,0.0,0.0
597,connect,0.0,28.0,0.0,1.0,0.0,1.0,0.0
598,connected,0.0,3.0,0.0,0.0,0.0,0.0,0.0
599,connecticut,0.0,4.0,0.0,0.0,0.0,0.0,0.0
600,connection,0.0,5.0,0.0,3.0,0.0,3.0,0.0
601,connections,0.0,2.0,0.0,0.0,0.0,0.0,0.0
602,consent,0.0,0.0,0.0,7.0,0.0,7.0,0.0
603,consequences,0.0,23.0,0.0,0.0,0.0,0.0,0.0
604,consider,0.0,0.0,0.0,1.0,0.0,1.0,0.0
605,considerate,0.0,1.0,0.0,0.0,0.0,0.0,0.0
606,consideration,0.0,1.0,0.0,2.0,0.0,2.0,0.0
607,considering,0.0,0.0,0.0,1.0,0.0,1.0,0.0
608,consist,0.0,3.0,0.0,0.0,0.0,0.0,0.0
609,consolidated,0.0,0.0,0.0,1.0,0.0,1.0,0.0
610,const,0.0,0.0,0.0,26.0,0.0,24.0,0.0
611,constantly,0.0,4.0,0.0,0.0,0.0,0.0,0.0
612,constitute,0.0,0.0,0.0,1.0,0.0,1.0,0.0
613,constitutional,0.0,0.0,0.0,1.0,0.0,1.0,0.0
614,consultation,0.0,1.0,0.0,0.0,0.0,0.0,0.0
615,contact,0.0,71.0,0.0,35.0,0.0,33.0,0.0
616,contacts,0.0,2.0,0.0,0.0,0.0,0.0,0.0
617,contain,0.0,1.0,0.0,2.0,0.0,2.0,0.0
618,contains,0.0,48.0,0.0,0.0,0.0,1.0,0.0
619,content,0.0,23.0,0.0,12.0,0.0,11.0,0.0
620,contents,0.0,0.0,0.0,1.0,0.0,1.0,0.0
621,context,0.0,23.0,0.0,0.0,0.0,0.0,0.0
622,contextmenu,0.0,0.0,0.0,1.0,0.0,1.0,0.0
623,continual,0.0,1.0,0.0,0.0,0.0,0.0,0.0
624,continue,0.0,4.0,0.0,1.0,0.0,1.0,0.0
625,continued,0.0,1.0,0.0,0.0,0.0,0.0,0.0
626,continues,0.0,2.0,0.0,0.0,0.0,0.0,0.0
627,continuing,0.0,7.0,0.0,0.0,0.0,0.0,0.0
628,continuous,0.0,1.0,0.0,4.0,0.0,4.0,0.0
629,continuously,0.0,2.0,0.0,0.0,0.0,0.0,0.0
630,contraception,0.0,0.0,0.0,18.0,0.0,18.0,0.0
631,contraceptive,0.0,2.0,0.0,1.0,0.0,1.0,0.0
632,contracted,0.0,0.0,0.0,1.0,0.0,1.0,0.0
633,contracts,0.0,0.0,0.0,1.0,0.0,1.0,0.0
634,contribute,0.0,1.0,0.0,0.0,0.0,0.0,0.0
635,contribution,0.0,0.0,0.0,6.0,0.0,6.0,0.0
636,contributions,0.0,0.0,0.0,1.0,0.0,1.0,0.0
637,control,0.0,2.0,0.0,63.0,0.0,61.0,0.0
638,controlarnos,0.0,0.0,0.0,1.0,0.0,1.0,0.0
639,controlnav,0.0,3.0,0.0,0.0,0.0,0.0,0.0
640,controlnavbutton,0.0,1.0,0.0,0.0,0.0,0.0,0.0
641,controlreproductive,0.0,0.0,0.0,1.0,0.0,1.0,0.0
642,convenient,0.0,0.0,0.0,2.0,0.0,2.0,0.0
643,cookie,0.0,0.0,0.0,2.0,0.0,2.0,0.0
644,cookiebanner,0.0,0.0,0.0,1.0,0.0,1.0,0.0
645,cookies,0.0,1.0,0.0,1.0,0.0,1.0,0.0
646,copay,0.0,0.0,0.0,1.0,0.0,1.0,0.0
647,copies,0.0,1.0,0.0,1.0,0.0,0.0,0.0
648,copy,0.0,4.0,0.0,4.0,0.0,4.0,0.0
649,copycat,0.0,0.0,0.0,2.0,0.0,2.0,0.0
650,copying,0.0,1.0,0.0,1.0,0.0,1.0,0.0
651,copyright,0.0,24.0,0.0,1.0,0.0,1.0,0.0
652,core,0.0,1.0,0.0,0.0,0.0,0.0,0.0
653,corporate,0.0,0.0,0.0,1.0,0.0,1.0,0.0
654,correct,0.0,0.0,0.0,2.0,0.0,2.0,0.0
655,correctly,0.0,0.0,0.0,1.0,0.0,1.0,0.0
656,corresponding,0.0,0.0,0.0,3.0,0.0,3.0,0.0
657,cost,0.0,0.0,0.0,3.0,0.0,3.0,0.0
658,costa,0.0,1.0,0.0,0.0,0.0,0.0,0.0
659,costs,0.0,0.0,0.0,1.0,0.0,1.0,0.0
660,cotton,0.0,4.0,0.0,0.0,0.0,0.0,0.0
661,cough,0.0,1.0,0.0,0.0,0.0,0.0,0.0
662,could,0.0,2.0,0.0,4.0,0.0,4.0,0.0
663,couldn't,0.0,0.0,0.0,17.0,0.0,15.0,0.0
664,council,0.0,14.0,0.0,0.0,0.0,0.0,0.0
665,counsel,0.0,0.0,0.0,5.0,0.0,5.0,0.0
666,counselhybridoffice,0.0,0.0,0.0,1.0,0.0,1.0,0.0
667,counseling,0.0,5.0,0.0,2.0,0.0,2.0,0.0
668,counseloffice,0.0,0.0,0.0,1.0,0.0,1.0,0.0
669,coupon,0.0,0.0,0.0,1.0,0.0,1.0,0.0
670,course,0.0,4.0,0.0,0.0,0.0,0.0,0.0
671,courses,0.0,7.0,0.0,0.0,0.0,0.0,0.0
672,court,0.0,4.0,0.0,3.0,0.0,3.0,0.0
673,courtesy,0.0,0.0,0.0,1.0,0.0,1.0,0.0
674,courts,0.0,0.0,0.0,1.0,0.0,1.0,0.0
675,cover,0.0,2.0,0.0,1.0,0.0,1.0,0.0
676,coverage,0.0,2.0,0.0,5.0,0.0,5.0,0.0
677,covered,0.0,1.0,0.0,5.0,0.0,5.0,0.0
678,covering,0.0,1.0,0.0,0.0,0.0,0.0,0.0
679,create,0.0,4.0,0.0,5.0,0.0,5.0,0.0
680,created,0.0,0.0,0.0,1.0,0.0,1.0,0.0
681,creates,0.0,2.0,0.0,0.0,0.0,0.0,0.0
682,creating,0.0,2.0,0.0,0.0,0.0,0.0,0.0
683,creation,0.0,1.0,0.0,0.0,0.0,0.0,0.0
684,creative,0.0,1.0,0.0,0.0,0.0,0.0,0.0
685,credit,0.0,4.0,0.0,2.0,0.0,2.0,0.0
686,critical,0.0,4.0,0.0,0.0,0.0,0.0,0.0
687,croatia,0.0,1.0,0.0,0.0,0.0,0.0,0.0
688,cross,0.0,0.0,0.0,2.0,0.0,2.0,0.0
689,css,0.0,0.0,0.0,0.0,0.0,1.0,0.0
690,cta,0.0,0.0,0.0,17.0,0.0,15.0,0.0
691,ctas,0.0,0.0,0.0,17.0,0.0,15.0,0.0
692,cultural,0.0,4.0,0.0,0.0,0.0,0.0,0.0
693,culturally,0.0,1.0,0.0,0.0,0.0,0.0,0.0
694,culture,0.0,14.0,0.0,6.0,0.0,6.0,0.0
695,currency,0.0,0.0,0.0,4.0,0.0,4.0,0.0
696,current,0.0,6.0,0.0,12.0,0.0,12.0,0.0
697,currentemailerror,0.0,0.0,0.0,1.0,0.0,1.0,0.0
698,currentgiftamount,0.0,0.0,0.0,4.0,0.0,4.0,0.0
699,currently,0.0,0.0,0.0,3.0,0.0,4.0,0.0
700,currentqs,0.0,0.0,0.0,2.0,0.0,2.0,0.0
701,custom,0.0,0.0,0.0,10.0,0.0,10.0,0.0
702,customer,0.0,0.0,0.0,1.0,0.0,1.0,0.0
703,cycles,0.0,0.0,0.0,1.0,0.0,1.0,0.0
704,cystic,0.0,1.0,0.0,0.0,0.0,0.0,0.0
705,czech,0.0,1.0,0.0,0.0,0.0,0.0,0.0
706,cómo,0.0,0.0,0.0,2.0,0.0,2.0,0.0
707,dame,0.0,4.0,0.0,0.0,0.0,0.0,0.0
708,dangerous,0.0,1.0,0.0,0.0,0.0,0.0,0.0
709,dartmouth,0.0,449.0,0.0,0.0,0.0,0.0,0.0
710,dashboard,0.0,0.0,0.0,0.0,0.0,1.0,0.0
711,data,0.0,1.0,0.0,15.0,0.0,18.0,0.0
712,datalayer,0.0,0.0,0.0,8.0,0.0,8.0,0.0
713,date,0.0,0.0,0.0,1.0,0.0,1.0,0.0
714,day,0.0,17.0,0.0,21.0,0.0,19.0,0.0
715,days,0.0,13.0,0.0,2.0,0.0,2.0,0.0
716,day®,0.0,2.0,0.0,0.0,0.0,0.0,0.0
717,dcoffice,0.0,0.0,0.0,7.0,0.0,7.0,0.0
718,dcteamallfederation,0.0,0.0,0.0,1.0,0.0,1.0,0.0
719,dead,0.0,0.0,0.0,1.0,0.0,1.0,0.0
720,deal,0.0,0.0,0.0,5.0,0.0,5.0,0.0
721,debit,0.0,1.0,0.0,0.0,0.0,0.0,0.0
722,debugmode,0.0,1.0,0.0,0.0,0.0,0.0,0.0
723,december,0.0,2.0,0.0,0.0,0.0,0.0,0.0
724,decide,0.0,0.0,0.0,1.0,0.0,1.0,0.0
725,decidirte,0.0,0.0,0.0,1.0,0.0,1.0,0.0
726,decision,0.0,2.0,0.0,0.0,0.0,0.0,0.0
727,decisions,0.0,2.0,0.0,1.0,0.0,1.0,0.0
728,declared,0.0,0.0,0.0,1.0,0.0,1.0,0.0
729,declined,0.0,0.0,0.0,1.0,0.0,1.0,0.0
730,decor,0.0,0.0,0.0,1.0,0.0,1.0,0.0
731,dedicated,0.0,2.0,0.0,0.0,0.0,0.0,0.0
732,deductible,0.0,1.0,0.0,0.0,0.0,0.0,0.0
733,deduction,0.0,0.0,0.0,2.0,0.0,2.0,0.0
734,deepest,0.0,0.0,0.0,1.0,0.0,1.0,0.0
735,deeply,0.0,1.0,0.0,0.0,0.0,0.0,0.0
736,default,0.0,0.0,0.0,29.0,0.0,29.0,0.0
737,defaultms,0.0,0.0,0.0,1.0,0.0,1.0,0.0
738,defaults,0.0,0.0,0.0,2.0,0.0,2.0,0.0
739,defeat,0.0,0.0,0.0,1.0,0.0,1.0,0.0
740,defend,0.0,0.0,0.0,2.0,0.0,2.0,0.0
741,define,0.0,1.0,0.0,1.0,0.0,1.0,0.0
742,defined,0.0,1.0,0.0,0.0,0.0,0.0,0.0
743,degree,0.0,2.0,0.0,0.0,0.0,0.0,0.0
744,delay,0.0,0.0,0.0,1.0,0.0,1.0,0.0
745,delete,0.0,23.0,0.0,2.0,0.0,2.0,0.0
746,deleted,0.0,2.0,0.0,2.0,0.0,2.0,0.0
747,deletions,0.0,1.0,0.0,0.0,0.0,0.0,0.0
748,deliberately,0.0,0.0,0.0,1.0,0.0,1.0,0.0
749,delivered,0.0,0.0,0.0,1.0,0.0,1.0,0.0
750,delivering,0.0,2.0,0.0,0.0,0.0,0.0,0.0
751,delivers,0.0,0.0,0.0,5.0,0.0,5.0,0.0
752,delivery,0.0,1.0,0.0,2.0,0.0,2.0,0.0
753,demonstrate,0.0,1.0,0.0,0.0,0.0,0.0,0.0
754,demonstrates,0.0,1.0,0.0,0.0,0.0,0.0,0.0
755,denial,0.0,0.0,0.0,1.0,0.0,1.0,0.0
756,denier,0.0,2.0,0.0,0.0,0.0,0.0,0.0
757,denmark,0.0,1.0,0.0,0.0,0.0,0.0,0.0
758,dental,0.0,1.0,0.0,0.0,0.0,0.0,0.0
759,department,0.0,4.0,0.0,2.0,0.0,2.0,0.0
760,departments,0.0,8.0,0.0,0.0,0.0,0.0,0.0
761,dependent,0.0,23.0,0.0,1.0,0.0,1.0,0.0
762,depending,0.0,1.0,0.0,1.0,0.0,1.0,0.0
763,depo,0.0,0.0,0.0,1.0,0.0,1.0,0.0
764,derry,0.0,0.0,0.0,1.0,0.0,1.0,0.0
765,describe,0.0,2.0,0.0,0.0,0.0,0.0,0.0
766,described,0.0,1.0,0.0,0.0,0.0,0.0,0.0
767,describes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
768,description,0.0,0.0,0.0,4.0,0.0,4.0,0.0
769,descriptions,0.0,1.0,0.0,0.0,0.0,0.0,0.0
770,deseamos,0.0,0.0,0.0,1.0,0.0,1.0,0.0
771,deserve,0.0,0.0,0.0,1.0,0.0,1.0,0.0
772,deserves,0.0,0.0,0.0,1.0,0.0,1.0,0.0
773,design,0.0,1.0,0.0,0.0,0.0,0.0,0.0
774,designed,0.0,2.0,0.0,0.0,0.0,0.0,0.0
775,desk,0.0,3.0,0.0,0.0,0.0,0.0,0.0
776,desktopmenu,0.0,1.0,0.0,0.0,0.0,0.0,0.0
777,detailed,0.0,2.0,0.0,0.0,0.0,0.0,0.0
778,details,0.0,1.0,0.0,4.0,0.0,3.0,0.0
779,detected,0.0,23.0,0.0,0.0,0.0,0.0,0.0
780,determinants,0.0,6.0,0.0,0.0,0.0,0.0,0.0
781,determine,0.0,1.0,0.0,0.0,0.0,0.0,0.0
782,develop,0.0,5.0,0.0,0.0,0.0,0.0,0.0
783,developed,0.0,1.0,0.0,0.0,0.0,0.0,0.0
784,developers,0.0,1.0,0.0,0.0,0.0,0.0,0.0
785,developing,0.0,3.0,0.0,0.0,0.0,0.0,0.0
786,development,0.0,69.0,0.0,19.0,0.0,18.0,0.0
787,device,0.0,1.0,0.0,1.0,0.0,1.0,0.0
788,dhapps,0.0,1.0,0.0,0.0,0.0,0.0,0.0
789,dhhs,0.0,0.0,0.0,1.0,0.0,1.0,0.0
790,dhmc,0.0,83.0,0.0,0.0,0.0,0.0,0.0
791,diafragma,0.0,0.0,0.0,2.0,0.0,2.0,0.0
792,diagnosis,0.0,7.0,0.0,0.0,0.0,0.0,0.0
793,diana,0.0,4.0,0.0,0.0,0.0,0.0,0.0
794,diaper,0.0,1.0,0.0,0.0,0.0,0.0,0.0
795,diaphragm,0.0,0.0,0.0,1.0,0.0,1.0,0.0
796,did,0.0,0.0,0.0,3.0,0.0,3.0,0.0
797,diferentes,0.0,0.0,0.0,1.0,0.0,1.0,0.0
798,difference,0.0,2.0,0.0,0.0,0.0,0.0,0.0
799,differences,0.0,1.0,0.0,0.0,0.0,0.0,0.0
800,different,0.0,5.0,0.0,5.0,0.0,5.0,0.0
801,difficult,0.0,1.0,0.0,1.0,0.0,1.0,0.0
802,digital,0.0,1.0,0.0,9.0,0.0,9.0,0.0
803,direct,0.0,0.0,0.0,5.0,0.0,5.0,0.0
804,directed,0.0,0.0,0.0,9.0,0.0,8.0,0.0
805,directions,0.0,6.0,0.0,1.0,0.0,1.0,0.0
806,directives,0.0,2.0,0.0,0.0,0.0,0.0,0.0
807,directly,0.0,0.0,0.0,3.0,0.0,3.0,0.0
808,director,0.0,4.0,0.0,0.0,0.0,0.0,0.0
809,directoryeventsfeatured,0.0,1.0,0.0,0.0,0.0,0.0,0.0
810,disabilities,0.0,1.0,0.0,0.0,0.0,0.0,0.0
811,disability,0.0,3.0,0.0,0.0,0.0,0.0,0.0
812,disable,0.0,0.0,0.0,6.0,0.0,6.0,0.0
813,disabled,0.0,23.0,0.0,1.0,0.0,1.0,0.0
814,disabling,0.0,0.0,0.0,1.0,0.0,1.0,0.0
815,disc,0.0,2.0,0.0,0.0,0.0,0.0,0.0
816,disclose,0.0,1.0,0.0,0.0,0.0,0.0,0.0
817,disclosure,0.0,1.0,0.0,0.0,0.0,0.0,0.0
818,discount,0.0,0.0,0.0,1.0,0.0,1.0,0.0
819,discounted,0.0,1.0,0.0,3.0,0.0,3.0,0.0
820,discounts,0.0,1.0,0.0,2.0,0.0,2.0,0.0
821,discover,0.0,3.0,0.0,0.0,0.0,0.0,0.0
822,discrete,0.0,0.0,0.0,1.0,0.0,1.0,0.0
823,discriminated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
824,discuss,0.0,1.0,0.0,1.0,0.0,1.0,0.0
825,discussion,0.0,1.0,0.0,1.0,0.0,1.0,0.0
