,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6,Total7
1073,container,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
1074,containing,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,contains,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0
1076,content,7.0,7.0,0.0,5.0,8.0,0.0,24.0,25.0
1077,contents,0.0,2.0,0.0,0.0,0.0,0.0,23.0,3.0
1078,context,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
1079,contextbrand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1080,contextid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1081,contextmenu,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1082,continuación,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,continue,0.0,3.0,0.0,2.0,0.0,0.0,1.0,8.0
1084,continued,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085,continues,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,continuing,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,contraception,10.0,4.0,0.0,3.0,10.0,0.0,4.0,0.0
1088,contraceptionoriginally,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1089,contract,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0
1090,contractions,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1091,contractors,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
1092,contracts,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1093,contribute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1094,contribution,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
1095,contributions,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1096,contributors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1097,control,37.0,20.0,0.0,22.0,39.0,0.0,52.0,29.0
1098,controlarnos,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1099,controlled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1100,controlreproductive,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1101,convenience,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1102,convenient,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1103,conveniently,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1104,conversations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1105,convert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1106,converting,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1107,cookie,2.0,0.0,0.0,0.0,2.0,0.0,2.0,15.0
1108,cookiebanner,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1109,cookiedomain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1110,cookiename,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1111,cookies,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
1112,cookiesurl,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,coordinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1114,copay,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1115,cope,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,copper,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1117,copy,4.0,10.0,0.0,0.0,5.0,0.0,2.0,12.0
1118,copycat,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1119,copying,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1120,copyright,1.0,3.0,0.0,0.0,1.0,0.0,27.0,10.0
1121,core,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0
1122,corner,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
1123,coronavirus,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1124,corporate,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1125,correct,2.0,4.0,0.0,0.0,2.0,0.0,0.0,6.0
1126,corrected,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1127,correction,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,correctly,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1129,corresponding,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1130,corrupted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1131,corruption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1132,cost,0.0,9.0,0.0,2.0,0.0,0.0,5.0,6.0
1133,costs,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
1134,cotton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1135,cottonwood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,could,3.0,13.0,0.0,29.0,3.0,0.0,6.0,2.0
1137,couldn't,4.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0
1138,couldn’t,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1139,counsel,5.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0
1140,counselhybridoffice,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1141,counseling,1.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0
1142,counseloffice,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1143,counselor,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1144,counselorfront,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1145,counter,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
1146,counteracting,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1147,countries,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,country,0.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0
1149,county,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0
1150,couple,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1151,coupon,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
1152,course,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1153,court,3.0,1.0,0.0,56.0,3.0,0.0,8.0,1.0
1154,courtesy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1155,courts,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
1156,cover,2.0,0.0,0.0,0.0,1.0,0.0,184.0,12.0
1157,coverage,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1158,covered,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
1159,covering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1160,covid,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0
1161,cps,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,crafted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1163,cramping,0.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0
1164,cramps,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,cranberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1166,create,5.0,2.0,0.0,0.0,5.0,0.0,3.0,5.0
1167,created,1.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0
1168,creates,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
1169,creating,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
1170,creation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1171,creative,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
1172,credentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1173,credit,2.0,3.0,0.0,3.0,3.0,0.0,0.0,10.0
1174,credits,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,creek,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1176,cried,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1177,criminal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1178,crisis,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,critically,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1180,cross,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1181,crowded,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1182,cruzyavapaiyumaother,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,cry,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1184,csrf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
1185,csrfguard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1186,csrfobject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1187,csrfprotect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1188,csrftoken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1189,csrftokenmatch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1190,csrfvalue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1191,css,0.0,2.0,0.0,2.0,0.0,0.0,1.0,16.0
1192,cta,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
1193,ctas,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
1194,cuanto,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,culture,6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
1196,culver,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1197,cum,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1198,curettage,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1199,currency,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1200,current,7.0,1.0,0.0,2.0,8.0,0.0,2.0,7.0
1201,currentcolor,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
1202,currentemailerror,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1203,currentgiftamount,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1204,currently,1.0,13.0,0.0,6.0,1.0,0.0,3.0,1.0
1205,currentqs,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1206,currentslide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
1207,currentswipex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1208,curriculum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1209,cursivefontcssclass,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,custodial,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,custody,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,custom,10.0,3.0,0.0,0.0,10.0,0.0,0.0,16.0
1213,customer,1.0,0.0,0.0,0.0,1.0,0.0,25.0,4.0
1214,customers,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
1215,customertermsurl,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,customize,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1217,customized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1218,cwc,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,cycle,0.0,55.0,0.0,0.0,0.0,0.0,0.0,2.0
1220,cycles,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,cyclical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1222,cycling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1223,cómo,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1224,dad’s,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1225,daily,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1226,dakota,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1227,dakotanorthern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1228,damage,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
1229,damages,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0
1230,damn,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1231,dangerous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1232,dansk,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,dark,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,dashed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1235,data,15.0,10.0,0.0,0.0,15.0,0.0,0.0,23.0
1236,datalayer,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
1237,datasrc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
1238,date,2.0,100.0,0.0,7.0,2.0,0.0,2.0,9.0
1239,datepat,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,datetime,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,david,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1242,day,9.0,132.0,0.0,52.0,11.0,0.0,11.0,1.0
1243,days,1.0,78.0,0.0,2.0,2.0,0.0,12.0,2.0
1244,daysmonday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1245,dblclick,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
1246,dcapiendpoint,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,dcoffice,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
1248,dcteamallfederation,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1249,deactivate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1250,dead,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1251,deal,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1252,dealing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1253,dealt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1254,death,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0
1255,debit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1256,debounce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1257,debounced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1258,debouncing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1259,dec,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1260,decade,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1261,december,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
1262,decent,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1263,decide,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1264,decided,0.0,6.0,0.0,4.0,0.0,0.0,1.0,1.0
1265,deciding,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1266,decidirte,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1267,decision,0.0,7.0,0.0,56.0,0.0,0.0,5.0,0.0
1268,decisions,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0
1269,declared,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1270,decline,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0
1271,declined,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1272,declinereasons,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,decor,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1274,decorator,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1275,dedicate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1276,dedicated,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0
1277,dedication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1278,deduction,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1279,deemed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1280,deepest,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1281,default,29.0,0.0,0.0,1.0,29.0,0.0,1.0,11.0
1282,defaultcolorclass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1283,defaultms,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1284,defaultphonecountrycode,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,defaults,2.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0
1286,defaultsecuredomainurl,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,defeat,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1288,defects,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,defend,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1290,defending,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1291,defense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1292,deferred,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,define,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1294,defined,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,defining,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1296,definitely,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
1297,degree,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
1298,delay,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1299,delayed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1300,delegateurl,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,delete,2.0,0.0,0.0,1.0,2.0,0.0,0.0,13.0
1302,deleted,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1303,deletion,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,deliberately,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1305,deliver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1306,delivered,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1307,delivers,4.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0
1308,delivery,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1309,demanding,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1310,democrat,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1311,demographic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1312,demonstrate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,dental,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,deny,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,department,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0
1316,departments,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1317,departure,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1318,depend,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1319,dependent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1320,depending,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
1321,depict,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1322,depicted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1323,depo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1324,deprecated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1325,depressed,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1326,depression,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,derivative,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1328,derived,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1329,des,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,describe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1331,described,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1332,describes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1333,description,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1334,desde,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1335,deseamos,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1336,desert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
1337,deserve,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1338,deserves,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1339,deshawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
1340,design,0.0,14.0,0.0,1.0,0.0,0.0,55.0,0.0
1341,designations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1342,designcamelback,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1343,designcircle,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1344,designdesign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1345,designed,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0
1346,designer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0
1347,designers,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1348,designhaving,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1349,designing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1350,desired,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
1351,desk,0.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0
1352,desperate,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1353,despite,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1354,destroy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1355,destructive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1356,destructure,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,detail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1358,detailed,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1359,details,4.0,0.0,0.0,4.0,4.0,0.0,2.0,10.0
1360,detailssee,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1361,detect,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1362,detected,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
1363,detection,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
1364,deterioration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1365,determination,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,determine,0.0,14.0,0.0,1.0,0.0,0.0,1.0,6.0
1367,determined,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0
1368,determining,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0
1369,detox,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,deutsch,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,dev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1372,devastated,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
1373,develop,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
1374,developers,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1375,developing,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0
1376,development,14.0,2.0,0.0,1.0,15.0,0.0,0.0,8.0
1377,develops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1378,devereux,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,device,1.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0
1380,devices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1381,devote,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1382,dfn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1383,diabetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1384,diafragma,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1385,diagnose,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
1386,diagnosing,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,diagnosis,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
1388,dial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1389,dialogue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1390,diaper,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,diaphragm,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1392,dicision,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,did,3.0,7.0,0.0,19.0,3.0,0.0,7.0,0.0
1394,didn't,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1395,didn’t,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1396,dietary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1397,diferentes,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1398,differ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1399,difference,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0
1400,different,4.0,0.0,0.0,2.0,4.0,0.0,11.0,6.0
1401,difficult,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0
1402,difficulty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1403,digit,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,digital,9.0,0.0,0.0,1.0,9.0,0.0,3.0,1.0
1405,dignified,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1406,dilate,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1407,dilation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1408,dilators,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1409,diminishing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1410,direct,5.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0
1411,directed,4.0,1.0,0.0,5.0,5.0,0.0,0.0,2.0
1412,directing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1413,direction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1414,directions,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0
1415,directly,4.0,1.0,0.0,0.0,3.0,0.0,24.0,4.0
1416,director,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0
1417,directors,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1418,directory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1419,disabilities,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,disability,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,disable,6.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0
1422,disabled,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0
1423,disablestrs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1424,disabling,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1425,disadvantage,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1426,disaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1427,discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1428,disclaim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1429,disclaimer,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
1430,disclaims,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
