,token,Total0,Total1,Total2,Total3
630,condoms,1.0,0.0,1.0,1.0
631,conduct,1.0,0.0,0.0,0.0
632,conducted,1.0,0.0,0.0,0.0
633,condón,5.0,0.0,5.0,5.0
634,conferencesfinanceoffice,1.0,0.0,1.0,1.0
635,conferencesnyc,1.0,0.0,1.0,1.0
636,confidential,3.0,0.0,3.0,3.0
637,configured,1.0,0.0,0.0,0.0
638,configuring,1.0,0.0,0.0,0.0
639,confirmations,1.0,0.0,0.0,0.0
640,confirm”,1.0,0.0,0.0,0.0
641,confront,2.0,0.0,2.0,2.0
642,confuse,1.0,0.0,1.0,1.0
643,congressional,1.0,0.0,1.0,1.0
644,connect,1.0,0.0,1.0,1.0
645,connecting,1.0,0.0,0.0,0.0
646,connection,7.0,0.0,3.0,3.0
647,connects,1.0,0.0,0.0,0.0
648,consent,18.0,0.0,6.0,6.0
649,consenting,1.0,0.0,0.0,0.0
650,consent”,1.0,0.0,0.0,0.0
651,consider,1.0,0.0,1.0,1.0
652,consideration,2.0,0.0,2.0,2.0
653,const,21.0,0.0,14.0,14.0
654,constitute,1.0,0.0,1.0,1.0
655,constitutional,1.0,0.0,1.0,1.0
656,contact,41.0,0.0,29.0,29.0
657,contain,2.0,0.0,2.0,2.0
658,contained,1.0,0.0,0.0,0.0
659,container,1.0,0.0,0.0,0.0
660,containertohide,2.0,0.0,0.0,0.0
661,containing,1.0,0.0,0.0,0.0
662,contains,1.0,0.0,1.0,1.0
663,content,12.0,0.0,8.0,8.0
664,contextmenu,1.0,0.0,1.0,1.0
665,continue,6.0,0.0,1.0,1.0
666,continuing,1.0,0.0,0.0,0.0
667,contraception,11.0,0.0,7.0,7.0
668,contraceptive,4.0,0.0,4.0,4.0
669,contracts,1.0,0.0,1.0,1.0
670,contribution,6.0,0.0,6.0,6.0
671,contributions,1.0,0.0,1.0,1.0
672,control,45.0,0.0,33.0,32.0
673,controlarnos,1.0,0.0,1.0,1.0
674,controlreproductive,1.0,0.0,1.0,1.0
675,conversation,2.0,0.0,0.0,0.0
676,conversations,1.0,0.0,0.0,0.0
677,cookie,2.0,0.0,2.0,2.0
678,cookiebanner,1.0,0.0,1.0,1.0
679,cookies,1.0,0.0,1.0,1.0
680,coordinated,1.0,0.0,0.0,0.0
681,copay,1.0,0.0,1.0,1.0
682,copies,3.0,0.0,0.0,0.0
683,copy,10.0,0.0,4.0,4.0
684,copycat,2.0,0.0,2.0,2.0
685,copying,1.0,0.0,1.0,1.0
686,copyright,2.0,0.0,2.0,2.0
687,core,1.0,0.0,0.0,0.0
688,coronavirus,2.0,0.0,0.0,0.0
689,corporate,1.0,0.0,1.0,1.0
690,correct,4.0,0.0,2.0,2.0
691,correctly,1.0,0.0,1.0,1.0
692,corresponding,3.0,0.0,3.0,3.0
693,cost,4.0,0.0,5.0,4.0
694,costs,6.0,0.0,5.0,5.0
695,could,2.0,0.0,2.0,2.0
696,couldn't,9.0,0.0,5.0,5.0
697,council,6.0,0.0,1.0,1.0
698,counsel,5.0,0.0,5.0,5.0
699,counselhybridoffice,1.0,0.0,1.0,1.0
700,counseloffice,1.0,0.0,1.0,1.0
701,count,1.0,0.0,0.0,0.0
702,countries,1.0,0.0,1.0,1.0
703,coupon,1.0,0.0,1.0,1.0
704,court,3.0,0.0,3.0,3.0
705,courts,1.0,0.0,1.0,1.0
706,cover,3.0,0.0,2.0,2.0
707,coverage,8.0,0.0,5.0,4.0
708,covered,2.0,0.0,1.0,1.0
709,covering,1.0,0.0,1.0,1.0
710,cpt,5.0,0.0,5.0,5.0
711,cpt®,1.0,0.0,1.0,1.0
712,create,8.0,0.0,6.0,6.0
713,created,1.0,0.0,1.0,1.0
714,creating,1.0,0.0,0.0,0.0
715,credit,5.0,0.0,2.0,2.0
716,creditcardfield,2.0,0.0,0.0,0.0
717,cross,12.0,0.0,0.0,0.0
718,cta,9.0,0.0,5.0,5.0
719,ctas,9.0,0.0,5.0,5.0
720,culture,6.0,0.0,6.0,6.0
721,curettage,0.0,0.0,1.0,1.0
722,curettageup,1.0,0.0,0.0,0.0
723,currency,4.0,0.0,4.0,4.0
724,current,17.0,0.0,10.0,8.0
725,currentemailerror,1.0,0.0,1.0,1.0
726,currentgiftamount,4.0,0.0,4.0,4.0
727,currently,8.0,0.0,1.0,1.0
728,currentqs,2.0,0.0,2.0,2.0
729,custom,10.0,0.0,10.0,10.0
730,customer,2.0,0.0,1.0,1.0
731,cvnfield,1.0,0.0,0.0,0.0
732,cvninitialstate,1.0,0.0,0.0,0.0
733,cómo,2.0,0.0,2.0,2.0
734,data,22.0,0.0,15.0,15.0
735,datafromstore,1.0,0.0,0.0,0.0
736,datalayer,8.0,0.0,8.0,8.0
737,dataobj,9.0,0.0,0.0,0.0
738,dataview,2.0,0.0,0.0,0.0
739,date,4.0,0.0,1.0,1.0
740,day,17.0,0.0,12.0,12.0
741,days,1.0,0.0,0.0,0.0
742,days’,1.0,0.0,0.0,0.0
743,dcoffice,7.0,0.0,7.0,7.0
744,dcteamallfederation,1.0,0.0,1.0,1.0
745,dead,1.0,0.0,1.0,1.0
746,deal,5.0,0.0,5.0,5.0
747,debit,7.0,0.0,0.0,0.0
748,decide,1.0,0.0,1.0,1.0
749,decidirte,1.0,0.0,1.0,1.0
750,decisions,1.0,0.0,1.0,1.0
751,declared,1.0,0.0,1.0,1.0
752,decor,1.0,0.0,1.0,1.0
753,deductible,0.0,0.0,1.0,0.0
754,deduction,2.0,0.0,2.0,2.0
755,deepest,1.0,0.0,1.0,1.0
756,deeply,1.0,0.0,1.0,1.0
757,default,29.0,0.0,29.0,29.0
758,defaultms,1.0,0.0,1.0,1.0
759,defaults,2.0,0.0,2.0,2.0
760,defeat,1.0,0.0,1.0,1.0
761,defend,2.0,0.0,2.0,2.0
762,defense,1.0,0.0,1.0,1.0
763,define,1.0,0.0,1.0,1.0
764,defined,2.0,0.0,0.0,0.0
765,delay,1.0,0.0,1.0,1.0
766,delete,2.0,0.0,2.0,2.0
767,deleted,2.0,0.0,2.0,2.0
768,deliberately,1.0,0.0,1.0,1.0
769,deliver,2.0,0.0,0.0,0.0
770,delivered,3.0,0.0,1.0,1.0
771,delivering,2.0,0.0,1.0,1.0
772,delivers,11.0,0.0,5.0,5.0
773,delivery,13.0,0.0,2.0,2.0
774,delivery”,1.0,0.0,0.0,0.0
775,democratic,1.0,0.0,0.0,0.0
776,denali,0.0,0.0,1.0,1.0
777,depending,2.0,0.0,1.0,1.0
778,depends,1.0,0.0,2.0,1.0
779,describe,1.0,0.0,1.0,1.0
780,described,3.0,0.0,0.0,0.0
781,description,4.0,0.0,4.0,4.0
782,deseamos,1.0,0.0,1.0,1.0
783,deserve,1.0,0.0,1.0,1.0
784,deserves,1.0,0.0,1.0,1.0
785,designate,2.0,0.0,0.0,0.0
786,designated,2.0,0.0,0.0,0.0
787,detailed,1.0,0.0,0.0,0.0
788,details,3.0,0.0,3.0,3.0
789,details',2.0,0.0,0.0,0.0
790,detect,1.0,0.0,0.0,0.0
791,determine,1.0,0.0,1.0,0.0
792,determined,1.0,0.0,0.0,0.0
793,development,25.0,0.0,16.0,16.0
794,device,5.0,0.0,3.0,3.0
795,diafragma,2.0,0.0,2.0,2.0
796,did,3.0,0.0,3.0,3.0
797,diferentes,1.0,0.0,1.0,1.0
798,different,6.0,0.0,6.0,6.0
799,differently,6.0,0.0,1.0,1.0
800,difficult,1.0,0.0,1.0,1.0
801,digital,10.0,0.0,9.0,9.0
802,dilation,2.0,0.0,2.0,2.0
803,diligently,1.0,0.0,1.0,1.0
804,direct,23.0,0.0,5.0,5.0
805,directed,9.0,0.0,5.0,5.0
806,directions,1.0,0.0,1.0,1.0
807,directly,6.0,0.0,3.0,3.0
808,disable,6.0,0.0,6.0,6.0
809,disabled,1.0,0.0,1.0,1.0
810,disabling,1.0,0.0,1.0,1.0
811,disclaims,1.0,0.0,1.0,1.0
812,disclosure,1.0,0.0,0.0,0.0
813,disclosures,2.0,0.0,0.0,0.0
814,discontinue,2.0,0.0,0.0,0.0
815,discontinuing,1.0,0.0,0.0,0.0
816,discount,0.0,0.0,1.0,1.0
817,discounted,2.0,0.0,2.0,2.0
818,discounts,2.0,0.0,0.0,0.0
819,discretion,1.0,0.0,0.0,0.0
820,discriminate,6.0,0.0,1.0,1.0
821,discuss,5.0,0.0,1.0,1.0
822,display,26.0,0.0,25.0,25.0
823,dispute,1.0,0.0,0.0,0.0
824,div,6.0,0.0,6.0,6.0
825,diving,1.0,0.0,1.0,1.0
826,django,9.0,0.0,5.0,5.0
827,docasap,1.0,0.0,1.0,1.0
828,doctor,1.0,0.0,0.0,0.0
829,document,5.0,0.0,3.0,3.0
830,documentation,1.0,0.0,0.0,0.0
831,documents,2.0,0.0,0.0,0.0
832,does,32.0,0.0,19.0,20.0
833,doesn't,1.0,0.0,1.0,1.0
834,dollar,4.0,0.0,3.0,3.0
835,dollarindex,1.0,0.0,0.0,0.0
836,don't,14.0,0.0,9.0,9.0
837,donate,41.0,0.0,29.0,29.0
838,donations,9.0,0.0,4.0,4.0
839,donor,16.0,0.0,16.0,16.0
840,don’t,2.0,0.0,1.0,1.0
841,dotted,1.0,0.0,1.0,1.0
842,down,8.0,0.0,8.0,8.0
843,download,12.0,0.0,0.0,0.0
844,downloaded,1.0,0.0,1.0,1.0
845,downloading,1.0,0.0,0.0,0.0
846,draft,1.0,0.0,0.0,0.0
847,drastic,1.0,0.0,1.0,1.0
848,driving,1.0,0.0,1.0,1.0
849,drop,4.0,0.0,4.0,4.0
850,dropdown,4.0,0.0,4.0,4.0
851,dropdowns,1.0,0.0,0.0,0.0
852,drug,3.0,0.0,2.0,2.0
853,dua,1.0,0.0,1.0,1.0
854,due,4.0,0.0,3.0,3.0
855,during,8.0,0.0,4.0,3.0
856,dysfunction,4.0,0.0,4.0,4.0
857,ea's,2.0,0.0,2.0,2.0
858,each,8.0,0.0,5.0,5.0
859,earrings,1.0,0.0,1.0,1.0
860,ease,15.0,0.0,15.0,15.0
861,easier,2.0,0.0,1.0,1.0
862,easiest,1.0,0.0,0.0,0.0
863,easily,1.0,0.0,1.0,1.0
864,east,8.0,0.0,0.0,0.0
865,easy,1.0,0.0,0.0,0.0
866,eatoaffiliatemap,1.0,0.0,1.0,1.0
867,ecard,3.0,0.0,3.0,3.0
868,ecardmessage,1.0,0.0,1.0,1.0
869,ecards,1.0,0.0,1.0,1.0
870,ecardsection,1.0,0.0,1.0,1.0
871,ecardupdate,1.0,0.0,1.0,1.0
872,ecardvalidation,1.0,0.0,1.0,1.0
873,echoes,2.0,0.0,2.0,2.0
874,edit,3.0,0.0,1.0,1.0
875,edit',1.0,0.0,0.0,0.0
876,editmode,1.0,0.0,0.0,0.0
877,editor,1.0,0.0,1.0,1.0
878,educate,1.0,0.0,1.0,1.0
879,education,15.0,0.0,7.0,7.0
880,educators,4.0,0.0,4.0,4.0
881,effect,3.0,0.0,0.0,0.0
882,effective,7.0,0.0,5.0,5.0
883,effectiveness,2.0,0.0,2.0,2.0
884,effort,1.0,0.0,1.0,1.0
885,ein,8.0,0.0,3.0,3.0
886,ejaculating,2.0,0.0,2.0,2.0
887,elected,2.0,0.0,2.0,2.0
888,elections,4.0,0.0,4.0,4.0
889,electronic,28.0,0.0,0.0,0.0
890,electronically,7.0,0.0,0.0,0.0
891,elegir,1.0,0.0,1.0,1.0
892,element,2.0,0.0,1.0,1.0
893,elements,1.0,0.0,1.0,1.0
894,eliminated,1.0,0.0,1.0,1.0
895,else,155.0,0.0,74.0,74.0
896,elseif,1.0,0.0,0.0,0.0
897,email,37.0,0.0,27.0,27.0
898,emailerrormsg,1.0,0.0,1.0,1.0
899,emailfield,1.0,0.0,1.0,1.0
900,emailinfo,2.0,0.0,2.0,2.0
901,emailreq,1.0,0.0,1.0,1.0
902,emails,2.0,0.0,1.0,1.0
903,emailtoggle,1.0,0.0,1.0,1.0
904,embed,1.0,0.0,1.0,1.0
905,emergencia,2.0,0.0,2.0,2.0
906,emergency,10.0,0.0,5.0,5.0
907,employee,1.0,0.0,0.0,0.0
908,empty,7.0,0.0,7.0,7.0
909,emptycontainer,5.0,0.0,0.0,0.0
910,enable,5.0,0.0,3.0,3.0
911,enabled,2.0,0.0,2.0,2.0
912,enables,1.0,0.0,0.0,0.0
913,encodedtweet,2.0,0.0,2.0,2.0
914,encontrar,1.0,0.0,1.0,1.0
915,end,6.0,0.0,6.0,7.0
916,endorse,1.0,0.0,1.0,1.0
917,engage,1.0,0.0,0.0,0.0
918,engagement,7.0,0.0,7.0,7.0
919,england,7.0,0.0,7.0,7.0
920,enough,1.0,0.0,1.0,1.0
921,enroll,5.0,0.0,1.0,1.0
922,enrolling,3.0,0.0,0.0,0.0
923,enrollment,5.0,0.0,2.0,2.0
924,ensure,4.0,0.0,2.0,2.0
925,ensures,1.0,0.0,0.0,0.0
926,enter,28.0,0.0,15.0,15.0
927,entity,1.0,0.0,0.0,0.0
928,entityid,1.0,0.0,0.0,0.0
929,entity’s,1.0,0.0,0.0,0.0
930,entrance,0.0,0.0,0.0,1.0
931,entry,1.0,0.0,0.0,0.0
932,equity,3.0,0.0,3.0,3.0
933,erroneous,1.0,0.0,0.0,0.0
934,error,37.0,0.0,29.0,29.0
935,error',1.0,0.0,1.0,1.0
936,errorcheck,9.0,0.0,5.0,5.0
937,español,19.0,0.0,9.0,9.0
938,established,8.0,0.0,6.0,6.0
939,estatement,1.0,0.0,0.0,0.0
940,estimate,4.0,0.0,1.0,1.0
941,estimate',1.0,0.0,0.0,0.0
942,estimate’,4.0,0.0,1.0,1.0
943,estás,1.0,0.0,1.0,1.0
944,eur,2.0,0.0,2.0,2.0
945,euro,2.0,0.0,2.0,2.0
946,eustatius,2.0,0.0,2.0,2.0
947,evacuation,0.0,0.0,1.0,1.0
948,evacuationup,1.0,0.0,0.0,0.0
949,evaluation,1.0,0.0,1.0,1.0
950,even,3.0,0.0,2.0,2.0
951,event,13.0,0.0,5.0,5.0
952,events,3.0,0.0,3.0,3.0
953,evergreen,1.0,0.0,1.0,1.0
954,every,4.0,0.0,3.0,3.0
955,everyaction,1.0,0.0,1.0,1.0
956,everyone,3.0,0.0,3.0,3.0
957,everything,1.0,0.0,1.0,1.0
958,evp,5.0,0.0,5.0,5.0
959,exam,2.0,0.0,0.0,0.0
960,exceeds,1.0,0.0,0.0,0.0
961,except,4.0,0.0,4.0,4.0
962,excepted,1.0,0.0,1.0,1.0
963,exchanges,1.0,0.0,1.0,1.0
964,excited,1.0,0.0,0.0,0.0
965,exclude,6.0,0.0,1.0,1.0
966,excluded,2.0,0.0,2.0,2.0
967,exclusive,1.0,0.0,1.0,1.0
968,execute,1.0,0.0,0.0,0.0
969,existing,2.0,0.0,2.0,2.0
970,exists,9.0,0.0,5.0,5.0
971,expand,1.0,0.0,1.0,1.0
972,expanded,1.0,0.0,0.0,0.0
973,expansion,1.0,0.0,1.0,1.0
974,expect,1.0,0.0,0.0,0.0
975,expected,2.0,0.0,1.0,1.0
976,experience,3.0,0.0,2.0,2.0
977,experiencing,1.0,0.0,0.0,0.0
978,expert,4.0,0.0,1.0,1.0
979,experts,6.0,0.0,5.0,5.0
980,expire,1.0,0.0,0.0,0.0
981,expiresess,1.0,0.0,1.0,1.0
982,explaining,2.0,0.0,1.0,1.0
983,explicitly,1.0,0.0,1.0,1.0
984,explosion,1.0,0.0,1.0,1.0
985,expose,1.0,0.0,0.0,0.0
986,ext,1.0,0.0,0.0,0.0
987,extent,15.0,0.0,9.0,9.0
988,facebook,3.0,0.0,3.0,3.0
989,facing,0.0,0.0,0.0,1.0
990,factors,1.0,0.0,0.0,0.0
991,facts,4.0,0.0,4.0,4.0
992,fadein,4.0,0.0,4.0,4.0
993,fadeout,4.0,0.0,4.0,4.0
994,failed,2.0,0.0,1.0,1.0
995,fair,1.0,0.0,1.0,1.0
996,fairbanks,0.0,0.0,0.0,5.0
997,faith,10.0,0.0,1.0,1.0
998,fallback,3.0,0.0,0.0,0.0
999,falls,1.0,0.0,0.0,0.0
1000,false,4.0,0.0,1.0,1.0
1001,family,2.0,0.0,1.0,0.0
1002,faq,3.0,0.0,2.0,2.0
1003,fast,1.0,0.0,1.0,1.0
1004,feature,1.0,0.0,0.0,0.0
1005,featured,1.0,0.0,1.0,1.0
1006,features,3.0,0.0,0.0,0.0
1007,featuresnfl,1.0,0.0,1.0,1.0
1008,featuring,2.0,0.0,2.0,2.0
1009,federal,17.0,0.0,10.0,11.0
1010,federation,18.0,0.0,13.0,13.0
1011,fee,2.0,0.0,1.0,1.0
1012,feel,3.0,0.0,3.0,3.0
1013,fees,1.0,0.0,0.0,0.0
1014,female,2.0,0.0,2.0,2.0
1015,feminism,1.0,0.0,1.0,1.0
1016,feminist,1.0,0.0,1.0,1.0
1017,field,32.0,0.0,24.0,24.0
1018,fields,4.0,0.0,4.0,4.0
1019,fight,4.0,0.0,4.0,4.0
1020,figure,2.0,0.0,0.0,0.0
1021,figures,2.0,0.0,2.0,2.0
1022,file,6.0,0.0,3.0,3.0
1023,files,3.0,0.0,1.0,1.0
1024,fill,16.0,0.0,11.0,10.0
1025,filter,9.0,0.0,5.0,5.0
1026,financehybridoffice,1.0,0.0,1.0,1.0
1027,financial,11.0,0.0,7.0,7.0
1028,find,49.0,0.0,34.0,34.0
1029,finding,9.0,0.0,5.0,5.0
1030,finger,0.0,0.0,1.0,1.0
1031,fire,2.0,0.0,2.0,2.0
1032,first,23.0,0.0,18.0,18.0
1033,firstfour,1.0,0.0,0.0,0.0
1034,firsthtml,1.0,0.0,0.0,0.0
1035,firstname,1.0,0.0,1.0,1.0
1036,firstnameerror,1.0,0.0,1.0,1.0
1037,firstnamefield,1.0,0.0,1.0,1.0
1038,firstthree,2.0,0.0,0.0,0.0
1039,firsttwo,5.0,0.0,0.0,0.0
1040,fit,1.0,0.0,1.0,1.0
1041,fits,1.0,0.0,1.0,1.0
1042,fix,4.0,0.0,4.0,4.0
1043,fjs,9.0,0.0,5.0,5.0
1044,flaw,2.0,0.0,0.0,0.0
1045,float,1.0,0.0,1.0,1.0
1046,focus,9.0,0.0,5.0,5.0
1047,follow,38.0,0.0,25.0,25.0
1048,following,10.0,0.0,5.0,5.0
1049,font,2.0,0.0,2.0,2.0
1050,force,1.0,0.0,0.0,0.0
1051,forefront,1.0,0.0,0.0,0.0
1052,form,41.0,0.0,23.0,23.0
1053,format,9.0,0.0,7.0,7.0
1054,formed,1.0,0.0,1.0,1.0
1055,formelements,1.0,0.0,1.0,1.0
1056,formnever,1.0,0.0,1.0,1.0
1057,forms,9.0,0.0,9.0,9.0
1058,formurl,1.0,0.0,1.0,1.0
1059,forth,2.0,0.0,0.0,0.0
1060,forward,1.0,0.0,1.0,1.0
1061,found,3.0,0.0,1.0,1.0
1062,founded,1.0,0.0,1.0,1.0
1063,foundoptionvalue,1.0,0.0,1.0,1.0
1064,frame,2.0,0.0,2.0,2.0
1065,free,4.0,0.0,5.0,6.0
1066,frequency,5.0,0.0,4.0,4.0
1067,frequently,5.0,0.0,4.0,4.0
1068,fri,1.0,0.0,1.0,1.0
1069,friday,0.0,0.0,0.0,1.0
1070,fulfill,1.0,0.0,0.0,0.0
1071,full,7.0,0.0,6.0,6.0
1072,fullest,15.0,0.0,9.0,9.0
1073,fullstory,2.0,0.0,2.0,2.0
1074,fullwidthbutton,2.0,0.0,0.0,0.0
1075,function,106.0,0.0,36.0,36.0
1076,functions,1.0,0.0,1.0,1.0
1077,fund,8.0,0.0,8.0,8.0
1078,funding,2.0,0.0,3.0,2.0
1079,funds,2.0,0.0,0.0,0.0
1080,funtion,1.0,0.0,1.0,1.0
1081,further,3.0,0.0,3.0,3.0
1082,futuna,1.0,0.0,0.0,0.0
1083,future,7.0,0.0,3.0,3.0
1084,gaallowlinker,1.0,0.0,1.0,1.0
1085,gaclientid,1.0,0.0,1.0,1.0
1086,gacode,1.0,0.0,1.0,1.0
1087,gender,8.0,0.0,6.0,6.0
1088,general,13.0,0.0,11.0,11.0
1089,generally,1.0,0.0,0.0,0.0
1090,generation,1.0,0.0,1.0,1.0
1091,generic,2.0,0.0,2.0,2.0
1092,get,66.0,0.0,58.0,58.0
1093,getcookie,1.0,0.0,1.0,1.0
1094,getting,3.0,0.0,0.0,0.0
1095,geturlvars,1.0,0.0,1.0,1.0
1096,gift,20.0,0.0,20.0,20.0
1097,giftsection,1.0,0.0,1.0,1.0
1098,give,24.0,0.0,14.0,14.0
1099,gives,2.0,0.0,1.0,1.0
1100,giving,1.0,0.0,1.0,1.0
1101,glacier,0.0,0.0,12.0,0.0
1102,glad,1.0,0.0,1.0,1.0
1103,global,11.0,0.0,5.0,5.0
1104,glossary,5.0,0.0,5.0,5.0
1105,goals,1.0,0.0,0.0,0.0
1106,goes,2.0,0.0,2.0,2.0
1107,golden,2.0,0.0,0.0,0.0
1108,gone,2.0,0.0,2.0,2.0
1109,gonorrhea,1.0,0.0,1.0,1.0
1110,good,9.0,0.0,3.0,3.0
1111,goods,2.0,0.0,2.0,2.0
1112,google,9.0,0.0,8.0,8.0
1113,googlepaysupported,1.0,0.0,0.0,0.0
1114,got,3.0,0.0,2.0,2.0
1115,gov,2.0,0.0,2.0,2.0
1116,govcheck,1.0,0.0,1.0,1.0
1117,government,1.0,0.0,1.0,1.0
1118,goverrormsg,1.0,0.0,1.0,1.0
1119,grab,6.0,0.0,6.0,6.0
1120,grabs,6.0,0.0,6.0,6.0
1121,grants,1.0,0.0,1.0,1.0
1122,gratitude,2.0,0.0,2.0,2.0
1123,great,84.0,0.0,31.0,31.0
1124,greater,3.0,0.0,3.0,3.0
1125,grey,61.0,0.0,0.0,0.0
1126,group,1.0,0.0,0.0,0.0
1127,groups,2.0,0.0,2.0,2.0
1128,gtm,2.0,0.0,2.0,2.0
1129,guaranteed,1.0,0.0,1.0,1.0
1130,guardian,2.0,0.0,2.0,2.0
1131,guardian's,2.0,0.0,2.0,2.0
1132,guide,1.0,0.0,1.0,1.0
1133,guidelines,2.0,0.0,1.0,1.0
1134,gulf,3.0,0.0,3.0,3.0
1135,gynecologist,1.0,0.0,1.0,1.0
1136,gynecologists,1.0,0.0,1.0,1.0
1137,gynecology,1.0,0.0,1.0,1.0
1138,hack,2.0,0.0,0.0,0.0
1139,had,3.0,0.0,0.0,0.0
1140,handler,1.0,0.0,0.0,0.0
1141,happens,1.0,0.0,0.0,0.0
1142,happy,1.0,0.0,1.0,1.0
1143,hard,1.0,0.0,0.0,0.0
1144,hardware,2.0,0.0,0.0,0.0
1145,harmful,1.0,0.0,1.0,1.0
1146,hasdefault,2.0,0.0,0.0,0.0
1147,hasdollarsign,4.0,0.0,0.0,0.0
1148,hash,1.0,0.0,1.0,1.0
1149,hashes,1.0,0.0,1.0,1.0
1150,hat,1.0,0.0,1.0,1.0
1151,hate,1.0,0.0,1.0,1.0
1152,have,60.0,0.0,37.0,38.0
1153,haven't,1.0,0.0,1.0,1.0
1154,having,4.0,0.0,1.0,1.0
1155,hawai'i,1.0,0.0,0.0,0.0
1156,hawaii,4.0,0.0,0.0,0.0
1157,hawaiian,0.0,0.0,6.0,6.0
1158,hawaiin,1.0,0.0,0.0,0.0
1159,hawaiʻi,2.0,0.0,0.0,0.0
1160,head,1.0,0.0,1.0,1.0
1161,headers,2.0,0.0,2.0,2.0
1162,health,225.0,0.0,123.0,121.0
1163,healthcare,21.0,0.0,2.0,2.0
1164,healthier,1.0,0.0,1.0,1.0
1165,healthrelationships,1.0,0.0,1.0,1.0
1166,healthsexual,1.0,0.0,1.0,1.0
1167,healthy,4.0,0.0,2.0,2.0
1168,hear,4.0,0.0,4.0,4.0
1169,heard,1.0,0.0,0.0,0.0
1170,help,25.0,0.0,18.0,17.0
1171,helpful,2.0,0.0,1.0,1.0
1172,helping,2.0,0.0,1.0,1.0
1173,helps,1.0,0.0,0.0,0.0
1174,hemoglobin,1.0,0.0,1.0,1.0
1175,hence,1.0,0.0,1.0,1.0
1176,henson,2.0,0.0,2.0,2.0
1177,hep,0.0,0.0,2.0,2.0
1178,here,6.0,0.0,4.0,4.0
1179,here’s,1.0,0.0,1.0,1.0
1180,hhw,1.0,0.0,0.0,0.0
1181,hidden,2.0,0.0,2.0,2.0
1182,hiddenlg,12.0,0.0,0.0,0.0
1183,hiddenmd,6.0,0.0,0.0,0.0
1184,hiddensm,6.0,0.0,0.0,0.0
1185,hiddenxs,18.0,0.0,0.0,0.0
1186,hide,10.0,0.0,10.0,10.0
1187,hides,5.0,0.0,5.0,5.0
1188,hiding,1.0,0.0,1.0,1.0
1189,hip,3.0,0.0,0.0,0.0
1190,hipaa,0.0,0.0,2.0,2.0
1191,history,3.0,0.0,0.0,0.0
1192,hiv,13.0,0.0,9.0,9.0
1193,holes,2.0,0.0,2.0,2.0
1194,hollow,18.0,0.0,10.0,10.0
1195,home,7.0,0.0,7.0,7.0
1196,homepage,9.0,0.0,5.0,5.0
1197,honor,1.0,0.0,0.0,0.0
1198,honoree,5.0,0.0,5.0,5.0
1199,honoreecontainer,1.0,0.0,1.0,1.0
1200,honoreeemail,1.0,0.0,1.0,1.0
1201,honoreeerror,1.0,0.0,1.0,1.0
1202,honoreefield,1.0,0.0,1.0,1.0
1203,honortoggle,1.0,0.0,1.0,1.0
1204,hoodie,2.0,0.0,2.0,2.0
1205,hoodiesbaby,1.0,0.0,1.0,1.0
1206,hora,1.0,0.0,1.0,1.0
1207,hormone,13.0,0.0,8.0,8.0
1208,hospital,1.0,0.0,0.0,0.0
1209,hotfix,2.0,0.0,2.0,2.0
1210,hour,1.0,0.0,1.0,1.0
1211,hours,5.0,0.0,4.0,4.0
1212,house,2.0,0.0,1.0,1.0
1213,how,29.0,0.0,21.0,21.0
1214,hpv,0.0,0.0,1.0,1.0
1215,href,1.0,0.0,0.0,0.0
1216,html,4.0,0.0,0.0,0.0
1217,humana,1.0,0.0,0.0,0.0
1218,hyper,1.0,0.0,0.0,0.0
1219,i'd,2.0,0.0,2.0,2.0
1220,icon,9.0,0.0,5.0,5.0
1221,iconname,6.0,0.0,0.0,0.0
1222,idaho,9.0,0.0,3.0,3.0
1223,idea,1.0,0.0,0.0,0.0
1224,identical,1.0,0.0,1.0,1.0
1225,identify,1.0,0.0,1.0,1.0
1226,identity,4.0,0.0,4.0,4.0
1227,idle,3.0,0.0,0.0,0.0
1228,ignore,2.0,0.0,2.0,2.0
1229,iho,6.0,0.0,6.0,6.0
1230,ihocount,1.0,0.0,1.0,1.0
1231,image,9.0,0.0,5.0,5.0
1232,img,9.0,0.0,9.0,9.0
1233,immediate,1.0,0.0,1.0,1.0
1234,immunization,0.0,0.0,1.0,1.0
1235,imo,5.0,0.0,5.0,5.0
1236,imocount,1.0,0.0,1.0,1.0
1237,impact,7.0,0.0,7.0,7.0
1238,implant,3.0,0.0,5.0,5.0
1239,implants,1.0,0.0,1.0,1.0
1240,important,2.0,0.0,1.0,1.0
1241,impose,1.0,0.0,0.0,0.0
1242,improve,7.0,0.0,7.0,7.0
1243,in',1.0,0.0,0.0,0.0
1244,inability,0.0,0.0,1.0,0.0
1245,inappropriate,1.0,0.0,1.0,1.0
1246,inclement,1.0,0.0,1.0,1.0
1247,include,4.0,0.0,3.0,3.0
1248,includes,3.0,0.0,1.0,1.0
1249,including,14.0,0.0,6.0,6.0
1250,income,1.0,0.0,2.0,2.0
1251,increase,2.0,0.0,0.0,0.0
1252,incremental,1.0,0.0,1.0,1.0
1253,incur,1.0,0.0,0.0,0.0
1254,independence,1.0,0.0,1.0,1.0
1255,independent,9.0,0.0,5.0,5.0
1256,index,2.0,0.0,0.0,0.0
1257,indexradio,4.0,0.0,0.0,0.0
1258,indian,3.0,0.0,2.0,2.0
1259,indiana,4.0,0.0,0.0,0.0
