,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6,Total7
367,browser,0.0,0.0,0.0,4.0,2.0,66.0,0.0,5.0
368,browsers,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
369,browser’s,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
370,bsd,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
371,btn,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
372,bucks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
373,budget,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
374,build,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
375,builder,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
376,building,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,built,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
378,bus,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0
379,busbenefits,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
380,business,0.0,0.0,0.0,3.0,0.0,6.0,2.0,2.0
381,but,0.0,0.0,5.0,2.0,5.0,38.0,4.0,4.0
382,button,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0
383,buttons,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
384,buy,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
385,buyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
386,bylaws,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
387,bypassing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
388,caicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
389,calculation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
390,calendar,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
391,call,0.0,0.0,2.0,34.0,4.0,27.0,6.0,16.0
392,callback,0.0,0.0,0.0,0.0,2.0,18.0,2.0,0.0
393,called,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0
394,calling,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
395,calls,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
396,calm,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
397,came,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
398,campaign,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
399,campaign's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
400,campaigns,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
401,campaignwalk,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
402,can,1.0,0.0,18.0,247.0,6.0,159.0,8.0,54.0
403,can't,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
404,cancel,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0
405,cannot,0.0,0.0,0.0,2.0,1.0,13.0,1.0,2.0
406,can’t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
407,cap,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
408,capable,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
409,capital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
410,captcha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
411,capture,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
412,captureevent,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
413,captureexception,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
414,capturemessage,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
415,capturing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
416,card,0.0,0.0,0.0,2.0,0.0,28.0,3.0,22.0
417,cardholders,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
418,cards,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
419,care,3.0,0.0,11.0,18.0,1.0,7.0,2.0,209.0
420,cared,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
421,careeducationevents,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
422,career,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
423,careers,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
424,careerswhy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
425,carefollow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
426,carereferrals,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
427,carewell,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
428,caribbean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
429,caring,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
430,carolina,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
431,carpool,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
432,carrying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
433,case,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
434,cases,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
435,cash,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
436,castle,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
437,cat,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
438,catch,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0
439,category,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
440,cause,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0
441,caused,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
442,caw,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
443,ccnl,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
444,ccprc,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
445,ccprcccprc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
446,ccr,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
447,cedi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
448,cedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
449,censor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
450,censorship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
451,center,3.0,0.0,32.0,59.0,7.0,19.0,16.0,196.0
452,centergroupsaboutcreate,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
453,centerhomeclinical,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
454,centerprivacy,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
455,centers,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
456,center’s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
457,central,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
458,certain,0.0,0.0,0.0,8.0,0.0,1.0,0.0,4.0
459,cfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
460,challenges,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
461,challenging,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
462,chance,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0
463,chances,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
464,change,0.0,0.0,0.0,3.0,1.0,19.0,1.0,17.0
465,changed,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
466,changes,0.0,0.0,0.0,4.0,0.0,17.0,0.0,4.0
467,changing,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0
468,characters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
469,charge,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0
470,charges,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
471,charitable,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
472,charities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
473,charity,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
474,charity's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
475,charleston,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
476,charlestoncountyparks,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
477,charts,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
478,chat,0.0,0.0,0.0,22.0,1.0,0.0,1.0,0.0
479,chatavailable,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
480,chatpal,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
481,check,0.0,0.0,9.0,0.0,0.0,115.0,0.0,18.0
482,checkboxes,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
483,checking,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
484,checkupsgeneral,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
485,chemical,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
486,child,0.0,0.0,3.0,5.0,1.0,2.0,1.0,1.0
487,child's,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
488,childheight,0.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0
489,children,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
490,children’s,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
491,child’s,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
492,chip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
493,choice,0.0,0.0,0.0,2.0,2.0,19.0,1.0,2.0
494,choices,0.0,0.0,12.0,0.0,0.0,2.0,2.0,1.0
495,choicestermshelpcontact,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
496,choose,0.0,0.0,0.0,5.0,0.0,18.0,1.0,1.0
497,choosing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
498,christian,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
499,chunk,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0
500,church,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
501,churches,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
502,circumstances,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
503,circumvent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
504,citation,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
505,cited,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
506,city,4.0,0.0,0.0,30.0,1.0,2.0,10.0,2.0
507,city’s,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
508,civil,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0
509,claim,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
510,claimed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
511,claims,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
512,class,0.0,0.0,0.0,77.0,0.0,16.0,0.0,0.0
513,classes,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
514,classestotal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
515,clean,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
516,clear,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
517,click,0.0,0.0,0.0,22.0,2.0,164.0,2.0,1.0
518,clicked,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
519,clicking,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
520,client,0.0,0.0,1.0,0.0,0.0,0.0,3.0,17.0
521,clients,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
522,clients—giving,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
523,clinic,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0
524,clinic’s,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
525,close,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0
526,closebannerfptidata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
527,closed,0.0,0.0,0.0,0.0,1.0,4.0,0.0,14.0
528,closer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
529,closes,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
530,clothing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
531,clothinglegal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
532,coach,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
533,code,0.0,0.0,0.0,22.0,2.0,1.0,1.0,4.0
534,collect,0.0,0.0,0.0,3.0,0.0,34.0,0.0,2.0
535,collected,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
536,collecting,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
537,collection,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
538,collects,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
539,college,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
540,color,0.0,0.0,36.0,27.0,2.0,1.0,3.0,78.0
541,come,0.0,0.0,0.0,23.0,0.0,7.0,2.0,0.0
542,comes,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0
543,coming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
544,command,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
545,comment,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0
546,comments,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
547,comments“utah,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
548,commercially,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
549,commission,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
550,commit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
551,committed,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0
552,committee,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
553,common,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
554,commonly,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
555,communicate,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
556,communicated,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
557,communication,0.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0
558,communications,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
559,communities,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
560,community,0.0,0.0,4.0,0.0,0.0,13.0,4.0,4.0
561,communityreferrals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
562,commuter,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
563,companies,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
564,company,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
565,compare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
566,comparing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
567,compassionate,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
568,compatibility,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
569,compensation,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
570,complaint,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0
571,complaints,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
572,complete,0.0,0.0,0.0,24.0,0.0,1.0,3.0,12.0
573,completed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
574,completely,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
575,completeness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
576,compliance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
577,compliment,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
578,comply,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
579,components,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
580,composite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
581,comprehensive,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
582,computer,0.0,0.0,0.0,3.0,0.0,16.0,0.0,4.0
583,conceptual,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
584,concern,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
585,concerned,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
586,concerning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
587,concerns,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0
588,concernsan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
589,concerts,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
590,condition,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
591,conditions,0.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0
592,condom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
593,conduct,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
594,confer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
595,conference,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
596,confidential,0.0,0.0,5.0,5.0,0.0,6.0,0.0,20.0
597,confidentiality,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
598,confidentially,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
599,config,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
600,configurable,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
601,configuration,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
602,configure,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
603,configurescope,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
604,confirm,0.0,0.0,2.0,2.0,0.0,0.0,1.0,15.0
605,confirmation,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0
606,confirming,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
607,conflicting,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
608,confronted,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
609,confusing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
610,connect,0.0,0.0,1.0,0.0,2.0,31.0,2.0,1.0
611,connected,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
612,connection,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0
613,connector,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
614,consecutive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
615,consent,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0
616,consequences,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
617,consequential,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0
618,consider,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
619,consideration,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
620,considered,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
621,considering,0.0,0.0,0.0,3.0,1.0,4.0,1.0,8.0
622,consistent,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
623,const,0.0,0.0,0.0,11.0,7.0,2.0,2.0,0.0
624,constant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
625,constitute,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
626,construction,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
627,constructor,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
628,consult,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
629,consultation,0.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0
630,consultationan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
631,consultationassessments,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
632,consultations,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
633,contact,4.0,0.0,19.0,9.0,6.0,31.0,7.0,56.0
634,contacted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
635,contacting,0.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0
636,contacts,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
637,contain,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
638,contained,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
639,container,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0
640,contains,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
641,content,0.0,0.0,1.0,23.0,2.0,16.0,3.0,18.0
642,contentrect,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
643,contents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
644,contentstring,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
645,contentwindow,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
646,context,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
647,contextmenu,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
648,continually,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
649,continue,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
650,continuing,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
651,contraception,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0
652,contraceptive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
653,contraceptives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
654,contract,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
655,contracting,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
656,contractual,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
657,contraindicationshealthy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
658,contrast,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
659,contributions,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0
660,contributors,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
661,control,0.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0
662,controlling,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
663,conversations,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
664,conversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
665,convert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
666,convertible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
667,cookie,2.0,0.0,0.0,7.0,0.0,146.0,0.0,3.0
668,cookiebanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
669,cookiebanneracceptall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
670,cookiebannercontainer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
671,cookiebannerui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
672,cookielanguage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
673,cookies,0.0,0.0,0.0,8.0,0.0,437.0,1.0,14.0
674,cookiestatement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
675,cookiestatementdata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
676,cookiesthe,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
677,cookiesthese,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0
678,cookieswe,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
679,coordinate,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
680,coordinated,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
681,coordinating,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
682,copies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
683,copy,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
684,copyright,0.0,0.0,9.0,22.0,0.0,0.0,1.0,29.0
685,copyrighted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
686,copyrights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
687,core,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
688,coroner,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
689,corporate,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
690,correct,0.0,0.0,9.0,1.0,0.0,0.0,0.0,13.0
691,correctional,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
692,correlation,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
693,correspond,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
694,corridor,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
695,cost,0.0,0.0,2.0,1.0,0.0,5.0,2.0,6.0
696,costs,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
697,could,0.0,0.0,0.0,2.0,1.0,3.0,2.0,7.0
698,couldn't,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
699,couldn’t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
700,council,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
701,councilmeetings,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
702,councils,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
703,counsel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
704,counseling,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0
705,counselor,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
706,counter,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
707,country,0.0,0.0,0.0,45.0,3.0,0.0,0.0,1.0
708,county,0.0,0.0,0.0,0.0,14.0,15.0,0.0,0.0
709,countyour,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
710,couples,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
711,course,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
712,court,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
713,cover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
714,covered,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
715,covering,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
716,covers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
717,create,0.0,0.0,0.0,25.0,0.0,1.0,0.0,16.0
718,created,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
719,creating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
720,creation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
721,credit,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0
722,credits,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
723,creed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
724,crime,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
725,criminal,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
726,crisis,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
727,criteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
728,criticism,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
729,critics,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
730,cruzado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
731,cruzados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
732,cruzeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
733,cruzeiros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
734,crystal,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
