,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6
1162,consideration,0.0,2.0,2.0,0.0,0.0,0.0,2.0
1163,considered,2.0,2.0,0.0,0.0,0.0,1.0,0.0
1164,considering,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1165,considers,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,consist,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1167,consisted,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1168,consists,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1169,const,0.0,33.0,12.0,0.0,17.0,0.0,12.0
1170,constitute,0.0,4.0,1.0,0.0,0.0,1.0,1.0
1171,constitutes,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1172,constitution,3.0,3.0,1.0,0.0,0.0,0.0,1.0
1173,constitutional,12.0,8.0,1.0,0.0,0.0,0.0,1.0
1174,constitutions,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,construed,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1176,consult,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1177,consultation,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1178,consults,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1179,consumer,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1180,contact,37.0,90.0,26.0,0.0,9.0,22.0,26.0
1181,contacted,0.0,2.0,0.0,0.0,1.0,0.0,0.0
1182,contacting,0.0,2.0,0.0,0.0,0.0,1.0,0.0
1183,contain,0.0,13.0,2.0,0.0,2.0,3.0,2.0
1184,contained,0.0,5.0,0.0,0.0,0.0,3.0,0.0
1185,container,0.0,3.0,0.0,0.0,0.0,1.0,0.0
1186,containing,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1187,contains,0.0,10.0,0.0,0.0,0.0,4.0,0.0
1188,contaminated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1189,contaminating,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1190,content,19.0,28.0,7.0,0.0,12.0,17.0,7.0
1191,contentaccessibility,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1192,contents,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1193,contentwhere,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1194,contest,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1195,context,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1196,contextbrand,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1197,contextid,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1198,contextmenu,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1199,continue,3.0,10.0,2.0,0.0,0.0,5.0,2.0
1200,continues,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1201,continuing,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1202,continuously,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1203,contraception,3.0,122.0,7.0,0.0,0.0,0.0,7.0
1204,contraceptionabout,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1205,contraceptionexplore,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1206,contraceptive,1.0,6.0,0.0,0.0,0.0,0.0,0.0
1207,contraceptives,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1208,contract,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1209,contracting,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1210,contractors,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1211,contracts,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1212,contribute,50.0,4.0,0.0,0.0,0.0,1.0,0.0
1213,contribution,7.0,9.0,7.0,0.0,0.0,0.0,7.0
1214,contributions,3.0,0.0,1.0,0.0,0.0,0.0,1.0
1215,contributors,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1216,control,2.0,203.0,37.0,0.0,5.0,4.0,36.0
1217,controlarnos,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1218,controlbirth,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1219,controlfind,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1220,controlled,0.0,1.0,0.0,0.0,0.0,2.0,0.0
1221,controlmethods,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1222,controlreproductive,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1223,controls,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1224,controlshare,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1225,controlthe,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1226,controversial,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1227,convenience,0.0,2.0,0.0,0.0,0.0,2.0,0.0
1228,convenient,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1229,conversation,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1230,conversations,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1231,cookie,1.0,5.0,3.0,0.0,0.0,12.0,3.0
1232,cookiebanner,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1233,cookiedomain,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1234,cookiename,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1235,cookies,0.0,6.0,1.0,0.0,0.0,3.0,1.0
1236,cool,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1237,coordinate,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1238,coordinator,2.0,2.0,0.0,0.0,0.0,0.0,0.0
1239,copay,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1240,copied,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1241,copper,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1242,copy,0.0,16.0,4.0,0.0,1.0,12.0,4.0
1243,copycat,0.0,2.0,2.0,0.0,0.0,0.0,2.0
1244,copying,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1245,copyright,0.0,7.0,1.0,0.0,2.0,9.0,1.0
1246,copyrighted,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1247,coronavirus,12.0,0.0,0.0,0.0,2.0,1.0,0.0
1248,coroner,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1249,corporate,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1250,correct,0.0,8.0,2.0,0.0,0.0,7.0,2.0
1251,correctional,1.0,3.0,0.0,0.0,0.0,0.0,0.0
1252,correctly,0.0,3.0,1.0,0.0,0.0,0.0,1.0
1253,correctly—so,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1254,correctness,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1255,corresponding,0.0,6.0,3.0,0.0,0.0,0.0,3.0
1256,corruption,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1257,cosmopolitan,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,cost,7.0,46.0,0.0,0.0,2.0,0.0,0.0
1259,costs,7.0,7.0,1.0,0.0,1.0,0.0,1.0
1260,could,12.0,45.0,2.0,0.0,13.0,2.0,2.0
1261,couldn't,0.0,12.0,3.0,0.0,0.0,0.0,3.0
1262,council,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1263,counsel,0.0,2.0,5.0,0.0,0.0,0.0,5.0
1264,counselapplyassistant,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1265,counselhybridoffice,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1266,counseloffice,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1267,count,0.0,5.0,0.0,0.0,0.0,1.0,0.0
1268,countankers,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1269,counter,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1270,country,0.0,6.0,0.0,0.0,2.0,1.0,0.0
1271,countryread,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1272,county,6.0,4.0,0.0,0.0,0.0,0.0,0.0
1273,couple,0.0,8.0,0.0,0.0,1.0,0.0,0.0
1274,coupon,0.0,2.0,1.0,0.0,0.0,0.0,1.0
1275,coupons,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1276,course,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1277,court,25.0,26.0,5.0,0.0,0.0,1.0,5.0
1278,courtesy,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1279,courthouse,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,courts,0.0,2.0,1.0,0.0,0.0,2.0,1.0
1281,court’s,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1282,coventry,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,cover,0.0,6.0,1.0,0.0,2.0,0.0,1.0
1284,coverage,29.0,2.0,4.0,0.0,0.0,0.0,4.0
1285,covered,0.0,6.0,1.0,0.0,3.0,3.0,1.0
1286,covering,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,covers,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1288,covidvideocan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1289,covington,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,cpu,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1291,crack,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1292,cramp,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1293,cramps,0.0,12.0,0.0,0.0,0.0,0.0,0.0
1294,crampy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1295,creamy,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1296,create,0.0,13.0,5.0,0.0,0.0,4.0,5.0
1297,created,2.0,4.0,2.0,0.0,0.0,2.0,2.0
1298,creating,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1299,creative,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1300,creators,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,credentials,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1302,credit,5.0,15.0,2.0,0.0,1.0,5.0,2.0
1303,crew,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1304,crews,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1305,crime,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1306,criminal,0.0,4.0,0.0,0.0,0.0,1.0,0.0
1307,criminalize,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,criminalizing,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,crisis,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,critical,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,criticalscript,1.0,2.0,1.0,0.0,0.0,0.0,1.0
1312,criticalscripts,1.0,2.0,1.0,0.0,0.0,0.0,1.0
1313,crop,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1314,cross,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,crosshairs,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,crossingsvideofalling,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1317,crucial,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1318,csrf,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1319,csrfguard,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1320,csrfobject,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1321,csrfprotect,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1322,csrftoken,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1323,csrftokenmatch,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1324,csrfvalue,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1325,css,0.0,3.0,0.0,0.0,0.0,2.0,0.0
1326,cta,0.0,12.0,3.0,0.0,0.0,0.0,3.0
1327,ctas,0.0,12.0,3.0,0.0,0.0,0.0,3.0
1328,culture,0.0,3.0,6.0,0.0,0.0,0.0,6.0
1329,cum,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1330,cup,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1331,cure,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1332,cured,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1333,curly,0.0,9.0,0.0,0.0,0.0,0.0,0.0
1334,currency,0.0,4.0,4.0,0.0,0.0,0.0,4.0
1335,current,0.0,26.0,7.0,0.0,1.0,8.0,7.0
1336,currentemailerror,0.0,2.0,1.0,0.0,0.0,0.0,1.0
1337,currentgiftamount,0.0,8.0,4.0,0.0,0.0,0.0,4.0
1338,currently,4.0,10.0,0.0,0.0,2.0,1.0,0.0
1339,currentms,0.0,8.0,0.0,0.0,0.0,0.0,0.0
1340,currentqs,0.0,2.0,2.0,0.0,0.0,0.0,2.0
1341,cursor,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1342,custody,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1343,custom,0.0,21.0,10.0,0.0,0.0,2.0,10.0
1344,customdocumentwrite,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1345,customer,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1346,customers,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1347,customized,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1348,cut,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1349,cute,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1350,cuz,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1351,cycle,0.0,16.0,0.0,0.0,0.0,0.0,0.0
1352,cycles,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1353,cyclone,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1354,cyred,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1355,cómo,0.0,2.0,2.0,0.0,0.0,0.0,2.0
1356,d'ivoire,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1357,dad,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1358,daf,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,daily,15.0,4.0,0.0,0.0,2.0,1.0,0.0
1360,dakota,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1361,dakotanorthern,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1362,damage,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1363,damaged,0.0,1.0,0.0,0.0,3.0,0.0,0.0
1364,damages,0.0,2.0,0.0,0.0,0.0,3.0,0.0
1365,damaging,1.0,0.0,0.0,0.0,2.0,0.0,0.0
1366,dan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,dance,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1368,danced,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1369,danger,2.0,0.0,0.0,0.0,1.0,0.0,0.0
1370,dangerous,1.0,0.0,0.0,0.0,3.0,0.0,0.0
1371,dangerously,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1372,daniel,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1373,danielle,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1374,danny,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1375,danskestonia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1376,dark,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1377,darn,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1378,dash,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1379,data,0.0,42.0,15.0,0.0,12.0,18.0,15.0
1380,database,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1381,datalayer,0.0,32.0,8.0,0.0,0.0,0.0,8.0
1382,date,2.0,19.0,3.0,0.0,0.0,10.0,3.0
1383,dated,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1384,dates,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1385,dating,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1386,davinci®,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1387,davis,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1388,day,4.0,56.0,9.0,0.0,8.0,1.0,10.0
1389,daybreak,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1390,daymore,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1391,days,1.0,69.0,0.0,0.0,3.0,2.0,0.0
1392,dayâ,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1393,dcoffice,0.0,0.0,7.0,0.0,0.0,0.0,7.0
1394,dcteamallfederation,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1395,deactivate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1396,dead,1.0,2.0,1.0,0.0,0.0,0.0,1.0
1397,deadly,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1398,deal,0.0,7.0,5.0,0.0,0.0,0.0,5.0
1399,dealcozy,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1400,dealsprivacydata,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1401,dealt,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1402,death,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1403,debate,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,debit,0.0,0.0,0.0,0.0,1.0,3.0,0.0
1405,debris,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1406,decades,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1407,deceased,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1408,december,4.0,2.0,0.0,0.0,1.0,0.0,0.0
1409,decide,5.0,14.0,1.0,0.0,1.0,0.0,1.0
1410,decided,0.0,6.0,0.0,0.0,1.0,0.0,0.0
1411,decidirte,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1412,decimal,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1413,decision,1.0,21.0,3.0,0.0,3.0,0.0,3.0
1414,decisions,0.0,5.0,1.0,0.0,0.0,0.0,1.0
1415,declared,0.0,2.0,1.0,0.0,1.0,1.0,1.0
1416,decline,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1417,decor,0.0,2.0,1.0,0.0,0.0,0.0,1.0
1418,decoupled,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1419,decrease,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1420,decry,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,decrying,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,dedicated,2.0,2.0,0.0,0.0,1.0,0.0,0.0
1423,deduction,0.0,4.0,2.0,0.0,0.0,0.0,2.0
1424,deemed,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1425,deems,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1426,deep,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1427,deepest,0.0,2.0,1.0,0.0,0.0,0.0,1.0
1428,deeply,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,deer,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1430,default,0.0,60.0,29.0,0.0,0.0,4.0,29.0
1431,defaultms,0.0,2.0,1.0,0.0,0.0,0.0,1.0
1432,defaults,0.0,4.0,2.0,0.0,0.0,0.0,2.0
1433,defeat,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1434,defective,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1435,defend,1.0,1.0,2.0,0.0,0.0,0.0,2.0
1436,defending,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,deficiency,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1438,define,0.0,2.0,1.0,0.0,0.0,0.0,1.0
1439,definitionshealthcare,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1440,definitive,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1441,degree,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1442,del,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1443,delaware,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1444,delay,1.0,3.0,1.0,0.0,0.0,1.0,1.0
1445,delete,0.0,5.0,2.0,0.0,1.0,4.0,2.0
1446,deleted,0.0,2.0,2.0,0.0,0.0,0.0,2.0
1447,deliberate,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1448,deliberately,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1449,delights,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1450,deliver,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1451,delivered,0.0,6.0,2.0,0.0,0.0,1.0,2.0
1452,delivering,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1453,delivers,0.0,7.0,4.0,0.0,0.0,0.0,4.0
1454,delivery,0.0,11.0,3.0,0.0,0.0,0.0,3.0
1455,deluxe,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1456,demand,3.0,3.0,0.0,0.0,0.0,0.0,0.0
1457,democracy,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,democrat,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,democratic,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,demographic,0.0,2.0,0.0,0.0,0.0,1.0,0.0
1461,demographics,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1462,demonstrate,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1463,demonstrates,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1464,den,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1465,denial,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1466,denied,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1467,dental,0.0,1.0,0.0,0.0,0.0,3.0,0.0
1468,deny,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1469,department,4.0,4.0,0.0,0.0,5.0,5.0,0.0
1470,department’s,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1471,depend,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1472,dependent,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1473,depending,2.0,13.0,1.0,0.0,0.0,0.0,1.0
1474,depends,1.0,5.0,0.0,0.0,0.0,0.0,0.0
1475,depo,0.0,8.0,0.0,0.0,0.0,0.0,0.0
1476,depo—it’s,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1477,deprecated,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1478,derailed,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1479,derailment,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1480,derivative,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1481,derived,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1482,des,1.0,0.0,0.0,0.0,2.0,0.0,0.0
1483,desarrollo,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1484,describe,0.0,3.0,0.0,0.0,0.0,1.0,0.0
1485,described,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1486,describes,0.0,9.0,0.0,0.0,1.0,2.0,0.0
1487,describing,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1488,description,0.0,11.0,4.0,0.0,0.0,0.0,4.0
1489,deseamos,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1490,deseret,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,desert,2.0,0.0,0.0,0.0,4.0,0.0,0.0
1492,deserve,0.0,2.0,1.0,0.0,0.0,0.0,1.0
1493,deserves,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1494,design,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1495,designated,0.0,7.0,0.0,0.0,0.0,0.0,0.0
1496,designcontent,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1497,designed,0.0,8.0,0.0,0.0,0.0,3.0,0.0
1498,designmedical,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1499,designpregnancy,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1500,designwebsite,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1501,desire,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1502,desired,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1503,desk,0.0,6.0,0.0,0.0,0.0,0.0,0.0
1504,despite,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,destination,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1506,destinations,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1507,destroy,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1508,destroys,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1509,destructive,0.0,2.0,0.0,0.0,0.0,1.0,0.0
1510,destructure,1.0,2.0,1.0,0.0,0.0,0.0,1.0
1511,detail,0.0,2.0,0.0,0.0,0.0,2.0,0.0
1512,details,0.0,10.0,3.0,0.0,1.0,2.0,3.0
1513,detailsiudimplantthe,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1514,detect,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1515,detected,1.0,2.0,1.0,0.0,0.0,0.0,1.0
1516,detection,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1517,deterioration,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1518,determine,0.0,9.0,0.0,0.0,0.0,5.0,0.0
1519,determined,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,deutschbelarus,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1521,deutschgreece,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1522,deutschluxembourg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1523,deutschturkey,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1524,dev,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1525,devastating,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1526,developed,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1527,development,0.0,18.0,14.0,0.0,3.0,2.0,14.0
1528,developmentnew,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1529,device,0.0,8.0,1.0,0.0,1.0,2.0,1.0
1530,devices,1.0,1.0,0.0,0.0,0.0,2.0,0.0
1531,diabetes,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1532,diafragma,0.0,2.0,2.0,0.0,0.0,0.0,2.0
1533,diagnose,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1534,dial,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1535,dialog,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1536,dialogue,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1537,diaphragm,0.0,30.0,0.0,0.0,0.0,0.0,0.0
1538,diaphragms,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1539,diario,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,did,3.0,11.0,4.0,0.0,0.0,0.0,4.0
1541,didn’t,0.0,14.0,0.0,0.0,0.0,0.0,0.0
1542,died,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,diego,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,diferentes,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1545,differ,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1546,difference,0.0,2.0,0.0,0.0,1.0,0.0,0.0
1547,different,5.0,42.0,3.0,0.0,1.0,5.0,3.0
1548,different—so,0.0,34.0,0.0,0.0,0.0,0.0,0.0
1549,difficult,1.0,4.0,1.0,0.0,0.0,0.0,1.0
1550,difficulties,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,digging,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,digital,0.0,2.0,9.0,0.0,1.0,1.0,9.0
1553,dilation,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,dim,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1555,dime,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1556,dimensions,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1557,dimple,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1558,diners,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1559,direct,4.0,21.0,5.0,0.0,0.0,2.0,5.0
1560,directed,0.0,18.0,4.0,0.0,0.0,2.0,4.0
